cell_id,Athene cunicularia,Athene cunicularia hypugaea/rostrata,Athene cunicularia floridana,Athene cunicularia [guadeloupensis Group],Athene cunicularia [tolimae Group],Athene cunicularia nanodes/juninensis,Athene cunicularia grallaria,Athene cunicularia [cunicularia Group]
82271ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82279ffffffffff,60.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822817fffffffff,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82281ffffffffff,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822837fffffffff,640.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
822887fffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,64.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822897fffffffff,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82289ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8228b7fffffffff,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,109.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822917fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822987fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82298ffffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822997fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,252.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8229affffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8229b7fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a17fffffffff,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822aaffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ab7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ad7fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,26.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
82441ffffffffff,202.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
824437fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824477fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824487fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,64.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
8244affffffffff,137.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
8244b7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244d7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244e7fffffffff,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,134.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
824507fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824527fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82452ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824807fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824827fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82482ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824837fffffffff,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,139.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
824877fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824887fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82488ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248b7fffffffff,233.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8248cffffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8248d7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,764.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
824977fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
824987fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8249affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824c87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824cd7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f1ffffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
826607fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826627fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826647fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82665ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826677fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266d7fffffffff,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8266dffffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266e7fffffffff,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8266effffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82674ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
82676ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d2ffffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d37fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d67fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828167fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a47fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b27fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
828b4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
828b67fffffffff,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
828b6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828e67fffffffff,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
828e77fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f2ffffffffff,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
828f47fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f4ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f57fffffffff,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82a837fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82a877fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a897fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
82a8effffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a91ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82a92ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82a947fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
82a95ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a967fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
82a96ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b24ffffffffff,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b25ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b267fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b26ffffffffff,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b277fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b2dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b2e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b307fffffffff,12.0,0.0,0.0,0.0,2.0,7.0,0.0,3.0
82b357fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c21ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
82c2c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2cffffffffff,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2effffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c307fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
82c32ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
82c34ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82ce8ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82cf97fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82cf9ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82df4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
