cell_id,Aplonis tabuensis,Aplonis tabuensis [tabuensis Group],Aplonis tabuensis manuae
839a02fffffffff,1.0,0.0,0.0
839b5cfffffffff,1.0,0.0,0.0
839b73fffffffff,1.0,0.0,0.0
