cell_id,Jacana jacana,Jacana jacana hypomelaena,Jacana jacana [jacana Group]
825e5ffffffffff,2.0,0.0,0.0
825e67fffffffff,11.0,0.0,0.0
825f0ffffffffff,2.0,0.0,2.0
825f1ffffffffff,1.0,0.0,1.0
825f5ffffffffff,14.0,0.0,7.0
826617fffffffff,4.0,2.0,0.0
826627fffffffff,8.0,6.0,0.0
826637fffffffff,2.0,0.0,0.0
826657fffffffff,2.0,0.0,0.0
826677fffffffff,3.0,0.0,0.0
8266a7fffffffff,12.0,0.0,0.0
8266b7fffffffff,83.0,4.0,0.0
8266c7fffffffff,2.0,0.0,0.0
8266dffffffffff,1.0,0.0,0.0
8266e7fffffffff,6.0,0.0,4.0
8266f7fffffffff,2.0,0.0,0.0
826747fffffffff,48.0,0.0,5.0
82674ffffffffff,9.0,0.0,0.0
82675ffffffffff,8.0,0.0,2.0
82676ffffffffff,2.0,0.0,0.0
82679ffffffffff,4.0,0.0,0.0
828147fffffffff,2.0,0.0,2.0
828a27fffffffff,2.0,0.0,1.0
828a47fffffffff,3.0,0.0,0.0
828aaffffffffff,2.0,0.0,0.0
828af7fffffffff,2.0,0.0,1.0
828b0ffffffffff,3.0,0.0,0.0
828b27fffffffff,9.0,0.0,7.0
828b47fffffffff,2.0,0.0,2.0
828b67fffffffff,4.0,0.0,0.0
828b77fffffffff,11.0,0.0,0.0
828f0ffffffffff,2.0,0.0,0.0
828f47fffffffff,14.0,0.0,14.0
828f4ffffffffff,7.0,0.0,0.0
82a91ffffffffff,3.0,0.0,0.0
82a92ffffffffff,1.0,0.0,0.0
82a947fffffffff,1.0,0.0,0.0
82a957fffffffff,2.0,0.0,2.0
82a967fffffffff,86.0,0.0,3.0
82a96ffffffffff,61.0,0.0,0.0
82b24ffffffffff,487.0,0.0,0.0
82b25ffffffffff,12.0,0.0,0.0
82b267fffffffff,4.0,0.0,0.0
82b26ffffffffff,381.0,0.0,0.0
82b2c7fffffffff,1.0,0.0,0.0
82b367fffffffff,1.0,0.0,0.0
82c2c7fffffffff,13.0,0.0,5.0
82c2cffffffffff,544.0,0.0,0.0
82c2d7fffffffff,12.0,0.0,0.0
82c2e7fffffffff,19.0,0.0,7.0
82c2effffffffff,37.0,0.0,0.0
82c2f7fffffffff,11.0,0.0,0.0
82c34ffffffffff,2.0,0.0,0.0
82ce97fffffffff,11.0,0.0,0.0
