cell_id,Tauraco corythaix,Tauraco corythaix phoebus,Tauraco corythaix corythaix
82972ffffffffff,246.0,49.0,0.0
82bc0ffffffffff,36.0,0.0,3.0
82bc1ffffffffff,67.0,0.0,7.0
82bc47fffffffff,505.0,0.0,111.0
82bc57fffffffff,25.0,0.0,0.0
82bc77fffffffff,82.0,0.0,4.0
82bcd7fffffffff,236.0,72.0,0.0
82bce7fffffffff,200.0,0.0,47.0
82bcf7fffffffff,127.0,0.0,24.0
