cell_id,Sialia sialis,Sialia sialis sialis/bermudensis,Sialia sialis [guatemalae Group]
820e87fffffffff,1.0,0.0,0.0
820ecffffffffff,11.0,2.0,0.0
821257fffffffff,27.0,0.0,0.0
82125ffffffffff,5.0,0.0,0.0
8212c7fffffffff,9.0,0.0,0.0
8212cffffffffff,1.0,0.0,0.0
8212effffffffff,15.0,2.0,0.0
822607fffffffff,16.0,8.0,0.0
82260ffffffffff,33.0,27.0,0.0
822617fffffffff,11.0,0.0,0.0
822627fffffffff,23.0,0.0,0.0
82262ffffffffff,10.0,0.0,0.0
822637fffffffff,6.0,0.0,0.0
822647fffffffff,36.0,0.0,0.0
82264ffffffffff,98.0,43.0,0.0
822657fffffffff,91.0,2.0,0.0
82265ffffffffff,15.0,4.0,0.0
822667fffffffff,22.0,0.0,0.0
82266ffffffffff,10.0,0.0,0.0
822677fffffffff,4.0,0.0,0.0
822687fffffffff,102.0,7.0,0.0
82268ffffffffff,303.0,7.0,0.0
822697fffffffff,44.0,0.0,0.0
82269ffffffffff,14.0,0.0,0.0
8226a7fffffffff,18.0,0.0,0.0
8226affffffffff,179.0,63.0,0.0
8226c7fffffffff,5.0,0.0,0.0
8226cffffffffff,5.0,0.0,0.0
8226d7fffffffff,40.0,0.0,0.0
8226dffffffffff,55.0,0.0,0.0
8226e7fffffffff,27.0,4.0,0.0
8226effffffffff,8.0,0.0,0.0
8226f7fffffffff,30.0,0.0,0.0
822707fffffffff,2.0,0.0,0.0
82270ffffffffff,15.0,15.0,0.0
822717fffffffff,8.0,2.0,0.0
82271ffffffffff,4.0,0.0,0.0
822747fffffffff,61.0,3.0,0.0
82274ffffffffff,765.0,2.0,0.0
822757fffffffff,19.0,0.0,0.0
82275ffffffffff,140.0,0.0,0.0
822767fffffffff,49.0,6.0,0.0
82276ffffffffff,176.0,120.0,0.0
822777fffffffff,24.0,17.0,0.0
822787fffffffff,6.0,0.0,0.0
82278ffffffffff,12.0,0.0,0.0
822797fffffffff,1.0,0.0,0.0
8227a7fffffffff,15.0,0.0,0.0
8227affffffffff,11.0,0.0,0.0
8227b7fffffffff,48.0,0.0,0.0
82288ffffffffff,48.0,5.0,0.0
822897fffffffff,1.0,0.0,0.0
82289ffffffffff,1.0,0.0,0.0
8228b7fffffffff,2.0,0.0,0.0
8228f7fffffffff,88.0,2.0,0.0
822997fffffffff,8.0,0.0,0.0
8229b7fffffffff,14.0,0.0,0.0
822a07fffffffff,49.0,2.0,0.0
822a17fffffffff,7872.0,33.0,0.0
822a37fffffffff,549.0,10.0,0.0
822a87fffffffff,36.0,4.0,0.0
822a8ffffffffff,27.0,7.0,0.0
822a97fffffffff,20.0,2.0,0.0
822a9ffffffffff,2.0,2.0,0.0
822aa7fffffffff,58.0,5.0,0.0
822aaffffffffff,1558.0,130.0,0.0
822ab7fffffffff,634.0,224.0,0.0
822ad7fffffffff,6.0,6.0,0.0
822af7fffffffff,22.0,4.0,0.0
822b07fffffffff,99.0,5.0,0.0
822b0ffffffffff,27.0,2.0,0.0
822b17fffffffff,16.0,0.0,0.0
822b1ffffffffff,234.0,1.0,0.0
822b27fffffffff,3.0,0.0,0.0
822b2ffffffffff,2.0,0.0,0.0
822b37fffffffff,19.0,0.0,0.0
822b87fffffffff,329.0,34.0,0.0
822b8ffffffffff,828.0,91.0,0.0
822b97fffffffff,29.0,16.0,0.0
822b9ffffffffff,1078.0,177.0,0.0
822ba7fffffffff,16.0,0.0,0.0
822baffffffffff,350.0,12.0,0.0
822bb7fffffffff,11.0,0.0,0.0
824417fffffffff,23.0,0.0,0.0
82441ffffffffff,129.0,29.0,0.0
824447fffffffff,85.0,2.0,0.0
82444ffffffffff,18.0,0.0,0.0
824457fffffffff,15.0,0.0,0.0
82445ffffffffff,1.0,0.0,0.0
82446ffffffffff,28.0,0.0,0.0
824477fffffffff,7.0,0.0,0.0
824487fffffffff,1.0,0.0,0.0
8244a7fffffffff,76.0,0.0,0.0
8244affffffffff,118.0,15.0,0.0
8244c7fffffffff,15.0,4.0,0.0
8244cffffffffff,16.0,2.0,0.0
8244d7fffffffff,18.0,0.0,0.0
8244dffffffffff,56.0,2.0,0.0
8244e7fffffffff,9.0,7.0,0.0
8244effffffffff,3.0,0.0,0.0
8244f7fffffffff,123.0,95.0,0.0
824527fffffffff,2.0,0.0,0.0
824537fffffffff,3.0,0.0,0.0
824577fffffffff,26.0,0.0,0.0
824817fffffffff,2.0,0.0,0.0
824887fffffffff,8.0,0.0,0.0
82488ffffffffff,2.0,0.0,0.0
824897fffffffff,40.0,2.0,0.0
82489ffffffffff,32.0,2.0,0.0
8248a7fffffffff,16.0,0.0,0.0
8248affffffffff,28.0,0.0,0.0
8248b7fffffffff,15.0,0.0,0.0
8248c7fffffffff,63.0,2.0,0.0
8248cffffffffff,15.0,2.0,0.0
8248d7fffffffff,43.0,1.0,0.0
8248dffffffffff,64.0,0.0,0.0
8248effffffffff,556.0,23.0,205.0
8248f7fffffffff,10.0,0.0,0.0
82498ffffffffff,1.0,0.0,0.0
824997fffffffff,29.0,0.0,0.0
82499ffffffffff,5.0,0.0,0.0
8249affffffffff,5.0,0.0,0.0
8249b7fffffffff,9.0,0.0,7.0
826d07fffffffff,2.0,0.0,0.0
826d27fffffffff,2.0,0.0,0.0
826d2ffffffffff,29.0,0.0,11.0
826d37fffffffff,7.0,0.0,0.0
826d67fffffffff,4.0,0.0,0.0
