cell_id,Sitta europaea,Sitta europaea [europaea Group],Sitta europaea [asiatica Group],Sitta europaea [roseilia Group],Sitta europaea sinensis/formosana
840880dffffffff,5.0,5.0,0.0,0.0,0.0
8408829ffffffff,4.0,4.0,0.0,0.0,0.0
840882dffffffff,2.0,2.0,0.0,0.0,0.0
840883dffffffff,2.0,0.0,0.0,0.0,0.0
8408843ffffffff,4.0,4.0,0.0,0.0,0.0
8408847ffffffff,2.0,2.0,0.0,0.0,0.0
8408855ffffffff,1.0,1.0,0.0,0.0,0.0
8408863ffffffff,4.0,4.0,0.0,0.0,0.0
8408867ffffffff,4.0,4.0,0.0,0.0,0.0
8408959ffffffff,1.0,1.0,0.0,0.0,0.0
840898bffffffff,2.0,0.0,0.0,0.0,0.0
84089d1ffffffff,2.0,2.0,0.0,0.0,0.0
8408a15ffffffff,4.0,4.0,0.0,0.0,0.0
8408a53ffffffff,4.0,4.0,0.0,0.0,0.0
8408b1dffffffff,1.0,1.0,0.0,0.0,0.0
8408b37ffffffff,2.0,2.0,0.0,0.0,0.0
8408b67ffffffff,2.0,2.0,0.0,0.0,0.0
84118c7ffffffff,2.0,0.0,0.0,0.0,0.0
8415889ffffffff,2.0,0.0,0.0,0.0,0.0
841598bffffffff,4.0,0.0,4.0,0.0,0.0
8418495ffffffff,3.0,0.0,0.0,0.0,0.0
8418497ffffffff,2.0,2.0,0.0,0.0,0.0
84184b1ffffffff,6.0,0.0,0.0,0.0,0.0
84184b3ffffffff,2.0,0.0,0.0,0.0,0.0
84184bbffffffff,8.0,2.0,0.0,0.0,0.0
8418597ffffffff,3.0,3.0,0.0,0.0,0.0
84185b3ffffffff,5.0,5.0,0.0,0.0,0.0
8418631ffffffff,3.0,2.0,0.0,0.0,0.0
84190d9ffffffff,5.0,2.0,0.0,0.0,0.0
8419423ffffffff,1.0,0.0,0.0,0.0,0.0
84194adffffffff,2.0,2.0,0.0,0.0,0.0
841951bffffffff,6.0,0.0,0.0,0.0,0.0
841954dffffffff,4.0,0.0,0.0,0.0,0.0
8419557ffffffff,1.0,1.0,0.0,0.0,0.0
841956dffffffff,2.0,0.0,0.0,0.0,0.0
8419591ffffffff,6.0,0.0,0.0,0.0,0.0
84195c7ffffffff,2.0,2.0,0.0,0.0,0.0
841969bffffffff,1.0,0.0,0.0,0.0,0.0
841e013ffffffff,2.0,0.0,0.0,0.0,0.0
841e037ffffffff,7.0,6.0,0.0,0.0,0.0
841e03bffffffff,2.0,0.0,0.0,0.0,0.0
841e047ffffffff,2.0,2.0,0.0,0.0,0.0
841e063ffffffff,2.0,2.0,0.0,0.0,0.0
841e085ffffffff,6.0,0.0,0.0,0.0,0.0
841e0a9ffffffff,1.0,0.0,0.0,0.0,0.0
841e0b3ffffffff,1.0,1.0,0.0,0.0,0.0
841e0b7ffffffff,1.0,1.0,0.0,0.0,0.0
841e0e9ffffffff,3.0,0.0,0.0,0.0,0.0
841e131ffffffff,1.0,0.0,0.0,0.0,0.0
841e15bffffffff,8.0,0.0,0.0,0.0,0.0
841e229ffffffff,2.0,0.0,0.0,0.0,0.0
841e355ffffffff,10.0,10.0,0.0,0.0,0.0
841e35bffffffff,2.0,2.0,0.0,0.0,0.0
841e427ffffffff,2.0,0.0,0.0,0.0,0.0
841e465ffffffff,4.0,0.0,0.0,0.0,0.0
841e529ffffffff,3.0,3.0,0.0,0.0,0.0
841e539ffffffff,1.0,1.0,0.0,0.0,0.0
841e567ffffffff,2.0,2.0,0.0,0.0,0.0
841ea53ffffffff,1.0,0.0,0.0,0.0,0.0
841ec05ffffffff,2.0,0.0,0.0,0.0,0.0
841ec09ffffffff,1.0,0.0,0.0,0.0,0.0
841ec0dffffffff,2.0,0.0,0.0,0.0,0.0
841ec23ffffffff,2.0,0.0,0.0,0.0,0.0
841ec47ffffffff,1.0,0.0,0.0,0.0,0.0
841ec55ffffffff,3.0,0.0,0.0,0.0,0.0
841eda1ffffffff,2.0,0.0,0.0,0.0,0.0
841ee09ffffffff,2.0,2.0,0.0,0.0,0.0
841ee5bffffffff,2.0,2.0,0.0,0.0,0.0
841eeadffffffff,2.0,0.0,0.0,0.0,0.0
841ef59ffffffff,2.0,0.0,0.0,0.0,0.0
841f1a5ffffffff,113.0,113.0,0.0,0.0,0.0
841f251ffffffff,2.0,2.0,0.0,0.0,0.0
841f283ffffffff,4.0,4.0,0.0,0.0,0.0
841f29dffffffff,3.0,3.0,0.0,0.0,0.0
841f2d3ffffffff,2.0,2.0,0.0,0.0,0.0
841f2dbffffffff,4.0,4.0,0.0,0.0,0.0
841f98bffffffff,1.0,1.0,0.0,0.0,0.0
841fa01ffffffff,4.0,0.0,0.0,0.0,0.0
841fa05ffffffff,6.0,0.0,0.0,0.0,0.0
841fa85ffffffff,1.0,0.0,0.0,0.0,0.0
841fa9bffffffff,2.0,2.0,0.0,0.0,0.0
841fac5ffffffff,2.0,2.0,0.0,0.0,0.0
841fad1ffffffff,1.0,1.0,0.0,0.0,0.0
841fad3ffffffff,8.0,8.0,0.0,0.0,0.0
841fad5ffffffff,2.0,2.0,0.0,0.0,0.0
841fb01ffffffff,1.0,1.0,0.0,0.0,0.0
841fb47ffffffff,1.0,1.0,0.0,0.0,0.0
84206bdffffffff,2.0,0.0,2.0,0.0,0.0
842426bffffffff,1.0,0.0,1.0,0.0,0.0
84255a3ffffffff,8.0,0.0,4.0,0.0,0.0
84255b5ffffffff,2.0,0.0,2.0,0.0,0.0
842c193ffffffff,5.0,0.0,0.0,0.0,0.0
842c2a1ffffffff,4.0,4.0,0.0,0.0,0.0
842e1b5ffffffff,2.0,0.0,0.0,0.0,0.0
842ead9ffffffff,2.0,0.0,2.0,0.0,0.0
843144bffffffff,1.0,0.0,0.0,0.0,0.0
8431633ffffffff,1.0,0.0,0.0,0.0,0.0
8431649ffffffff,2.0,0.0,0.0,2.0,0.0
843185bffffffff,3.0,0.0,0.0,0.0,3.0
8431a87ffffffff,7.0,0.0,0.0,0.0,0.0
8439001ffffffff,2.0,0.0,0.0,0.0,0.0
8439005ffffffff,1.0,0.0,0.0,0.0,0.0
8439015ffffffff,11.0,7.0,0.0,0.0,0.0
8439019ffffffff,4.0,4.0,0.0,0.0,0.0
843901bffffffff,10.0,6.0,0.0,0.0,0.0
843901dffffffff,31.0,29.0,0.0,0.0,0.0
8439025ffffffff,2.0,2.0,0.0,0.0,0.0
8439035ffffffff,1.0,1.0,0.0,0.0,0.0
8439047ffffffff,7.0,0.0,0.0,0.0,0.0
843904dffffffff,3.0,0.0,0.0,0.0,0.0
8439053ffffffff,2.0,0.0,0.0,0.0,0.0
8439057ffffffff,3.0,3.0,0.0,0.0,0.0
843905dffffffff,1.0,0.0,0.0,0.0,0.0
8439067ffffffff,1.0,0.0,0.0,0.0,0.0
843906bffffffff,1.0,1.0,0.0,0.0,0.0
843906dffffffff,6.0,6.0,0.0,0.0,0.0
84390a9ffffffff,2.0,2.0,0.0,0.0,0.0
84390b1ffffffff,4.0,2.0,0.0,0.0,0.0
84390b5ffffffff,40.0,0.0,0.0,0.0,0.0
84390bdffffffff,5.0,0.0,0.0,0.0,0.0
84390c9ffffffff,5.0,5.0,0.0,0.0,0.0
84390d3ffffffff,2.0,2.0,0.0,0.0,0.0
8439103ffffffff,2.0,0.0,0.0,0.0,0.0
843915dffffffff,2.0,0.0,0.0,0.0,0.0
843919bffffffff,2.0,0.0,0.0,0.0,0.0
84391c9ffffffff,2.0,2.0,0.0,0.0,0.0
84391d1ffffffff,1.0,0.0,0.0,0.0,0.0
84391dbffffffff,2.0,0.0,0.0,0.0,0.0
8439207ffffffff,4.0,2.0,0.0,0.0,0.0
8439209ffffffff,2.0,0.0,0.0,0.0,0.0
8439219ffffffff,2.0,0.0,0.0,0.0,0.0
843921bffffffff,3.0,0.0,0.0,0.0,0.0
8439223ffffffff,13.0,0.0,0.0,0.0,0.0
8439257ffffffff,2.0,0.0,0.0,0.0,0.0
8439287ffffffff,2.0,0.0,0.0,0.0,0.0
8439293ffffffff,2.0,2.0,0.0,0.0,0.0
8439299ffffffff,1.0,0.0,0.0,0.0,0.0
84392a5ffffffff,6.0,6.0,0.0,0.0,0.0
84392abffffffff,1.0,0.0,0.0,0.0,0.0
84392b5ffffffff,2.0,0.0,0.0,0.0,0.0
84392c3ffffffff,2.0,0.0,0.0,0.0,0.0
84392c9ffffffff,2.0,0.0,0.0,0.0,0.0
84392cbffffffff,7.0,0.0,0.0,0.0,0.0
84392d3ffffffff,1.0,1.0,0.0,0.0,0.0
8439313ffffffff,2.0,0.0,0.0,0.0,0.0
8439331ffffffff,2.0,0.0,0.0,0.0,0.0
8439337ffffffff,10.0,4.0,0.0,0.0,0.0
8439449ffffffff,2.0,2.0,0.0,0.0,0.0
8439627ffffffff,3.0,3.0,0.0,0.0,0.0
8439635ffffffff,2.0,2.0,0.0,0.0,0.0
8439689ffffffff,4.0,0.0,0.0,0.0,0.0
843968bffffffff,11.0,0.0,0.0,0.0,0.0
8439723ffffffff,4.0,0.0,0.0,0.0,0.0
8439727ffffffff,4.0,0.0,0.0,0.0,0.0
843972dffffffff,17.0,3.0,0.0,0.0,0.0
8439739ffffffff,2.0,0.0,0.0,0.0,0.0
843973dffffffff,1.0,0.0,0.0,0.0,0.0
8440d1bffffffff,2.0,0.0,0.0,0.0,2.0
8440e13ffffffff,2.0,0.0,0.0,0.0,2.0
844ba05ffffffff,4.0,0.0,0.0,0.0,2.0
844ba07ffffffff,2.0,0.0,0.0,0.0,0.0
844ba27ffffffff,9.0,0.0,0.0,0.0,0.0
844ba2bffffffff,18.0,0.0,0.0,0.0,0.0
