cell_id,Metallura williami,Metallura williami recisa,Metallura williami williami,Metallura williami primolina,Metallura williami atrigularis
82661ffffffffff,120.0,0.0,0.0,0.0,0.0
8266c7fffffffff,166.0,0.0,0.0,0.0,0.0
8266d7fffffffff,988.0,0.0,0.0,175.0,0.0
8266dffffffffff,343.0,0.0,0.0,54.0,0.0
8266e7fffffffff,3364.0,0.0,84.0,0.0,0.0
8266f7fffffffff,48.0,0.0,0.0,0.0,0.0
828f2ffffffffff,48.0,0.0,0.0,0.0,2.0
828f77fffffffff,281.0,0.0,0.0,0.0,0.0
