cell_id,Milvus milvus,Milvus milvus milvus,Milvus milvus fasciicauda
8419559ffffffff,21.0,0.0,0.0
841955bffffffff,8.0,0.0,0.0
841955dffffffff,3.0,0.0,0.0
8419565ffffffff,6.0,6.0,0.0
8419581ffffffff,24.0,2.0,0.0
8419583ffffffff,28.0,2.0,0.0
8419585ffffffff,49.0,8.0,0.0
8419587ffffffff,6.0,0.0,0.0
8419589ffffffff,69.0,3.0,0.0
841958bffffffff,56.0,0.0,0.0
841958dffffffff,5.0,0.0,0.0
8419591ffffffff,110.0,7.0,0.0
8419595ffffffff,38.0,0.0,0.0
8419597ffffffff,18.0,0.0,0.0
8419599ffffffff,100.0,13.0,0.0
841959bffffffff,61.0,1.0,0.0
841959dffffffff,161.0,26.0,0.0
84195a1ffffffff,14.0,0.0,0.0
84195a3ffffffff,6.0,0.0,0.0
84195a5ffffffff,15.0,0.0,0.0
84195a9ffffffff,54.0,0.0,0.0
84195abffffffff,25.0,4.0,0.0
84195adffffffff,58.0,5.0,0.0
84195b1ffffffff,2.0,2.0,0.0
84195b5ffffffff,4.0,0.0,0.0
84195b9ffffffff,23.0,1.0,0.0
84195bbffffffff,2.0,0.0,0.0
84195bdffffffff,5.0,0.0,0.0
84195c1ffffffff,5.0,2.0,0.0
84195c3ffffffff,28.0,0.0,0.0
84195c5ffffffff,20.0,1.0,0.0
84195c7ffffffff,17.0,2.0,0.0
84195c9ffffffff,28.0,2.0,0.0
84195cbffffffff,17.0,0.0,0.0
84195cdffffffff,1.0,0.0,0.0
84195d1ffffffff,651.0,51.0,0.0
84195d3ffffffff,1063.0,56.0,0.0
84195d5ffffffff,379.0,8.0,0.0
84195d7ffffffff,261.0,18.0,0.0
84195d9ffffffff,399.0,66.0,0.0
84195dbffffffff,418.0,35.0,0.0
84195ddffffffff,44.0,1.0,0.0
84195e1ffffffff,40.0,0.0,0.0
84195e3ffffffff,78.0,6.0,0.0
84195e5ffffffff,17.0,0.0,0.0
84195e7ffffffff,80.0,6.0,0.0
84195e9ffffffff,22.0,3.0,0.0
84195ebffffffff,47.0,6.0,0.0
84195edffffffff,10.0,0.0,0.0
8419693ffffffff,8.0,0.0,0.0
8419695ffffffff,2.0,0.0,0.0
8419697ffffffff,3.0,0.0,0.0
841969bffffffff,3.0,0.0,0.0
841969dffffffff,1.0,0.0,0.0
84196b3ffffffff,2.0,0.0,0.0
84196bbffffffff,2.0,0.0,0.0
84196d3ffffffff,8.0,0.0,0.0
84196dbffffffff,3.0,0.0,0.0
84196ddffffffff,4.0,0.0,0.0
8419725ffffffff,43.0,0.0,0.0
841972dffffffff,13.0,6.0,0.0
8419733ffffffff,24.0,0.0,0.0
841973bffffffff,4.0,0.0,0.0
8419761ffffffff,12.0,0.0,0.0
8419763ffffffff,1.0,0.0,0.0
8419765ffffffff,10.0,0.0,0.0
8419767ffffffff,18.0,0.0,0.0
841976bffffffff,1.0,0.0,0.0
841e00dffffffff,1.0,0.0,0.0
841e015ffffffff,1.0,0.0,0.0
841e021ffffffff,6.0,0.0,0.0
841e023ffffffff,2.0,0.0,0.0
841e025ffffffff,14.0,6.0,0.0
841e029ffffffff,1.0,0.0,0.0
841e02dffffffff,54.0,4.0,0.0
841e035ffffffff,3.0,2.0,0.0
841e041ffffffff,18.0,0.0,0.0
841e043ffffffff,2.0,0.0,0.0
841e045ffffffff,54.0,3.0,0.0
841e047ffffffff,42.0,0.0,0.0
841e049ffffffff,22.0,0.0,0.0
841e04bffffffff,2.0,0.0,0.0
841e04dffffffff,9.0,0.0,0.0
841e05dffffffff,1.0,0.0,0.0
841e061ffffffff,359.0,31.0,0.0
841e063ffffffff,93.0,0.0,0.0
841e065ffffffff,1.0,0.0,0.0
841e067ffffffff,239.0,0.0,0.0
841e069ffffffff,119.0,5.0,0.0
841e06bffffffff,148.0,0.0,0.0
841e06dffffffff,18.0,2.0,0.0
841e0adffffffff,2.0,0.0,0.0
841e0e3ffffffff,2.0,0.0,0.0
841e109ffffffff,2.0,0.0,0.0
841e10bffffffff,2.0,0.0,0.0
841e119ffffffff,4.0,0.0,0.0
841e11bffffffff,2.0,0.0,0.0
841e11dffffffff,5.0,0.0,0.0
841e121ffffffff,5.0,0.0,0.0
841e129ffffffff,3.0,0.0,0.0
841e12bffffffff,2.0,0.0,0.0
841e135ffffffff,2.0,0.0,0.0
841e139ffffffff,2.0,0.0,0.0
841e141ffffffff,4.0,0.0,0.0
841e149ffffffff,2.0,0.0,0.0
841e153ffffffff,2.0,0.0,0.0
841e157ffffffff,2.0,0.0,0.0
841e181ffffffff,1.0,0.0,0.0
841e1dbffffffff,3.0,0.0,0.0
841e1ddffffffff,5.0,0.0,0.0
841e201ffffffff,4.0,1.0,0.0
841e205ffffffff,4.0,0.0,0.0
841e209ffffffff,1.0,0.0,0.0
841e20dffffffff,9.0,0.0,0.0
841e221ffffffff,2.0,0.0,0.0
841e223ffffffff,1.0,0.0,0.0
841e225ffffffff,15.0,0.0,0.0
841e227ffffffff,2.0,0.0,0.0
841e229ffffffff,2.0,0.0,0.0
841e22dffffffff,2.0,0.0,0.0
841e235ffffffff,3.0,0.0,0.0
841e23dffffffff,3.0,0.0,0.0
841e241ffffffff,9.0,0.0,0.0
841e243ffffffff,8.0,1.0,0.0
841e247ffffffff,1.0,0.0,0.0
841e249ffffffff,7.0,1.0,0.0
841e24bffffffff,2.0,0.0,0.0
841e259ffffffff,2.0,0.0,0.0
841e25dffffffff,1.0,0.0,0.0
841e261ffffffff,4.0,0.0,0.0
841e263ffffffff,10.0,0.0,0.0
841e265ffffffff,43.0,3.0,0.0
841e269ffffffff,16.0,0.0,0.0
841e26dffffffff,4.0,0.0,0.0
841e2e5ffffffff,2.0,0.0,0.0
841e301ffffffff,30.0,0.0,0.0
841e303ffffffff,6.0,0.0,0.0
841e305ffffffff,11.0,0.0,0.0
841e307ffffffff,136.0,0.0,0.0
841e309ffffffff,11.0,0.0,0.0
841e30bffffffff,29.0,0.0,0.0
841e30dffffffff,70.0,0.0,0.0
841e311ffffffff,1.0,0.0,0.0
841e313ffffffff,2.0,0.0,0.0
841e317ffffffff,1.0,0.0,0.0
841e319ffffffff,11.0,0.0,0.0
841e31bffffffff,5.0,0.0,0.0
841e325ffffffff,2.0,0.0,0.0
841e327ffffffff,2.0,0.0,0.0
841e32bffffffff,6.0,1.0,0.0
841e32dffffffff,2.0,0.0,0.0
841e339ffffffff,67.0,0.0,0.0
841e33bffffffff,12.0,0.0,0.0
841e33dffffffff,3.0,0.0,0.0
841e341ffffffff,27.0,3.0,0.0
841e343ffffffff,60.0,0.0,0.0
841e345ffffffff,10.0,0.0,0.0
841e347ffffffff,5.0,0.0,0.0
841e349ffffffff,104.0,1.0,0.0
841e34bffffffff,88.0,2.0,0.0
841e34dffffffff,6.0,0.0,0.0
841e351ffffffff,96.0,0.0,0.0
841e353ffffffff,29.0,0.0,0.0
841e355ffffffff,46.0,0.0,0.0
841e357ffffffff,30.0,0.0,0.0
841e359ffffffff,154.0,0.0,0.0
841e35bffffffff,9.0,0.0,0.0
841e35dffffffff,114.0,0.0,0.0
841e361ffffffff,8.0,0.0,0.0
841e363ffffffff,8.0,0.0,0.0
841e365ffffffff,4.0,0.0,0.0
841e367ffffffff,11.0,0.0,0.0
841e36bffffffff,144.0,6.0,0.0
841e36dffffffff,4.0,2.0,0.0
841e805ffffffff,2.0,0.0,0.0
841e809ffffffff,1.0,0.0,0.0
841e80dffffffff,2.0,2.0,0.0
841e811ffffffff,2.0,0.0,0.0
841e817ffffffff,2.0,0.0,0.0
841e81dffffffff,2.0,0.0,0.0
841e845ffffffff,5.0,0.0,0.0
841e847ffffffff,5.0,0.0,0.0
841e84bffffffff,2.0,0.0,0.0
841e84dffffffff,3.0,2.0,0.0
841e863ffffffff,18.0,0.0,0.0
841e86bffffffff,37.0,0.0,0.0
841e885ffffffff,2.0,0.0,0.0
841e8a1ffffffff,5.0,0.0,0.0
841e8a9ffffffff,2.0,0.0,0.0
841e8abffffffff,5.0,0.0,0.0
841e9a5ffffffff,2.0,0.0,0.0
841e9a9ffffffff,1.0,0.0,0.0
841e9d9ffffffff,2.0,0.0,0.0
841ea01ffffffff,5.0,0.0,0.0
841ea19ffffffff,10.0,0.0,0.0
841ea2dffffffff,2.0,0.0,0.0
841ea49ffffffff,1.0,1.0,0.0
841ea6dffffffff,1.0,0.0,0.0
841ea85ffffffff,3.0,0.0,0.0
841eab9ffffffff,2.0,0.0,0.0
841eb01ffffffff,24.0,1.0,0.0
841eb03ffffffff,74.0,9.0,0.0
841eb05ffffffff,59.0,7.0,0.0
841eb07ffffffff,110.0,25.0,0.0
841eb0bffffffff,15.0,0.0,0.0
841eb13ffffffff,4.0,0.0,0.0
841eb1bffffffff,4.0,0.0,0.0
841eb21ffffffff,2.0,1.0,0.0
841eb23ffffffff,59.0,1.0,0.0
841eb29ffffffff,2.0,0.0,0.0
841eb2bffffffff,35.0,3.0,0.0
841eb39ffffffff,4.0,0.0,0.0
841eb3dffffffff,43.0,11.0,0.0
841eb53ffffffff,1.0,0.0,0.0
841eb5bffffffff,2.0,0.0,0.0
841ec9bffffffff,1.0,0.0,0.0
841ece1ffffffff,2.0,0.0,0.0
841ece7ffffffff,3.0,0.0,0.0
841ed35ffffffff,2.0,0.0,0.0
841ed37ffffffff,1.0,0.0,0.0
841ef27ffffffff,3.0,0.0,0.0
841ef63ffffffff,2.0,0.0,0.0
841f001ffffffff,49.0,35.0,0.0
841f003ffffffff,18.0,0.0,0.0
841f007ffffffff,3.0,0.0,0.0
841f009ffffffff,7.0,2.0,0.0
841f00dffffffff,7.0,0.0,0.0
841f011ffffffff,5.0,0.0,0.0
841f015ffffffff,14.0,0.0,0.0
841f017ffffffff,4.0,0.0,0.0
841f01dffffffff,4.0,1.0,0.0
841f021ffffffff,1.0,0.0,0.0
841f023ffffffff,10.0,0.0,0.0
841f025ffffffff,83.0,0.0,0.0
841f027ffffffff,3.0,0.0,0.0
841f029ffffffff,5.0,0.0,0.0
841f02bffffffff,1.0,0.0,0.0
841f02dffffffff,11.0,0.0,0.0
841f031ffffffff,2.0,0.0,0.0
841f033ffffffff,1.0,0.0,0.0
841f035ffffffff,9.0,2.0,0.0
841f037ffffffff,27.0,4.0,0.0
841f03bffffffff,26.0,11.0,0.0
841f03dffffffff,2.0,0.0,0.0
841f041ffffffff,1.0,0.0,0.0
841f043ffffffff,5.0,2.0,0.0
841f045ffffffff,3.0,0.0,0.0
841f049ffffffff,4.0,0.0,0.0
841f04bffffffff,4.0,0.0,0.0
841f04dffffffff,2.0,0.0,0.0
841f051ffffffff,334.0,11.0,0.0
841f053ffffffff,8.0,0.0,0.0
841f055ffffffff,7.0,0.0,0.0
841f059ffffffff,15.0,4.0,0.0
841f05bffffffff,733.0,33.0,0.0
841f05dffffffff,11.0,6.0,0.0
841f061ffffffff,22.0,0.0,0.0
841f063ffffffff,3.0,0.0,0.0
841f067ffffffff,4.0,2.0,0.0
841f069ffffffff,2.0,0.0,0.0
841f06bffffffff,4.0,0.0,0.0
841f06dffffffff,4.0,0.0,0.0
841f089ffffffff,5.0,0.0,0.0
841f08dffffffff,1.0,0.0,0.0
841f093ffffffff,4.0,0.0,0.0
841f097ffffffff,2.0,1.0,0.0
841f09bffffffff,8.0,0.0,0.0
841f0a1ffffffff,3.0,0.0,0.0
841f0a5ffffffff,6.0,2.0,0.0
841f0adffffffff,3.0,0.0,0.0
841f0b1ffffffff,2.0,0.0,0.0
841f0b5ffffffff,2.0,0.0,0.0
841f0c3ffffffff,1.0,0.0,0.0
841f0c7ffffffff,10.0,0.0,0.0
841f0c9ffffffff,1.0,0.0,0.0
841f0d1ffffffff,5.0,0.0,0.0
841f0d5ffffffff,7.0,0.0,0.0
841f0e1ffffffff,2.0,0.0,0.0
841f0e3ffffffff,1.0,0.0,0.0
841f0e5ffffffff,2.0,0.0,0.0
841f0e7ffffffff,1.0,0.0,0.0
841f0ebffffffff,5.0,0.0,0.0
841f0edffffffff,23.0,3.0,0.0
841f101ffffffff,2.0,0.0,0.0
841f103ffffffff,28.0,0.0,0.0
841f105ffffffff,6.0,0.0,0.0
841f107ffffffff,5.0,1.0,0.0
841f10dffffffff,4.0,0.0,0.0
841f111ffffffff,11.0,0.0,0.0
841f113ffffffff,1.0,0.0,0.0
841f115ffffffff,3.0,0.0,0.0
841f117ffffffff,44.0,0.0,0.0
841f119ffffffff,2.0,2.0,0.0
841f11bffffffff,21.0,0.0,0.0
841f11dffffffff,11.0,0.0,0.0
841f121ffffffff,21.0,0.0,0.0
841f123ffffffff,6.0,0.0,0.0
841f125ffffffff,2.0,0.0,0.0
841f129ffffffff,4.0,0.0,0.0
841f12bffffffff,2.0,0.0,0.0
841f12dffffffff,19.0,0.0,0.0
841f131ffffffff,92.0,2.0,0.0
841f133ffffffff,129.0,0.0,0.0
841f135ffffffff,6.0,0.0,0.0
841f137ffffffff,185.0,0.0,0.0
841f139ffffffff,1.0,0.0,0.0
841f13bffffffff,6.0,0.0,0.0
841f143ffffffff,5.0,0.0,0.0
841f14bffffffff,2.0,0.0,0.0
841f151ffffffff,2.0,0.0,0.0
841f153ffffffff,8.0,0.0,0.0
841f155ffffffff,5.0,0.0,0.0
841f157ffffffff,3.0,0.0,0.0
841f15bffffffff,14.0,1.0,0.0
841f15dffffffff,1.0,0.0,0.0
841f161ffffffff,1.0,0.0,0.0
841f165ffffffff,2.0,0.0,0.0
841f181ffffffff,10.0,0.0,0.0
841f183ffffffff,33.0,0.0,0.0
841f185ffffffff,12.0,6.0,0.0
841f187ffffffff,2.0,0.0,0.0
841f189ffffffff,28.0,0.0,0.0
841f18bffffffff,24.0,0.0,0.0
841f18dffffffff,14.0,2.0,0.0
841f191ffffffff,4.0,0.0,0.0
841f193ffffffff,4.0,0.0,0.0
841f195ffffffff,120.0,4.0,0.0
841f197ffffffff,2.0,0.0,0.0
841f199ffffffff,56.0,0.0,0.0
841f1a1ffffffff,103.0,5.0,0.0
841f1a3ffffffff,14.0,0.0,0.0
841f1a5ffffffff,143.0,0.0,0.0
841f1a7ffffffff,4.0,0.0,0.0
841f1a9ffffffff,77.0,4.0,0.0
841f1abffffffff,36.0,3.0,0.0
841f1adffffffff,20.0,0.0,0.0
841f1b1ffffffff,36.0,0.0,0.0
841f1b3ffffffff,64.0,21.0,0.0
841f1b5ffffffff,12.0,0.0,0.0
841f1b7ffffffff,20.0,0.0,0.0
841f1bbffffffff,57.0,14.0,0.0
841f1bdffffffff,19.0,0.0,0.0
841f1c1ffffffff,70.0,0.0,0.0
841f1c3ffffffff,33.0,5.0,0.0
841f1c7ffffffff,78.0,4.0,0.0
841f1cbffffffff,2.0,0.0,0.0
841f1cdffffffff,59.0,0.0,0.0
841f1d1ffffffff,50.0,1.0,0.0
841f1d3ffffffff,6.0,0.0,0.0
841f1d5ffffffff,40.0,0.0,0.0
841f1d7ffffffff,1.0,0.0,0.0
841f1d9ffffffff,9.0,0.0,0.0
841f1dbffffffff,78.0,2.0,0.0
841f1ddffffffff,13.0,0.0,0.0
841f1e1ffffffff,6.0,2.0,0.0
841f1e3ffffffff,11.0,10.0,0.0
841f1e5ffffffff,9.0,0.0,0.0
841f1e7ffffffff,12.0,6.0,0.0
841f1e9ffffffff,4.0,0.0,0.0
841f1ebffffffff,7.0,0.0,0.0
841f1edffffffff,3.0,1.0,0.0
841f205ffffffff,1.0,0.0,0.0
841f207ffffffff,19.0,3.0,0.0
841f211ffffffff,8.0,0.0,0.0
841f217ffffffff,12.0,1.0,0.0
841f219ffffffff,9.0,0.0,0.0
841f21dffffffff,2.0,0.0,0.0
841f229ffffffff,3.0,0.0,0.0
841f22bffffffff,13.0,2.0,0.0
841f22dffffffff,2.0,0.0,0.0
841f231ffffffff,3.0,2.0,0.0
841f233ffffffff,11.0,5.0,0.0
841f235ffffffff,1.0,0.0,0.0
841f237ffffffff,6.0,2.0,0.0
841f241ffffffff,3.0,1.0,0.0
841f243ffffffff,2.0,0.0,0.0
841f245ffffffff,1.0,0.0,0.0
841f24bffffffff,25.0,7.0,0.0
841f251ffffffff,2.0,0.0,0.0
841f253ffffffff,2.0,0.0,0.0
841f25dffffffff,15.0,4.0,0.0
841f263ffffffff,4.0,0.0,0.0
841f267ffffffff,3.0,0.0,0.0
841f269ffffffff,2.0,0.0,0.0
841f281ffffffff,3.0,2.0,0.0
841f283ffffffff,48.0,20.0,0.0
841f285ffffffff,1.0,0.0,0.0
841f299ffffffff,2.0,2.0,0.0
841f29dffffffff,81.0,14.0,0.0
841f2a1ffffffff,15.0,0.0,0.0
841f2a3ffffffff,51.0,51.0,0.0
841f2a9ffffffff,149.0,23.0,0.0
841f2adffffffff,81.0,14.0,0.0
841f2c5ffffffff,3.0,0.0,0.0
841f2c9ffffffff,4.0,0.0,0.0
841f2cdffffffff,2.0,0.0,0.0
841f2d1ffffffff,1.0,0.0,0.0
841f2d3ffffffff,9.0,4.0,0.0
841f2d7ffffffff,35.0,4.0,0.0
841f2dbffffffff,1.0,0.0,0.0
841f2e1ffffffff,11.0,0.0,0.0
841f2e3ffffffff,13.0,0.0,0.0
841f2e5ffffffff,23.0,4.0,0.0
841f2e7ffffffff,14.0,2.0,0.0
841f2e9ffffffff,3.0,2.0,0.0
841f2ebffffffff,2.0,0.0,0.0
841f2edffffffff,21.0,9.0,0.0
841f315ffffffff,2.0,0.0,0.0
841f319ffffffff,1.0,1.0,0.0
841f31bffffffff,5.0,1.0,0.0
841f31dffffffff,2.0,0.0,0.0
841f331ffffffff,2.0,0.0,0.0
841f333ffffffff,2.0,0.0,0.0
841f335ffffffff,3.0,0.0,0.0
841f33bffffffff,4.0,0.0,0.0
841f353ffffffff,1.0,0.0,0.0
841f355ffffffff,1.0,1.0,0.0
841f40dffffffff,1.0,0.0,0.0
841f425ffffffff,2.0,2.0,0.0
841f42dffffffff,3.0,0.0,0.0
841f443ffffffff,1.0,0.0,0.0
841f463ffffffff,1.0,0.0,0.0
841f511ffffffff,2.0,2.0,0.0
841f517ffffffff,1.0,0.0,0.0
841f519ffffffff,3.0,0.0,0.0
841f547ffffffff,3.0,2.0,0.0
841f549ffffffff,3.0,0.0,0.0
841f54dffffffff,2.0,0.0,0.0
841f551ffffffff,1.0,0.0,0.0
841f553ffffffff,2.0,0.0,0.0
841f56dffffffff,5.0,0.0,0.0
841f715ffffffff,51.0,4.0,0.0
841f71dffffffff,5.0,2.0,0.0
841f725ffffffff,8.0,0.0,0.0
841f727ffffffff,6.0,0.0,0.0
841f72dffffffff,12.0,0.0,0.0
841f801ffffffff,6.0,0.0,0.0
841f803ffffffff,58.0,2.0,0.0
841f807ffffffff,68.0,4.0,0.0
841f80bffffffff,49.0,0.0,0.0
841f811ffffffff,20.0,0.0,0.0
841f813ffffffff,6.0,2.0,0.0
841f815ffffffff,50.0,0.0,0.0
841f817ffffffff,107.0,1.0,0.0
841f819ffffffff,10.0,0.0,0.0
841f81bffffffff,67.0,3.0,0.0
841f81dffffffff,27.0,0.0,0.0
841f821ffffffff,33.0,8.0,0.0
841f823ffffffff,176.0,10.0,0.0
841f825ffffffff,11.0,0.0,0.0
841f827ffffffff,82.0,9.0,0.0
841f829ffffffff,3.0,0.0,0.0
841f82bffffffff,3.0,0.0,0.0
841f82dffffffff,2.0,0.0,0.0
841f831ffffffff,74.0,3.0,0.0
841f833ffffffff,249.0,1.0,0.0
841f835ffffffff,174.0,5.0,0.0
841f837ffffffff,53.0,2.0,0.0
841f839ffffffff,686.0,43.0,0.0
841f83bffffffff,610.0,13.0,0.0
841f83dffffffff,57.0,0.0,0.0
841f841ffffffff,3.0,0.0,0.0
841f843ffffffff,2.0,0.0,0.0
841f84bffffffff,2.0,0.0,0.0
841f853ffffffff,13.0,0.0,0.0
841f855ffffffff,2.0,0.0,0.0
841f857ffffffff,12.0,2.0,0.0
841f859ffffffff,7.0,0.0,0.0
841f85bffffffff,3.0,0.0,0.0
841f861ffffffff,2.0,0.0,0.0
841f865ffffffff,4.0,0.0,0.0
841f869ffffffff,1.0,1.0,0.0
841f86bffffffff,2.0,0.0,0.0
841f881ffffffff,48.0,7.0,0.0
841f883ffffffff,44.0,12.0,0.0
841f885ffffffff,4.0,0.0,0.0
841f887ffffffff,91.0,39.0,0.0
841f889ffffffff,132.0,23.0,0.0
841f88bffffffff,44.0,9.0,0.0
841f88dffffffff,17.0,0.0,0.0
841f891ffffffff,4.0,0.0,0.0
841f893ffffffff,2.0,0.0,0.0
841f895ffffffff,4.0,2.0,0.0
841f899ffffffff,12.0,2.0,0.0
841f89bffffffff,10.0,0.0,0.0
841f89dffffffff,12.0,6.0,0.0
841f8a1ffffffff,2.0,0.0,0.0
841f8a9ffffffff,4.0,0.0,0.0
841f8abffffffff,3.0,2.0,0.0
841f8adffffffff,2.0,0.0,0.0
841f8b1ffffffff,3.0,0.0,0.0
841f8b3ffffffff,2.0,0.0,0.0
841f8b9ffffffff,2.0,2.0,0.0
841f8c1ffffffff,38.0,1.0,0.0
841f8c3ffffffff,5.0,0.0,0.0
841f8c5ffffffff,18.0,0.0,0.0
841f8c7ffffffff,21.0,4.0,0.0
841f8c9ffffffff,18.0,2.0,0.0
841f8cbffffffff,109.0,2.0,0.0
841f8cdffffffff,10.0,0.0,0.0
841f8d1ffffffff,65.0,37.0,0.0
