cell_id,Picumnus cirratus,Picumnus cirratus macconnelli/confusus,Picumnus cirratus [cirratus Group]
84a86e7ffffffff,1.0,0.0,0.0
84a8701ffffffff,13.0,0.0,4.0
84a8753ffffffff,2.0,0.0,0.0
84a8757ffffffff,1.0,0.0,0.0
84a8759ffffffff,14.0,0.0,0.0
84a8767ffffffff,1.0,0.0,0.0
84a8769ffffffff,2.0,0.0,0.0
84a8805ffffffff,126.0,0.0,2.0
84a8807ffffffff,19.0,0.0,0.0
84a880dffffffff,12.0,0.0,0.0
84a8811ffffffff,141.0,0.0,3.0
84a8813ffffffff,3.0,0.0,0.0
84a8817ffffffff,3.0,0.0,0.0
84a8819ffffffff,21.0,0.0,0.0
84a881bffffffff,150.0,0.0,0.0
84a8821ffffffff,2.0,0.0,1.0
84a8825ffffffff,13.0,0.0,0.0
84a8829ffffffff,5.0,0.0,0.0
84a882bffffffff,2.0,0.0,0.0
84a882dffffffff,58.0,0.0,11.0
84a8831ffffffff,3.0,0.0,0.0
84a8835ffffffff,2.0,0.0,2.0
84a883bffffffff,22.0,0.0,4.0
84a883dffffffff,3.0,0.0,0.0
84a8841ffffffff,3.0,0.0,0.0
84a8847ffffffff,2.0,0.0,0.0
84a8849ffffffff,217.0,0.0,4.0
84a884bffffffff,5.0,0.0,0.0
84a884dffffffff,23.0,0.0,0.0
84a8853ffffffff,4.0,0.0,0.0
84a8857ffffffff,21.0,0.0,0.0
84a885bffffffff,7.0,0.0,0.0
84a8863ffffffff,33.0,0.0,0.0
84a8867ffffffff,18.0,0.0,5.0
84a886bffffffff,1.0,0.0,0.0
84a886dffffffff,7.0,0.0,0.0
84a8889ffffffff,2.0,0.0,0.0
84a88a9ffffffff,2.0,0.0,0.0
84a88b1ffffffff,1.0,0.0,0.0
84a88c1ffffffff,13.0,0.0,0.0
84a88c5ffffffff,2.0,0.0,0.0
84a88c9ffffffff,2.0,0.0,0.0
84a88cdffffffff,18.0,0.0,2.0
84a88d5ffffffff,4.0,0.0,0.0
84a88ddffffffff,60.0,0.0,5.0
84a88e7ffffffff,2.0,0.0,0.0
84a88e9ffffffff,59.0,0.0,5.0
84a88ebffffffff,15.0,0.0,0.0
84a8911ffffffff,23.0,0.0,0.0
84a8915ffffffff,3.0,0.0,0.0
84a8917ffffffff,93.0,0.0,5.0
84a8919ffffffff,48.0,0.0,2.0
84a891bffffffff,13.0,0.0,0.0
84a891dffffffff,19.0,0.0,3.0
84a893bffffffff,3.0,0.0,0.0
84a8951ffffffff,18.0,0.0,0.0
84a8953ffffffff,38.0,0.0,7.0
84a8957ffffffff,29.0,0.0,1.0
84a895bffffffff,11.0,0.0,0.0
84a89c5ffffffff,2.0,0.0,0.0
84a89e3ffffffff,2.0,0.0,0.0
84a89e7ffffffff,2.0,0.0,0.0
84a89edffffffff,7.0,0.0,0.0
84a8a03ffffffff,91.0,0.0,0.0
84a8a07ffffffff,644.0,0.0,5.0
84a8a11ffffffff,31.0,0.0,0.0
84a8a13ffffffff,634.0,0.0,24.0
84a8a15ffffffff,65.0,0.0,0.0
84a8a17ffffffff,120.0,0.0,1.0
84a8a19ffffffff,412.0,0.0,29.0
84a8a1bffffffff,17.0,0.0,0.0
84a8a1dffffffff,91.0,0.0,6.0
84a8a21ffffffff,116.0,0.0,0.0
84a8a23ffffffff,538.0,0.0,28.0
84a8a25ffffffff,32.0,0.0,1.0
84a8a27ffffffff,106.0,0.0,4.0
84a8a2bffffffff,229.0,0.0,0.0
84a8a2dffffffff,15.0,0.0,0.0
84a8a31ffffffff,12.0,0.0,0.0
84a8a33ffffffff,4.0,0.0,0.0
84a8a35ffffffff,33.0,0.0,0.0
84a8a37ffffffff,3.0,0.0,0.0
84a8a39ffffffff,27.0,0.0,0.0
84a8a3bffffffff,11.0,0.0,0.0
84a8a3dffffffff,243.0,0.0,3.0
84a8a53ffffffff,366.0,0.0,47.0
84a8a81ffffffff,1.0,0.0,0.0
84a8a85ffffffff,4.0,0.0,0.0
84a8a89ffffffff,2.0,0.0,0.0
84a8a8bffffffff,1.0,0.0,0.0
84a8a8dffffffff,1.0,0.0,0.0
84a8a91ffffffff,72.0,0.0,12.0
84a8a93ffffffff,4.0,0.0,0.0
84a8a95ffffffff,11.0,0.0,1.0
84a8a97ffffffff,79.0,0.0,3.0
84a8a99ffffffff,2.0,0.0,0.0
84a8aa5ffffffff,10.0,0.0,0.0
84a8aa7ffffffff,4.0,0.0,0.0
84a8aadffffffff,59.0,0.0,0.0
84a8ab1ffffffff,2.0,0.0,2.0
84a8ab9ffffffff,9.0,0.0,0.0
84a8ac1ffffffff,6.0,0.0,0.0
84a8ac3ffffffff,2.0,0.0,0.0
84a8ac5ffffffff,27.0,0.0,0.0
84a8ac7ffffffff,1.0,0.0,0.0
84a8ac9ffffffff,47.0,0.0,0.0
84a8acbffffffff,26.0,0.0,0.0
84a8acdffffffff,60.0,0.0,0.0
84a8ad1ffffffff,23.0,0.0,0.0
84a8ad3ffffffff,28.0,0.0,0.0
84a8ad5ffffffff,6.0,0.0,0.0
84a8ad9ffffffff,3.0,0.0,1.0
84a8adbffffffff,4.0,0.0,0.0
84a8addffffffff,1.0,0.0,0.0
84a8ae1ffffffff,18.0,0.0,0.0
84a8ae3ffffffff,23.0,0.0,0.0
84a8ae5ffffffff,22.0,0.0,0.0
84a8ae9ffffffff,3.0,0.0,0.0
84a8aebffffffff,5.0,0.0,0.0
84a8aedffffffff,1.0,0.0,0.0
84a8b11ffffffff,7.0,0.0,0.0
84a8b13ffffffff,7.0,0.0,0.0
84a8b17ffffffff,6.0,0.0,0.0
84a8b1bffffffff,23.0,0.0,0.0
84a8e65ffffffff,1.0,0.0,1.0
84a8f41ffffffff,9.0,0.0,0.0
84a8f47ffffffff,2.0,0.0,0.0
84a8f57ffffffff,1.0,0.0,0.0
84a8f61ffffffff,2.0,0.0,0.0
84a8f63ffffffff,1.0,0.0,0.0
84a9407ffffffff,4.0,0.0,0.0
84a940dffffffff,9.0,0.0,0.0
84a9411ffffffff,202.0,0.0,0.0
84a9413ffffffff,68.0,0.0,0.0
84a9417ffffffff,17.0,0.0,0.0
84a9419ffffffff,39.0,0.0,0.0
84a941bffffffff,123.0,0.0,0.0
84a941dffffffff,1.0,0.0,0.0
84a9425ffffffff,9.0,0.0,0.0
84a9427ffffffff,1.0,0.0,0.0
84a9429ffffffff,12.0,0.0,0.0
84a942dffffffff,3.0,0.0,0.0
84a9435ffffffff,10.0,0.0,0.0
84a9437ffffffff,12.0,0.0,0.0
84a943dffffffff,152.0,0.0,0.0
84a9441ffffffff,83.0,0.0,0.0
84a9443ffffffff,5.0,0.0,0.0
84a9445ffffffff,24.0,0.0,0.0
84a9447ffffffff,33.0,0.0,0.0
84a9449ffffffff,8.0,0.0,0.0
84a944bffffffff,7.0,0.0,0.0
84a9453ffffffff,51.0,0.0,0.0
84a9457ffffffff,51.0,0.0,0.0
84a945bffffffff,28.0,0.0,0.0
84a9461ffffffff,80.0,0.0,0.0
84a9463ffffffff,7.0,0.0,0.0
84a9465ffffffff,40.0,0.0,0.0
84a9467ffffffff,64.0,0.0,0.0
84a946bffffffff,26.0,0.0,1.0
84a946dffffffff,2.0,0.0,0.0
84a9483ffffffff,4.0,0.0,0.0
84a948bffffffff,1.0,0.0,0.0
84a9499ffffffff,2.0,0.0,0.0
84a949bffffffff,2.0,0.0,0.0
84a94a9ffffffff,1.0,0.0,0.0
84a94b5ffffffff,2.0,0.0,0.0
84a94b7ffffffff,2.0,0.0,0.0
84a94c1ffffffff,13.0,0.0,0.0
84a94c3ffffffff,7.0,0.0,0.0
84a94c5ffffffff,12.0,0.0,0.0
84a94c7ffffffff,59.0,0.0,0.0
84a94cbffffffff,1.0,0.0,0.0
84a94cdffffffff,1.0,0.0,0.0
84a94d1ffffffff,2.0,0.0,0.0
84a94d5ffffffff,2.0,0.0,0.0
84a94d7ffffffff,4.0,0.0,0.0
84a94d9ffffffff,2.0,0.0,0.0
84a94ddffffffff,18.0,0.0,0.0
84a94e1ffffffff,1.0,0.0,0.0
84a94e3ffffffff,10.0,0.0,0.0
84a94e5ffffffff,514.0,0.0,0.0
84a94e7ffffffff,62.0,0.0,0.0
84a94e9ffffffff,17.0,0.0,0.0
84a94edffffffff,13.0,0.0,0.0
84a951dffffffff,2.0,0.0,0.0
84a9531ffffffff,5.0,0.0,0.0
84a953bffffffff,2.0,0.0,0.0
84a9551ffffffff,3.0,0.0,0.0
84a9559ffffffff,5.0,0.0,0.0
84a955bffffffff,10.0,0.0,0.0
84a9599ffffffff,6.0,0.0,0.0
84a959bffffffff,2.0,0.0,0.0
84a95a5ffffffff,1.0,0.0,0.0
84a95abffffffff,30.0,0.0,0.0
84a95bbffffffff,4.0,0.0,0.0
84a95c3ffffffff,13.0,0.0,0.0
84a95c5ffffffff,3.0,0.0,0.0
84a95c9ffffffff,57.0,0.0,0.0
84a95d1ffffffff,30.0,0.0,0.0
84a95d7ffffffff,6.0,0.0,0.0
84a95d9ffffffff,46.0,0.0,0.0
84a95dbffffffff,90.0,0.0,0.0
84a95edffffffff,10.0,0.0,0.0
84a9607ffffffff,2.0,0.0,0.0
84a9611ffffffff,48.0,0.0,0.0
84a9617ffffffff,19.0,0.0,0.0
84a9619ffffffff,4.0,0.0,0.0
84a9623ffffffff,33.0,0.0,0.0
84a9625ffffffff,3.0,0.0,0.0
84a9627ffffffff,96.0,0.0,0.0
84a9631ffffffff,2.0,0.0,0.0
84a9633ffffffff,4.0,0.0,0.0
84a9637ffffffff,17.0,0.0,0.0
84a9639ffffffff,2.0,0.0,0.0
84a963dffffffff,8.0,0.0,0.0
84a9645ffffffff,47.0,0.0,0.0
84a964bffffffff,2.0,0.0,0.0
84a964dffffffff,9.0,0.0,0.0
84a9653ffffffff,6.0,0.0,0.0
84a9659ffffffff,1.0,0.0,0.0
84a965bffffffff,1.0,0.0,0.0
84a9683ffffffff,2.0,0.0,0.0
84a9685ffffffff,53.0,0.0,0.0
84a96a1ffffffff,8.0,0.0,0.0
84a96a5ffffffff,11.0,0.0,0.0
84a96a7ffffffff,20.0,0.0,0.0
84a96a9ffffffff,15.0,0.0,0.0
84a96abffffffff,4.0,0.0,0.0
84a96adffffffff,128.0,0.0,0.0
84a96b1ffffffff,2.0,0.0,0.0
84a96b9ffffffff,23.0,0.0,0.0
84a96bdffffffff,2.0,0.0,0.0
84a96c5ffffffff,23.0,0.0,0.0
84a96e1ffffffff,9.0,0.0,0.0
84a96e3ffffffff,8.0,0.0,0.0
84a96e5ffffffff,25.0,0.0,0.0
84a96e7ffffffff,67.0,0.0,0.0
84a96e9ffffffff,12.0,0.0,0.0
84a96edffffffff,5.0,0.0,0.0
84a9717ffffffff,1.0,0.0,0.0
84a9719ffffffff,2.0,0.0,0.0
84a9733ffffffff,2.0,0.0,0.0
84b2401ffffffff,10.0,0.0,0.0
84b2405ffffffff,4.0,0.0,0.0
84b2407ffffffff,2.0,0.0,0.0
84b2411ffffffff,1.0,0.0,0.0
84b2413ffffffff,144.0,0.0,0.0
84b2417ffffffff,3.0,0.0,0.0
84b241dffffffff,5.0,0.0,0.0
84b2423ffffffff,1.0,0.0,0.0
84b242bffffffff,51.0,0.0,0.0
84b2431ffffffff,4.0,0.0,0.0
84b2435ffffffff,334.0,0.0,0.0
84b2437ffffffff,9.0,0.0,0.0
84b2439ffffffff,4.0,0.0,0.0
84b243dffffffff,17.0,0.0,0.0
84b2443ffffffff,1.0,0.0,0.0
84b2451ffffffff,4.0,0.0,0.0
84b2453ffffffff,2.0,0.0,0.0
84b2457ffffffff,1.0,0.0,0.0
84b2463ffffffff,14.0,0.0,0.0
84b249bffffffff,2.0,0.0,0.0
84b249dffffffff,2.0,0.0,0.0
84b24a9ffffffff,14.0,0.0,0.0
84b24adffffffff,7.0,0.0,0.0
84b24bdffffffff,3.0,0.0,0.0
84b24c1ffffffff,6.0,0.0,0.0
84b24c5ffffffff,9.0,0.0,0.0
84b24c7ffffffff,2.0,0.0,0.0
84b24cdffffffff,40.0,0.0,0.0
84b24d1ffffffff,2.0,0.0,0.0
84b24d3ffffffff,10.0,0.0,0.0
84b24d7ffffffff,5.0,0.0,0.0
84b24d9ffffffff,1.0,0.0,0.0
84b24dbffffffff,12.0,0.0,0.0
84b24e3ffffffff,6.0,0.0,0.0
84b24e5ffffffff,22.0,0.0,0.0
84b24e9ffffffff,4.0,0.0,0.0
84b24edffffffff,9.0,0.0,0.0
84b2533ffffffff,1.0,0.0,0.0
84b2549ffffffff,2.0,0.0,0.0
84b2589ffffffff,2.0,0.0,0.0
84b258dffffffff,2.0,0.0,0.0
84b2591ffffffff,4.0,0.0,0.0
84b25c1ffffffff,6.0,0.0,0.0
84b25c3ffffffff,4.0,0.0,0.0
84b25c7ffffffff,1.0,0.0,0.0
84b25cbffffffff,15.0,0.0,0.0
84b25cdffffffff,17.0,0.0,0.0
84b25d1ffffffff,22.0,0.0,0.0
84b25d5ffffffff,65.0,0.0,0.0
84b25d7ffffffff,11.0,0.0,0.0
84b25ddffffffff,28.0,0.0,0.0
84b25e3ffffffff,6.0,0.0,0.0
84b2613ffffffff,20.0,0.0,0.0
84b2625ffffffff,3.0,0.0,0.0
84b262dffffffff,23.0,0.0,0.0
84b2633ffffffff,1.0,0.0,0.0
84b2635ffffffff,5.0,0.0,0.0
84b263dffffffff,9.0,0.0,0.0
84b2659ffffffff,2.0,0.0,0.0
84b2661ffffffff,2.0,0.0,0.0
84b2667ffffffff,2.0,0.0,0.0
84b266bffffffff,1.0,0.0,0.0
84b268bffffffff,11.0,0.0,0.0
84b268dffffffff,14.0,0.0,0.0
84b2691ffffffff,14.0,0.0,0.0
84b2693ffffffff,4.0,0.0,0.0
84b2695ffffffff,18.0,0.0,0.0
84b269bffffffff,3.0,0.0,0.0
84b269dffffffff,4.0,0.0,0.0
84b26d1ffffffff,15.0,0.0,0.0
84b26d3ffffffff,1.0,0.0,0.0
84b26d7ffffffff,9.0,0.0,0.0
84b26e3ffffffff,1.0,0.0,0.0
84b26ebffffffff,1.0,0.0,0.0
84b2701ffffffff,16.0,0.0,0.0
84b2709ffffffff,23.0,0.0,0.0
84b270bffffffff,7.0,0.0,0.0
84b2715ffffffff,2.0,0.0,0.0
84b2723ffffffff,6.0,0.0,0.0
84b2727ffffffff,8.0,0.0,0.0
84b2741ffffffff,20.0,0.0,0.0
84b2743ffffffff,3.0,0.0,0.0
84b2747ffffffff,7.0,0.0,0.0
84b2749ffffffff,41.0,0.0,0.0
84b274bffffffff,6.0,0.0,0.0
84b2757ffffffff,5.0,0.0,0.0
84b275bffffffff,52.0,0.0,0.0
84b275dffffffff,16.0,0.0,0.0
84b276bffffffff,1.0,0.0,0.0
84b2ed9ffffffff,2.0,0.0,0.0
84b3407ffffffff,3.0,0.0,0.0
84b340dffffffff,26.0,0.0,0.0
84b3421ffffffff,49.0,0.0,0.0
84b3423ffffffff,40.0,0.0,0.0
84b3425ffffffff,332.0,0.0,0.0
84b3427ffffffff,46.0,0.0,0.0
84b3429ffffffff,31.0,0.0,0.0
84b342bffffffff,13.0,0.0,0.0
84b342dffffffff,15.0,0.0,0.0
84b3435ffffffff,11.0,0.0,0.0
84b3437ffffffff,2.0,0.0,0.0
84b3439ffffffff,1.0,0.0,0.0
84b343bffffffff,15.0,0.0,0.0
84b3441ffffffff,7.0,0.0,0.0
84b3445ffffffff,36.0,0.0,0.0
84b3447ffffffff,9.0,0.0,0.0
84b345dffffffff,2.0,0.0,0.0
84b3461ffffffff,5.0,0.0,0.0
84b3463ffffffff,11.0,0.0,0.0
84b3467ffffffff,8.0,0.0,0.0
84b346bffffffff,9.0,0.0,0.0
84b346dffffffff,22.0,0.0,0.0
84b3481ffffffff,2.0,0.0,0.0
84b3487ffffffff,4.0,0.0,0.0
84b348bffffffff,4.0,0.0,0.0
84b3491ffffffff,1.0,0.0,0.0
84b3493ffffffff,2.0,0.0,0.0
84b3499ffffffff,2.0,0.0,0.0
84b349dffffffff,11.0,0.0,0.0
84b34a5ffffffff,7.0,0.0,0.0
84b34b1ffffffff,8.0,0.0,0.0
84b34b9ffffffff,28.0,0.0,0.0
84b34bdffffffff,12.0,0.0,0.0
84b34c1ffffffff,3.0,0.0,0.0
84b34c5ffffffff,2.0,0.0,0.0
84b34c7ffffffff,9.0,0.0,0.0
84b34d1ffffffff,3.0,0.0,0.0
84b34d3ffffffff,1.0,0.0,0.0
84b34d7ffffffff,9.0,0.0,0.0
84b34d9ffffffff,11.0,0.0,0.0
84b34dbffffffff,39.0,0.0,0.0
84b34e9ffffffff,1.0,0.0,0.0
84b3511ffffffff,97.0,0.0,0.0
84b3513ffffffff,206.0,0.0,0.0
84b351bffffffff,52.0,0.0,0.0
84b3585ffffffff,28.0,0.0,0.0
84b3589ffffffff,114.0,0.0,0.0
84b358dffffffff,6.0,0.0,0.0
84b35a1ffffffff,6.0,0.0,0.0
84b35a3ffffffff,7.0,0.0,0.0
84b35abffffffff,2.0,0.0,0.0
84b35b1ffffffff,4.0,0.0,0.0
84b35b5ffffffff,151.0,0.0,0.0
84b35bdffffffff,92.0,0.0,0.0
84b35c1ffffffff,21.0,0.0,0.0
84b35c3ffffffff,3.0,0.0,0.0
84b35c5ffffffff,115.0,0.0,0.0
84b35c7ffffffff,36.0,0.0,0.0
84b35c9ffffffff,155.0,0.0,0.0
84b35cdffffffff,94.0,0.0,0.0
84b35d3ffffffff,2.0,0.0,0.0
84b35d5ffffffff,12.0,0.0,0.0
84b35d9ffffffff,1.0,0.0,0.0
84b35ddffffffff,2.0,0.0,0.0
84b35e1ffffffff,105.0,0.0,0.0
84b35e3ffffffff,27.0,0.0,0.0
84b35e7ffffffff,11.0,0.0,0.0
84b35e9ffffffff,414.0,0.0,0.0
84b35ebffffffff,39.0,0.0,0.0
84b35edffffffff,8.0,0.0,0.0
84b3603ffffffff,1.0,0.0,0.0
84b3605ffffffff,2.0,0.0,0.0
84b3611ffffffff,7.0,0.0,0.0
84b3617ffffffff,11.0,0.0,0.0
84b3623ffffffff,4.0,0.0,0.0
84b3627ffffffff,1.0,0.0,0.0
84b3629ffffffff,13.0,0.0,0.0
84b3633ffffffff,11.0,0.0,0.0
84b3657ffffffff,2.0,0.0,0.0
84b3661ffffffff,4.0,0.0,0.0
84b3663ffffffff,1.0,0.0,0.0
84b366dffffffff,11.0,0.0,0.0
84b3683ffffffff,7.0,0.0,0.0
84b3689ffffffff,1.0,0.0,0.0
84b368bffffffff,12.0,0.0,0.0
84b3699ffffffff,67.0,0.0,0.0
84b369bffffffff,8.0,0.0,0.0
84b36a9ffffffff,2.0,0.0,0.0
84b36b3ffffffff,10.0,0.0,0.0
84b36c3ffffffff,4.0,0.0,0.0
84b36d3ffffffff,3.0,0.0,0.0
84b36d5ffffffff,28.0,0.0,0.0
84b36d7ffffffff,9.0,0.0,0.0
84c2c03ffffffff,10.0,0.0,0.0
84c2c11ffffffff,4.0,0.0,0.0
84c2c13ffffffff,3.0,0.0,0.0
84c2c15ffffffff,12.0,0.0,0.0
84c2c17ffffffff,59.0,0.0,0.0
84c2c19ffffffff,65.0,0.0,0.0
84c2c1bffffffff,2.0,0.0,0.0
84c2c1dffffffff,35.0,0.0,0.0
84c2c3bffffffff,2.0,0.0,0.0
84c2c41ffffffff,1.0,0.0,0.0
84c2c4bffffffff,2.0,0.0,0.0
84c2c53ffffffff,73.0,0.0,0.0
84c2c57ffffffff,12.0,0.0,0.0
84c2c5bffffffff,61.0,0.0,0.0
84c2c81ffffffff,1.0,0.0,0.0
84c2c83ffffffff,1.0,0.0,0.0
84c2c87ffffffff,13.0,0.0,0.0
84c2c89ffffffff,10.0,0.0,0.0
84c2c8dffffffff,1.0,0.0,0.0
84c2c91ffffffff,3.0,0.0,0.0
84c2c95ffffffff,3.0,0.0,0.0
84c2c97ffffffff,36.0,0.0,0.0
84c2c99ffffffff,4.0,0.0,0.0
84c2ca3ffffffff,2.0,0.0,0.0
84c2ca5ffffffff,8.0,0.0,0.0
84c2ca7ffffffff,48.0,0.0,0.0
84c2ca9ffffffff,8.0,0.0,0.0
84c2cabffffffff,12.0,0.0,0.0
84c2cadffffffff,46.0,0.0,0.0
84c2cb1ffffffff,59.0,0.0,0.0
84c2cb3ffffffff,2.0,0.0,0.0
84c2cb5ffffffff,8.0,0.0,0.0
84c2cb9ffffffff,9.0,0.0,0.0
84c2cbbffffffff,1.0,0.0,0.0
84c2cbdffffffff,27.0,0.0,0.0
84c2cc1ffffffff,16.0,0.0,0.0
84c2cc3ffffffff,9.0,0.0,0.0
84c2cc5ffffffff,2.0,0.0,0.0
84c2cc7ffffffff,13.0,0.0,0.0
84c2ccbffffffff,3.0,0.0,0.0
84c2ccdffffffff,14.0,0.0,0.0
84c2cd1ffffffff,2.0,0.0,0.0
84c2cd3ffffffff,59.0,0.0,0.0
84c2cd7ffffffff,9.0,0.0,0.0
84c2cd9ffffffff,5.0,0.0,0.0
84c2cdbffffffff,129.0,0.0,0.0
84c2ce1ffffffff,152.0,0.0,0.0
84c2ce7ffffffff,8.0,0.0,0.0
84c2ce9ffffffff,4.0,0.0,0.0
84c2cedffffffff,8.0,0.0,0.0
84c2d93ffffffff,84.0,0.0,0.0
84c2d9bffffffff,25.0,0.0,0.0
84c2e0bffffffff,2.0,0.0,0.0
84c2e31ffffffff,275.0,0.0,0.0
84c2e33ffffffff,86.0,0.0,0.0
84c2e35ffffffff,12.0,0.0,0.0
84c2e37ffffffff,2.0,0.0,0.0
84c2e39ffffffff,1.0,0.0,0.0
84c2e3bffffffff,4.0,0.0,0.0
84c2e3dffffffff,1.0,0.0,0.0
84c2e85ffffffff,11.0,0.0,0.0
84c2e87ffffffff,19.0,0.0,0.0
84c2ea1ffffffff,28.0,0.0,0.0
84c2ea3ffffffff,4.0,0.0,0.0
84c2ea7ffffffff,4.0,0.0,0.0
84c2eadffffffff,1.0,0.0,0.0
84c2eb5ffffffff,3.0,0.0,0.0
84c2eb9ffffffff,1.0,0.0,0.0
84c2ebbffffffff,16.0,0.0,0.0
84c2ee3ffffffff,2.0,0.0,0.0
84c2ee5ffffffff,5.0,0.0,0.0
