cell_id,Cranioleuca albiceps,Cranioleuca albiceps albiceps,Cranioleuca albiceps discolor
838b20fffffffff,46.0,0.0,0.0
838b21fffffffff,72.0,0.0,0.0
838b2cfffffffff,159.0,0.0,0.0
838b2dfffffffff,4.0,0.0,0.0
838b75fffffffff,4.0,0.0,0.0
83b321fffffffff,12.0,0.0,0.0
83b324fffffffff,3.0,0.0,0.0
83b325fffffffff,84.0,0.0,0.0
83b362fffffffff,1.0,0.0,0.0
