cell_id,Pachyramphus viridis,Pachyramphus viridis xanthogenys/peruanus,Pachyramphus viridis griseigularis,Pachyramphus viridis viridis
835f03fffffffff,5.0,0.0,0.0,0.0
835f42fffffffff,2.0,0.0,0.0,0.0
835f71fffffffff,1.0,0.0,0.0,0.0
8366dafffffffff,29.0,6.0,0.0,0.0
8366defffffffff,189.0,114.0,0.0,0.0
838000fffffffff,2.0,0.0,0.0,0.0
838002fffffffff,2.0,0.0,0.0,0.0
838006fffffffff,3.0,0.0,0.0,3.0
838010fffffffff,2.0,0.0,0.0,0.0
838014fffffffff,14.0,0.0,0.0,0.0
838016fffffffff,5.0,0.0,0.0,0.0
838030fffffffff,80.0,0.0,0.0,7.0
838032fffffffff,2.0,0.0,0.0,0.0
838035fffffffff,2.0,0.0,0.0,2.0
838036fffffffff,3.0,0.0,0.0,0.0
838046fffffffff,2.0,0.0,0.0,0.0
838061fffffffff,3.0,0.0,0.0,0.0
838101fffffffff,3.0,0.0,0.0,0.0
838102fffffffff,15.0,0.0,0.0,0.0
838104fffffffff,3.0,0.0,0.0,0.0
838106fffffffff,6.0,0.0,0.0,0.0
838114fffffffff,4.0,0.0,0.0,0.0
838116fffffffff,1.0,0.0,0.0,0.0
838119fffffffff,3.0,0.0,0.0,0.0
83811afffffffff,2.0,0.0,0.0,2.0
83811efffffffff,2.0,0.0,0.0,0.0
838121fffffffff,35.0,0.0,0.0,6.0
838123fffffffff,2.0,0.0,0.0,2.0
838124fffffffff,37.0,0.0,0.0,9.0
838125fffffffff,3.0,0.0,0.0,0.0
83812bfffffffff,2.0,0.0,0.0,0.0
838130fffffffff,48.0,0.0,0.0,8.0
838132fffffffff,53.0,0.0,0.0,15.0
838133fffffffff,98.0,0.0,0.0,13.0
838134fffffffff,4.0,0.0,0.0,0.0
838136fffffffff,84.0,0.0,0.0,5.0
838140fffffffff,1.0,0.0,0.0,1.0
838144fffffffff,2.0,0.0,0.0,2.0
838145fffffffff,1.0,0.0,0.0,0.0
838146fffffffff,12.0,0.0,0.0,6.0
83814afffffffff,3.0,0.0,0.0,0.0
83814efffffffff,10.0,0.0,0.0,0.0
838152fffffffff,1.0,0.0,0.0,1.0
838159fffffffff,2.0,0.0,0.0,0.0
83815cfffffffff,2.0,0.0,0.0,2.0
83815dfffffffff,5.0,0.0,0.0,0.0
83815efffffffff,1.0,0.0,0.0,0.0
838160fffffffff,1.0,0.0,0.0,0.0
838163fffffffff,2.0,0.0,0.0,0.0
838171fffffffff,31.0,0.0,0.0,8.0
838180fffffffff,5.0,0.0,0.0,0.0
838181fffffffff,49.0,0.0,0.0,3.0
838183fffffffff,9.0,0.0,0.0,2.0
838185fffffffff,14.0,0.0,0.0,5.0
838188fffffffff,3.0,0.0,0.0,1.0
83818afffffffff,3.0,0.0,0.0,0.0
83818dfffffffff,2.0,0.0,0.0,0.0
83818efffffffff,2.0,0.0,0.0,0.0
8381adfffffffff,3.0,0.0,0.0,0.0
838b08fffffffff,3.0,0.0,0.0,0.0
838b0cfffffffff,8.0,0.0,0.0,0.0
838b11fffffffff,2.0,0.0,0.0,0.0
838b1efffffffff,1.0,0.0,0.0,0.0
838b20fffffffff,3.0,0.0,0.0,0.0
838b22fffffffff,9.0,0.0,0.0,0.0
838b2afffffffff,3.0,0.0,0.0,0.0
838b4efffffffff,3.0,3.0,0.0,0.0
838b51fffffffff,10.0,10.0,0.0,0.0
838b5cfffffffff,66.0,61.0,0.0,0.0
838b5dfffffffff,2.0,2.0,0.0,0.0
838b76fffffffff,1.0,0.0,0.0,0.0
838b88fffffffff,1.0,0.0,0.0,0.0
838ba6fffffffff,4.0,0.0,0.0,0.0
838bb5fffffffff,23.0,0.0,0.0,0.0
838e64fffffffff,28.0,0.0,0.0,0.0
838e65fffffffff,2.0,0.0,0.0,0.0
838f29fffffffff,2.0,0.0,0.0,0.0
838f40fffffffff,18.0,5.0,0.0,0.0
838f43fffffffff,42.0,20.0,0.0,0.0
838f46fffffffff,21.0,17.0,0.0,0.0
838f4afffffffff,14.0,0.0,0.0,0.0
838f54fffffffff,37.0,0.0,0.0,0.0
838f55fffffffff,10.0,4.0,0.0,0.0
838f70fffffffff,5.0,2.0,0.0,0.0
838f72fffffffff,185.0,108.0,0.0,0.0
838f74fffffffff,8.0,4.0,0.0,0.0
838f76fffffffff,9.0,8.0,0.0,0.0
83a801fffffffff,14.0,0.0,0.0,4.0
83a804fffffffff,2.0,0.0,0.0,2.0
83a805fffffffff,16.0,0.0,0.0,12.0
83a806fffffffff,108.0,0.0,0.0,23.0
83a808fffffffff,2.0,0.0,0.0,2.0
83a80efffffffff,2.0,0.0,0.0,0.0
83a810fffffffff,102.0,0.0,0.0,13.0
83a811fffffffff,8.0,0.0,0.0,0.0
83a812fffffffff,159.0,0.0,0.0,43.0
83a813fffffffff,1.0,0.0,0.0,1.0
83a815fffffffff,59.0,0.0,0.0,14.0
83a818fffffffff,2.0,0.0,0.0,0.0
83a81bfffffffff,7.0,0.0,0.0,2.0
83a81cfffffffff,9.0,0.0,0.0,1.0
83a81efffffffff,41.0,0.0,0.0,7.0
83a820fffffffff,6.0,0.0,0.0,0.0
83a821fffffffff,8.0,0.0,0.0,6.0
83a822fffffffff,23.0,0.0,0.0,1.0
83a823fffffffff,9.0,0.0,0.0,1.0
83a824fffffffff,20.0,0.0,0.0,0.0
83a825fffffffff,5.0,0.0,0.0,3.0
83a826fffffffff,3.0,0.0,0.0,0.0
83a829fffffffff,11.0,0.0,0.0,0.0
83a82dfffffffff,2.0,0.0,0.0,2.0
83a82efffffffff,2.0,0.0,0.0,2.0
83a831fffffffff,21.0,0.0,0.0,14.0
83a833fffffffff,9.0,0.0,0.0,0.0
83a835fffffffff,12.0,0.0,0.0,3.0
83a840fffffffff,17.0,0.0,0.0,3.0
83a844fffffffff,21.0,0.0,0.0,12.0
83a845fffffffff,7.0,0.0,0.0,0.0
83a846fffffffff,30.0,0.0,0.0,0.0
83a84efffffffff,1.0,0.0,0.0,0.0
83a859fffffffff,205.0,0.0,0.0,10.0
83a85bfffffffff,2.0,0.0,0.0,0.0
83a85dfffffffff,72.0,0.0,0.0,2.0
83a860fffffffff,19.0,0.0,0.0,4.0
83a862fffffffff,2.0,0.0,0.0,1.0
83a863fffffffff,5.0,0.0,0.0,3.0
83a865fffffffff,2.0,0.0,0.0,0.0
83a866fffffffff,6.0,0.0,0.0,0.0
83a875fffffffff,3.0,0.0,0.0,0.0
83a880fffffffff,49.0,0.0,0.0,3.0
83a881fffffffff,96.0,0.0,0.0,27.0
83a882fffffffff,43.0,0.0,0.0,8.0
83a883fffffffff,4.0,0.0,0.0,0.0
83a884fffffffff,71.0,0.0,0.0,25.0
83a886fffffffff,5.0,0.0,0.0,0.0
