cell_id,Chroicocephalus maculipennis,Chroicocephalus maculipennis (White-winged),Chroicocephalus maculipennis (Dark-winged)
83a831fffffffff,2.0,0.0,0.0
83a900fffffffff,3.0,0.0,0.0
83a901fffffffff,13.0,0.0,0.0
83a903fffffffff,36.0,0.0,0.0
83a905fffffffff,523.0,0.0,0.0
83a918fffffffff,17.0,0.0,0.0
83a91bfffffffff,40.0,0.0,0.0
83a91dfffffffff,2.0,0.0,0.0
83a921fffffffff,134.0,0.0,0.0
83a92cfffffffff,63.0,0.0,0.0
83a92dfffffffff,8.0,0.0,0.0
83a92efffffffff,361.0,0.0,0.0
83a964fffffffff,10.0,0.0,0.0
83a966fffffffff,4.0,0.0,0.0
83b200fffffffff,2.0,0.0,0.0
83b203fffffffff,5.0,0.0,0.0
83b219fffffffff,193.0,0.0,0.0
83b21bfffffffff,7.0,0.0,0.0
83b21dfffffffff,4.0,0.0,0.0
83b241fffffffff,529.0,0.0,0.0
83b242fffffffff,10.0,0.0,0.0
83b243fffffffff,11.0,0.0,0.0
83b245fffffffff,13.0,0.0,0.0
83b248fffffffff,2.0,0.0,0.0
83b249fffffffff,1.0,0.0,0.0
83b24afffffffff,66.0,0.0,0.0
83b24bfffffffff,32.0,0.0,0.0
83b24cfffffffff,54.0,0.0,0.0
83b24dfffffffff,3.0,0.0,0.0
83b24efffffffff,28.0,0.0,0.0
83b258fffffffff,38.0,0.0,0.0
83b259fffffffff,127.0,0.0,0.0
83b25afffffffff,4.0,0.0,0.0
83b25bfffffffff,43.0,0.0,0.0
83b25cfffffffff,13.0,0.0,0.0
83b25dfffffffff,287.0,0.0,0.0
83b262fffffffff,2.0,0.0,0.0
83b263fffffffff,4.0,0.0,0.0
83b268fffffffff,35.0,0.0,0.0
83b26afffffffff,5.0,0.0,0.0
83b26dfffffffff,2.0,0.0,0.0
83b275fffffffff,3.0,0.0,0.0
83b2c0fffffffff,3903.0,0.0,0.0
83b2c1fffffffff,2.0,0.0,0.0
83b2c2fffffffff,482.0,0.0,0.0
83b2c3fffffffff,731.0,0.0,0.0
83b2c4fffffffff,2354.0,0.0,0.0
83b2c5fffffffff,1917.0,0.0,0.0
83b2c8fffffffff,14.0,0.0,0.0
83b2ccfffffffff,2.0,0.0,0.0
83b2cdfffffffff,22.0,0.0,0.0
83b2d8fffffffff,396.0,0.0,0.0
83b2d9fffffffff,6.0,0.0,0.0
83b2dafffffffff,422.0,0.0,0.0
83b2dbfffffffff,29.0,0.0,0.0
83b2dcfffffffff,534.0,0.0,0.0
83b2ddfffffffff,50.0,0.0,0.0
83b2e2fffffffff,354.0,0.0,0.0
83b2e6fffffffff,12.0,0.0,0.0
83b2e8fffffffff,8.0,0.0,0.0
83b2eefffffffff,6.0,0.0,0.0
83c200fffffffff,2.0,0.0,0.0
83c203fffffffff,294.0,0.0,0.0
83c205fffffffff,513.0,0.0,0.0
83c218fffffffff,123.0,0.0,0.0
83c219fffffffff,91.0,0.0,0.0
83c21bfffffffff,1348.0,0.0,0.0
83c21cfffffffff,36.0,0.0,0.0
83c21dfffffffff,623.0,0.0,0.0
83c221fffffffff,148.0,0.0,0.0
83c223fffffffff,3.0,0.0,0.0
83c228fffffffff,30.0,0.0,0.0
83c229fffffffff,28.0,0.0,0.0
83c22afffffffff,249.0,0.0,0.0
83c22bfffffffff,8.0,0.0,0.0
83c22cfffffffff,56.0,0.0,0.0
83c22dfffffffff,9.0,0.0,0.0
83c22efffffffff,233.0,0.0,0.0
83c289fffffffff,4.0,0.0,0.0
83c2c0fffffffff,21.0,0.0,0.0
83c2c1fffffffff,45.0,0.0,0.0
83c2c2fffffffff,30.0,0.0,0.0
83c2c3fffffffff,3.0,0.0,0.0
83c2c4fffffffff,54.0,0.0,0.0
83c2c5fffffffff,536.0,0.0,0.0
83c2c6fffffffff,2.0,0.0,0.0
83c2c9fffffffff,4.0,0.0,0.0
83c2cafffffffff,4.0,0.0,0.0
83c2ccfffffffff,2.0,0.0,0.0
83c2cdfffffffff,26.0,0.0,0.0
83c2cefffffffff,11.0,0.0,0.0
83c2d0fffffffff,104.0,0.0,0.0
83c2d2fffffffff,91.0,0.0,0.0
83c2d3fffffffff,11.0,0.0,0.0
83c2d4fffffffff,357.0,0.0,0.0
83c2d6fffffffff,168.0,0.0,0.0
83c2d9fffffffff,4.0,0.0,0.0
83c2dafffffffff,4.0,0.0,0.0
83c2dcfffffffff,6.0,0.0,0.0
83c2ddfffffffff,2.0,0.0,0.0
83c2e0fffffffff,232.0,0.0,0.0
83c2e1fffffffff,101.0,0.0,0.0
83c2e2fffffffff,645.0,0.0,0.0
83c2e3fffffffff,2433.0,0.0,0.0
83c2e4fffffffff,48.0,0.0,0.0
83c2e5fffffffff,50.0,0.0,0.0
83c2e6fffffffff,247.0,0.0,0.0
83c2e8fffffffff,61.0,0.0,0.0
83c2e9fffffffff,118.0,0.0,0.0
83c2eafffffffff,92.0,0.0,0.0
83c2ebfffffffff,24.0,0.0,0.0
83c2ecfffffffff,64.0,0.0,0.0
83c2edfffffffff,11.0,0.0,0.0
83c2eefffffffff,86.0,0.0,0.0
83c2f0fffffffff,6.0,0.0,0.0
83c2f1fffffffff,1437.0,0.0,0.0
83c2f2fffffffff,2322.0,0.0,0.0
83c2f3fffffffff,1024.0,0.0,0.0
83c2f4fffffffff,3.0,0.0,0.0
83c301fffffffff,14.0,0.0,0.0
83c305fffffffff,12.0,0.0,0.0
83c308fffffffff,45.0,0.0,0.0
83c309fffffffff,23.0,0.0,0.0
83c30bfffffffff,6.0,0.0,0.0
83c30cfffffffff,6.0,0.0,0.0
83c30dfffffffff,4.0,0.0,0.0
83c320fffffffff,35.0,0.0,0.0
83c321fffffffff,144.0,0.0,0.0
83c323fffffffff,9.0,0.0,0.0
83c324fffffffff,45.0,0.0,0.0
83c328fffffffff,8.0,0.0,0.0
83c329fffffffff,367.0,0.0,0.0
83c32afffffffff,133.0,0.0,0.0
83c32bfffffffff,78.0,0.0,0.0
83c32efffffffff,577.0,0.0,0.0
83c340fffffffff,146.0,0.0,0.0
83c341fffffffff,34.0,0.0,0.0
83c342fffffffff,21.0,0.0,0.0
83c343fffffffff,36.0,0.0,0.0
83c344fffffffff,3.0,0.0,0.0
83c345fffffffff,5.0,0.0,0.0
83c346fffffffff,4.0,0.0,0.0
83c348fffffffff,37.0,0.0,0.0
83c349fffffffff,91.0,0.0,0.0
83c34afffffffff,11.0,0.0,0.0
83c34bfffffffff,133.0,0.0,0.0
83c34cfffffffff,23.0,0.0,0.0
83c34dfffffffff,12.0,0.0,0.0
83c34efffffffff,101.0,0.0,0.0
83c350fffffffff,121.0,0.0,0.0
83c351fffffffff,44.0,0.0,0.0
83c352fffffffff,68.0,0.0,0.0
83c353fffffffff,18.0,0.0,0.0
83c354fffffffff,37.0,0.0,0.0
83c355fffffffff,11.0,0.0,0.0
83c356fffffffff,63.0,0.0,0.0
83c358fffffffff,11.0,0.0,0.0
83c359fffffffff,10.0,0.0,0.0
83c35afffffffff,24.0,0.0,0.0
83c35bfffffffff,20.0,0.0,0.0
83c35cfffffffff,12.0,0.0,0.0
83c35dfffffffff,58.0,0.0,0.0
83c35efffffffff,4.0,0.0,0.0
83c360fffffffff,17.0,0.0,0.0
83c364fffffffff,15.0,0.0,0.0
83c365fffffffff,5.0,0.0,0.0
83c366fffffffff,38.0,0.0,0.0
83c36bfffffffff,5.0,0.0,0.0
83c370fffffffff,2.0,0.0,0.0
83c373fffffffff,4.0,0.0,0.0
83c376fffffffff,143.0,0.0,0.0
83ce12fffffffff,7.0,0.0,0.0
83ce16fffffffff,4.0,0.0,0.0
83ce30fffffffff,2.0,0.0,0.0
83ce32fffffffff,10.0,0.0,0.0
83ce80fffffffff,53.0,0.0,0.0
83ce81fffffffff,114.0,0.0,0.0
83ce82fffffffff,5.0,0.0,0.0
83ce83fffffffff,134.0,0.0,0.0
83ce84fffffffff,15.0,0.0,0.0
83ce85fffffffff,45.0,0.0,0.0
83ce86fffffffff,5.0,0.0,0.0
83ce88fffffffff,766.0,0.0,0.0
83ce89fffffffff,10.0,0.0,0.0
83ce8afffffffff,50.0,0.0,0.0
83ce8bfffffffff,84.0,0.0,0.0
83ce8cfffffffff,3013.0,0.0,0.0
83ce8efffffffff,591.0,0.0,0.0
83ce91fffffffff,23.0,0.0,0.0
83ce92fffffffff,2.0,0.0,0.0
83ce93fffffffff,290.0,0.0,0.0
83ce94fffffffff,1.0,0.0,0.0
83ce96fffffffff,6.0,0.0,0.0
83ce98fffffffff,223.0,0.0,0.0
83ce99fffffffff,14.0,0.0,0.0
83ce9bfffffffff,15.0,0.0,0.0
83ce9cfffffffff,133.0,0.0,0.0
83ce9dfffffffff,159.0,0.0,0.0
83ce9efffffffff,20.0,0.0,0.0
83cea0fffffffff,56.0,0.0,0.0
83cea1fffffffff,234.0,0.0,0.0
83cea2fffffffff,14.0,0.0,0.0
83cea3fffffffff,72.0,0.0,0.0
83cea4fffffffff,6.0,0.0,0.0
83cea5fffffffff,4.0,0.0,0.0
83cea6fffffffff,2.0,0.0,0.0
83cea8fffffffff,2432.0,0.0,0.0
83ceaafffffffff,2579.0,0.0,0.0
83ceabfffffffff,39.0,0.0,0.0
83ceacfffffffff,1664.0,0.0,0.0
83ceaefffffffff,2322.0,0.0,0.0
83cf12fffffffff,459.0,0.0,0.0
83cf13fffffffff,2.0,0.0,0.0
83cf16fffffffff,87.0,0.0,0.0
83cf18fffffffff,2.0,0.0,0.0
83cf85fffffffff,75.0,0.0,0.0
83cf88fffffffff,12.0,0.0,0.0
83cf89fffffffff,17.0,0.0,0.0
83cf8afffffffff,19.0,0.0,0.0
83cf8bfffffffff,34.0,0.0,0.0
83cf8dfffffffff,7.0,0.0,0.0
83cf91fffffffff,28.0,0.0,0.0
83cf94fffffffff,36.0,0.0,0.0
83cf98fffffffff,31.0,0.0,0.0
83cf9efffffffff,75.0,0.0,0.0
83cfa0fffffffff,211.0,0.0,0.0
83cfa1fffffffff,3.0,0.0,0.0
83cfa2fffffffff,328.0,0.0,0.0
83cfa4fffffffff,2609.0,0.0,0.0
83cfa5fffffffff,6.0,0.0,0.0
83cfa8fffffffff,2.0,0.0,0.0
83cfa9fffffffff,7.0,0.0,0.0
83cfaafffffffff,9.0,0.0,0.0
83cfabfffffffff,9.0,0.0,0.0
83cfacfffffffff,464.0,0.0,0.0
83cfadfffffffff,3.0,0.0,0.0
83cfb1fffffffff,82.0,0.0,0.0
83de62fffffffff,40.0,0.0,0.0
83de66fffffffff,2.0,0.0,0.0
83de70fffffffff,191.0,0.0,0.0
83de71fffffffff,2.0,0.0,0.0
83de74fffffffff,31.0,0.0,0.0
83de75fffffffff,7.0,0.0,0.0
83df40fffffffff,3.0,0.0,0.0
83df41fffffffff,34.0,0.0,0.0
83df44fffffffff,6.0,0.0,0.0
83df45fffffffff,511.0,0.0,0.0
83df4dfffffffff,34.0,0.0,0.0
83df68fffffffff,434.0,0.0,0.0
83df69fffffffff,653.0,0.0,0.0
83df6afffffffff,243.0,0.0,0.0
83df6bfffffffff,112.0,0.0,0.0
83df6dfffffffff,216.0,0.0,0.0
83df6efffffffff,2.0,0.0,0.0
