cell_id,Curruca curruca,Curruca curruca curruca/blythi,Curruca curruca halimodendri,Curruca curruca minula,Curruca curruca margelanica,Curruca curruca althaea,Curruca curruca curruca/blythi/halimodendri,Curruca curruca curruca/minula,Curruca curruca minula/margelanica,Curruca curruca curruca/althaea,Curruca curruca curruca/minula/althaea
820817fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
82081ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820837fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
820887fffffffff,114.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0
82088ffffffffff,75.0,33.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
820897fffffffff,82.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
82089ffffffffff,503.0,53.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0
8208a7fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8208b7fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
8208c7fffffffff,8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8208cffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208d7fffffffff,87.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
8208dffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8208effffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208f7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820987fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
82098ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
820997fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
82099ffffffffff,78.0,4.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
8209a7fffffffff,192.0,12.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
8209affffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820a37fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
820a97fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
820bb7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
821017fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821027fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
82109ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210c7fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8210dffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210effffffffff,21.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
8210f7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821107fffffffff,110.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
821117fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
821127fffffffff,48.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
82112ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
821137fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
821157fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821187fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
82118ffffffffff,100.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
821197fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82119ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
8211a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8211affffffffff,102.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
8215b7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82182ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
821847fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
821867fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821877fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
82190ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82192ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
821947fffffffff,1108.0,28.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0
82194ffffffffff,1260.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0
821957fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
82195ffffffffff,474.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0
82196ffffffffff,333.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0
821977fffffffff,98.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
