cell_id,Zonotrichia leucophrys,Zonotrichia leucophrys leucophrys,Zonotrichia leucophrys oriantha,Zonotrichia leucophrys gambelii,Zonotrichia leucophrys nuttalli,Zonotrichia leucophrys pugetensis,Zonotrichia leucophrys leucophrys/oriantha,Zonotrichia leucophrys nuttalli/pugetensis
830c14fffffffff,328.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0
830c15fffffffff,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
830c1efffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c25fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c30fffffffff,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
830c41fffffffff,25.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
830c42fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c46fffffffff,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
830c50fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830c51fffffffff,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
830c55fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830c5afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c60fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c62fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830c63fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830c64fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c65fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c66fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830c69fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c70fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830c71fffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
830c73fffffffff,52.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
830c74fffffffff,42.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
830c75fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830c76fffffffff,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
830ca4fffffffff,55.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
830d03fffffffff,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830d09fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830d0bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d53fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830d56fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d58fffffffff,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830d59fffffffff,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
830d5afffffffff,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830d5bfffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830d62fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d72fffffffff,43.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0
830d73fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
830d89fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830e45fffffffff,41.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
830e62fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e6afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
830e86fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
