cell_id,Tringa semipalmata,Tringa semipalmata semipalmata,Tringa semipalmata inornata
8329a0fffffffff,244.0,0.0,6.0
8329a1fffffffff,4642.0,0.0,541.0
8329a3fffffffff,5.0,0.0,0.0
8329a4fffffffff,16505.0,0.0,2375.0
8329a5fffffffff,14011.0,0.0,1454.0
8329a6fffffffff,4340.0,0.0,458.0
8329a8fffffffff,120.0,0.0,0.0
8329a9fffffffff,13.0,0.0,0.0
8329aafffffffff,229.0,0.0,0.0
8329acfffffffff,10.0,0.0,0.0
8329adfffffffff,4875.0,0.0,6.0
8329aefffffffff,6.0,0.0,0.0
8329b0fffffffff,31.0,0.0,0.0
8329b1fffffffff,25.0,0.0,0.0
8329b2fffffffff,77.0,0.0,10.0
8329b3fffffffff,2.0,0.0,0.0
8329b4fffffffff,8.0,0.0,4.0
8329b5fffffffff,60.0,0.0,27.0
8329b6fffffffff,42.0,0.0,14.0
832a06fffffffff,211.0,41.0,12.0
832a10fffffffff,9852.0,2813.0,236.0
832a13fffffffff,6453.0,1048.0,242.0
832a14fffffffff,1202.0,275.0,29.0
832a15fffffffff,8098.0,1907.0,325.0
832a1afffffffff,167.0,53.0,13.0
832a30fffffffff,7280.0,1517.0,0.0
832a31fffffffff,9554.0,2334.0,411.0
832a33fffffffff,3821.0,926.0,29.0
832a34fffffffff,5250.0,1693.0,0.0
832a4cfffffffff,20.0,0.0,0.0
832a82fffffffff,2.0,0.0,0.0
832a86fffffffff,2.0,0.0,0.0
832a90fffffffff,13.0,0.0,0.0
832a92fffffffff,6.0,0.0,0.0
832a93fffffffff,2.0,0.0,0.0
832a94fffffffff,35.0,0.0,0.0
832a96fffffffff,8.0,0.0,0.0
832a9cfffffffff,6.0,0.0,3.0
832aa8fffffffff,326.0,132.0,0.0
832aa9fffffffff,11501.0,2185.0,1057.0
832aacfffffffff,3.0,2.0,1.0
832aadfffffffff,17598.0,3781.0,830.0
832ab0fffffffff,11.0,0.0,0.0
832ab1fffffffff,50.0,0.0,0.0
832ab2fffffffff,395.0,0.0,25.0
832ab3fffffffff,107.0,0.0,0.0
832ac6fffffffff,1511.0,182.0,229.0
832ad0fffffffff,1262.0,56.0,117.0
832ad1fffffffff,1047.0,22.0,105.0
832ad3fffffffff,3924.0,111.0,166.0
832ad5fffffffff,2110.0,108.0,70.0
832af0fffffffff,1693.0,31.0,266.0
832af1fffffffff,4984.0,313.0,802.0
832af3fffffffff,1199.0,153.0,114.0
832af4fffffffff,20.0,5.0,3.0
832af6fffffffff,3401.0,336.0,608.0
832b00fffffffff,353.0,16.0,0.0
832b01fffffffff,72.0,3.0,0.0
832b03fffffffff,79.0,42.0,0.0
832b05fffffffff,670.0,45.0,0.0
832b06fffffffff,151.0,22.0,0.0
832b0afffffffff,2231.0,344.0,0.0
832b0cfffffffff,1522.0,258.0,0.0
832b0efffffffff,494.0,102.0,0.0
832b18fffffffff,95.0,20.0,0.0
832b19fffffffff,308.0,17.0,0.0
832b1afffffffff,27.0,0.0,0.0
832b1bfffffffff,60.0,21.0,0.0
832b1cfffffffff,13.0,4.0,0.0
832b1dfffffffff,116.0,26.0,0.0
832b21fffffffff,32.0,10.0,0.0
832b22fffffffff,8.0,0.0,0.0
832b23fffffffff,194.0,8.0,0.0
832b24fffffffff,2.0,0.0,0.0
832b25fffffffff,2.0,0.0,0.0
832b28fffffffff,12.0,0.0,0.0
832b29fffffffff,5.0,3.0,0.0
832b2afffffffff,304.0,36.0,0.0
832b2cfffffffff,129.0,40.0,0.0
832b2efffffffff,77.0,25.0,0.0
832b33fffffffff,23.0,0.0,0.0
834411fffffffff,1.0,0.0,0.0
834412fffffffff,1586.0,0.0,143.0
834413fffffffff,11763.0,91.0,545.0
834414fffffffff,112.0,0.0,11.0
834416fffffffff,2337.0,0.0,482.0
83441afffffffff,5257.0,30.0,453.0
83441bfffffffff,1736.0,7.0,104.0
83441efffffffff,10852.0,51.0,1056.0
834424fffffffff,408.0,0.0,16.0
834430fffffffff,2.0,0.0,0.0
834432fffffffff,180.0,0.0,0.0
834434fffffffff,8.0,0.0,0.0
834436fffffffff,51.0,0.0,0.0
834443fffffffff,1.0,0.0,1.0
834444fffffffff,97.0,4.0,0.0
834445fffffffff,172.0,0.0,0.0
834446fffffffff,85.0,0.0,0.0
834448fffffffff,4.0,0.0,0.0
834449fffffffff,9.0,0.0,0.0
83444afffffffff,4.0,0.0,0.0
83444bfffffffff,5.0,0.0,0.0
83444cfffffffff,4.0,0.0,0.0
83444dfffffffff,8.0,0.0,0.0
834450fffffffff,7019.0,186.0,839.0
834452fffffffff,6.0,0.0,0.0
834454fffffffff,78.0,17.0,0.0
834455fffffffff,6344.0,54.0,122.0
834456fffffffff,1688.0,17.0,117.0
834459fffffffff,18.0,0.0,1.0
83445dfffffffff,8.0,0.0,0.0
834461fffffffff,2.0,0.0,0.0
834463fffffffff,1435.0,107.0,0.0
834468fffffffff,4.0,0.0,0.0
834469fffffffff,12.0,0.0,0.0
83446bfffffffff,2.0,0.0,0.0
83446cfffffffff,23685.0,1924.0,2458.0
83446dfffffffff,18.0,0.0,0.0
83446efffffffff,7553.0,299.0,115.0
834471fffffffff,1128.0,49.0,0.0
834472fffffffff,2.0,0.0,0.0
834473fffffffff,4641.0,388.0,0.0
834480fffffffff,3.0,1.0,0.0
834484fffffffff,39.0,0.0,0.0
834485fffffffff,128.0,1.0,7.0
834486fffffffff,67.0,3.0,4.0
83448cfffffffff,3.0,0.0,0.0
8344a1fffffffff,581.0,0.0,53.0
8344a2fffffffff,11.0,0.0,0.0
8344a3fffffffff,102.0,1.0,1.0
8344a5fffffffff,1543.0,0.0,398.0
8344a6fffffffff,3.0,0.0,0.0
8344a8fffffffff,2342.0,10.0,361.0
8344a9fffffffff,13.0,0.0,2.0
8344abfffffffff,5990.0,57.0,686.0
8344acfffffffff,153.0,0.0,16.0
8344adfffffffff,6.0,0.0,0.0
8344aefffffffff,838.0,8.0,193.0
8344b0fffffffff,11.0,0.0,0.0
8344b1fffffffff,36.0,1.0,0.0
8344b2fffffffff,4.0,0.0,0.0
8344b4fffffffff,2.0,0.0,0.0
8344b5fffffffff,84.0,0.0,0.0
8344b6fffffffff,9.0,0.0,2.0
8344d0fffffffff,7664.0,79.0,200.0
8344d2fffffffff,2129.0,23.0,29.0
8344d3fffffffff,9.0,0.0,0.0
8344d4fffffffff,5.0,0.0,0.0
8344d5fffffffff,7366.0,79.0,264.0
8344e0fffffffff,1.0,0.0,0.0
8344e4fffffffff,1340.0,19.0,120.0
8344e5fffffffff,788.0,3.0,35.0
8344e6fffffffff,5253.0,58.0,377.0
8344f0fffffffff,5586.0,96.0,650.0
8344f3fffffffff,8035.0,400.0,1370.0
8344f4fffffffff,3.0,0.0,0.0
8344f5fffffffff,51.0,0.0,0.0
8344f6fffffffff,4265.0,53.0,601.0
834501fffffffff,37.0,0.0,0.0
834505fffffffff,936.0,0.0,52.0
834509fffffffff,1163.0,0.0,104.0
83450afffffffff,163.0,0.0,16.0
83450bfffffffff,848.0,0.0,62.0
83450efffffffff,25.0,0.0,2.0
834519fffffffff,2.0,0.0,0.0
83451bfffffffff,5.0,0.0,0.0
83451dfffffffff,18.0,0.0,0.0
834520fffffffff,213.0,0.0,0.0
834521fffffffff,26.0,0.0,21.0
834522fffffffff,496.0,0.0,5.0
834523fffffffff,762.0,0.0,16.0
834526fffffffff,4.0,0.0,0.0
83452afffffffff,11.0,0.0,0.0
834530fffffffff,5.0,0.0,0.0
834531fffffffff,510.0,0.0,8.0
834532fffffffff,25.0,0.0,0.0
834533fffffffff,1.0,0.0,0.0
834549fffffffff,8.0,0.0,1.0
834550fffffffff,4.0,0.0,0.0
834554fffffffff,9.0,0.0,0.0
834564fffffffff,13.0,0.0,2.0
834569fffffffff,65.0,1.0,0.0
83456dfffffffff,11.0,0.0,0.0
834572fffffffff,1801.0,0.0,155.0
834574fffffffff,35.0,0.0,0.0
834576fffffffff,108.0,0.0,11.0
834583fffffffff,24.0,0.0,0.0
834584fffffffff,86.0,0.0,0.0
834588fffffffff,18.0,0.0,0.0
834589fffffffff,2.0,0.0,0.0
83458afffffffff,22.0,0.0,0.0
83458cfffffffff,387.0,27.0,26.0
83458dfffffffff,2.0,0.0,0.0
83458efffffffff,77.0,2.0,14.0
834590fffffffff,35.0,0.0,0.0
834593fffffffff,4.0,0.0,0.0
834598fffffffff,694.0,48.0,54.0
83459cfffffffff,2.0,0.0,0.0
83459dfffffffff,38.0,0.0,4.0
83459efffffffff,1.0,0.0,0.0
8345a3fffffffff,182.0,0.0,0.0
8345aefffffffff,48.0,0.0,0.0
8345b0fffffffff,2.0,0.0,0.0
8345b2fffffffff,231.0,0.0,0.0
8345b3fffffffff,2.0,0.0,0.0
834800fffffffff,9.0,0.0,0.0
834801fffffffff,199.0,0.0,73.0
834802fffffffff,51.0,0.0,0.0
834803fffffffff,19.0,0.0,0.0
834805fffffffff,2.0,0.0,2.0
834806fffffffff,113.0,0.0,0.0
834808fffffffff,59.0,0.0,17.0
834809fffffffff,496.0,0.0,69.0
83480afffffffff,7.0,0.0,0.0
83480bfffffffff,170.0,0.0,31.0
83480dfffffffff,128.0,0.0,5.0
83480efffffffff,167.0,0.0,2.0
834810fffffffff,2.0,0.0,0.0
834814fffffffff,2.0,0.0,0.0
834816fffffffff,3.0,0.0,0.0
83481afffffffff,7.0,0.0,0.0
834823fffffffff,48.0,0.0,2.0
834828fffffffff,17.0,0.0,0.0
834829fffffffff,91.0,0.0,6.0
83482afffffffff,728.0,0.0,23.0
83482bfffffffff,42.0,0.0,1.0
83482efffffffff,22.0,0.0,0.0
834830fffffffff,65.0,0.0,2.0
834832fffffffff,93.0,0.0,7.0
834833fffffffff,862.0,0.0,85.0
834836fffffffff,3098.0,0.0,201.0
834843fffffffff,209.0,0.0,47.0
834846fffffffff,30.0,0.0,0.0
83484afffffffff,1676.0,0.0,119.0
834850fffffffff,45.0,0.0,7.0
834851fffffffff,2.0,0.0,0.0
834853fffffffff,4.0,0.0,2.0
834855fffffffff,48.0,0.0,11.0
834856fffffffff,670.0,0.0,217.0
834858fffffffff,123.0,0.0,8.0
834859fffffffff,5.0,0.0,0.0
83485afffffffff,28.0,0.0,12.0
83485bfffffffff,101.0,0.0,25.0
83485cfffffffff,79.0,0.0,13.0
83485dfffffffff,40.0,0.0,6.0
83485efffffffff,408.0,0.0,113.0
834870fffffffff,22.0,0.0,0.0
834871fffffffff,66.0,0.0,0.0
834872fffffffff,117.0,0.0,0.0
834873fffffffff,425.0,0.0,9.0
834876fffffffff,6.0,0.0,0.0
834882fffffffff,6.0,0.0,0.0
834889fffffffff,3.0,0.0,1.0
83488afffffffff,4.0,0.0,0.0
83488bfffffffff,2.0,0.0,0.0
834890fffffffff,7605.0,72.0,368.0
834891fffffffff,12.0,0.0,0.0
834892fffffffff,3367.0,130.0,122.0
834893fffffffff,1027.0,16.0,28.0
834895fffffffff,9676.0,119.0,690.0
834898fffffffff,11.0,0.0,0.0
834899fffffffff,1.0,0.0,0.0
83489afffffffff,36.0,0.0,0.0
83489bfffffffff,1.0,0.0,0.0
83489efffffffff,100.0,0.0,0.0
8348a0fffffffff,3.0,0.0,0.0
8348b0fffffffff,58.0,0.0,0.0
8348b2fffffffff,13467.0,451.0,2456.0
8348b3fffffffff,2318.0,83.0,366.0
8348b4fffffffff,54.0,0.0,0.0
8348c0fffffffff,22.0,0.0,2.0
8348c1fffffffff,6.0,0.0,0.0
8348c2fffffffff,50.0,0.0,3.0
8348c3fffffffff,183.0,0.0,15.0
8348c5fffffffff,25.0,0.0,9.0
8348c6fffffffff,11.0,0.0,0.0
8348c8fffffffff,6.0,0.0,3.0
8348c9fffffffff,42.0,0.0,4.0
8348cafffffffff,7.0,0.0,2.0
8348cbfffffffff,2.0,0.0,1.0
8348ccfffffffff,2.0,0.0,1.0
8348cdfffffffff,34.0,0.0,3.0
8348cefffffffff,9.0,0.0,0.0
8348d0fffffffff,120.0,0.0,20.0
8348d1fffffffff,1.0,0.0,0.0
8348d3fffffffff,4.0,0.0,0.0
8348d4fffffffff,3.0,0.0,0.0
8348d8fffffffff,18.0,0.0,0.0
8348d9fffffffff,5.0,0.0,3.0
8348dafffffffff,16.0,0.0,0.0
8348dbfffffffff,6.0,0.0,0.0
8348dcfffffffff,9.0,0.0,2.0
8348ddfffffffff,11.0,0.0,4.0
8348defffffffff,16.0,0.0,0.0
8348e3fffffffff,2.0,0.0,0.0
8348e4fffffffff,2.0,0.0,2.0
8348e8fffffffff,116.0,0.0,40.0
8348e9fffffffff,95.0,0.0,39.0
8348eafffffffff,712.0,0.0,227.0
8348ebfffffffff,10.0,0.0,2.0
8348ecfffffffff,27.0,0.0,4.0
8348eefffffffff,96.0,0.0,10.0
8348f2fffffffff,135.0,0.0,44.0
8348f3fffffffff,24.0,0.0,9.0
834980fffffffff,19.0,0.0,0.0
834992fffffffff,83.0,0.0,2.0
