cell_id,Tringa semipalmata,Tringa semipalmata semipalmata,Tringa semipalmata inornata
831243fffffffff,2.0,0.0,0.0
831248fffffffff,1.0,0.0,0.0
83124afffffffff,3.0,0.0,0.0
83124bfffffffff,44.0,0.0,0.0
831250fffffffff,2.0,0.0,2.0
831251fffffffff,9.0,0.0,6.0
831252fffffffff,9.0,0.0,0.0
831253fffffffff,156.0,0.0,24.0
831258fffffffff,25.0,0.0,0.0
831259fffffffff,501.0,0.0,0.0
83125afffffffff,64.0,0.0,7.0
83125bfffffffff,73.0,0.0,0.0
83125dfffffffff,9.0,0.0,0.0
83125efffffffff,1.0,0.0,1.0
83126afffffffff,2.0,0.0,0.0
8312c1fffffffff,7.0,0.0,0.0
8312c8fffffffff,80.0,0.0,9.0
8312c9fffffffff,365.0,0.0,40.0
8312cbfffffffff,71.0,0.0,19.0
8312ccfffffffff,3005.0,0.0,297.0
8312cdfffffffff,787.0,0.0,85.0
8312e1fffffffff,9.0,0.0,1.0
8312e8fffffffff,110.0,0.0,3.0
8312e9fffffffff,39.0,0.0,0.0
8312eafffffffff,301.0,0.0,24.0
8312ebfffffffff,262.0,0.0,17.0
8312ecfffffffff,527.0,0.0,28.0
8312edfffffffff,34.0,0.0,0.0
8312eefffffffff,4.0,0.0,0.0
831b9afffffffff,26.0,0.0,0.0
832600fffffffff,24.0,0.0,2.0
832601fffffffff,39.0,0.0,20.0
832602fffffffff,36.0,0.0,2.0
832603fffffffff,35.0,0.0,4.0
832604fffffffff,11.0,0.0,0.0
832605fffffffff,11.0,0.0,0.0
832606fffffffff,25.0,0.0,3.0
832608fffffffff,4.0,0.0,0.0
83260afffffffff,46.0,0.0,4.0
83260bfffffffff,99.0,0.0,2.0
83260cfffffffff,6.0,0.0,0.0
83260dfffffffff,29.0,0.0,0.0
83260efffffffff,26.0,0.0,0.0
832610fffffffff,60.0,0.0,8.0
832611fffffffff,58.0,0.0,10.0
832612fffffffff,31.0,0.0,2.0
832613fffffffff,32.0,0.0,4.0
832614fffffffff,1.0,0.0,0.0
832615fffffffff,6.0,0.0,0.0
832616fffffffff,5.0,0.0,0.0
832618fffffffff,11.0,0.0,0.0
832619fffffffff,25.0,0.0,2.0
83261afffffffff,6.0,0.0,0.0
83261bfffffffff,24.0,0.0,0.0
83261cfffffffff,9.0,0.0,0.0
83261dfffffffff,22.0,0.0,2.0
83261efffffffff,3.0,0.0,0.0
832620fffffffff,61.0,0.0,3.0
832621fffffffff,32.0,0.0,1.0
832622fffffffff,46.0,0.0,3.0
832623fffffffff,86.0,0.0,12.0
832624fffffffff,7.0,0.0,0.0
832625fffffffff,12.0,0.0,0.0
832626fffffffff,88.0,0.0,16.0
832628fffffffff,7.0,0.0,0.0
832629fffffffff,5.0,0.0,0.0
83262afffffffff,8.0,0.0,0.0
83262bfffffffff,15.0,0.0,0.0
83262cfffffffff,128.0,0.0,8.0
83262dfffffffff,14.0,0.0,0.0
83262efffffffff,28.0,0.0,6.0
832630fffffffff,102.0,0.0,24.0
832631fffffffff,22.0,0.0,0.0
832632fffffffff,5.0,0.0,2.0
832633fffffffff,56.0,0.0,0.0
832634fffffffff,1058.0,0.0,342.0
832635fffffffff,87.0,0.0,26.0
832636fffffffff,135.0,0.0,36.0
832640fffffffff,3.0,0.0,0.0
832643fffffffff,5.0,0.0,0.0
832646fffffffff,139.0,0.0,2.0
832648fffffffff,14.0,0.0,5.0
83264cfffffffff,14.0,0.0,3.0
83264efffffffff,34.0,0.0,4.0
832650fffffffff,12.0,0.0,0.0
832652fffffffff,65.0,0.0,0.0
832653fffffffff,96.0,0.0,0.0
832654fffffffff,10.0,0.0,0.0
832655fffffffff,97.0,0.0,2.0
832656fffffffff,69.0,0.0,3.0
832659fffffffff,4.0,0.0,0.0
83265afffffffff,9.0,0.0,2.0
83265bfffffffff,87.0,0.0,14.0
83265dfffffffff,18.0,0.0,0.0
832661fffffffff,11.0,0.0,0.0
832662fffffffff,18.0,0.0,0.0
832664fffffffff,316.0,0.0,20.0
832665fffffffff,2.0,0.0,0.0
832666fffffffff,19.0,0.0,2.0
83266afffffffff,14.0,0.0,0.0
83266bfffffffff,2.0,0.0,0.0
83266cfffffffff,31.0,0.0,0.0
83266efffffffff,37.0,0.0,0.0
832671fffffffff,49.0,0.0,7.0
832673fffffffff,7.0,0.0,0.0
832674fffffffff,29.0,0.0,2.0
832675fffffffff,5.0,0.0,0.0
832680fffffffff,793.0,0.0,324.0
832681fffffffff,283.0,0.0,60.0
832682fffffffff,1.0,0.0,0.0
832683fffffffff,8.0,0.0,3.0
832684fffffffff,39.0,0.0,2.0
832685fffffffff,664.0,0.0,147.0
832688fffffffff,267.0,0.0,23.0
832689fffffffff,46.0,0.0,20.0
83268afffffffff,39.0,0.0,12.0
83268bfffffffff,30.0,0.0,2.0
83268cfffffffff,509.0,0.0,91.0
83268dfffffffff,148.0,0.0,16.0
83268efffffffff,18.0,0.0,5.0
832690fffffffff,109.0,0.0,11.0
832691fffffffff,4.0,0.0,0.0
832692fffffffff,458.0,0.0,74.0
832693fffffffff,4.0,0.0,0.0
832694fffffffff,343.0,0.0,95.0
832695fffffffff,22.0,0.0,2.0
832696fffffffff,4139.0,0.0,1878.0
832698fffffffff,51.0,0.0,8.0
832699fffffffff,35.0,0.0,4.0
83269afffffffff,3.0,0.0,0.0
83269bfffffffff,6.0,0.0,0.0
83269cfffffffff,247.0,0.0,68.0
83269dfffffffff,8.0,0.0,0.0
83269efffffffff,2.0,0.0,0.0
8326a1fffffffff,8.0,0.0,2.0
8326a2fffffffff,66.0,0.0,10.0
8326a3fffffffff,8.0,0.0,4.0
8326a4fffffffff,6.0,0.0,4.0
8326a5fffffffff,4.0,0.0,2.0
8326a6fffffffff,2.0,0.0,0.0
8326a8fffffffff,235.0,0.0,56.0
8326a9fffffffff,23.0,0.0,5.0
8326aafffffffff,871.0,0.0,146.0
8326abfffffffff,40.0,0.0,12.0
8326acfffffffff,151.0,0.0,15.0
8326adfffffffff,15.0,0.0,1.0
8326aefffffffff,46.0,0.0,0.0
8326b0fffffffff,83.0,0.0,11.0
8326b1fffffffff,51.0,0.0,0.0
8326b2fffffffff,72.0,0.0,13.0
8326b3fffffffff,38.0,0.0,18.0
8326b5fffffffff,27.0,0.0,0.0
8326b6fffffffff,103.0,0.0,5.0
8326c1fffffffff,65.0,0.0,5.0
8326c3fffffffff,56.0,0.0,7.0
8326c4fffffffff,35.0,0.0,1.0
8326c5fffffffff,45.0,0.0,19.0
8326c6fffffffff,20.0,0.0,5.0
8326c8fffffffff,160.0,0.0,0.0
8326c9fffffffff,3.0,0.0,0.0
8326cafffffffff,21.0,0.0,0.0
8326cbfffffffff,25.0,0.0,0.0
8326ccfffffffff,1.0,0.0,0.0
8326cdfffffffff,1.0,0.0,0.0
8326cefffffffff,1.0,0.0,1.0
8326d1fffffffff,6.0,0.0,0.0
8326d2fffffffff,10.0,0.0,3.0
8326d3fffffffff,21.0,0.0,0.0
8326d4fffffffff,37.0,0.0,4.0
8326d5fffffffff,2.0,0.0,0.0
8326d6fffffffff,3.0,0.0,0.0
8326d8fffffffff,2.0,0.0,0.0
8326d9fffffffff,26.0,0.0,4.0
8326dcfffffffff,2.0,0.0,0.0
8326ddfffffffff,13.0,0.0,0.0
8326e0fffffffff,12.0,0.0,1.0
8326e1fffffffff,6.0,0.0,0.0
8326e2fffffffff,1020.0,0.0,94.0
8326e3fffffffff,18.0,0.0,0.0
8326e4fffffffff,66.0,0.0,9.0
8326e5fffffffff,120.0,0.0,17.0
8326e6fffffffff,29.0,0.0,4.0
8326e8fffffffff,6.0,0.0,2.0
8326e9fffffffff,9.0,0.0,2.0
8326eafffffffff,2.0,0.0,0.0
8326ecfffffffff,11.0,0.0,2.0
8326edfffffffff,21.0,0.0,0.0
8326eefffffffff,18.0,0.0,0.0
8326f0fffffffff,8.0,0.0,2.0
8326f1fffffffff,47.0,0.0,6.0
8326f2fffffffff,347.0,0.0,75.0
8326f3fffffffff,15.0,0.0,8.0
8326f4fffffffff,5.0,0.0,0.0
8326f5fffffffff,10.0,0.0,2.0
8326f6fffffffff,41.0,0.0,16.0
832702fffffffff,1131.0,0.0,0.0
832703fffffffff,2.0,0.0,0.0
83270afffffffff,9.0,0.0,0.0
832710fffffffff,4.0,0.0,0.0
832711fffffffff,203.0,0.0,0.0
832712fffffffff,42.0,0.0,0.0
832713fffffffff,1802.0,0.0,0.0
832714fffffffff,1.0,0.0,0.0
832716fffffffff,9.0,0.0,0.0
832718fffffffff,164.0,0.0,11.0
832719fffffffff,90.0,0.0,0.0
83271afffffffff,208.0,0.0,25.0
83271bfffffffff,134.0,0.0,27.0
83271cfffffffff,10.0,0.0,0.0
83271dfffffffff,11.0,0.0,0.0
83271efffffffff,69.0,0.0,1.0
832740fffffffff,2.0,0.0,0.0
832743fffffffff,86.0,0.0,4.0
83274afffffffff,65.0,0.0,0.0
83274bfffffffff,6.0,0.0,0.0
83274efffffffff,39.0,0.0,0.0
832752fffffffff,20.0,0.0,0.0
832753fffffffff,3.0,0.0,0.0
832754fffffffff,20.0,0.0,6.0
832756fffffffff,84.0,0.0,15.0
832758fffffffff,50.0,0.0,5.0
832759fffffffff,94.0,0.0,7.0
83275afffffffff,13.0,0.0,0.0
83275bfffffffff,9.0,0.0,0.0
83275cfffffffff,15.0,0.0,2.0
83275dfffffffff,89.0,0.0,4.0
83275efffffffff,3.0,0.0,0.0
832780fffffffff,100.0,0.0,6.0
832781fffffffff,11.0,0.0,0.0
832782fffffffff,142.0,0.0,97.0
832783fffffffff,6.0,0.0,0.0
832784fffffffff,101.0,0.0,30.0
832785fffffffff,222.0,0.0,32.0
832786fffffffff,876.0,0.0,262.0
832788fffffffff,42.0,0.0,4.0
832789fffffffff,2.0,0.0,2.0
83278afffffffff,14.0,0.0,0.0
83278bfffffffff,15.0,0.0,0.0
83278cfffffffff,221.0,0.0,70.0
83278dfffffffff,48.0,0.0,6.0
83278efffffffff,4.0,0.0,0.0
832790fffffffff,23.0,0.0,3.0
832791fffffffff,101.0,0.0,18.0
832792fffffffff,73.0,0.0,0.0
832793fffffffff,171.0,0.0,3.0
832794fffffffff,105.0,0.0,14.0
832795fffffffff,60.0,0.0,14.0
832796fffffffff,576.0,0.0,80.0
832798fffffffff,2.0,0.0,0.0
832799fffffffff,29.0,0.0,2.0
83279afffffffff,13.0,0.0,0.0
83279cfffffffff,23.0,0.0,0.0
83279efffffffff,179.0,0.0,2.0
8327a0fffffffff,401.0,0.0,0.0
8327a1fffffffff,73.0,0.0,0.0
8327a2fffffffff,598.0,0.0,0.0
8327a3fffffffff,112.0,0.0,0.0
8327a4fffffffff,221.0,0.0,0.0
8327a5fffffffff,10.0,0.0,0.0
8327a6fffffffff,105.0,0.0,0.0
8327a8fffffffff,453.0,0.0,140.0
8327a9fffffffff,271.0,0.0,41.0
8327aafffffffff,36.0,0.0,10.0
8327abfffffffff,54.0,0.0,9.0
8327acfffffffff,154.0,0.0,22.0
8327adfffffffff,384.0,0.0,70.0
8327aefffffffff,363.0,0.0,39.0
8327b0fffffffff,80.0,0.0,6.0
8327b1fffffffff,263.0,0.0,0.0
8327b2fffffffff,381.0,0.0,70.0
8327b3fffffffff,256.0,0.0,23.0
8327b4fffffffff,11.0,0.0,0.0
8327b5fffffffff,96.0,0.0,0.0
8327b6fffffffff,531.0,0.0,219.0
832800fffffffff,21.0,0.0,5.0
832802fffffffff,4976.0,0.0,860.0
832803fffffffff,13.0,0.0,0.0
832806fffffffff,233.0,0.0,26.0
832810fffffffff,75.0,0.0,7.0
832811fffffffff,117.0,0.0,0.0
832812fffffffff,295.0,0.0,24.0
832813fffffffff,475.0,0.0,6.0
832814fffffffff,104.0,0.0,4.0
832816fffffffff,168.0,0.0,20.0
832819fffffffff,11.0,0.0,3.0
83281bfffffffff,3.0,0.0,0.0
83281efffffffff,10.0,0.0,0.0
832830fffffffff,18922.0,0.0,1341.0
832831fffffffff,3639.0,0.0,556.0
832832fffffffff,74.0,0.0,0.0
832833fffffffff,5.0,0.0,0.0
832834fffffffff,20726.0,0.0,4318.0
832835fffffffff,109.0,0.0,5.0
832836fffffffff,22.0,0.0,2.0
832881fffffffff,2.0,0.0,0.0
832884fffffffff,142.0,0.0,0.0
832885fffffffff,20.0,0.0,0.0
832886fffffffff,2.0,0.0,0.0
832890fffffffff,177.0,0.0,29.0
832891fffffffff,75.0,0.0,7.0
832892fffffffff,11.0,0.0,0.0
832893fffffffff,82.0,0.0,5.0
832894fffffffff,525.0,0.0,0.0
832895fffffffff,7.0,0.0,0.0
832896fffffffff,31.0,0.0,4.0
832898fffffffff,2.0,0.0,0.0
83289afffffffff,13.0,0.0,0.0
83289efffffffff,13.0,0.0,0.0
8328a0fffffffff,6.0,0.0,2.0
8328a1fffffffff,170.0,0.0,26.0
8328a2fffffffff,69.0,0.0,0.0
8328a3fffffffff,149.0,0.0,6.0
8328a4fffffffff,9.0,0.0,4.0
8328a5fffffffff,2.0,0.0,2.0
8328a6fffffffff,28.0,0.0,11.0
8328a8fffffffff,183.0,0.0,16.0
8328a9fffffffff,7.0,0.0,0.0
8328aafffffffff,247.0,0.0,11.0
8328acfffffffff,244.0,0.0,2.0
8328adfffffffff,708.0,0.0,0.0
8328aefffffffff,3553.0,0.0,436.0
8328b1fffffffff,456.0,0.0,63.0
8328b2fffffffff,117.0,0.0,2.0
8328b3fffffffff,16.0,0.0,7.0
8328b4fffffffff,18.0,0.0,0.0
8328b5fffffffff,6.0,0.0,0.0
8328b6fffffffff,1009.0,0.0,215.0
8328c6fffffffff,1051.0,0.0,273.0
8328f1fffffffff,7.0,0.0,0.0
8328f5fffffffff,2.0,0.0,0.0
832912fffffffff,6454.0,0.0,1142.0
832913fffffffff,211.0,0.0,0.0
832916fffffffff,19.0,0.0,0.0
83291afffffffff,97.0,0.0,25.0
832980fffffffff,8.0,0.0,0.0
832981fffffffff,4.0,0.0,0.0
832982fffffffff,10.0,0.0,0.0
832984fffffffff,4.0,0.0,0.0
832985fffffffff,42.0,0.0,0.0
832986fffffffff,59.0,0.0,1.0
832988fffffffff,45.0,0.0,11.0
832989fffffffff,1583.0,0.0,130.0
83298afffffffff,4.0,0.0,0.0
83298bfffffffff,53.0,0.0,0.0
83298cfffffffff,324.0,0.0,6.0
83298dfffffffff,195.0,0.0,16.0
832990fffffffff,11.0,0.0,8.0
832991fffffffff,4.0,0.0,0.0
832992fffffffff,12.0,0.0,6.0
832993fffffffff,6.0,0.0,2.0
832995fffffffff,34.0,0.0,8.0
832996fffffffff,5.0,0.0,1.0
832998fffffffff,6.0,0.0,0.0
832999fffffffff,105.0,0.0,40.0
83299afffffffff,39.0,0.0,8.0
83299bfffffffff,31.0,0.0,14.0
83299dfffffffff,1.0,0.0,1.0
83299efffffffff,6.0,0.0,0.0
