cell_id,Fregata magnificens,Fregata magnificens rothschildi,Fregata magnificens magnificens
832b99fffffffff,2.0,0.0,0.0
8335a8fffffffff,6.0,0.0,0.0
834409fffffffff,7.0,0.0,0.0
834413fffffffff,48.0,0.0,0.0
834414fffffffff,6.0,0.0,0.0
834416fffffffff,6.0,0.0,0.0
83441afffffffff,21.0,0.0,0.0
83441bfffffffff,14.0,0.0,0.0
83441efffffffff,132.0,0.0,0.0
834440fffffffff,73.0,0.0,0.0
834442fffffffff,6.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0
834444fffffffff,14.0,0.0,0.0
834445fffffffff,2.0,0.0,0.0
834446fffffffff,86.0,0.0,0.0
83444cfffffffff,1.0,0.0,0.0
834450fffffffff,27.0,0.0,0.0
834451fffffffff,2.0,0.0,0.0
834454fffffffff,12.0,0.0,0.0
834455fffffffff,58.0,0.0,0.0
834456fffffffff,19.0,0.0,0.0
83445afffffffff,2.0,0.0,0.0
83445bfffffffff,9.0,0.0,0.0
83445cfffffffff,2.0,0.0,0.0
83445dfffffffff,2.0,0.0,0.0
834463fffffffff,10.0,0.0,0.0
83446afffffffff,3.0,0.0,0.0
83446cfffffffff,59.0,0.0,0.0
83446dfffffffff,14.0,0.0,0.0
83446efffffffff,53.0,0.0,0.0
834471fffffffff,6.0,0.0,0.0
834473fffffffff,68.0,0.0,0.0
834485fffffffff,1.0,0.0,0.0
834486fffffffff,2.0,0.0,0.0
8344a1fffffffff,10.0,0.0,0.0
8344a3fffffffff,2.0,0.0,0.0
8344a5fffffffff,2.0,0.0,0.0
8344a8fffffffff,115.0,0.0,0.0
8344a9fffffffff,12.0,0.0,0.0
8344abfffffffff,26.0,0.0,0.0
8344acfffffffff,6.0,0.0,0.0
8344aefffffffff,21.0,0.0,0.0
8344b1fffffffff,9.0,0.0,0.0
8344c8fffffffff,5.0,0.0,0.0
8344ccfffffffff,2.0,0.0,0.0
8344d0fffffffff,13.0,0.0,0.0
8344d2fffffffff,6.0,0.0,0.0
8344d4fffffffff,1.0,0.0,0.0
8344d5fffffffff,2.0,0.0,0.0
8344e2fffffffff,2.0,0.0,0.0
8344e5fffffffff,6.0,0.0,0.0
8344e6fffffffff,4.0,0.0,0.0
8344eafffffffff,7.0,0.0,0.0
8344f0fffffffff,28.0,0.0,0.0
8344f2fffffffff,5.0,0.0,0.0
8344f3fffffffff,20.0,0.0,0.0
8344f4fffffffff,49.0,0.0,0.0
8344f6fffffffff,23.0,0.0,0.0
834501fffffffff,2.0,0.0,0.0
834505fffffffff,1.0,0.0,0.0
834509fffffffff,2.0,0.0,0.0
83450dfffffffff,7.0,0.0,0.0
834520fffffffff,3.0,0.0,0.0
834521fffffffff,6.0,0.0,0.0
834523fffffffff,11.0,0.0,0.0
83452afffffffff,11.0,0.0,0.0
83452cfffffffff,8.0,0.0,0.0
83452dfffffffff,2.0,0.0,0.0
83452efffffffff,10.0,0.0,0.0
834550fffffffff,2.0,0.0,0.0
834584fffffffff,30.0,0.0,0.0
8345a3fffffffff,1.0,0.0,0.0
83464efffffffff,4.0,0.0,0.0
83482afffffffff,17.0,0.0,0.0
834830fffffffff,2.0,0.0,0.0
83484afffffffff,2.0,0.0,0.0
834855fffffffff,2.0,0.0,0.0
834856fffffffff,4.0,0.0,0.0
83485bfffffffff,8.0,0.0,0.0
83485cfffffffff,18.0,0.0,0.0
834872fffffffff,1.0,0.0,0.0
834886fffffffff,6.0,0.0,0.0
834890fffffffff,35.0,0.0,0.0
834892fffffffff,11.0,0.0,0.0
834894fffffffff,29.0,0.0,0.0
834895fffffffff,19.0,0.0,0.0
834898fffffffff,7.0,0.0,0.0
83489cfffffffff,7.0,0.0,0.0
83489efffffffff,18.0,0.0,0.0
8348b1fffffffff,2.0,0.0,0.0
8348b2fffffffff,68.0,0.0,0.0
8348b3fffffffff,8.0,0.0,0.0
8348c5fffffffff,3.0,0.0,0.0
8348e9fffffffff,4.0,0.0,0.0
834993fffffffff,5.0,0.0,0.0
834995fffffffff,3.0,0.0,0.0
834996fffffffff,12.0,0.0,0.0
8349abfffffffff,4.0,0.0,0.0
834c88fffffffff,2.0,0.0,0.0
834caafffffffff,1.0,0.0,0.0
834cb3fffffffff,14.0,0.0,0.0
834cc0fffffffff,9.0,0.0,0.0
834cd4fffffffff,3.0,0.0,0.0
834ce8fffffffff,90.0,0.0,0.0
834ceafffffffff,51.0,0.0,0.0
834cebfffffffff,1.0,0.0,0.0
834d49fffffffff,2.0,0.0,0.0
834d4bfffffffff,5.0,0.0,0.0
8354acfffffffff,1.0,0.0,0.0
835e41fffffffff,1.0,0.0,0.0
835e59fffffffff,16.0,0.0,0.0
835e70fffffffff,1.0,0.0,0.0
835f09fffffffff,1.0,0.0,0.0
835f12fffffffff,5.0,0.0,0.0
835f4bfffffffff,26.0,0.0,0.0
835f58fffffffff,11.0,0.0,0.0
835f5bfffffffff,70.0,0.0,0.0
835f5dfffffffff,5.0,0.0,0.0
836612fffffffff,3.0,0.0,0.0
836613fffffffff,2.0,0.0,0.0
83661afffffffff,1.0,0.0,0.0
836620fffffffff,28.0,0.0,0.0
836622fffffffff,3.0,0.0,0.0
836625fffffffff,2.0,0.0,0.0
836631fffffffff,6.0,0.0,0.0
836684fffffffff,2.0,0.0,0.0
8366a0fffffffff,3.0,0.0,0.0
8366a1fffffffff,7.0,0.0,0.0
8366a3fffffffff,2.0,0.0,0.0
8366a5fffffffff,15.0,0.0,0.0
8366aefffffffff,1.0,0.0,0.0
8366b0fffffffff,3.0,0.0,0.0
8366b1fffffffff,1.0,0.0,0.0
8366b4fffffffff,24.0,0.0,0.0
8366b5fffffffff,82.0,0.0,0.0
8366b6fffffffff,14.0,0.0,0.0
8366d0fffffffff,4.0,0.0,0.0
8366d2fffffffff,2.0,0.0,0.0
8366d4fffffffff,2.0,0.0,0.0
8366f1fffffffff,1.0,0.0,0.0
8366f2fffffffff,2.0,0.0,0.0
836741fffffffff,6.0,0.0,0.0
836743fffffffff,4.0,0.0,0.0
836744fffffffff,24.0,0.0,0.0
836745fffffffff,3.0,0.0,0.0
836746fffffffff,17.0,0.0,0.0
836752fffffffff,6.0,0.0,0.0
836755fffffffff,11.0,0.0,0.0
83675efffffffff,1.0,0.0,0.0
836773fffffffff,1.0,0.0,0.0
83679afffffffff,24.0,0.0,0.0
83679bfffffffff,29.0,0.0,0.0
8367a3fffffffff,2.0,0.0,0.0
836c59fffffffff,4.0,0.0,0.0
836c5bfffffffff,2.0,0.0,0.0
836c61fffffffff,2.0,0.0,0.0
836d04fffffffff,16.0,0.0,0.0
836d05fffffffff,2.0,0.0,0.0
836d15fffffffff,1.0,0.0,0.0
836d20fffffffff,2.0,0.0,0.0
836d24fffffffff,7.0,0.0,0.0
836d25fffffffff,1.0,0.0,0.0
836d2bfffffffff,4.0,0.0,0.0
836d2dfffffffff,4.0,0.0,0.0
836d34fffffffff,11.0,0.0,0.0
836d36fffffffff,1.0,0.0,0.0
836d68fffffffff,14.0,0.0,0.0
836d69fffffffff,121.0,0.0,0.0
836d6bfffffffff,4.0,0.0,0.0
836d6dfffffffff,3.0,0.0,0.0
836d76fffffffff,1.0,0.0,0.0
838046fffffffff,2.0,0.0,0.0
838054fffffffff,2.0,0.0,0.0
838e62fffffffff,2.0,0.0,0.0
838e75fffffffff,7.0,0.0,0.0
838f0bfffffffff,4.0,0.0,0.0
838f0dfffffffff,4.0,0.0,0.0
838f29fffffffff,5.0,0.0,0.0
838f2efffffffff,5.0,0.0,0.0
838f50fffffffff,19.0,0.0,0.0
838f53fffffffff,2.0,0.0,0.0
838f5bfffffffff,3.0,0.0,0.0
83a814fffffffff,2.0,0.0,0.0
83a8a0fffffffff,3.0,0.0,0.0
83b219fffffffff,6.0,0.0,0.0
83b226fffffffff,7.0,0.0,0.0
83b304fffffffff,2.0,0.0,0.0
83b330fffffffff,3.0,0.0,0.0
83c205fffffffff,1.0,0.0,0.0
83c21bfffffffff,3.0,0.0,0.0
83c2e2fffffffff,2.0,0.0,0.0
83c2e3fffffffff,6.0,0.0,0.0
83c2e6fffffffff,2.0,0.0,0.0
83c2f1fffffffff,3.0,0.0,0.0
83c2f3fffffffff,4.0,0.0,0.0
