cell_id,Larus californicus,Larus californicus californicus,Larus californicus albertaensis
8229affffffffff,131.0,0.0,0.0
8229b7fffffffff,236.0,0.0,0.0
822a07fffffffff,1.0,0.0,0.0
822a17fffffffff,52.0,0.0,5.0
822a87fffffffff,20.0,0.0,0.0
822a97fffffffff,40.0,0.0,0.0
822aa7fffffffff,12.0,0.0,0.0
822aaffffffffff,12.0,0.0,0.0
822ab7fffffffff,74.0,0.0,0.0
822af7fffffffff,16.0,0.0,0.0
822b0ffffffffff,4.0,0.0,0.0
822b9ffffffffff,49.0,0.0,0.0
822baffffffffff,3.0,0.0,0.0
82441ffffffffff,38.0,2.0,0.0
824447fffffffff,59.0,0.0,0.0
82444ffffffffff,2.0,0.0,0.0
82445ffffffffff,7.0,0.0,0.0
824467fffffffff,61.0,0.0,0.0
82446ffffffffff,41.0,1.0,0.0
8244affffffffff,2.0,0.0,0.0
8244cffffffffff,2.0,0.0,0.0
8244d7fffffffff,2.0,0.0,0.0
8244effffffffff,2.0,0.0,0.0
8244f7fffffffff,7.0,0.0,0.0
824577fffffffff,1.0,0.0,0.0
82481ffffffffff,3.0,0.0,0.0
824827fffffffff,18.0,0.0,0.0
82482ffffffffff,11.0,0.0,0.0
824837fffffffff,8.0,0.0,0.0
824847fffffffff,2.0,0.0,0.0
82484ffffffffff,7.0,0.0,0.0
824857fffffffff,5.0,0.0,0.0
82485ffffffffff,47.0,0.0,0.0
824877fffffffff,12.0,0.0,0.0
82488ffffffffff,15.0,0.0,0.0
824897fffffffff,20.0,1.0,0.0
82489ffffffffff,19.0,0.0,0.0
8248b7fffffffff,35.0,0.0,0.0
8248c7fffffffff,84.0,0.0,0.0
8248cffffffffff,13.0,0.0,0.0
8248d7fffffffff,10.0,0.0,0.0
8248dffffffffff,18.0,0.0,0.0
8248effffffffff,581.0,0.0,0.0
8248f7fffffffff,9.0,0.0,0.0
8249affffffffff,1.0,0.0,0.0
8266a7fffffffff,9.0,0.0,0.0
826d07fffffffff,9.0,0.0,0.0
826d2ffffffffff,2.0,0.0,0.0
826d67fffffffff,15.0,0.0,0.0
826d6ffffffffff,1.0,0.0,0.0
826d77fffffffff,13.0,0.0,6.0
