cell_id,Phaethon lepturus,Phaethon lepturus lepturus,Phaethon lepturus fulvus,Phaethon lepturus europae,Phaethon lepturus catesbyi,Phaethon lepturus dorotheae,Phaethon lepturus ascensionis
8446433ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8446467ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8446483ffffffff,35.0,0.0,0.0,0.0,0.0,2.0,0.0
8446485ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8446487ffffffff,38.0,0.0,0.0,0.0,0.0,3.0,0.0
8446493ffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
8446495ffffffff,117.0,0.0,0.0,0.0,0.0,21.0,0.0
84464a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84464b9ffffffff,8.0,0.0,0.0,0.0,0.0,1.0,0.0
84464e1ffffffff,3159.0,0.0,0.0,0.0,0.0,815.0,0.0
84464e3ffffffff,122.0,0.0,0.0,0.0,0.0,17.0,0.0
84464e5ffffffff,121.0,0.0,0.0,0.0,0.0,34.0,0.0
84464e7ffffffff,561.0,0.0,0.0,0.0,0.0,171.0,0.0
84464ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84464edffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84465d9ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84465dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84466cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8447a35ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
844c819ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
844c821ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844c831ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844c837ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
844c861ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844c8c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
844c951ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844c969ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844c999ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844c99dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844ca97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844caa1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
844caa5ffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
844cab5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844cabdffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
844cb3dffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc05ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc0bffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc43ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc53ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc57ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc59ffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc5dffffffff,235.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc61ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd25ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd43ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd55ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce85ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce8bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce8dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844cea9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844ceb9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
844ced7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
844cee3ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
844cee5ffffffff,155.0,0.0,0.0,0.0,0.0,0.0,0.0
844cee7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf31ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844d497ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
844d4bbffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
844d9cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844e649ffffffff,44.0,0.0,0.0,0.0,0.0,7.0,0.0
844e759ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
844f431ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
844f495ffffffff,68.0,0.0,0.0,0.0,0.0,30.0,0.0
844f4b5ffffffff,36.0,0.0,0.0,0.0,0.0,1.0,0.0
845ca87ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
845cab9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845d101ffffffff,309.0,0.0,0.0,0.0,0.0,171.0,0.0
845d103ffffffff,17.0,0.0,0.0,0.0,0.0,2.0,0.0
845d105ffffffff,92.0,0.0,0.0,0.0,0.0,42.0,0.0
845d107ffffffff,230.0,0.0,0.0,0.0,0.0,103.0,0.0
845d10bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
845d115ffffffff,7.0,0.0,0.0,0.0,0.0,2.0,0.0
845d11dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
845d121ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
845d129ffffffff,51.0,0.0,0.0,0.0,0.0,42.0,0.0
845d12bffffffff,498.0,0.0,0.0,0.0,0.0,373.0,0.0
845d131ffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
845d139ffffffff,456.0,0.0,0.0,0.0,0.0,39.0,0.0
845d13bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
845d13dffffffff,75.0,0.0,0.0,0.0,0.0,46.0,0.0
845d145ffffffff,107.0,0.0,0.0,0.0,0.0,14.0,0.0
845d147ffffffff,107.0,0.0,0.0,0.0,0.0,15.0,0.0
845d169ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
845d16bffffffff,19.0,0.0,0.0,0.0,0.0,1.0,0.0
845d249ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845e1a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845e405ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845e407ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
845e429ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
845e42bffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
845e431ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
845e435ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
845e43dffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
845e461ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
845e463ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
845e469ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
845e46bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845e4a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845e4b7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
845e5cbffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
845e5d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845e5d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
845e5ddffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
845e717ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845e719ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845e71bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84602dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8461005ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8461007ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8461513ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84615c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8467213ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
846724bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8467253ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84672e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8467305ffffffff,99.0,0.0,0.0,0.0,0.0,0.0,0.0
8467363ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8467367ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8470657ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8473195ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84731b1ffffffff,626.0,0.0,0.0,0.0,0.0,0.0,0.0
84731b9ffffffff,371.0,0.0,0.0,0.0,0.0,0.0,0.0
84731bbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84731bdffffffff,217.0,0.0,0.0,0.0,0.0,0.0,0.0
8473563ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84738e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8473a83ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8473ab5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
847709bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8477315ffffffff,6.0,0.0,0.0,0.0,0.0,2.0,0.0
8477727ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84778a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8477a81ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8478983ffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
847b2c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
847b2d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8480b45ffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
8482c0dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8482c47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8482c6bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8482e31ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8482e33ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8482e37ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,1.0
8482e3bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8484083ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8485a07ffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
8485a0dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8485a21ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8485a23ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
8485a29ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8485a2bffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0
8485a3dffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8485ab3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8485b01ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8488025ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8489049ffffffff,2.0,0.0,0.0,0.0,0.0,1.0,0.0
848912dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8489159ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8489225ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8489227ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8489309ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848930dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8489319ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8489325ffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
8489341ffffffff,5.0,0.0,0.0,0.0,0.0,1.0,0.0
8489343ffffffff,57.0,0.0,0.0,0.0,0.0,7.0,0.0
848934bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848935dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848c231ffffffff,36.0,0.0,20.0,0.0,0.0,0.0,0.0
848c235ffffffff,253.0,0.0,123.0,0.0,0.0,0.0,0.0
848c237ffffffff,20.0,0.0,12.0,0.0,0.0,0.0,0.0
848c453ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
848c45bffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0
848c6adffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
848cdebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848da6dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
848daa3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8492c63ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849414bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8494157ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8494159ffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
8494337ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
849466dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84950abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84951ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8495537ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84955a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84955e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8495685ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8495a41ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8495a4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8495a55ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8499a41ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
8499a49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
849a021ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849a02dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849a141ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
849a151ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
849a169ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849b01bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849b0b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849b123ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849b19bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849b41bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849b6e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849b733ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
849b897ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
849c23dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849e059ffffffff,2.0,0.0,0.0,0.0,0.0,1.0,0.0
849e1c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849e1ebffffffff,4.0,0.0,0.0,0.0,0.0,3.0,0.0
849e227ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849e261ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849e281ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
849e2e5ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
849e2e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849e8ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849eadbffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
849ec4dffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
849ee3dffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
849f517ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849f551ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849f553ffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0
849f621ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849f713ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a0495ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84a0d91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a0d93ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84a0d95ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84a0dc3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a0dc9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a1161ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84a1193ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84a2407ffffffff,9.0,1.0,0.0,0.0,0.0,0.0,0.0
84a2421ffffffff,11.0,2.0,0.0,0.0,0.0,0.0,0.0
84a2423ffffffff,67.0,8.0,0.0,0.0,0.0,0.0,0.0
84a242bffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
84a2509ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84a250bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a2543ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
84a2555ffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0
84a3041ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84a3043ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84a3047ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a304dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a30c3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84a30cbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84a3227ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84a32b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84a3319ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84a331bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84a3997ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84ab141ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84ab143ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b0a21ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84b4b39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b4c05ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b4c59ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84b4ce9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b4d33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0e3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84be1a9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84be8cbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84be8ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84beaa1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84beaa7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84beaa9ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84beaadffffffff,9.0,0.0,0.0,0.0,0.0,1.0,0.0
84beab5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84beab7ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
84beabdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84beae3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84beae7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
