cell_id,Cardellina pusilla,Cardellina pusilla pileolata,Cardellina pusilla pusilla,Cardellina pusilla chryseola
830c03fffffffff,17.0,0.0,0.0,0.0
830c04fffffffff,2.0,0.0,0.0,0.0
830c06fffffffff,4.0,0.0,0.0,0.0
830c0bfffffffff,61.0,0.0,0.0,0.0
830c14fffffffff,3286.0,0.0,0.0,0.0
830c15fffffffff,357.0,0.0,0.0,0.0
830c1bfffffffff,34.0,0.0,0.0,0.0
830c1efffffffff,248.0,0.0,0.0,0.0
830c21fffffffff,34.0,0.0,0.0,0.0
830c2cfffffffff,6.0,0.0,0.0,0.0
830c2dfffffffff,2.0,0.0,0.0,0.0
830c30fffffffff,6.0,0.0,0.0,0.0
830c32fffffffff,1.0,0.0,0.0,0.0
830c33fffffffff,149.0,0.0,0.0,0.0
830c34fffffffff,18.0,0.0,0.0,0.0
830c35fffffffff,1.0,0.0,0.0,0.0
830c41fffffffff,142.0,0.0,0.0,0.0
830c42fffffffff,546.0,0.0,0.0,0.0
830c44fffffffff,70.0,6.0,0.0,0.0
830c45fffffffff,34.0,0.0,0.0,0.0
830c46fffffffff,632.0,1.0,0.0,0.0
830c50fffffffff,60.0,0.0,0.0,0.0
830c51fffffffff,247.0,0.0,0.0,0.0
830c52fffffffff,7.0,0.0,0.0,0.0
830c54fffffffff,30.0,0.0,0.0,0.0
830c55fffffffff,165.0,0.0,0.0,0.0
830c56fffffffff,4.0,0.0,0.0,0.0
830c5afffffffff,375.0,0.0,0.0,0.0
830c60fffffffff,13.0,0.0,0.0,0.0
830c61fffffffff,16.0,0.0,0.0,0.0
830c62fffffffff,25.0,0.0,0.0,0.0
830c63fffffffff,25.0,0.0,0.0,0.0
830c64fffffffff,91.0,0.0,0.0,0.0
830c65fffffffff,43.0,1.0,0.0,0.0
830c66fffffffff,468.0,65.0,0.0,0.0
830c68fffffffff,2.0,0.0,0.0,0.0
830c6afffffffff,5.0,0.0,0.0,0.0
830c70fffffffff,98.0,4.0,0.0,0.0
830c71fffffffff,224.0,3.0,0.0,0.0
830c73fffffffff,1883.0,86.0,0.0,0.0
830c74fffffffff,1157.0,93.0,0.0,0.0
830c75fffffffff,382.0,43.0,0.0,0.0
830c76fffffffff,216.0,4.0,0.0,0.0
830ca4fffffffff,44.0,0.0,0.0,0.0
830ca9fffffffff,1.0,0.0,0.0,0.0
830cc4fffffffff,4.0,0.0,0.0,0.0
830cccfffffffff,3.0,0.0,0.0,0.0
830ccefffffffff,2.0,0.0,0.0,0.0
830cddfffffffff,9.0,0.0,0.0,0.0
830cdefffffffff,4.0,0.0,0.0,0.0
830ce1fffffffff,7.0,0.0,0.0,0.0
830ce2fffffffff,5.0,0.0,0.0,0.0
830ce3fffffffff,9.0,0.0,0.0,0.0
830ce9fffffffff,17.0,0.0,0.0,0.0
830cecfffffffff,47.0,0.0,0.0,0.0
830cedfffffffff,7.0,0.0,0.0,0.0
830ceefffffffff,25.0,0.0,0.0,0.0
830cf4fffffffff,1.0,0.0,0.0,0.0
830d03fffffffff,11.0,0.0,0.0,0.0
830d09fffffffff,16.0,0.0,0.0,0.0
830d0bfffffffff,1.0,0.0,0.0,0.0
830d1bfffffffff,3.0,0.0,0.0,0.0
830d40fffffffff,19.0,0.0,0.0,0.0
830d42fffffffff,6.0,0.0,0.0,0.0
830d44fffffffff,3.0,0.0,0.0,0.0
830d46fffffffff,6.0,0.0,0.0,0.0
830d48fffffffff,49.0,0.0,0.0,0.0
830d49fffffffff,6.0,0.0,0.0,0.0
830d4afffffffff,26.0,1.0,0.0,0.0
830d4cfffffffff,34.0,0.0,0.0,0.0
830d4dfffffffff,154.0,0.0,0.0,0.0
830d4efffffffff,7.0,0.0,0.0,0.0
