cell_id,Pycnonotus simplex,Pycnonotus simplex simplex/halizonus,Pycnonotus simplex prillwitzi/perplexus
826507fffffffff,174.0,0.0,0.0
82651ffffffffff,155.0,0.0,0.0
826527fffffffff,48.0,0.0,0.0
