cell_id,Ploceus cucullatus,Ploceus cucullatus collaris,Ploceus cucullatus [cucullatus Group],Ploceus cucullatus nigriceps/graueri,Ploceus cucullatus spilonotus
8454187ffffffff,4.0,0.0,4.0,0.0,0.0
8454195ffffffff,2.0,0.0,2.0,0.0,0.0
8454197ffffffff,6.0,0.0,3.0,0.0,0.0
8454199ffffffff,3.0,0.0,3.0,0.0,0.0
84541a3ffffffff,128.0,0.0,20.0,0.0,0.0
84541a5ffffffff,175.0,0.0,71.0,0.0,0.0
84541a7ffffffff,13.0,0.0,1.0,0.0,0.0
84541a9ffffffff,4.0,0.0,2.0,0.0,0.0
84541adffffffff,44.0,0.0,22.0,0.0,0.0
84541b1ffffffff,5.0,0.0,0.0,0.0,0.0
84541b3ffffffff,6.0,0.0,0.0,0.0,0.0
84541b5ffffffff,6.0,0.0,0.0,0.0,0.0
84541b9ffffffff,138.0,0.0,32.0,0.0,0.0
84541bbffffffff,30.0,0.0,2.0,0.0,0.0
84541bdffffffff,36.0,0.0,17.0,0.0,0.0
84541e3ffffffff,2.0,0.0,0.0,0.0,0.0
84541e5ffffffff,1.0,0.0,0.0,0.0,0.0
84541e7ffffffff,10.0,0.0,10.0,0.0,0.0
8454409ffffffff,1.0,0.0,0.0,0.0,0.0
845440dffffffff,19.0,0.0,2.0,0.0,0.0
8454443ffffffff,9.0,0.0,0.0,0.0,0.0
8454447ffffffff,14.0,0.0,0.0,0.0,0.0
8454499ffffffff,2.0,0.0,0.0,0.0,0.0
8454a93ffffffff,441.0,0.0,35.0,0.0,0.0
8454a99ffffffff,6.0,0.0,0.0,0.0,0.0
8454a9bffffffff,350.0,0.0,64.0,0.0,0.0
8454ac3ffffffff,39.0,0.0,8.0,0.0,0.0
8454ad1ffffffff,7.0,0.0,4.0,0.0,0.0
8454ad3ffffffff,9.0,0.0,2.0,0.0,0.0
8454ad5ffffffff,79.0,0.0,12.0,0.0,0.0
8454ad7ffffffff,8.0,0.0,0.0,0.0,0.0
8454adbffffffff,4.0,0.0,2.0,0.0,0.0
8454addffffffff,22.0,0.0,0.0,0.0,0.0
8454c41ffffffff,2.0,0.0,0.0,0.0,0.0
8454c43ffffffff,1.0,0.0,0.0,0.0,0.0
8454c4bffffffff,9.0,0.0,0.0,0.0,0.0
8454c4dffffffff,2.0,0.0,0.0,0.0,0.0
8454c51ffffffff,11.0,0.0,0.0,0.0,0.0
8454c53ffffffff,4.0,0.0,0.0,0.0,0.0
8454c55ffffffff,2.0,0.0,0.0,0.0,0.0
8454c5bffffffff,2.0,0.0,0.0,0.0,0.0
8454cc1ffffffff,6.0,0.0,0.0,0.0,0.0
8454cc3ffffffff,3.0,0.0,0.0,0.0,0.0
8454e05ffffffff,1.0,0.0,0.0,0.0,0.0
8454e0dffffffff,1.0,0.0,0.0,0.0,0.0
8454e13ffffffff,6.0,0.0,0.0,0.0,0.0
8454e1bffffffff,2.0,0.0,0.0,0.0,0.0
8454e21ffffffff,19.0,0.0,0.0,0.0,0.0
8454e25ffffffff,12.0,0.0,0.0,0.0,0.0
8454e29ffffffff,1.0,0.0,0.0,0.0,0.0
8454e2dffffffff,1.0,0.0,0.0,0.0,0.0
8454e35ffffffff,8.0,0.0,0.0,0.0,0.0
8454e41ffffffff,8.0,0.0,0.0,0.0,0.0
8454e43ffffffff,6.0,0.0,0.0,0.0,0.0
8454e49ffffffff,3.0,0.0,0.0,0.0,0.0
8454e4bffffffff,7.0,0.0,0.0,0.0,0.0
8454e4dffffffff,35.0,0.0,14.0,0.0,0.0
8454e51ffffffff,18.0,0.0,1.0,0.0,0.0
8454e59ffffffff,30.0,0.0,14.0,0.0,0.0
8454e5bffffffff,46.0,0.0,12.0,0.0,0.0
8454e5dffffffff,4.0,0.0,0.0,0.0,0.0
8454e63ffffffff,4.0,0.0,0.0,0.0,0.0
8454e8bffffffff,1.0,0.0,0.0,0.0,0.0
8454ea1ffffffff,2.0,0.0,0.0,0.0,0.0
8454ea5ffffffff,6.0,0.0,0.0,0.0,0.0
8454ea9ffffffff,9.0,0.0,0.0,0.0,0.0
8454eadffffffff,7.0,0.0,0.0,0.0,0.0
8454ec5ffffffff,6.0,0.0,0.0,0.0,0.0
8454ee3ffffffff,4.0,0.0,0.0,0.0,0.0
8454f09ffffffff,2.0,0.0,0.0,0.0,0.0
8454f0bffffffff,2.0,0.0,0.0,0.0,0.0
8454f0dffffffff,1.0,0.0,0.0,0.0,0.0
8454f11ffffffff,2.0,0.0,0.0,0.0,0.0
8454f15ffffffff,21.0,0.0,0.0,0.0,0.0
8454f17ffffffff,7.0,0.0,0.0,0.0,0.0
8454f19ffffffff,2.0,0.0,0.0,0.0,0.0
8454f1bffffffff,26.0,0.0,0.0,0.0,0.0
8454f3bffffffff,3.0,0.0,0.0,0.0,0.0
8454f41ffffffff,2.0,0.0,2.0,0.0,0.0
8454f43ffffffff,2.0,0.0,0.0,0.0,0.0
8454f45ffffffff,15.0,0.0,4.0,0.0,0.0
8454f47ffffffff,36.0,0.0,21.0,0.0,0.0
8454f49ffffffff,46.0,0.0,8.0,0.0,0.0
8454f4dffffffff,209.0,0.0,26.0,0.0,0.0
8454f51ffffffff,30.0,0.0,0.0,0.0,0.0
8454f53ffffffff,4.0,0.0,0.0,0.0,0.0
8454f57ffffffff,28.0,0.0,0.0,0.0,0.0
8454f59ffffffff,5.0,0.0,0.0,0.0,0.0
8454f6bffffffff,23.0,0.0,7.0,0.0,0.0
84580bdffffffff,2.0,0.0,0.0,0.0,0.0
8458517ffffffff,4.0,0.0,0.0,0.0,0.0
8458581ffffffff,2.0,0.0,0.0,0.0,0.0
84585d1ffffffff,1.0,0.0,0.0,0.0,0.0
84585d5ffffffff,1.0,0.0,0.0,0.0,0.0
8458839ffffffff,6.0,0.0,4.0,0.0,0.0
845886dffffffff,2.0,0.0,0.0,0.0,0.0
84588b5ffffffff,2.0,0.0,0.0,0.0,0.0
84588d3ffffffff,2.0,0.0,0.0,0.0,0.0
8458901ffffffff,5.0,0.0,3.0,0.0,0.0
8458909ffffffff,4.0,0.0,0.0,0.0,0.0
845890bffffffff,13.0,0.0,0.0,0.0,0.0
845890dffffffff,55.0,0.0,10.0,0.0,0.0
8458919ffffffff,2.0,0.0,0.0,0.0,0.0
845891dffffffff,5.0,0.0,0.0,0.0,0.0
8458945ffffffff,4.0,0.0,0.0,0.0,0.0
8458949ffffffff,2.0,0.0,0.0,0.0,0.0
845894bffffffff,6.0,0.0,0.0,0.0,0.0
845894dffffffff,2.0,0.0,2.0,0.0,0.0
8458957ffffffff,1.0,0.0,0.0,0.0,0.0
8458961ffffffff,2.0,0.0,0.0,0.0,0.0
8458963ffffffff,17.0,0.0,0.0,0.0,0.0
8458967ffffffff,1.0,0.0,0.0,0.0,0.0
8458969ffffffff,12.0,0.0,5.0,0.0,0.0
845896bffffffff,8.0,0.0,0.0,0.0,0.0
84589c9ffffffff,4.0,0.0,2.0,0.0,0.0
8458a4dffffffff,2.0,0.0,2.0,0.0,0.0
8458a65ffffffff,4.0,0.0,0.0,0.0,0.0
8458a69ffffffff,1.0,0.0,0.0,0.0,0.0
8458b35ffffffff,4.0,0.0,3.0,0.0,0.0
8458b51ffffffff,1.0,0.0,0.0,0.0,0.0
8458c3dffffffff,3.0,0.0,0.0,0.0,0.0
8458c45ffffffff,2.0,0.0,0.0,0.0,0.0
8458c47ffffffff,2.0,0.0,0.0,0.0,0.0
8458c4dffffffff,4.0,0.0,0.0,0.0,0.0
8458c8bffffffff,1.0,0.0,0.0,0.0,0.0
8458cd9ffffffff,2.0,0.0,0.0,0.0,0.0
8458d23ffffffff,2.0,0.0,0.0,0.0,0.0
8458d27ffffffff,3.0,0.0,0.0,0.0,0.0
8458d31ffffffff,1.0,0.0,1.0,0.0,0.0
8458d33ffffffff,3.0,0.0,3.0,0.0,0.0
8458d35ffffffff,13.0,0.0,4.0,0.0,0.0
8458d37ffffffff,3.0,0.0,3.0,0.0,0.0
8458db5ffffffff,6.0,0.0,0.0,0.0,0.0
8458de3ffffffff,3.0,0.0,0.0,0.0,0.0
8458de5ffffffff,2.0,0.0,2.0,0.0,0.0
8458debffffffff,18.0,0.0,0.0,0.0,0.0
8458e2dffffffff,80.0,0.0,0.0,0.0,0.0
8458e49ffffffff,11.0,0.0,0.0,0.0,0.0
8458e67ffffffff,41.0,0.0,0.0,0.0,0.0
8458ea9ffffffff,2.0,0.0,0.0,0.0,0.0
8458f47ffffffff,2.0,0.0,0.0,0.0,0.0
8458f5bffffffff,47.0,0.0,0.0,0.0,0.0
8459821ffffffff,1.0,0.0,0.0,0.0,0.0
84598bbffffffff,1.0,0.0,0.0,0.0,0.0
84598d7ffffffff,2.0,0.0,0.0,0.0,0.0
845991bffffffff,9.0,0.0,0.0,0.0,0.0
8459933ffffffff,2.0,0.0,0.0,0.0,0.0
8459985ffffffff,10.0,0.0,1.0,0.0,0.0
8459987ffffffff,2.0,0.0,0.0,0.0,0.0
8459997ffffffff,1.0,0.0,0.0,0.0,0.0
84599a5ffffffff,13.0,0.0,3.0,0.0,0.0
84599e5ffffffff,11.0,0.0,4.0,0.0,0.0
84599e7ffffffff,8.0,0.0,0.0,0.0,0.0
845e429ffffffff,14.0,0.0,0.0,0.0,0.0
845e461ffffffff,2.0,0.0,0.0,0.0,0.0
845e463ffffffff,13.0,0.0,0.0,0.0,0.0
845f583ffffffff,2.0,0.0,0.0,0.0,0.0
84662c9ffffffff,19.0,0.0,0.0,0.0,0.0
8467209ffffffff,2.0,0.0,0.0,0.0,0.0
8467229ffffffff,1.0,0.0,0.0,0.0,0.0
8467249ffffffff,2.0,0.0,0.0,0.0,0.0
846724bffffffff,16.0,0.0,0.0,0.0,0.0
8467251ffffffff,3.0,0.0,0.0,0.0,0.0
8467253ffffffff,3.0,0.0,0.0,0.0,0.0
8467259ffffffff,10.0,0.0,0.0,0.0,0.0
846725bffffffff,57.0,0.0,1.0,0.0,0.0
846725dffffffff,166.0,0.0,0.0,0.0,0.0
8467261ffffffff,13.0,0.0,0.0,0.0,0.0
8467263ffffffff,90.0,0.0,0.0,0.0,0.0
8467413ffffffff,7.0,0.0,0.0,0.0,0.0
8467421ffffffff,6.0,0.0,0.0,0.0,0.0
8467431ffffffff,1.0,0.0,0.0,0.0,0.0
8467433ffffffff,88.0,0.0,0.0,0.0,0.0
8467437ffffffff,2.0,0.0,0.0,0.0,0.0
84674cdffffffff,3.0,0.0,0.0,0.0,0.0
84674e1ffffffff,6.0,0.0,0.0,0.0,0.0
84674edffffffff,153.0,0.0,0.0,0.0,0.0
8467553ffffffff,11.0,0.0,0.0,0.0,0.0
84675c1ffffffff,15.0,0.0,0.0,0.0,0.0
84675c7ffffffff,24.0,0.0,0.0,0.0,0.0
84675cbffffffff,4.0,0.0,0.0,0.0,0.0
84675d9ffffffff,9.0,0.0,0.0,0.0,0.0
846a459ffffffff,13.0,0.0,0.0,0.0,0.0
846a493ffffffff,1.0,0.0,0.0,0.0,0.0
846a495ffffffff,2.0,0.0,0.0,0.0,0.0
846a49dffffffff,7.0,0.0,0.0,0.0,0.0
846a4b3ffffffff,2.0,0.0,0.0,0.0,0.0
846a507ffffffff,2.0,0.0,2.0,0.0,0.0
846a581ffffffff,4.0,0.0,0.0,0.0,0.0
846a5a9ffffffff,54.0,0.0,8.0,0.0,0.0
846a5abffffffff,14.0,0.0,0.0,0.0,0.0
846a619ffffffff,7.0,0.0,0.0,0.0,0.0
846a693ffffffff,2.0,0.0,0.0,0.0,0.0
846a697ffffffff,23.0,0.0,0.0,0.0,0.0
846a6b1ffffffff,2.0,0.0,0.0,2.0,0.0
846a9e5ffffffff,7.0,0.0,0.0,0.0,0.0
846ab2dffffffff,1.0,0.0,0.0,0.0,0.0
846ac03ffffffff,141.0,0.0,17.0,0.0,0.0
846ac0bffffffff,39.0,0.0,3.0,0.0,0.0
846ac11ffffffff,9.0,0.0,0.0,0.0,0.0
846ac15ffffffff,351.0,0.0,73.0,0.0,0.0
846ac19ffffffff,19.0,0.0,0.0,0.0,0.0
846ac1dffffffff,8.0,0.0,8.0,0.0,0.0
846ac23ffffffff,7.0,0.0,0.0,0.0,0.0
846ac31ffffffff,64.0,0.0,11.0,0.0,0.0
846ac33ffffffff,13.0,0.0,0.0,0.0,0.0
846ac35ffffffff,24.0,0.0,3.0,0.0,0.0
846ac37ffffffff,5.0,0.0,2.0,0.0,0.0
846ac39ffffffff,27.0,0.0,1.0,0.0,0.0
846ac3dffffffff,371.0,0.0,66.0,0.0,0.0
846ac5bffffffff,2.0,0.0,2.0,0.0,0.0
846ac81ffffffff,9.0,0.0,2.0,0.0,0.0
846ac89ffffffff,776.0,0.0,142.0,0.0,0.0
846ac8dffffffff,7.0,0.0,6.0,0.0,0.0
846ac93ffffffff,66.0,0.0,5.0,0.0,0.0
846ac9bffffffff,26.0,0.0,6.0,0.0,0.0
846aca5ffffffff,2.0,0.0,0.0,0.0,0.0
846acadffffffff,1.0,0.0,0.0,0.0,0.0
846acc3ffffffff,24.0,0.0,6.0,0.0,0.0
846acc5ffffffff,2.0,0.0,0.0,0.0,0.0
846acc7ffffffff,35.0,0.0,15.0,0.0,0.0
846accbffffffff,32.0,0.0,7.0,0.0,0.0
846acd1ffffffff,16.0,0.0,6.0,0.0,0.0
846acd5ffffffff,42.0,0.0,2.0,0.0,0.0
846acdbffffffff,6.0,0.0,2.0,0.0,0.0
846ace1ffffffff,4.0,0.0,0.0,0.0,0.0
846ace3ffffffff,4.0,0.0,2.0,0.0,0.0
846ace5ffffffff,356.0,0.0,45.0,0.0,0.0
846ace7ffffffff,3.0,0.0,3.0,0.0,0.0
846acebffffffff,1.0,0.0,0.0,0.0,0.0
846ad81ffffffff,121.0,0.0,20.0,4.0,0.0
846ad83ffffffff,6.0,0.0,3.0,0.0,0.0
846ad85ffffffff,3.0,0.0,1.0,0.0,0.0
846ad89ffffffff,26.0,0.0,2.0,1.0,0.0
846ad8bffffffff,79.0,0.0,11.0,0.0,0.0
846ad8dffffffff,11.0,0.0,4.0,0.0,0.0
846ad9dffffffff,2.0,0.0,0.0,0.0,0.0
846ada9ffffffff,2.0,0.0,2.0,0.0,0.0
846adc1ffffffff,153.0,0.0,23.0,0.0,0.0
846adc3ffffffff,9.0,0.0,0.0,0.0,0.0
846adc5ffffffff,2.0,0.0,0.0,0.0,0.0
846adc7ffffffff,63.0,0.0,8.0,0.0,0.0
846adc9ffffffff,115.0,0.0,12.0,0.0,0.0
846adcbffffffff,9.0,0.0,0.0,0.0,0.0
846adcdffffffff,2.0,0.0,0.0,0.0,0.0
846add5ffffffff,4.0,0.0,0.0,0.0,0.0
846add7ffffffff,17.0,0.0,0.0,0.0,0.0
846add9ffffffff,22.0,0.0,5.0,0.0,0.0
846adddffffffff,9.0,0.0,0.0,0.0,0.0
846ade7ffffffff,5.0,0.0,1.0,0.0,0.0
846adebffffffff,9.0,0.0,2.0,0.0,0.0
846ae85ffffffff,114.0,0.0,24.0,0.0,0.0
846ae87ffffffff,2.0,0.0,2.0,0.0,0.0
846aea1ffffffff,181.0,0.0,29.0,0.0,0.0
846aea3ffffffff,81.0,0.0,13.0,0.0,0.0
846aea5ffffffff,26.0,0.0,2.0,0.0,0.0
846aea9ffffffff,21.0,0.0,6.0,0.0,0.0
846aeabffffffff,36.0,0.0,6.0,0.0,0.0
846aeb5ffffffff,22.0,0.0,4.0,0.0,0.0
846aebdffffffff,7.0,0.0,0.0,0.0,0.0
846aec5ffffffff,2.0,0.0,0.0,0.0,0.0
846aecbffffffff,1.0,0.0,0.0,0.0,0.0
846aee3ffffffff,77.0,0.0,17.0,0.0,0.0
846aee7ffffffff,2.0,0.0,2.0,0.0,0.0
846af51ffffffff,1.0,0.0,0.0,0.0,0.0
846b6e3ffffffff,6.0,0.0,0.0,0.0,0.0
846b6ebffffffff,4.0,0.0,2.0,0.0,0.0
847505bffffffff,2.0,0.0,0.0,0.0,0.0
8475083ffffffff,24.0,0.0,12.0,0.0,0.0
8475085ffffffff,11.0,0.0,3.0,0.0,0.0
8475087ffffffff,44.0,0.0,23.0,0.0,0.0
847508bffffffff,2.0,0.0,2.0,0.0,0.0
8475095ffffffff,1.0,0.0,0.0,0.0,0.0
847509dffffffff,28.0,0.0,11.0,0.0,0.0
84750a1ffffffff,1.0,0.0,0.0,0.0,0.0
84750abffffffff,1.0,0.0,0.0,0.0,0.0
84750c5ffffffff,2.0,0.0,0.0,0.0,0.0
84750d1ffffffff,518.0,0.0,167.0,0.0,0.0
84750d3ffffffff,110.0,0.0,62.0,0.0,0.0
84750d7ffffffff,21.0,0.0,7.0,0.0,0.0
84750d9ffffffff,14.0,0.0,4.0,0.0,0.0
84750dbffffffff,36.0,0.0,10.0,0.0,0.0
84750ddffffffff,38.0,0.0,18.0,0.0,0.0
847518dffffffff,1.0,0.0,1.0,0.0,0.0
8475195ffffffff,3.0,0.0,0.0,0.0,0.0
84751d7ffffffff,2.0,0.0,0.0,0.0,0.0
8475201ffffffff,33.0,0.0,7.0,0.0,0.0
8475203ffffffff,3.0,0.0,0.0,0.0,0.0
8475207ffffffff,33.0,0.0,16.0,0.0,0.0
8475209ffffffff,15.0,0.0,9.0,0.0,0.0
847520bffffffff,9.0,0.0,4.0,0.0,0.0
8475215ffffffff,1.0,0.0,0.0,0.0,0.0
847521dffffffff,2.0,0.0,0.0,0.0,0.0
847522dffffffff,1.0,0.0,0.0,0.0,0.0
8475251ffffffff,1.0,0.0,1.0,0.0,0.0
8475257ffffffff,2.0,0.0,2.0,0.0,0.0
8475283ffffffff,1.0,0.0,0.0,0.0,0.0
8475291ffffffff,4.0,0.0,2.0,0.0,0.0
8475293ffffffff,70.0,0.0,9.0,0.0,0.0
8475295ffffffff,172.0,0.0,61.0,0.0,0.0
8475299ffffffff,15.0,0.0,6.0,0.0,0.0
847529bffffffff,39.0,0.0,8.0,0.0,0.0
84752a3ffffffff,6.0,0.0,0.0,0.0,0.0
84752abffffffff,14.0,0.0,6.0,0.0,0.0
84752adffffffff,35.0,0.0,18.0,0.0,0.0
84752b5ffffffff,7.0,0.0,5.0,0.0,0.0
84752d3ffffffff,5.0,0.0,4.0,0.0,0.0
84752dbffffffff,1.0,0.0,0.0,0.0,0.0
84752e5ffffffff,1.0,0.0,0.0,0.0,0.0
84752e9ffffffff,8.0,0.0,4.0,0.0,0.0
847532bffffffff,8.0,0.0,0.0,0.0,0.0
8475361ffffffff,5.0,0.0,0.0,0.0,0.0
8475745ffffffff,1.0,0.0,0.0,0.0,0.0
8475761ffffffff,56.0,0.0,13.0,0.0,0.0
8475769ffffffff,19.0,0.0,0.0,0.0,0.0
8475805ffffffff,2.0,0.0,0.0,0.0,0.0
8475861ffffffff,3.0,0.0,0.0,0.0,0.0
8475863ffffffff,1.0,0.0,0.0,0.0,0.0
8475a65ffffffff,2.0,0.0,0.0,0.0,0.0
847a401ffffffff,29.0,0.0,10.0,0.0,0.0
847a403ffffffff,2.0,0.0,0.0,0.0,0.0
847a405ffffffff,8.0,0.0,4.0,0.0,0.0
847a407ffffffff,30.0,0.0,7.0,0.0,0.0
847a409ffffffff,1.0,0.0,1.0,0.0,0.0
847a40bffffffff,2.0,0.0,0.0,0.0,0.0
847a40dffffffff,19.0,0.0,13.0,0.0,0.0
847a413ffffffff,263.0,0.0,46.0,0.0,0.0
847a41bffffffff,13.0,0.0,0.0,0.0,0.0
847a41dffffffff,7.0,0.0,0.0,0.0,0.0
847a451ffffffff,15.0,0.0,5.0,0.0,0.0
847a453ffffffff,6.0,0.0,2.0,0.0,0.0
847a455ffffffff,11.0,0.0,3.0,0.0,0.0
847a457ffffffff,27.0,0.0,8.0,0.0,0.0
847a459ffffffff,41.0,0.0,13.0,0.0,0.0
847a45dffffffff,21.0,0.0,14.0,0.0,0.0
847a481ffffffff,19.0,0.0,0.0,0.0,0.0
847a483ffffffff,32.0,0.0,3.0,0.0,0.0
847a487ffffffff,1.0,0.0,0.0,0.0,0.0
847a489ffffffff,49.0,0.0,2.0,0.0,0.0
847a491ffffffff,5.0,0.0,0.0,0.0,0.0
847a495ffffffff,3.0,0.0,1.0,0.0,0.0
847a499ffffffff,1.0,0.0,0.0,0.0,0.0
847a4c1ffffffff,18.0,0.0,7.0,0.0,0.0
847a4c3ffffffff,10.0,0.0,0.0,0.0,0.0
847a4c7ffffffff,7.0,0.0,0.0,0.0,0.0
847a4cbffffffff,7.0,0.0,2.0,0.0,0.0
847a4cdffffffff,21.0,0.0,4.0,0.0,0.0
847a4d1ffffffff,73.0,0.0,10.0,0.0,0.0
847a4d3ffffffff,5.0,0.0,0.0,0.0,0.0
847a4d5ffffffff,6.0,0.0,0.0,0.0,0.0
847a4d7ffffffff,2.0,0.0,0.0,0.0,0.0
847a4d9ffffffff,16.0,0.0,2.0,0.0,0.0
847a4dbffffffff,18.0,0.0,12.0,0.0,0.0
847a4ddffffffff,22.0,0.0,2.0,0.0,0.0
847a4e3ffffffff,19.0,0.0,19.0,0.0,0.0
847a601ffffffff,9.0,0.0,2.0,0.0,0.0
847a603ffffffff,5.0,0.0,0.0,0.0,0.0
847a609ffffffff,175.0,0.0,38.0,0.0,0.0
847a60bffffffff,27.0,0.0,13.0,0.0,0.0
847a611ffffffff,5.0,0.0,0.0,0.0,0.0
847a615ffffffff,4.0,0.0,0.0,0.0,0.0
847a61bffffffff,1.0,0.0,0.0,0.0,0.0
847a61dffffffff,14.0,0.0,0.0,0.0,0.0
847a631ffffffff,2.0,0.0,0.0,0.0,0.0
847a637ffffffff,4.0,0.0,2.0,0.0,0.0
847a641ffffffff,18.0,0.0,2.0,0.0,0.0
847a643ffffffff,18.0,0.0,2.0,0.0,0.0
847a647ffffffff,8.0,0.0,2.0,0.0,0.0
847a651ffffffff,2.0,0.0,0.0,0.0,0.0
847a653ffffffff,39.0,0.0,0.0,2.0,0.0
847a655ffffffff,2.0,0.0,0.0,0.0,0.0
847a657ffffffff,102.0,0.0,0.0,0.0,0.0
847a659ffffffff,20.0,0.0,0.0,0.0,0.0
847a65bffffffff,6.0,0.0,0.0,0.0,0.0
847a65dffffffff,3.0,0.0,0.0,0.0,0.0
847a669ffffffff,9.0,0.0,5.0,0.0,0.0
847a66bffffffff,2.0,0.0,0.0,0.0,0.0
847a681ffffffff,111.0,0.0,26.0,0.0,0.0
847a683ffffffff,181.0,0.0,57.0,0.0,0.0
847a685ffffffff,28.0,0.0,5.0,0.0,0.0
847a687ffffffff,12.0,0.0,2.0,0.0,0.0
847a689ffffffff,3.0,0.0,0.0,0.0,0.0
847a68bffffffff,29.0,0.0,3.0,0.0,0.0
847a691ffffffff,2.0,0.0,0.0,0.0,0.0
847a695ffffffff,4.0,0.0,3.0,0.0,0.0
847a69bffffffff,11.0,0.0,0.0,0.0,0.0
847a6a1ffffffff,56.0,0.0,8.0,0.0,0.0
847a6a3ffffffff,2.0,0.0,0.0,0.0,0.0
847a6a5ffffffff,13.0,0.0,0.0,0.0,0.0
847a6a7ffffffff,3.0,0.0,0.0,0.0,0.0
847a6a9ffffffff,2.0,0.0,0.0,0.0,0.0
847a6adffffffff,50.0,0.0,3.0,0.0,0.0
847a6b1ffffffff,1.0,0.0,0.0,0.0,0.0
847a6b3ffffffff,10.0,0.0,0.0,0.0,0.0
