cell_id,Troglodytes troglodytes,Troglodytes troglodytes islandicus,Troglodytes troglodytes borealis,Troglodytes troglodytes zetlandicus,Troglodytes troglodytes hebridensis,Troglodytes troglodytes fridariensis,Troglodytes troglodytes hirtensis,Troglodytes troglodytes indigenus,Troglodytes troglodytes [troglodytes Group]
830741fffffffff,135.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830742fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830743fffffffff,225.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830744fffffffff,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830745fffffffff,71.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830746fffffffff,233.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83074efffffffff,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830755fffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830758fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83075cfffffffff,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83075dfffffffff,147.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83075efffffffff,48.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830762fffffffff,147.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830763fffffffff,80.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830770fffffffff,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830771fffffffff,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830773fffffffff,247.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830775fffffffff,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830802fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830806fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830811fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830813fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830814fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830815fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
830819fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83081efffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830828fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830829fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83082afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83082bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830831fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830832fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830833fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830836fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830880fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830882fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830883fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
830884fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830885fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830886fffffffff,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830888fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
83088bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83088efffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
830890fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830893fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830895fffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830896fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830898fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830899fffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
83089afffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83089bfffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83089cfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83089dfffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83089efffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a3fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a4fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
8308a5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a6fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8308a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308acfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b0fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b1fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b3fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b4fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b5fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b6fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8308c2fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308cdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d1fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8308d2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d3fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d5fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d8fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
8308ddfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308e5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308eafffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308ecfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308f0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308f2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308f6fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830958fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83095afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830980fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830981fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
830982fffffffff,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83098afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83098bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83098cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83098dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83098efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
830991fffffffff,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
830993fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830998fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830999fffffffff,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
83099bfffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
83099cfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83099dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83099efffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8309a0fffffffff,160.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0
8309a4fffffffff,354.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,2.0
8309a5fffffffff,16.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
8309a6fffffffff,217.0,0.0,0.0,119.0,0.0,0.0,0.0,3.0,0.0
8309abfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831020fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831023fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831026fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8310c2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8310c3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831100fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831103fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831105fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831106fffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831115fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831116fffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831120fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
831121fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831122fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
831123fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
831124fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831125fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831126fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
831128fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83112cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83112efffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
831131fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831134fffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831135fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831136fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831180fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831181fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
831185fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83118afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83118cfffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
83118efffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
8311a4fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311a6fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311aafffffffff,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8311abfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
8311acfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311aefffffffff,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
8311b4fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83148cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8314aefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8314c8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831588fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831601fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83160cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831616fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
