cell_id,Cranioleuca albiceps,Cranioleuca albiceps albiceps,Cranioleuca albiceps discolor
828b27fffffffff,118.0,0.0,0.0
828b2ffffffffff,163.0,0.0,0.0
828b77fffffffff,7.0,0.0,0.0
82b327fffffffff,96.0,0.0,0.0
82b367fffffffff,1.0,0.0,0.0
