cell_id,Myiarchus tyrannulus,Myiarchus tyrannulus magister,Myiarchus tyrannulus [cooperi Group],Myiarchus tyrannulus brachyurus,Myiarchus tyrannulus tyrannulus/bahiae
8444ae9ffffffff,2.0,0.0,0.0,0.0,0.0
8444e05ffffffff,5.0,0.0,0.0,0.0,0.0
8444f43ffffffff,16.0,0.0,0.0,0.0,0.0
8445019ffffffff,2.0,0.0,0.0,0.0,0.0
8445051ffffffff,3.0,0.0,0.0,0.0,0.0
8445053ffffffff,4.0,0.0,1.0,0.0,0.0
844505dffffffff,8.0,0.0,0.0,0.0,0.0
84450a7ffffffff,2.0,0.0,0.0,0.0,0.0
84450adffffffff,5.0,0.0,5.0,0.0,0.0
84450d3ffffffff,7.0,0.0,7.0,0.0,0.0
8445203ffffffff,2.0,0.0,0.0,0.0,0.0
8445207ffffffff,8.0,0.0,0.0,0.0,0.0
844520dffffffff,8.0,0.0,0.0,0.0,0.0
8445215ffffffff,8.0,0.0,2.0,0.0,0.0
8445217ffffffff,4.0,0.0,0.0,0.0,0.0
8445219ffffffff,9.0,0.0,0.0,0.0,0.0
844521dffffffff,3.0,0.0,0.0,0.0,0.0
844525bffffffff,14.0,0.0,0.0,0.0,0.0
8445263ffffffff,1.0,0.0,1.0,0.0,0.0
8445287ffffffff,2.0,0.0,2.0,0.0,0.0
84452a9ffffffff,2.0,0.0,2.0,0.0,0.0
84452adffffffff,5.0,0.0,0.0,0.0,0.0
84452bdffffffff,1.0,0.0,1.0,0.0,0.0
84452e1ffffffff,7.0,0.0,0.0,0.0,0.0
84452e5ffffffff,8.0,0.0,8.0,0.0,0.0
84452e9ffffffff,3.0,0.0,0.0,0.0,0.0
84452ebffffffff,5.0,0.0,0.0,0.0,0.0
8445353ffffffff,2.0,0.0,0.0,0.0,0.0
844814dffffffff,3.0,0.0,0.0,0.0,0.0
84482adffffffff,2.0,0.0,0.0,0.0,0.0
8448309ffffffff,1.0,0.0,0.0,0.0,0.0
8448361ffffffff,4.0,4.0,0.0,0.0,0.0
8448363ffffffff,10.0,10.0,0.0,0.0,0.0
8448367ffffffff,4.0,4.0,0.0,0.0,0.0
8448369ffffffff,2.0,2.0,0.0,0.0,0.0
84485a1ffffffff,1.0,0.0,0.0,0.0,0.0
84485b3ffffffff,2.0,0.0,0.0,0.0,0.0
84485b5ffffffff,12.0,0.0,0.0,0.0,0.0
84485b7ffffffff,16.0,0.0,0.0,0.0,0.0
84485bdffffffff,3.0,2.0,0.0,0.0,0.0
844880dffffffff,6.0,0.0,0.0,0.0,0.0
8448825ffffffff,2.0,0.0,0.0,0.0,0.0
844882dffffffff,3.0,0.0,0.0,0.0,0.0
8448837ffffffff,3.0,0.0,0.0,0.0,0.0
844886bffffffff,1.0,0.0,1.0,0.0,0.0
8448881ffffffff,6.0,0.0,0.0,0.0,0.0
8448897ffffffff,2.0,0.0,0.0,0.0,0.0
844889dffffffff,2.0,0.0,0.0,0.0,0.0
84488a7ffffffff,1.0,0.0,0.0,0.0,0.0
84488c7ffffffff,3.0,0.0,0.0,0.0,0.0
84488e9ffffffff,8.0,0.0,0.0,0.0,0.0
84488ebffffffff,1.0,0.0,0.0,0.0,0.0
84488edffffffff,5.0,0.0,0.0,0.0,0.0
8448907ffffffff,15.0,0.0,0.0,0.0,0.0
844890bffffffff,2.0,0.0,0.0,0.0,0.0
8448915ffffffff,5.0,0.0,0.0,0.0,0.0
8448919ffffffff,1.0,0.0,1.0,0.0,0.0
844891bffffffff,2.0,0.0,0.0,0.0,0.0
844891dffffffff,4.0,0.0,0.0,0.0,0.0
8448923ffffffff,3.0,0.0,0.0,0.0,0.0
8448939ffffffff,9.0,0.0,0.0,0.0,0.0
844893dffffffff,7.0,0.0,0.0,0.0,0.0
8448951ffffffff,6.0,0.0,0.0,0.0,0.0
8448953ffffffff,2.0,0.0,0.0,0.0,0.0
8448955ffffffff,5.0,0.0,0.0,0.0,0.0
8448957ffffffff,2.0,0.0,0.0,0.0,0.0
8448959ffffffff,2.0,0.0,0.0,0.0,0.0
844895bffffffff,2.0,0.0,0.0,0.0,0.0
844898dffffffff,15.0,0.0,0.0,0.0,0.0
8448999ffffffff,3.0,0.0,0.0,0.0,0.0
84489c3ffffffff,3.0,0.0,0.0,0.0,0.0
84489c7ffffffff,2.0,0.0,0.0,0.0,0.0
84489d1ffffffff,2.0,0.0,0.0,0.0,0.0
84489d3ffffffff,2.0,0.0,0.0,0.0,0.0
84489d9ffffffff,6.0,0.0,0.0,0.0,0.0
84489e1ffffffff,2.0,0.0,0.0,0.0,0.0
84489e3ffffffff,11.0,0.0,0.0,0.0,0.0
84489ebffffffff,1.0,0.0,0.0,0.0,0.0
8448ab7ffffffff,9.0,0.0,0.0,0.0,0.0
8448b13ffffffff,13.0,0.0,0.0,0.0,0.0
8448b15ffffffff,11.0,0.0,0.0,0.0,0.0
8448b17ffffffff,1.0,0.0,0.0,0.0,0.0
8448b23ffffffff,2.0,0.0,2.0,0.0,0.0
8448b2bffffffff,12.0,0.0,2.0,0.0,0.0
8448b31ffffffff,8.0,0.0,0.0,0.0,0.0
8448b33ffffffff,1.0,0.0,0.0,0.0,0.0
8448b37ffffffff,52.0,0.0,0.0,0.0,0.0
8448b39ffffffff,27.0,0.0,0.0,0.0,0.0
8448b3dffffffff,34.0,0.0,1.0,0.0,0.0
8448b5bffffffff,1.0,0.0,1.0,0.0,0.0
8448c0bffffffff,8.0,0.0,0.0,0.0,0.0
8448c11ffffffff,3.0,0.0,0.0,0.0,0.0
8448c19ffffffff,6.0,0.0,0.0,0.0,0.0
8448c1bffffffff,5.0,3.0,0.0,0.0,0.0
8448c1dffffffff,1.0,0.0,0.0,0.0,0.0
8448c57ffffffff,3.0,0.0,0.0,0.0,0.0
8448c59ffffffff,6.0,0.0,0.0,0.0,0.0
8448c5bffffffff,2.0,0.0,0.0,0.0,0.0
8448c6dffffffff,5.0,0.0,0.0,0.0,0.0
8448cc1ffffffff,2.0,2.0,0.0,0.0,0.0
8448cd3ffffffff,18.0,2.0,0.0,0.0,0.0
8448cd9ffffffff,2.0,0.0,0.0,0.0,0.0
8448d43ffffffff,4.0,0.0,0.0,0.0,0.0
8448e33ffffffff,3.0,0.0,0.0,0.0,0.0
8448e37ffffffff,16.0,0.0,0.0,0.0,0.0
8448e81ffffffff,25.0,7.0,0.0,0.0,0.0
8448e85ffffffff,212.0,174.0,0.0,0.0,0.0
8448e87ffffffff,5.0,4.0,0.0,0.0,0.0
8448e89ffffffff,4.0,1.0,0.0,0.0,0.0
8448e8dffffffff,199.0,160.0,0.0,0.0,0.0
8448e91ffffffff,3.0,0.0,0.0,0.0,0.0
8448e99ffffffff,2.0,0.0,0.0,0.0,0.0
8448ea5ffffffff,2.0,0.0,0.0,0.0,0.0
8448ea9ffffffff,2.0,0.0,0.0,0.0,0.0
8448eabffffffff,9.0,3.0,0.0,0.0,0.0
8448eb1ffffffff,6.0,0.0,0.0,0.0,0.0
8448eb3ffffffff,13.0,0.0,0.0,0.0,0.0
8448eb5ffffffff,18.0,17.0,0.0,0.0,0.0
8448eb7ffffffff,3.0,0.0,0.0,0.0,0.0
8448ebbffffffff,3.0,0.0,0.0,0.0,0.0
8448ebdffffffff,14.0,10.0,0.0,0.0,0.0
8448ec5ffffffff,5.0,5.0,0.0,0.0,0.0
8448ec7ffffffff,475.0,391.0,0.0,0.0,0.0
8448ed3ffffffff,2.0,0.0,0.0,0.0,0.0
8448ee1ffffffff,5.0,3.0,0.0,0.0,0.0
8448ee3ffffffff,35.0,5.0,0.0,0.0,0.0
8448ee9ffffffff,1.0,0.0,0.0,0.0,0.0
8448eebffffffff,68.0,40.0,0.0,0.0,0.0
8448f2bffffffff,4.0,0.0,0.0,0.0,0.0
8448f61ffffffff,3.0,0.0,0.0,0.0,0.0
8448f63ffffffff,2.0,0.0,0.0,0.0,0.0
8448f65ffffffff,2.0,0.0,0.0,0.0,0.0
8449865ffffffff,1.0,0.0,0.0,0.0,0.0
844986dffffffff,6.0,6.0,0.0,0.0,0.0
8449907ffffffff,1.0,0.0,1.0,0.0,0.0
8449959ffffffff,2.0,0.0,0.0,0.0,0.0
8449961ffffffff,2.0,0.0,2.0,0.0,0.0
8449967ffffffff,6.0,0.0,0.0,0.0,0.0
844996dffffffff,2.0,0.0,0.0,0.0,0.0
84499cdffffffff,1.0,0.0,0.0,0.0,0.0
8449a21ffffffff,1.0,1.0,0.0,0.0,0.0
8449a89ffffffff,2.0,2.0,0.0,0.0,0.0
8449b03ffffffff,1.0,1.0,0.0,0.0,0.0
8449b33ffffffff,9.0,0.0,0.0,0.0,0.0
8449b37ffffffff,1.0,0.0,1.0,0.0,0.0
845f5b5ffffffff,13.0,0.0,0.0,0.0,3.0
84660d9ffffffff,2.0,0.0,0.0,0.0,0.0
8466193ffffffff,2.0,0.0,0.0,0.0,0.0
846619dffffffff,2.0,0.0,0.0,0.0,2.0
84661cdffffffff,4.0,0.0,0.0,0.0,0.0
84661ebffffffff,2.0,0.0,0.0,0.0,0.0
8466217ffffffff,4.0,0.0,0.0,0.0,4.0
84662b7ffffffff,2.0,0.0,0.0,0.0,0.0
846676dffffffff,2.0,0.0,0.0,0.0,0.0
8466e8dffffffff,1.0,0.0,0.0,0.0,0.0
8466ee5ffffffff,30.0,0.0,0.0,0.0,0.0
8467447ffffffff,9.0,0.0,0.0,0.0,0.0
8467461ffffffff,10.0,0.0,0.0,0.0,0.0
846746bffffffff,9.0,0.0,0.0,0.0,0.0
846746dffffffff,2.0,0.0,0.0,0.0,0.0
8467737ffffffff,7.0,0.0,0.0,0.0,0.0
846d04bffffffff,4.0,0.0,4.0,0.0,0.0
846d05bffffffff,1.0,0.0,1.0,0.0,0.0
846d05dffffffff,1.0,0.0,0.0,0.0,0.0
846d06dffffffff,4.0,4.0,0.0,0.0,0.0
846d159ffffffff,19.0,17.0,0.0,0.0,0.0
846d15dffffffff,2.0,2.0,0.0,0.0,0.0
846d231ffffffff,4.0,0.0,0.0,0.0,0.0
846d239ffffffff,13.0,0.0,11.0,0.0,0.0
846d283ffffffff,9.0,0.0,0.0,0.0,0.0
846d295ffffffff,3.0,0.0,0.0,0.0,0.0
846d299ffffffff,1.0,0.0,0.0,0.0,0.0
846d2a3ffffffff,2.0,0.0,0.0,0.0,0.0
846d2b9ffffffff,19.0,0.0,0.0,0.0,0.0
846d2bdffffffff,3.0,0.0,0.0,0.0,0.0
846d2c3ffffffff,10.0,0.0,0.0,0.0,0.0
846d2d1ffffffff,9.0,0.0,0.0,0.0,0.0
846d2d7ffffffff,2.0,0.0,0.0,0.0,0.0
846d2dbffffffff,1.0,0.0,0.0,0.0,0.0
846d313ffffffff,27.0,0.0,19.0,0.0,0.0
846d319ffffffff,15.0,0.0,15.0,0.0,0.0
846d31bffffffff,4.0,0.0,4.0,0.0,0.0
846d32bffffffff,3.0,1.0,0.0,0.0,0.0
846d337ffffffff,4.0,4.0,0.0,0.0,0.0
846d339ffffffff,1.0,1.0,0.0,0.0,0.0
846d33dffffffff,1.0,1.0,0.0,0.0,0.0
846d34dffffffff,1.0,0.0,0.0,0.0,0.0
846d365ffffffff,6.0,0.0,0.0,0.0,0.0
846d681ffffffff,2.0,0.0,0.0,2.0,0.0
846d683ffffffff,11.0,0.0,0.0,9.0,0.0
846d685ffffffff,1.0,0.0,0.0,0.0,0.0
846d68bffffffff,8.0,0.0,0.0,0.0,0.0
846d695ffffffff,25.0,0.0,0.0,25.0,0.0
846d6abffffffff,6.0,0.0,0.0,6.0,0.0
846d6c3ffffffff,1.0,0.0,0.0,0.0,0.0
846d6cbffffffff,2.0,0.0,0.0,0.0,0.0
846d6d1ffffffff,11.0,0.0,0.0,0.0,0.0
846d6d7ffffffff,1.0,0.0,0.0,0.0,0.0
8481215ffffffff,3.0,0.0,0.0,0.0,3.0
848b205ffffffff,2.0,0.0,0.0,0.0,2.0
848b22dffffffff,4.0,0.0,0.0,0.0,4.0
848b617ffffffff,4.0,0.0,0.0,0.0,0.0
848b693ffffffff,4.0,0.0,0.0,0.0,0.0
848b697ffffffff,1.0,0.0,0.0,0.0,0.0
848b713ffffffff,5.0,0.0,0.0,0.0,0.0
848f54bffffffff,1.0,0.0,0.0,0.0,1.0
84a92ddffffffff,3.0,0.0,0.0,0.0,0.0
84a9461ffffffff,2.0,0.0,0.0,0.0,0.0
84a9465ffffffff,4.0,0.0,0.0,0.0,0.0
84a953bffffffff,10.0,0.0,0.0,0.0,0.0
84a9557ffffffff,3.0,0.0,0.0,0.0,0.0
84a9559ffffffff,5.0,0.0,0.0,0.0,0.0
84a95edffffffff,2.0,0.0,0.0,0.0,0.0
84a9613ffffffff,53.0,0.0,0.0,0.0,0.0
84a9617ffffffff,3.0,0.0,0.0,0.0,0.0
84a9619ffffffff,30.0,0.0,0.0,0.0,0.0
84a9645ffffffff,41.0,0.0,0.0,0.0,0.0
84a964dffffffff,1.0,0.0,0.0,0.0,0.0
84a9653ffffffff,8.0,0.0,0.0,0.0,0.0
84a96c5ffffffff,2.0,0.0,0.0,0.0,0.0
84a96e9ffffffff,1.0,0.0,0.0,0.0,0.0
84b2091ffffffff,1.0,0.0,0.0,0.0,0.0
84b242bffffffff,1.0,0.0,0.0,0.0,0.0
84b246bffffffff,2.0,0.0,0.0,0.0,0.0
84b25cdffffffff,5.0,0.0,0.0,0.0,0.0
84b25d5ffffffff,3.0,0.0,0.0,0.0,0.0
84b26d1ffffffff,2.0,0.0,0.0,0.0,0.0
84b26d7ffffffff,12.0,0.0,0.0,0.0,0.0
84b2703ffffffff,2.0,0.0,0.0,0.0,0.0
84b2709ffffffff,3.0,0.0,0.0,0.0,0.0
84b270dffffffff,5.0,0.0,0.0,0.0,0.0
84b2715ffffffff,2.0,0.0,0.0,0.0,0.0
84b2723ffffffff,2.0,0.0,0.0,0.0,0.0
84b2eb9ffffffff,2.0,0.0,0.0,0.0,0.0
84b35adffffffff,1.0,0.0,0.0,0.0,0.0
84c2c53ffffffff,2.0,0.0,0.0,0.0,0.0
84c2c5bffffffff,2.0,0.0,0.0,0.0,0.0
84c2d93ffffffff,37.0,0.0,0.0,0.0,0.0
84c2d97ffffffff,4.0,0.0,0.0,0.0,0.0
84c2dd1ffffffff,1.0,0.0,0.0,0.0,0.0
84c2e31ffffffff,32.0,0.0,0.0,0.0,0.0
84c2ea1ffffffff,2.0,0.0,0.0,0.0,0.0
