cell_id,Alcedo atthis,Alcedo atthis [atthis Group],Alcedo atthis [hispidoides Group]
821e57fffffffff,53.0,0.0,0.0
821e5ffffffffff,266.0,0.0,0.0
821e67fffffffff,84.0,0.0,0.0
821e6ffffffffff,38.0,0.0,0.0
821e77fffffffff,48.0,0.0,0.0
821e87fffffffff,276.0,2.0,0.0
821e8ffffffffff,11.0,0.0,0.0
821e97fffffffff,21.0,0.0,0.0
821e9ffffffffff,8.0,0.0,0.0
821ea7fffffffff,607.0,0.0,0.0
821eaffffffffff,180.0,0.0,0.0
821eb7fffffffff,166.0,2.0,0.0
821ec7fffffffff,958.0,0.0,0.0
821ecffffffffff,1229.0,2.0,0.0
821ed7fffffffff,428.0,0.0,0.0
821edffffffffff,580.0,0.0,0.0
821ee7fffffffff,252.0,0.0,0.0
821eeffffffffff,168.0,0.0,0.0
821ef7fffffffff,139.0,0.0,0.0
821f07fffffffff,176.0,14.0,0.0
821f0ffffffffff,85.0,0.0,0.0
821f17fffffffff,304.0,3.0,0.0
821f1ffffffffff,553.0,18.0,0.0
821f27fffffffff,75.0,10.0,0.0
821f2ffffffffff,88.0,2.0,0.0
821f37fffffffff,76.0,17.0,0.0
821f47fffffffff,29.0,0.0,0.0
821f4ffffffffff,69.0,0.0,0.0
821f57fffffffff,243.0,0.0,0.0
821f5ffffffffff,66.0,0.0,0.0
821f67fffffffff,13.0,0.0,0.0
821f6ffffffffff,2.0,0.0,0.0
821f77fffffffff,105.0,0.0,0.0
821f87fffffffff,1413.0,63.0,0.0
821f8ffffffffff,903.0,203.0,0.0
821f97fffffffff,244.0,105.0,0.0
821f9ffffffffff,405.0,59.0,0.0
821fa7fffffffff,621.0,10.0,0.0
821faffffffffff,1611.0,4.0,0.0
821fb7fffffffff,506.0,26.0,0.0
82200ffffffffff,2.0,0.0,0.0
822017fffffffff,21.0,4.0,0.0
82201ffffffffff,30.0,0.0,0.0
822037fffffffff,2.0,0.0,0.0
82204ffffffffff,1.0,0.0,0.0
82205ffffffffff,1.0,0.0,0.0
822087fffffffff,17.0,0.0,0.0
82208ffffffffff,1.0,0.0,0.0
82209ffffffffff,44.0,0.0,0.0
8220a7fffffffff,43.0,0.0,0.0
8220affffffffff,9.0,0.0,0.0
8220b7fffffffff,32.0,0.0,0.0
8220e7fffffffff,38.0,1.0,0.0
8220effffffffff,9.0,0.0,0.0
8220f7fffffffff,2.0,0.0,0.0
82212ffffffffff,2.0,0.0,0.0
822157fffffffff,5.0,0.0,0.0
82219ffffffffff,11.0,0.0,0.0
8221a7fffffffff,2.0,0.0,0.0
82241ffffffffff,2.0,0.0,0.0
82244ffffffffff,6.0,0.0,0.0
82246ffffffffff,1.0,0.0,0.0
822477fffffffff,1.0,0.0,0.0
82248ffffffffff,8.0,0.0,0.0
8224d7fffffffff,7.0,0.0,0.0
822517fffffffff,5.0,0.0,0.0
8225a7fffffffff,2.0,0.0,0.0
8225affffffffff,2.0,0.0,0.0
8225b7fffffffff,14.0,0.0,0.0
822c07fffffffff,622.0,0.0,0.0
822c0ffffffffff,46.0,0.0,0.0
822c17fffffffff,37.0,0.0,0.0
822c1ffffffffff,28.0,0.0,0.0
822c27fffffffff,305.0,0.0,0.0
822c2ffffffffff,197.0,0.0,0.0
822c37fffffffff,2.0,0.0,0.0
822c47fffffffff,3.0,0.0,0.0
822c67fffffffff,5.0,0.0,0.0
822c77fffffffff,26.0,0.0,0.0
822c87fffffffff,48.0,2.0,0.0
822c8ffffffffff,21.0,0.0,0.0
822c97fffffffff,538.0,6.0,0.0
822c9ffffffffff,20.0,0.0,0.0
822caffffffffff,53.0,0.0,0.0
822cc7fffffffff,207.0,0.0,0.0
822cd7fffffffff,33.0,5.0,0.0
822ce7fffffffff,103.0,0.0,0.0
822cf7fffffffff,265.0,4.0,0.0
822d07fffffffff,239.0,0.0,0.0
822d0ffffffffff,2.0,0.0,0.0
822d17fffffffff,127.0,0.0,0.0
822d1ffffffffff,21.0,0.0,0.0
822d27fffffffff,86.0,0.0,0.0
822d2ffffffffff,1.0,0.0,0.0
822d37fffffffff,375.0,1.0,0.0
822d57fffffffff,9.0,0.0,0.0
822d5ffffffffff,2.0,0.0,0.0
822d67fffffffff,37.0,0.0,0.0
822d77fffffffff,18.0,0.0,0.0
822d8ffffffffff,1.0,0.0,0.0
822d97fffffffff,22.0,0.0,0.0
822da7fffffffff,776.0,0.0,0.0
822daffffffffff,242.0,0.0,0.0
822db7fffffffff,4068.0,437.0,0.0
822e0ffffffffff,10.0,0.0,0.0
822e1ffffffffff,19.0,8.0,0.0
822e2ffffffffff,9.0,0.0,0.0
822e47fffffffff,6.0,0.0,0.0
822e67fffffffff,231.0,11.0,0.0
822e6ffffffffff,407.0,0.0,0.0
822e77fffffffff,31.0,0.0,0.0
822eaffffffffff,3.0,0.0,0.0
822ec7fffffffff,17.0,0.0,0.0
822ecffffffffff,22.0,0.0,0.0
822ed7fffffffff,3.0,0.0,0.0
822ef7fffffffff,2.0,0.0,0.0
822f5ffffffffff,710.0,43.0,0.0
823007fffffffff,6.0,0.0,0.0
823017fffffffff,10.0,0.0,0.0
82301ffffffffff,64.0,0.0,0.0
823027fffffffff,13.0,0.0,0.0
823037fffffffff,87.0,12.0,0.0
823087fffffffff,102.0,0.0,0.0
823097fffffffff,33.0,2.0,0.0
82309ffffffffff,924.0,142.0,0.0
8230a7fffffffff,11.0,0.0,0.0
8230affffffffff,5.0,0.0,0.0
8230c7fffffffff,160.0,0.0,0.0
8230cffffffffff,2.0,0.0,0.0
8230d7fffffffff,29.0,0.0,0.0
8230dffffffffff,25.0,0.0,0.0
8230e7fffffffff,313.0,0.0,0.0
8230effffffffff,9.0,0.0,0.0
8230f7fffffffff,3.0,0.0,0.0
82310ffffffffff,2.0,0.0,0.0
82311ffffffffff,2.0,0.0,0.0
823127fffffffff,2.0,0.0,0.0
823147fffffffff,3.0,0.0,0.0
823167fffffffff,3.0,0.0,0.0
82316ffffffffff,59.0,0.0,0.0
823187fffffffff,493.0,32.0,0.0
82318ffffffffff,121.0,0.0,0.0
823197fffffffff,13.0,0.0,0.0
82319ffffffffff,6.0,0.0,0.0
8231affffffffff,793.0,49.0,0.0
8231b7fffffffff,2.0,0.0,0.0
823817fffffffff,7.0,0.0,0.0
823827fffffffff,272.0,0.0,0.0
823837fffffffff,17.0,4.0,0.0
823847fffffffff,2.0,0.0,0.0
82384ffffffffff,4.0,0.0,0.0
823867fffffffff,13.0,0.0,0.0
82386ffffffffff,18.0,0.0,0.0
823877fffffffff,1.0,0.0,0.0
823907fffffffff,5900.0,1.0,0.0
82390ffffffffff,1935.0,0.0,0.0
823917fffffffff,5115.0,60.0,0.0
82391ffffffffff,4236.0,0.0,0.0
823927fffffffff,3328.0,10.0,0.0
82392ffffffffff,2720.0,4.0,0.0
823937fffffffff,3585.0,6.0,0.0
823947fffffffff,1866.0,0.0,0.0
82394ffffffffff,7.0,0.0,0.0
823957fffffffff,2696.0,0.0,0.0
82395ffffffffff,49.0,0.0,0.0
823967fffffffff,222.0,6.0,0.0
82396ffffffffff,863.0,38.0,0.0
823977fffffffff,3640.0,0.0,0.0
823987fffffffff,27.0,0.0,0.0
82398ffffffffff,6.0,3.0,0.0
823997fffffffff,133.0,15.0,0.0
82399ffffffffff,5.0,0.0,0.0
8239affffffffff,141.0,5.0,0.0
823c07fffffffff,139.0,3.0,0.0
823c0ffffffffff,108.0,0.0,0.0
823c17fffffffff,335.0,2.0,0.0
823c1ffffffffff,700.0,16.0,0.0
823c37fffffffff,186.0,0.0,0.0
823c47fffffffff,1.0,0.0,0.0
823c57fffffffff,201.0,0.0,0.0
823c5ffffffffff,609.0,0.0,0.0
823c87fffffffff,164.0,0.0,0.0
823c8ffffffffff,592.0,16.0,0.0
823c97fffffffff,629.0,0.0,0.0
823c9ffffffffff,287.0,0.0,0.0
823ca7fffffffff,177.0,0.0,0.0
823caffffffffff,367.0,0.0,0.0
823cb7fffffffff,2042.0,0.0,0.0
823cc7fffffffff,798.0,0.0,0.0
823ccffffffffff,45.0,4.0,0.0
823cd7fffffffff,158.0,0.0,0.0
823cdffffffffff,48.0,6.0,0.0
823ce7fffffffff,1078.0,0.0,0.0
823ceffffffffff,851.0,0.0,0.0
823cf7fffffffff,3351.0,149.0,0.0
823d07fffffffff,28.0,0.0,0.0
823d17fffffffff,1278.0,0.0,0.0
823d1ffffffffff,23.0,0.0,0.0
823d27fffffffff,1.0,0.0,0.0
823d37fffffffff,463.0,0.0,0.0
823d87fffffffff,1576.0,0.0,0.0
823d8ffffffffff,126.0,0.0,0.0
823d97fffffffff,697.0,0.0,0.0
823d9ffffffffff,1675.0,0.0,0.0
823da7fffffffff,577.0,0.0,0.0
823daffffffffff,2036.0,0.0,0.0
823db7fffffffff,768.0,0.0,0.0
823e47fffffffff,10.0,0.0,0.0
823e4ffffffffff,3.0,0.0,0.0
823e5ffffffffff,9.0,0.0,0.0
823e67fffffffff,44.0,0.0,0.0
823e6ffffffffff,852.0,63.0,0.0
823e77fffffffff,16.0,0.0,0.0
823f27fffffffff,1.0,0.0,0.0
823f2ffffffffff,285.0,0.0,0.0
823f37fffffffff,104.0,0.0,0.0
823f47fffffffff,18.0,0.0,0.0
823f4ffffffffff,108.0,0.0,0.0
823f67fffffffff,424.0,0.0,0.0
823f6ffffffffff,273.0,0.0,0.0
823f77fffffffff,165.0,0.0,0.0
824007fffffffff,6.0,0.0,0.0
82400ffffffffff,13.0,0.0,0.0
82401ffffffffff,2.0,0.0,0.0
824027fffffffff,30.0,0.0,0.0
82402ffffffffff,164.0,0.0,0.0
824037fffffffff,10.0,0.0,0.0
824047fffffffff,72.0,1.0,0.0
82404ffffffffff,226.0,7.0,0.0
82405ffffffffff,12.0,0.0,0.0
824067fffffffff,63.0,0.0,0.0
82406ffffffffff,42.0,0.0,0.0
824077fffffffff,17.0,0.0,0.0
82408ffffffffff,27.0,0.0,0.0
824097fffffffff,9.0,0.0,0.0
8240a7fffffffff,52.0,1.0,0.0
8240affffffffff,9.0,0.0,0.0
8240b7fffffffff,65.0,0.0,0.0
8240c7fffffffff,9.0,4.0,0.0
8240e7fffffffff,137.0,19.0,0.0
8240effffffffff,8.0,3.0,0.0
8240f7fffffffff,2.0,0.0,0.0
824107fffffffff,98.0,8.0,0.0
82410ffffffffff,46.0,2.0,0.0
824117fffffffff,47.0,6.0,0.0
82411ffffffffff,2224.0,100.0,0.0
824137fffffffff,50.0,0.0,0.0
824147fffffffff,252.0,22.0,0.0
82414ffffffffff,53.0,0.0,0.0
824157fffffffff,62.0,1.0,0.0
82415ffffffffff,116.0,1.0,0.0
824167fffffffff,60.0,4.0,0.0
82416ffffffffff,119.0,13.0,0.0
824177fffffffff,124.0,1.0,0.0
824187fffffffff,65.0,5.0,0.0
82418ffffffffff,18.0,4.0,0.0
824197fffffffff,310.0,174.0,0.0
82419ffffffffff,111.0,9.0,0.0
8241a7fffffffff,2878.0,976.0,0.0
8241affffffffff,5.0,0.0,0.0
8241b7fffffffff,761.0,55.0,0.0
824227fffffffff,6.0,0.0,0.0
824237fffffffff,31.0,0.0,0.0
82424ffffffffff,63.0,0.0,0.0
824257fffffffff,20.0,0.0,0.0
82425ffffffffff,37.0,0.0,0.0
82426ffffffffff,132.0,0.0,0.0
8242c7fffffffff,1788.0,0.0,0.0
8242cffffffffff,1988.0,0.0,0.0
8242d7fffffffff,24.0,0.0,0.0
8242dffffffffff,1386.0,0.0,0.0
8242e7fffffffff,62.0,0.0,0.0
8242effffffffff,41.0,0.0,0.0
824317fffffffff,43.0,0.0,0.0
82431ffffffffff,59.0,0.0,0.0
824327fffffffff,4.0,0.0,0.0
824337fffffffff,7.0,0.0,0.0
824357fffffffff,2.0,0.0,0.0
824367fffffffff,57.0,0.0,0.0
82438ffffffffff,93.0,0.0,0.0
82439ffffffffff,57.0,0.0,0.0
8243a7fffffffff,32.0,2.0,0.0
8243affffffffff,517.0,33.0,0.0
824a27fffffffff,103.0,7.0,0.0
824b27fffffffff,1.0,0.0,0.0
824b37fffffffff,24.0,8.0,0.0
824b57fffffffff,36.0,1.0,0.0
824b67fffffffff,76.0,18.0,0.0
824b6ffffffffff,3.0,1.0,0.0
824b77fffffffff,138.0,37.0,0.0
824b87fffffffff,1109.0,83.0,0.0
824b97fffffffff,32.0,3.0,0.0
824b9ffffffffff,176.0,76.0,0.0
824ba7fffffffff,18414.0,1285.0,0.0
824baffffffffff,16.0,1.0,0.0
824bb7fffffffff,14285.0,1314.0,0.0
825217fffffffff,3.0,0.0,0.0
82524ffffffffff,5.0,0.0,0.0
825317fffffffff,3.0,0.0,0.0
825347fffffffff,4.0,0.0,0.0
82534ffffffffff,1.0,0.0,0.0
825357fffffffff,7.0,0.0,0.0
825367fffffffff,14.0,0.0,0.0
82536ffffffffff,43.0,0.0,0.0
8253a7fffffffff,15.0,0.0,0.0
8253affffffffff,13.0,0.0,0.0
826007fffffffff,7556.0,0.0,0.0
826017fffffffff,10346.0,0.0,0.0
82601ffffffffff,2963.0,0.0,0.0
826027fffffffff,4877.0,0.0,0.0
826037fffffffff,10314.0,0.0,0.0
826087fffffffff,163.0,0.0,0.0
82608ffffffffff,4992.0,0.0,0.0
826097fffffffff,1400.0,0.0,0.0
82609ffffffffff,1294.0,0.0,0.0
8260a7fffffffff,405.0,0.0,0.0
8260affffffffff,3631.0,0.0,0.0
8260b7fffffffff,1832.0,0.0,0.0
8260f7fffffffff,19.0,0.0,0.0
826107fffffffff,1092.0,30.0,0.0
826117fffffffff,328.0,17.0,0.0
82611ffffffffff,714.0,3.0,0.0
82615ffffffffff,2.0,0.0,0.0
82618ffffffffff,3725.0,0.0,0.0
82619ffffffffff,218.0,0.0,0.0
8261affffffffff,639.0,1.0,0.0
826327fffffffff,6.0,0.0,0.0
826337fffffffff,9.0,0.0,0.0
82640ffffffffff,1272.0,0.0,0.0
826417fffffffff,158.0,24.0,0.0
82641ffffffffff,4.0,0.0,0.0
826427fffffffff,50.0,2.0,0.0
82642ffffffffff,53.0,0.0,0.0
826437fffffffff,246.0,43.0,0.0
826487fffffffff,591.0,216.0,0.0
82648ffffffffff,39.0,7.0,0.0
826497fffffffff,645.0,133.0,0.0
82649ffffffffff,96.0,15.0,0.0
8264a7fffffffff,844.0,241.0,0.0
8264b7fffffffff,436.0,72.0,0.0
8264e7fffffffff,258.0,0.0,0.0
826507fffffffff,170.0,6.0,0.0
82650ffffffffff,19.0,0.0,0.0
826517fffffffff,1.0,0.0,0.0
82651ffffffffff,115.0,6.0,0.0
826527fffffffff,698.0,0.0,0.0
826557fffffffff,2.0,0.0,0.0
826577fffffffff,5.0,0.0,0.0
826587fffffffff,1066.0,0.0,0.0
82658ffffffffff,1769.0,481.0,0.0
826597fffffffff,227.0,0.0,0.0
82659ffffffffff,845.0,152.0,0.0
8265a7fffffffff,15.0,0.0,0.0
8265b7fffffffff,376.0,11.0,0.0
826807fffffffff,5.0,0.0,0.0
82680ffffffffff,4.0,0.0,0.0
826817fffffffff,70.0,0.0,0.0
82681ffffffffff,157.0,3.0,0.0
82682ffffffffff,146.0,21.0,0.0
826847fffffffff,20.0,6.0,0.0
82684ffffffffff,12.0,6.0,0.0
826857fffffffff,43.0,7.0,0.0
82685ffffffffff,33.0,5.0,0.0
826867fffffffff,24.0,11.0,0.0
826877fffffffff,33.0,4.0,0.0
826897fffffffff,2.0,0.0,0.0
8268a7fffffffff,2.0,0.0,0.0
8268c7fffffffff,6.0,0.0,3.0
8268cffffffffff,108.0,0.0,18.0
8268d7fffffffff,5.0,0.0,0.0
8268dffffffffff,19.0,0.0,16.0
826917fffffffff,1.0,0.0,0.0
826937fffffffff,6.0,0.0,0.0
826947fffffffff,1058.0,43.0,0.0
82694ffffffffff,295.0,26.0,0.0
82695ffffffffff,37.0,8.0,0.0
82696ffffffffff,64.0,8.0,0.0
826b6ffffffffff,2.0,0.0,0.0
827397fffffffff,21.0,0.0,4.0
8273b7fffffffff,1.0,0.0,0.0
82769ffffffffff,41.0,0.0,0.0
827797fffffffff,2.0,0.0,0.0
82779ffffffffff,4.0,0.0,0.0
828c17fffffffff,18.0,2.0,0.0
828c8ffffffffff,3.0,0.0,0.0
828c97fffffffff,4.0,0.0,0.0
828caffffffffff,4.0,0.0,0.0
828db7fffffffff,1.0,0.0,0.0
829407fffffffff,8.0,0.0,1.0
829427fffffffff,27.0,0.0,1.0
82942ffffffffff,106.0,0.0,0.0
829437fffffffff,4.0,0.0,0.0
829507fffffffff,25.0,0.0,6.0
82951ffffffffff,26.0,1.0,0.0
829527fffffffff,2.0,0.0,0.0
829547fffffffff,26.0,0.0,0.0
829557fffffffff,20.0,0.0,0.0
829567fffffffff,5.0,0.0,0.0
82956ffffffffff,30.0,0.0,6.0
8295a7fffffffff,5.0,0.0,0.0
8295affffffffff,2.0,0.0,0.0
829c97fffffffff,128.0,0.0,0.0
829caffffffffff,62.0,0.0,0.0
829cb7fffffffff,3.0,0.0,0.0
829edffffffffff,16.0,0.0,0.0
