cell_id,Antigone canadensis,Antigone canadensis canadensis,Antigone canadensis tabida/rowani,Antigone canadensis pulla,Antigone canadensis pratensis,Antigone canadensis nesiotes
821bb7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,8.0,2.0,0.0,0.0,0.0,0.0
821f27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,27.0,1.0,0.0,0.0,0.0,0.0
8222effffffffff,5.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
82260ffffffffff,139.0,0.0,4.0,0.0,0.0,0.0
822617fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,146.0,21.0,9.0,0.0,0.0,0.0
822627fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
82262ffffffffff,30.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,225.0,0.0,4.0,0.0,0.0,0.0
82264ffffffffff,257.0,0.0,0.0,0.0,0.0,0.0
822657fffffffff,338.0,0.0,0.0,0.0,0.0,0.0
82265ffffffffff,59.0,0.0,0.0,0.0,0.0,0.0
822667fffffffff,467.0,0.0,4.0,0.0,0.0,0.0
82266ffffffffff,70.0,0.0,0.0,0.0,0.0,0.0
822677fffffffff,102.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,200.0,1.0,1.0,0.0,0.0,0.0
82268ffffffffff,303.0,17.0,7.0,0.0,0.0,0.0
822697fffffffff,618.0,0.0,7.0,0.0,0.0,0.0
82269ffffffffff,273.0,4.0,23.0,0.0,0.0,0.0
8226a7fffffffff,24.0,4.0,4.0,0.0,0.0,0.0
8226affffffffff,309.0,6.0,4.0,0.0,0.0,0.0
8226b7fffffffff,17.0,0.0,3.0,0.0,0.0,0.0
8226c7fffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8226d7fffffffff,43.0,1.0,0.0,0.0,0.0,0.0
8226dffffffffff,47.0,0.0,0.0,0.0,0.0,0.0
8226e7fffffffff,85.0,0.0,0.0,0.0,0.0,0.0
8226effffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,115.0,7.0,1.0,0.0,0.0,0.0
822707fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,48.0,0.0,6.0,0.0,0.0,0.0
822717fffffffff,59.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,161.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,1255.0,1.0,0.0,0.0,0.0,0.0
822757fffffffff,127.0,0.0,4.0,0.0,0.0,0.0
82275ffffffffff,507.0,0.0,5.0,0.0,0.0,0.0
822767fffffffff,88.0,0.0,14.0,0.0,0.0,0.0
82276ffffffffff,360.0,0.0,206.0,0.0,0.0,0.0
822777fffffffff,47.0,0.0,8.0,0.0,0.0,0.0
822787fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
82279ffffffffff,11.0,0.0,1.0,0.0,0.0,0.0
8227a7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,81.0,3.0,10.0,0.0,0.0,0.0
822817fffffffff,212.0,7.0,20.0,0.0,0.0,0.0
82281ffffffffff,90.0,0.0,2.0,0.0,0.0,0.0
822837fffffffff,2720.0,17.0,22.0,0.0,0.0,0.0
822887fffffffff,98.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,103.0,5.0,4.0,0.0,0.0,0.0
822897fffffffff,75.0,4.0,17.0,0.0,0.0,0.0
82289ffffffffff,56.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,36.0,0.0,4.0,0.0,0.0,0.0
8228b7fffffffff,170.0,0.0,6.0,0.0,0.0,0.0
8228c7fffffffff,266.0,4.0,0.0,0.0,0.0,0.0
8228d7fffffffff,321.0,3.0,1.0,0.0,0.0,0.0
8228dffffffffff,111.0,0.0,4.0,0.0,0.0,0.0
8228f7fffffffff,290.0,3.0,0.0,0.0,0.0,0.0
822917fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822987fffffffff,60.0,5.0,5.0,0.0,0.0,0.0
82298ffffffffff,191.0,0.0,7.0,0.0,0.0,0.0
822997fffffffff,33.0,0.0,2.0,0.0,0.0,0.0
82299ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,211.0,0.0,0.0,0.0,0.0,0.0
8229affffffffff,98.0,3.0,1.0,0.0,0.0,0.0
8229b7fffffffff,342.0,15.0,20.0,0.0,0.0,0.0
822a07fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
822a17fffffffff,1120.0,0.0,14.0,0.0,0.0,0.0
822a37fffffffff,1298.0,7.0,7.0,0.0,0.0,0.0
822a87fffffffff,136.0,0.0,2.0,0.0,0.0,0.0
822a8ffffffffff,141.0,0.0,0.0,0.0,0.0,0.0
822a97fffffffff,330.0,0.0,0.0,0.0,0.0,0.0
822a9ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,722.0,0.0,136.0,0.0,0.0,0.0
822aaffffffffff,1844.0,26.0,66.0,0.0,0.0,0.0
822ab7fffffffff,2081.0,0.0,135.0,0.0,0.0,0.0
822ad7fffffffff,77.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,421.0,4.0,3.0,0.0,0.0,0.0
822b07fffffffff,185.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,66.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,138.0,0.0,19.0,0.0,0.0,0.0
822b27fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
822b2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,595.0,4.0,81.0,0.0,0.0,0.0
822b8ffffffffff,772.0,1.0,22.0,0.0,0.0,0.0
822b97fffffffff,246.0,0.0,4.0,0.0,0.0,0.0
822b9ffffffffff,1681.0,2.0,83.0,0.0,0.0,0.0
822ba7fffffffff,136.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,589.0,0.0,0.0,0.0,0.0,0.0
822bb7fffffffff,67.0,0.0,0.0,0.0,0.0,0.0
822e67fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82309ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8230c7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8230e7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,10.0,0.0,0.0,0.0,7.0,0.0
82441ffffffffff,259.0,0.0,0.0,0.0,24.0,0.0
824447fffffffff,71.0,4.0,0.0,0.0,0.0,0.0
82444ffffffffff,44.0,0.0,2.0,0.0,0.0,0.0
824457fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
82445ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,95.0,0.0,0.0,0.0,0.0,0.0
824477fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824487fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,365.0,0.0,2.0,0.0,6.0,0.0
8244affffffffff,167.0,0.0,6.0,0.0,52.0,0.0
8244c7fffffffff,141.0,0.0,0.0,0.0,0.0,0.0
8244cffffffffff,126.0,0.0,0.0,0.0,0.0,0.0
8244d7fffffffff,394.0,0.0,2.0,0.0,0.0,0.0
8244dffffffffff,89.0,1.0,0.0,0.0,0.0,0.0
8244e7fffffffff,111.0,0.0,1.0,0.0,0.0,0.0
8244effffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,285.0,0.0,0.0,0.0,47.0,0.0
82450ffffffffff,50.0,0.0,0.0,0.0,0.0,0.0
82458ffffffffff,25.0,2.0,0.0,0.0,0.0,0.0
824597fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82459ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824817fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82481ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824837fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
824857fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0
824887fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
82488ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,199.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,63.0,0.0,3.0,0.0,0.0,0.0
8248b7fffffffff,94.0,7.0,5.0,0.0,0.0,0.0
8248c7fffffffff,132.0,17.0,6.0,0.0,0.0,0.0
8248cffffffffff,58.0,0.0,0.0,0.0,0.0,0.0
8248d7fffffffff,50.0,5.0,2.0,0.0,0.0,0.0
8248dffffffffff,164.0,8.0,0.0,0.0,0.0,0.0
8248e7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,405.0,14.0,2.0,0.0,0.0,0.0
8248f7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82498ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824b77fffffffff,6.0,2.0,0.0,0.0,0.0,0.0
824ba7fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
