cell_id,Canachites canadensis,Canachites canadensis [canadensis Group],Canachites canadensis franklinii/isleibi,Canachites canadensis [canadensis Group] x franklinii/isleibi
830c45fffffffff,2.0,0.0,0.0,0.0
830c46fffffffff,7.0,7.0,0.0,0.0
830c55fffffffff,10.0,0.0,0.0,0.0
830c60fffffffff,2.0,0.0,0.0,0.0
830c73fffffffff,6.0,0.0,0.0,0.0
830ceefffffffff,2.0,0.0,0.0,0.0
830d5afffffffff,1.0,0.0,0.0,0.0
830e4afffffffff,2.0,0.0,0.0,0.0
830e6afffffffff,1.0,0.0,0.0,0.0
830e80fffffffff,1.0,1.0,0.0,0.0
830ec8fffffffff,2.0,0.0,0.0,0.0
830ec9fffffffff,2.0,0.0,0.0,0.0
830ecbfffffffff,2.0,0.0,0.0,0.0
830eccfffffffff,3.0,0.0,0.0,0.0
830eeafffffffff,3.0,0.0,0.0,0.0
830f4bfffffffff,2.0,0.0,0.0,0.0
830f5afffffffff,1.0,0.0,0.0,0.0
831229fffffffff,2.0,0.0,0.0,0.0
83124efffffffff,11.0,0.0,0.0,0.0
831252fffffffff,1.0,0.0,0.0,0.0
831254fffffffff,2.0,2.0,0.0,0.0
83125dfffffffff,1.0,1.0,0.0,0.0
83128efffffffff,2.0,0.0,0.0,0.0
8312a3fffffffff,2.0,0.0,0.0,0.0
8312adfffffffff,4.0,4.0,0.0,0.0
8312c0fffffffff,5.0,0.0,5.0,0.0
8312c1fffffffff,25.0,0.0,6.0,0.0
8312cbfffffffff,1.0,0.0,0.0,0.0
8312cefffffffff,2.0,0.0,0.0,0.0
8312d1fffffffff,1.0,0.0,1.0,0.0
8312d2fffffffff,6.0,0.0,0.0,0.0
8312d6fffffffff,2.0,0.0,0.0,0.0
8312d8fffffffff,17.0,0.0,0.0,0.0
8312d9fffffffff,2.0,0.0,1.0,0.0
8312dafffffffff,2.0,0.0,0.0,0.0
8312ddfffffffff,3.0,0.0,1.0,0.0
8312defffffffff,2.0,0.0,2.0,0.0
8312e3fffffffff,13.0,8.0,0.0,0.0
8312eafffffffff,5.0,1.0,0.0,0.0
8312f1fffffffff,1.0,0.0,1.0,0.0
831382fffffffff,2.0,0.0,0.0,0.0
831383fffffffff,2.0,2.0,0.0,0.0
831aa6fffffffff,1.0,0.0,0.0,0.0
831b98fffffffff,2.0,0.0,0.0,0.0
831b9bfffffffff,2.0,0.0,0.0,0.0
831b9efffffffff,12.0,0.0,0.0,0.0
832703fffffffff,2.0,0.0,0.0,0.0
832709fffffffff,13.0,3.0,0.0,0.0
83270cfffffffff,2.0,0.0,0.0,0.0
83271dfffffffff,6.0,0.0,0.0,0.0
832729fffffffff,2.0,0.0,0.0,0.0
832742fffffffff,6.0,0.0,0.0,0.0
832744fffffffff,8.0,0.0,0.0,0.0
832746fffffffff,88.0,2.0,0.0,0.0
832750fffffffff,23.0,0.0,0.0,0.0
832755fffffffff,115.0,3.0,0.0,0.0
832763fffffffff,516.0,19.0,0.0,0.0
832764fffffffff,2.0,0.0,0.0,0.0
832766fffffffff,3.0,0.0,0.0,0.0
83276afffffffff,17.0,0.0,0.0,0.0
832771fffffffff,2.0,0.0,0.0,0.0
832772fffffffff,2.0,0.0,0.0,0.0
832776fffffffff,1.0,0.0,0.0,0.0
832792fffffffff,1.0,0.0,0.0,0.0
832881fffffffff,43.0,0.0,28.0,0.0
832886fffffffff,4.0,0.0,0.0,0.0
832891fffffffff,2.0,0.0,2.0,0.0
832898fffffffff,6.0,0.0,2.0,0.0
83289afffffffff,3.0,0.0,0.0,0.0
83289bfffffffff,5.0,0.0,0.0,0.0
8328d2fffffffff,19.0,0.0,4.0,0.0
8328d3fffffffff,40.0,0.0,10.0,0.0
8328d6fffffffff,4.0,0.0,3.0,0.0
8328dafffffffff,6.0,0.0,0.0,0.0
8328f2fffffffff,48.0,0.0,13.0,0.0
832a36fffffffff,1.0,0.0,0.0,0.0
832b01fffffffff,7.0,0.0,0.0,0.0
832b03fffffffff,8.0,0.0,0.0,0.0
832b0cfffffffff,6.0,0.0,0.0,0.0
832b0efffffffff,6.0,0.0,0.0,0.0
832b10fffffffff,2.0,0.0,0.0,0.0
832b12fffffffff,4.0,0.0,0.0,0.0
832b13fffffffff,20.0,2.0,0.0,0.0
832b18fffffffff,10.0,0.0,0.0,0.0
832b1efffffffff,19.0,0.0,0.0,0.0
832b21fffffffff,8.0,0.0,0.0,0.0
832b23fffffffff,12.0,0.0,0.0,0.0
832b2afffffffff,28.0,0.0,0.0,0.0
832b2cfffffffff,2.0,0.0,0.0,0.0
832b2efffffffff,2.0,0.0,0.0,0.0
832b32fffffffff,18.0,0.0,0.0,0.0
832b82fffffffff,6.0,0.0,0.0,0.0
832b85fffffffff,10.0,0.0,0.0,0.0
832b91fffffffff,6.0,0.0,0.0,0.0
832b92fffffffff,3.0,0.0,0.0,0.0
832b93fffffffff,7.0,0.0,0.0,0.0
832b94fffffffff,4.0,0.0,0.0,0.0
832b96fffffffff,3.0,0.0,0.0,0.0
832b9cfffffffff,142.0,8.0,0.0,0.0
832b9efffffffff,4.0,0.0,0.0,0.0
832ba0fffffffff,7.0,0.0,0.0,0.0
832ba1fffffffff,2.0,0.0,0.0,0.0
832ba4fffffffff,2.0,0.0,0.0,0.0
832ba8fffffffff,22.0,0.0,0.0,0.0
832ba9fffffffff,19.0,0.0,0.0,0.0
832babfffffffff,12.0,7.0,0.0,0.0
832bacfffffffff,7.0,0.0,0.0,0.0
832badfffffffff,10.0,0.0,0.0,0.0
