cell_id,Leptotila verreauxi,Leptotila verreauxi [verreauxi Group],Leptotila verreauxi decolor,Leptotila verreauxi [brasiliensis Group]
846641dffffffff,6.0,0.0,0.0,0.0
8466547ffffffff,4.0,0.0,0.0,0.0
8466727ffffffff,11.0,0.0,0.0,0.0
8466b01ffffffff,2.0,0.0,0.0,0.0
8466b09ffffffff,2.0,2.0,0.0,0.0
8466b0bffffffff,3.0,1.0,0.0,0.0
8466b1dffffffff,1.0,0.0,0.0,0.0
8466b47ffffffff,2.0,0.0,0.0,0.0
8466b49ffffffff,5.0,3.0,0.0,0.0
8466b4dffffffff,5.0,3.0,0.0,0.0
8466b55ffffffff,8.0,4.0,0.0,0.0
8466b57ffffffff,3.0,0.0,0.0,0.0
8466d31ffffffff,4.0,0.0,0.0,0.0
8466d33ffffffff,7.0,0.0,0.0,0.0
8466d53ffffffff,16.0,0.0,0.0,0.0
8466d57ffffffff,10.0,0.0,0.0,0.0
8466da7ffffffff,4.0,0.0,0.0,0.0
8466db1ffffffff,2.0,0.0,0.0,0.0
8466dc3ffffffff,5.0,0.0,0.0,0.0
8466dc7ffffffff,1.0,0.0,0.0,0.0
8466ddbffffffff,1.0,0.0,0.0,0.0
8466de1ffffffff,32.0,0.0,0.0,0.0
8466e57ffffffff,4.0,4.0,0.0,0.0
8466ec1ffffffff,3.0,0.0,0.0,0.0
8466ec7ffffffff,2.0,0.0,0.0,0.0
8467413ffffffff,9.0,1.0,0.0,0.0
8467425ffffffff,2.0,0.0,0.0,0.0
846742dffffffff,2.0,0.0,0.0,0.0
8467435ffffffff,1.0,0.0,0.0,0.0
846743bffffffff,2.0,2.0,0.0,0.0
846743dffffffff,1.0,0.0,0.0,0.0
8467447ffffffff,30.0,0.0,0.0,0.0
8467461ffffffff,6.0,0.0,0.0,0.0
846746bffffffff,4.0,0.0,0.0,0.0
846746dffffffff,2.0,0.0,0.0,0.0
84674c1ffffffff,4.0,0.0,0.0,0.0
84674c5ffffffff,2.0,0.0,0.0,0.0
84674cdffffffff,7.0,0.0,0.0,0.0
8467503ffffffff,2.0,0.0,0.0,0.0
8467519ffffffff,2.0,0.0,0.0,0.0
8467539ffffffff,2.0,0.0,0.0,0.0
8467551ffffffff,18.0,0.0,0.0,0.0
8467553ffffffff,15.0,0.0,0.0,0.0
8467599ffffffff,4.0,4.0,0.0,0.0
84675b3ffffffff,1.0,0.0,0.0,0.0
84675c9ffffffff,1.0,0.0,0.0,0.0
84675cbffffffff,16.0,0.0,0.0,0.0
846769bffffffff,3.0,0.0,0.0,0.0
84679a5ffffffff,6.0,2.0,0.0,0.0
846d203ffffffff,4.0,4.0,0.0,0.0
846d20dffffffff,17.0,0.0,0.0,0.0
846d227ffffffff,1.0,0.0,0.0,0.0
846d22bffffffff,2.0,2.0,0.0,0.0
846d239ffffffff,5.0,0.0,0.0,0.0
846d23bffffffff,2.0,0.0,0.0,0.0
846d23dffffffff,1.0,0.0,0.0,0.0
846d253ffffffff,2.0,2.0,0.0,0.0
846d283ffffffff,1.0,0.0,0.0,0.0
846d295ffffffff,2.0,0.0,0.0,0.0
846d2adffffffff,2.0,0.0,0.0,0.0
846d2b9ffffffff,2.0,0.0,0.0,0.0
846d2c9ffffffff,1.0,0.0,0.0,0.0
846d2d7ffffffff,9.0,8.0,0.0,0.0
846d313ffffffff,2.0,2.0,0.0,0.0
846d34dffffffff,6.0,0.0,0.0,0.0
846d35dffffffff,1.0,0.0,0.0,0.0
846d369ffffffff,3.0,0.0,0.0,0.0
846d36dffffffff,2.0,0.0,0.0,0.0
846d617ffffffff,3.0,0.0,0.0,0.0
846d645ffffffff,1.0,0.0,0.0,0.0
846d683ffffffff,11.0,10.0,0.0,0.0
846d685ffffffff,1.0,0.0,0.0,0.0
846d691ffffffff,4.0,2.0,0.0,0.0
846d695ffffffff,32.0,30.0,0.0,0.0
846d697ffffffff,11.0,3.0,0.0,0.0
846d699ffffffff,4.0,1.0,0.0,0.0
846d69bffffffff,2.0,2.0,0.0,0.0
846d69dffffffff,72.0,65.0,0.0,0.0
846d6bbffffffff,3.0,0.0,0.0,0.0
846d6c3ffffffff,2.0,0.0,0.0,0.0
846d6d1ffffffff,8.0,0.0,0.0,0.0
846d74bffffffff,2.0,0.0,0.0,0.0
848a2edffffffff,1.0,0.0,0.0,1.0
848b201ffffffff,2.0,0.0,0.0,2.0
848b20bffffffff,2.0,0.0,0.0,2.0
848b22dffffffff,2.0,0.0,0.0,2.0
848b251ffffffff,9.0,0.0,0.0,9.0
848b25dffffffff,2.0,0.0,0.0,2.0
848b401ffffffff,2.0,0.0,0.0,0.0
848b44bffffffff,1.0,0.0,0.0,0.0
848b44dffffffff,1.0,0.0,0.0,0.0
848b61dffffffff,2.0,0.0,0.0,0.0
848b635ffffffff,8.0,0.0,0.0,0.0
848b63bffffffff,1.0,0.0,0.0,0.0
848b6cdffffffff,4.0,0.0,0.0,4.0
848b713ffffffff,13.0,0.0,0.0,0.0
848e629ffffffff,2.0,0.0,0.0,0.0
848f0d3ffffffff,2.0,0.0,0.0,0.0
848f401ffffffff,13.0,0.0,0.0,13.0
848f461ffffffff,1.0,0.0,0.0,1.0
848f553ffffffff,3.0,0.0,3.0,0.0
848f559ffffffff,6.0,0.0,6.0,0.0
848f705ffffffff,1.0,0.0,0.0,0.0
848f70dffffffff,4.0,0.0,0.0,0.0
848f721ffffffff,4.0,0.0,0.0,0.0
848f733ffffffff,3.0,0.0,3.0,0.0
848f745ffffffff,4.0,0.0,0.0,0.0
848f763ffffffff,2.0,0.0,0.0,0.0
848f76bffffffff,2.0,0.0,0.0,0.0
84a92cbffffffff,1.0,0.0,0.0,0.0
84a9531ffffffff,2.0,0.0,0.0,0.0
84a953bffffffff,2.0,0.0,0.0,1.0
84a9611ffffffff,6.0,0.0,0.0,0.0
84a9613ffffffff,58.0,0.0,0.0,0.0
84a9617ffffffff,38.0,0.0,0.0,0.0
84a9619ffffffff,34.0,0.0,0.0,0.0
84a9645ffffffff,4.0,0.0,0.0,0.0
84a9653ffffffff,31.0,0.0,0.0,0.0
84a96c5ffffffff,2.0,0.0,0.0,0.0
84a96c9ffffffff,2.0,0.0,0.0,0.0
84a96d9ffffffff,3.0,0.0,0.0,0.0
84a96e9ffffffff,3.0,0.0,0.0,0.0
84b2493ffffffff,2.0,0.0,0.0,0.0
84b2499ffffffff,41.0,0.0,0.0,0.0
84b249bffffffff,27.0,0.0,0.0,0.0
84b249dffffffff,20.0,0.0,0.0,0.0
84b24d1ffffffff,111.0,0.0,0.0,0.0
84b24d3ffffffff,236.0,0.0,0.0,0.0
84b24d5ffffffff,12.0,0.0,0.0,0.0
84b24d7ffffffff,33.0,0.0,0.0,0.0
84b24d9ffffffff,32.0,0.0,0.0,0.0
84b24dbffffffff,205.0,0.0,0.0,0.0
84b24ddffffffff,2.0,0.0,0.0,0.0
84b25cdffffffff,1.0,0.0,0.0,1.0
84b2613ffffffff,16.0,0.0,0.0,0.0
84b2687ffffffff,19.0,0.0,0.0,0.0
84b2689ffffffff,3.0,0.0,0.0,0.0
84b268bffffffff,13.0,0.0,0.0,0.0
84b2691ffffffff,29.0,0.0,0.0,0.0
84b2693ffffffff,8.0,0.0,0.0,0.0
84b2695ffffffff,8.0,0.0,0.0,0.0
84b2697ffffffff,2.0,0.0,0.0,0.0
84b2699ffffffff,4.0,0.0,0.0,0.0
84b269bffffffff,7.0,0.0,0.0,0.0
84b269dffffffff,12.0,0.0,0.0,0.0
84b26a3ffffffff,1.0,0.0,0.0,0.0
84b26abffffffff,4.0,0.0,0.0,0.0
84b26b1ffffffff,34.0,0.0,0.0,0.0
84b26b3ffffffff,14.0,0.0,0.0,0.0
84b26b9ffffffff,19.0,0.0,0.0,0.0
84b26bbffffffff,3.0,0.0,0.0,0.0
84b26bdffffffff,98.0,0.0,0.0,0.0
84b26c3ffffffff,1.0,0.0,0.0,0.0
84b26c5ffffffff,2.0,0.0,0.0,0.0
84b26d1ffffffff,8.0,0.0,0.0,0.0
84b26d3ffffffff,3.0,0.0,0.0,0.0
84b26d7ffffffff,53.0,0.0,0.0,0.0
84b26ddffffffff,12.0,0.0,0.0,0.0
84b270bffffffff,2.0,0.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0,0.0
84b2e91ffffffff,37.0,0.0,0.0,0.0
84b2e9bffffffff,2.0,0.0,0.0,0.0
84b3425ffffffff,3.0,0.0,0.0,0.0
84b34b1ffffffff,1.0,0.0,0.0,1.0
84b3519ffffffff,2.0,0.0,0.0,0.0
84b35abffffffff,2.0,0.0,0.0,0.0
84b366dffffffff,1.0,0.0,0.0,0.0
84c2c4dffffffff,2.0,0.0,0.0,0.0
84c2c53ffffffff,2.0,0.0,0.0,2.0
84c2c91ffffffff,31.0,0.0,0.0,0.0
84c2c93ffffffff,7.0,0.0,0.0,0.0
84c2c95ffffffff,3.0,0.0,0.0,0.0
84c2c97ffffffff,41.0,0.0,0.0,0.0
84c2c99ffffffff,105.0,0.0,0.0,0.0
84c2c9bffffffff,1.0,0.0,0.0,0.0
84c2cbbffffffff,3.0,0.0,0.0,0.0
84c2cd3ffffffff,171.0,0.0,0.0,0.0
84c2e33ffffffff,1.0,0.0,0.0,0.0
84c2e99ffffffff,5.0,0.0,0.0,0.0
84c2eb9ffffffff,6.0,0.0,0.0,0.0
84c2ebbffffffff,10.0,0.0,0.0,0.0
