cell_id,Camptostoma obsoletum,Camptostoma obsoletum [pusillum Group],Camptostoma obsoletum [obsoletum Group]
83b250fffffffff,2.0,0.0,0.0
83b251fffffffff,85.0,0.0,0.0
83b253fffffffff,8.0,0.0,0.0
83b255fffffffff,11.0,0.0,0.0
83b256fffffffff,2.0,0.0,0.0
83b258fffffffff,29.0,0.0,0.0
83b259fffffffff,9.0,0.0,0.0
83b25afffffffff,2.0,0.0,0.0
83b25cfffffffff,81.0,0.0,0.0
83b25dfffffffff,46.0,0.0,0.0
83b25efffffffff,62.0,0.0,0.0
83b261fffffffff,22.0,0.0,0.0
83b262fffffffff,25.0,0.0,0.0
83b263fffffffff,2.0,0.0,0.0
83b265fffffffff,1.0,0.0,0.0
83b266fffffffff,4.0,0.0,0.0
83b268fffffffff,47.0,0.0,0.0
83b269fffffffff,57.0,0.0,0.0
83b26afffffffff,12.0,0.0,0.0
83b26dfffffffff,52.0,0.0,0.0
83b270fffffffff,35.0,0.0,0.0
83b271fffffffff,6.0,0.0,0.0
83b272fffffffff,10.0,0.0,0.0
83b274fffffffff,9.0,0.0,0.0
83b275fffffffff,40.0,0.0,0.0
83b276fffffffff,3.0,0.0,0.0
83b321fffffffff,29.0,0.0,0.0
83b324fffffffff,4.0,0.0,0.0
83b325fffffffff,34.0,0.0,0.0
83b32dfffffffff,9.0,0.0,0.0
83b340fffffffff,22.0,0.0,0.0
83b342fffffffff,315.0,0.0,0.0
83b343fffffffff,44.0,0.0,0.0
83b344fffffffff,27.0,0.0,0.0
83b345fffffffff,4.0,0.0,0.0
83b346fffffffff,33.0,0.0,0.0
83b348fffffffff,12.0,0.0,0.0
83b349fffffffff,20.0,0.0,0.0
83b34afffffffff,16.0,0.0,0.0
83b34bfffffffff,84.0,0.0,0.0
83b34cfffffffff,27.0,0.0,0.0
83b34dfffffffff,59.0,0.0,0.0
83b34efffffffff,8.0,0.0,0.0
83b351fffffffff,240.0,0.0,0.0
83b355fffffffff,13.0,0.0,0.0
83b358fffffffff,150.0,0.0,0.0
83b35afffffffff,13.0,0.0,0.0
83b35bfffffffff,17.0,0.0,0.0
83b35cfffffffff,257.0,0.0,0.0
83b35dfffffffff,14.0,0.0,0.0
83b35efffffffff,373.0,0.0,0.0
83b360fffffffff,1.0,0.0,0.0
83b361fffffffff,15.0,0.0,0.0
83b362fffffffff,23.0,0.0,0.0
83b363fffffffff,6.0,0.0,0.0
83b365fffffffff,3.0,0.0,0.0
83b366fffffffff,49.0,0.0,0.0
83b368fffffffff,23.0,0.0,0.0
83b369fffffffff,17.0,0.0,0.0
83b36dfffffffff,103.0,0.0,0.0
83b371fffffffff,1.0,0.0,0.0
83c289fffffffff,1.0,0.0,0.0
83c2c0fffffffff,2.0,0.0,0.0
83c2c1fffffffff,211.0,0.0,0.0
83c2c2fffffffff,13.0,0.0,0.0
83c2c3fffffffff,2.0,0.0,0.0
83c2c4fffffffff,10.0,0.0,0.0
83c2c5fffffffff,188.0,0.0,0.0
83c2c6fffffffff,19.0,0.0,0.0
83c2c8fffffffff,42.0,0.0,0.0
83c2c9fffffffff,47.0,0.0,0.0
83c2cafffffffff,140.0,0.0,0.0
83c2cbfffffffff,269.0,0.0,0.0
83c2ccfffffffff,35.0,0.0,0.0
83c2cdfffffffff,183.0,0.0,0.0
83c2cefffffffff,152.0,0.0,0.0
83c2d0fffffffff,46.0,0.0,0.0
83c2d1fffffffff,5.0,0.0,0.0
83c2d2fffffffff,4.0,0.0,0.0
83c2d3fffffffff,9.0,0.0,0.0
83c2d4fffffffff,87.0,0.0,5.0
83c2d5fffffffff,10.0,0.0,0.0
83c2d6fffffffff,46.0,0.0,0.0
83c2d8fffffffff,47.0,0.0,0.0
83c2d9fffffffff,197.0,0.0,2.0
83c2dafffffffff,4.0,0.0,0.0
83c2dbfffffffff,18.0,0.0,0.0
83c2ddfffffffff,5.0,0.0,0.0
83c2defffffffff,3.0,0.0,0.0
83c2e0fffffffff,2.0,0.0,0.0
83c2e1fffffffff,4.0,0.0,0.0
83c2e2fffffffff,49.0,0.0,0.0
83c2e3fffffffff,466.0,0.0,13.0
83c2e8fffffffff,19.0,0.0,0.0
83c2e9fffffffff,1.0,0.0,0.0
83c2eafffffffff,19.0,0.0,0.0
83c2ebfffffffff,20.0,0.0,0.0
83c2eefffffffff,62.0,0.0,0.0
83c2f1fffffffff,153.0,0.0,0.0
83c2f2fffffffff,242.0,0.0,0.0
83c2f3fffffffff,162.0,0.0,1.0
83c36afffffffff,4.0,0.0,0.0
83c36bfffffffff,2.0,0.0,0.0
