cell_id,Monticola solitarius,Monticola solitarius solitarius/longirostris,Monticola solitarius pandoo,Monticola solitarius philippensis,Monticola solitarius madoci,Monticola solitarius pandoo x philippensis
822f47fffffffff,36.0,0.0,0.0,15.0,0.0,0.0
822f5ffffffffff,352.0,0.0,0.0,96.0,0.0,0.0
823007fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823017fffffffff,4.0,0.0,0.0,2.0,0.0,0.0
82301ffffffffff,53.0,0.0,0.0,2.0,0.0,0.0
823037fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
823087fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
82309ffffffffff,150.0,0.0,0.0,43.0,0.0,0.0
8230affffffffff,3.0,0.0,0.0,2.0,0.0,0.0
8230c7fffffffff,61.0,0.0,0.0,17.0,0.0,0.0
8230cffffffffff,5.0,0.0,0.0,5.0,0.0,0.0
8230d7fffffffff,85.0,0.0,0.0,0.0,0.0,0.0
8230dffffffffff,25.0,0.0,0.0,3.0,0.0,0.0
8230e7fffffffff,105.0,0.0,0.0,8.0,0.0,0.0
8230effffffffff,34.0,0.0,0.0,8.0,0.0,0.0
8230f7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
82315ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82316ffffffffff,22.0,0.0,0.0,1.0,0.0,0.0
823187fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
82318ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0
8231affffffffff,13.0,0.0,0.0,0.0,0.0,0.0
823807fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823817fffffffff,13.0,2.0,0.0,0.0,0.0,0.0
823827fffffffff,351.0,0.0,0.0,0.0,0.0,0.0
823837fffffffff,47.0,2.0,0.0,0.0,0.0,0.0
823847fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
82384ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
82386ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8238a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8238dffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,4571.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,788.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,1956.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,2785.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,269.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,1193.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,72.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,919.0,0.0,0.0,0.0,0.0,0.0
82394ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,572.0,0.0,0.0,0.0,0.0,0.0
82395ffffffffff,192.0,0.0,0.0,0.0,0.0,0.0
823967fffffffff,76.0,0.0,0.0,0.0,0.0,0.0
82396ffffffffff,119.0,1.0,0.0,0.0,0.0,0.0
823977fffffffff,1390.0,0.0,0.0,0.0,0.0,0.0
823987fffffffff,233.0,14.0,0.0,0.0,0.0,0.0
82398ffffffffff,369.0,21.0,0.0,0.0,0.0,0.0
823997fffffffff,51.0,2.0,0.0,0.0,0.0,0.0
82399ffffffffff,37.0,2.0,0.0,0.0,0.0,0.0
8239affffffffff,1.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
823c0ffffffffff,98.0,0.0,0.0,0.0,0.0,0.0
823c17fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
823c1ffffffffff,346.0,0.0,0.0,0.0,0.0,0.0
823c37fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
823c4ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
823c57fffffffff,136.0,0.0,0.0,0.0,0.0,0.0
823c5ffffffffff,253.0,0.0,7.0,0.0,0.0,0.0
823c77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823c87fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
823c8ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0
823c97fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
823c9ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
823ca7fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
823caffffffffff,15.0,0.0,0.0,0.0,0.0,0.0
823cb7fffffffff,121.0,0.0,0.0,0.0,0.0,0.0
823cc7fffffffff,83.0,0.0,0.0,0.0,0.0,0.0
823ccffffffffff,10.0,0.0,0.0,0.0,0.0,0.0
823cd7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
823cdffffffffff,47.0,0.0,7.0,0.0,0.0,0.0
823ce7fffffffff,535.0,0.0,0.0,0.0,0.0,0.0
823ceffffffffff,197.0,0.0,0.0,0.0,0.0,0.0
823cf7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
823d07fffffffff,246.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,94.0,0.0,0.0,0.0,0.0,0.0
823d1ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0
823d27fffffffff,136.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,64.0,0.0,0.0,0.0,0.0,0.0
823d87fffffffff,284.0,0.0,0.0,0.0,0.0,0.0
823d8ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0
823d97fffffffff,84.0,0.0,0.0,0.0,0.0,0.0
823d9ffffffffff,241.0,0.0,0.0,0.0,0.0,0.0
823da7fffffffff,84.0,0.0,0.0,0.0,0.0,0.0
823daffffffffff,172.0,0.0,0.0,0.0,0.0,0.0
823db7fffffffff,137.0,0.0,0.0,0.0,0.0,0.0
823e47fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
823e5ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
823e67fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
823e6ffffffffff,158.0,15.0,0.0,0.0,0.0,0.0
823f27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
823f2ffffffffff,175.0,0.0,0.0,0.0,0.0,0.0
823f37fffffffff,355.0,0.0,0.0,0.0,0.0,0.0
823f47fffffffff,89.0,2.0,0.0,0.0,0.0,0.0
823f4ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0
823f67fffffffff,184.0,9.0,0.0,0.0,0.0,0.0
823f6ffffffffff,141.0,4.0,0.0,0.0,0.0,0.0
823f77fffffffff,425.0,0.0,0.0,0.0,0.0,0.0
824007fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82400ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824017fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824027fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82402ffffffffff,6.0,0.0,3.0,2.0,0.0,0.0
824047fffffffff,7.0,0.0,7.0,0.0,0.0,0.0
82404ffffffffff,114.0,0.0,18.0,0.0,0.0,0.0
824057fffffffff,6.0,0.0,6.0,0.0,0.0,0.0
82405ffffffffff,7.0,0.0,2.0,0.0,0.0,0.0
824067fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
82406ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824077fffffffff,18.0,0.0,5.0,0.0,0.0,0.0
82408ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824097fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8240affffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8240c7fffffffff,32.0,0.0,6.0,0.0,0.0,0.0
8240e7fffffffff,5.0,0.0,2.0,0.0,0.0,0.0
8240effffffffff,17.0,0.0,4.0,0.0,0.0,0.0
824107fffffffff,104.0,0.0,6.0,13.0,0.0,0.0
82410ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824117fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82411ffffffffff,127.0,0.0,2.0,7.0,0.0,0.0
824137fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
824147fffffffff,95.0,0.0,8.0,1.0,0.0,0.0
82414ffffffffff,22.0,0.0,4.0,0.0,0.0,0.0
824157fffffffff,18.0,0.0,6.0,0.0,0.0,0.0
82415ffffffffff,29.0,0.0,7.0,2.0,0.0,0.0
824167fffffffff,59.0,0.0,5.0,10.0,0.0,0.0
82416ffffffffff,68.0,0.0,2.0,7.0,0.0,0.0
824177fffffffff,62.0,0.0,5.0,8.0,0.0,0.0
824187fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,6.0,0.0,5.0,0.0,0.0,0.0
82419ffffffffff,4.0,0.0,1.0,0.0,0.0,0.0
8241a7fffffffff,375.0,0.0,0.0,58.0,0.0,0.0
8241b7fffffffff,2216.0,0.0,1.0,210.0,0.0,0.0
824227fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
824237fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82424ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824257fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82425ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82426ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,79.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,54.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,92.0,0.0,0.0,0.0,0.0,0.0
8242effffffffff,19.0,0.0,0.0,0.0,0.0,0.0
824307fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824317fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
82431ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0
824327fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
824337fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
824367fffffffff,42.0,0.0,0.0,0.0,0.0,0.0
824387fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
82438ffffffffff,56.0,0.0,0.0,0.0,0.0,0.0
8243a7fffffffff,49.0,0.0,0.0,0.0,0.0,0.0
8243affffffffff,422.0,3.0,0.0,0.0,0.0,0.0
8243b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824a27fffffffff,361.0,0.0,0.0,46.0,0.0,0.0
824a6ffffffffff,28.0,0.0,0.0,3.0,0.0,0.0
824b0ffffffffff,5.0,0.0,0.0,3.0,0.0,0.0
824b1ffffffffff,12.0,0.0,0.0,8.0,0.0,0.0
824b27fffffffff,7.0,0.0,0.0,6.0,0.0,0.0
824b37fffffffff,84.0,0.0,4.0,59.0,0.0,0.0
824b57fffffffff,101.0,0.0,0.0,25.0,0.0,0.0
824b67fffffffff,136.0,0.0,0.0,53.0,0.0,0.0
824b6ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0
824b77fffffffff,79.0,0.0,0.0,33.0,0.0,0.0
824b87fffffffff,2917.0,0.0,0.0,226.0,0.0,0.0
824b97fffffffff,49.0,0.0,0.0,0.0,0.0,0.0
824b9ffffffffff,609.0,0.0,0.0,0.0,0.0,0.0
824ba7fffffffff,5087.0,0.0,0.0,384.0,0.0,0.0
824baffffffffff,69.0,0.0,0.0,8.0,0.0,0.0
824bb7fffffffff,1855.0,0.0,0.0,232.0,0.0,0.0
824ecffffffffff,12.0,0.0,0.0,1.0,0.0,0.0
825207fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82521ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82522ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
825237fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82524ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0
825287fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82528ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82529ffffffffff,51.0,0.0,0.0,0.0,0.0,0.0
825337fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
825347fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82534ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0
825357fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
825367fffffffff,54.0,0.0,0.0,0.0,0.0,0.0
82536ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
825377fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8253a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8253b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8254affffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8254e7fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
82550ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82551ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
825537fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
826007fffffffff,151.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,1068.0,0.0,0.0,0.0,0.0,0.0
82601ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
826027fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,821.0,0.0,0.0,0.0,0.0,0.0
826087fffffffff,60.0,0.0,0.0,0.0,0.0,0.0
82608ffffffffff,603.0,0.0,0.0,0.0,0.0,0.0
826097fffffffff,146.0,0.0,3.0,0.0,0.0,0.0
82609ffffffffff,162.0,0.0,0.0,0.0,0.0,0.0
8260a7fffffffff,373.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,119.0,0.0,0.0,0.0,0.0,0.0
8260b7fffffffff,188.0,0.0,0.0,0.0,0.0,0.0
8260f7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826107fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
826117fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82611ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,205.0,0.0,0.0,0.0,0.0,0.0
82619ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
826327fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
826337fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
826417fffffffff,87.0,0.0,15.0,2.0,0.0,1.0
826427fffffffff,43.0,0.0,0.0,0.0,8.0,0.0
826437fffffffff,84.0,0.0,11.0,2.0,14.0,0.0
826487fffffffff,325.0,0.0,39.0,7.0,0.0,2.0
82648ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0
826497fffffffff,458.0,0.0,79.0,19.0,0.0,0.0
82649ffffffffff,29.0,0.0,2.0,0.0,0.0,0.0
8264a7fffffffff,181.0,0.0,21.0,3.0,0.0,0.0
8264b7fffffffff,96.0,0.0,6.0,0.0,0.0,0.0
826507fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
82650ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82651ffffffffff,26.0,0.0,0.0,0.0,5.0,0.0
826587fffffffff,243.0,0.0,0.0,0.0,0.0,0.0
82658ffffffffff,72.0,0.0,7.0,7.0,0.0,1.0
826597fffffffff,61.0,0.0,3.0,1.0,0.0,0.0
82659ffffffffff,584.0,0.0,66.0,30.0,0.0,12.0
8265a7fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8265affffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8265b7fffffffff,71.0,0.0,1.0,0.0,0.0,0.0
826807fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
826817fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82681ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82682ffffffffff,44.0,0.0,0.0,3.0,0.0,0.0
826847fffffffff,14.0,0.0,0.0,1.0,0.0,0.0
82684ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82685ffffffffff,58.0,0.0,0.0,9.0,0.0,0.0
826867fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
826877fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8268cffffffffff,14.0,0.0,0.0,0.0,0.0,0.0
826937fffffffff,29.0,0.0,0.0,4.0,0.0,0.0
826947fffffffff,91.0,0.0,0.0,3.0,0.0,0.0
82694ffffffffff,209.0,0.0,0.0,7.0,0.0,0.0
82695ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0
82696ffffffffff,75.0,0.0,0.0,8.0,0.0,0.0
827397fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8273b7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
827acffffffffff,24.0,0.0,0.0,0.0,0.0,0.0
827adffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
827aeffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82956ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
