cell_id,Columba delegorguei,Columba delegorguei sharpei,Columba delegorguei delegorguei
847a43bffffffff,2.0,0.0,0.0
847a455ffffffff,3.0,1.0,0.0
847a459ffffffff,1.0,0.0,0.0
847a683ffffffff,3.0,0.0,0.0
847a6e5ffffffff,2.0,0.0,0.0
847b489ffffffff,1.0,0.0,0.0
8496b55ffffffff,2.0,0.0,0.0
8497113ffffffff,1.0,0.0,0.0
84bcf09ffffffff,9.0,0.0,1.0
