cell_id,Columba delegorguei,Columba delegorguei sharpei,Columba delegorguei delegorguei
827a47fffffffff,223.0,0.0,0.0
827a4ffffffffff,36.0,0.0,0.0
827a67fffffffff,9.0,0.0,0.0
827a6ffffffffff,26.0,0.0,0.0
827b4ffffffffff,120.0,0.0,0.0
829697fffffffff,91.0,0.0,0.0
8296b7fffffffff,42.0,0.0,0.0
829707fffffffff,39.0,0.0,0.0
829717fffffffff,7.0,0.0,0.0
82971ffffffffff,26.0,0.0,0.0
82bcf7fffffffff,150.0,0.0,1.0
