cell_id,Phylloscopus humei,Phylloscopus humei humei,Phylloscopus humei mandellii
8420e25ffffffff,6.0,0.0,0.0
8420e27ffffffff,3.0,0.0,0.0
8420e2bffffffff,3.0,0.0,0.0
8420e35ffffffff,2.0,0.0,0.0
8420e39ffffffff,15.0,0.0,0.0
8420e3dffffffff,8.0,0.0,0.0
8420e45ffffffff,11.0,0.0,0.0
8420e5dffffffff,3.0,0.0,0.0
8420e61ffffffff,8.0,0.0,0.0
8420e65ffffffff,162.0,0.0,0.0
8420e67ffffffff,7.0,0.0,0.0
8420e69ffffffff,24.0,0.0,0.0
8420e6bffffffff,3.0,0.0,0.0
8420e97ffffffff,2.0,0.0,0.0
8420ea9ffffffff,2.0,0.0,0.0
8420ee9ffffffff,4.0,0.0,0.0
8420f01ffffffff,1.0,0.0,0.0
8420f09ffffffff,1.0,0.0,0.0
8420f19ffffffff,9.0,0.0,0.0
8420f53ffffffff,9.0,0.0,0.0
8420f59ffffffff,1.0,0.0,0.0
8421507ffffffff,1.0,0.0,0.0
8421529ffffffff,2.0,0.0,0.0
8421539ffffffff,1.0,0.0,0.0
8421981ffffffff,3.0,0.0,0.0
84219c1ffffffff,1.0,0.0,0.0
84219c9ffffffff,1.0,0.0,0.0
8424037ffffffff,1.0,0.0,0.0
8424045ffffffff,1.0,0.0,0.0
8424047ffffffff,2.0,0.0,0.0
8424049ffffffff,1.0,0.0,0.0
842404bffffffff,1.0,0.0,0.0
8424051ffffffff,1.0,0.0,0.0
84240a9ffffffff,1.0,0.0,0.0
84240e1ffffffff,1.0,0.0,0.0
84240e3ffffffff,1.0,0.0,0.0
84240e7ffffffff,1.0,0.0,0.0
8424213ffffffff,2.0,0.0,0.0
8424233ffffffff,3.0,0.0,0.0
8424235ffffffff,1.0,0.0,0.0
8424251ffffffff,21.0,0.0,0.0
8424265ffffffff,15.0,0.0,0.0
8424267ffffffff,2.0,0.0,0.0
842426bffffffff,2.0,0.0,0.0
8424311ffffffff,1.0,0.0,0.0
8424343ffffffff,1.0,0.0,0.0
842460dffffffff,1.0,0.0,0.0
8424759ffffffff,4.0,0.0,0.0
8424883ffffffff,5.0,0.0,0.0
8424897ffffffff,2.0,0.0,0.0
84248b3ffffffff,2.0,0.0,0.0
84248b9ffffffff,14.0,0.0,0.0
84248bbffffffff,13.0,0.0,0.0
84248bdffffffff,3.0,0.0,0.0
84248e7ffffffff,2.0,0.0,0.0
8424c63ffffffff,1.0,0.0,0.0
8424d6dffffffff,4.0,0.0,0.0
8425081ffffffff,3.0,0.0,0.0
8425105ffffffff,5.0,0.0,0.0
842510dffffffff,2.0,0.0,0.0
8425123ffffffff,2.0,0.0,0.0
842512bffffffff,47.0,0.0,0.0
8425131ffffffff,1.0,0.0,0.0
8425135ffffffff,14.0,0.0,0.0
8425169ffffffff,4.0,0.0,0.0
842516bffffffff,2.0,0.0,0.0
84251bdffffffff,1.0,0.0,0.0
8425469ffffffff,5.0,0.0,0.0
84255a3ffffffff,2.0,0.0,0.0
8425859ffffffff,2.0,0.0,0.0
8425a17ffffffff,2.0,0.0,0.0
8425a37ffffffff,2.0,0.0,0.0
8425a49ffffffff,2.0,0.0,0.0
8425a4dffffffff,2.0,0.0,0.0
8425a87ffffffff,2.0,0.0,0.0
8425a8dffffffff,1.0,0.0,0.0
8425ac3ffffffff,1.0,0.0,0.0
8425ac5ffffffff,1.0,0.0,0.0
8425ac9ffffffff,72.0,0.0,0.0
8425acbffffffff,3.0,0.0,0.0
8425ae1ffffffff,3.0,0.0,0.0
8425ae7ffffffff,1.0,0.0,0.0
8425ae9ffffffff,8.0,0.0,0.0
8425b03ffffffff,4.0,0.0,0.0
8425b07ffffffff,26.0,0.0,0.0
8425b2bffffffff,2.0,0.0,0.0
8425b47ffffffff,2.0,0.0,0.0
8425b4bffffffff,2.0,0.0,0.0
8425b6bffffffff,3.0,0.0,0.0
843030dffffffff,1.0,0.0,0.0
8431851ffffffff,29.0,0.0,0.0
8431853ffffffff,15.0,0.0,0.0
8431857ffffffff,9.0,0.0,0.0
843185bffffffff,8.0,0.0,0.0
8431921ffffffff,13.0,0.0,0.0
8431949ffffffff,2.0,0.0,0.0
8431a33ffffffff,2.0,0.0,0.0
8431a87ffffffff,3.0,0.0,1.0
8431aa1ffffffff,1.0,0.0,0.0
8431aa5ffffffff,32.0,0.0,0.0
8431aadffffffff,1.0,0.0,0.0
8431ae9ffffffff,1.0,0.0,0.0
843c00dffffffff,4.0,0.0,0.0
843c021ffffffff,4.0,0.0,0.0
843c025ffffffff,2.0,0.0,0.0
843c029ffffffff,475.0,0.0,0.0
843c02dffffffff,290.0,0.0,0.0
843c031ffffffff,3.0,0.0,0.0
843c063ffffffff,9.0,0.0,0.0
843c065ffffffff,11.0,0.0,0.0
843c067ffffffff,59.0,0.0,0.0
843c069ffffffff,1.0,0.0,0.0
843c06dffffffff,2.0,0.0,0.0
843c0a3ffffffff,13.0,0.0,0.0
843c0a5ffffffff,43.0,0.0,0.0
843c0b5ffffffff,26.0,0.0,0.0
843c0b7ffffffff,13.0,0.0,0.0
843c0bdffffffff,8.0,0.0,0.0
843c137ffffffff,5.0,0.0,0.0
843c151ffffffff,2.0,0.0,0.0
843c155ffffffff,3.0,0.0,0.0
843c159ffffffff,100.0,0.0,0.0
843c15bffffffff,4.0,0.0,0.0
843c165ffffffff,1.0,0.0,0.0
843c199ffffffff,59.0,0.0,0.0
843c19bffffffff,2.0,0.0,0.0
843c1c3ffffffff,60.0,0.0,0.0
843c1c7ffffffff,1.0,0.0,0.0
843c1c9ffffffff,13.0,0.0,0.0
843c1d1ffffffff,39.0,0.0,0.0
843c1d3ffffffff,25.0,0.0,0.0
843c1d7ffffffff,27.0,0.0,0.0
843c303ffffffff,5.0,0.0,0.0
843c307ffffffff,11.0,0.0,0.0
843c311ffffffff,4.0,0.0,0.0
843c315ffffffff,8.0,0.0,0.0
843c317ffffffff,4.0,0.0,0.0
843c31dffffffff,2.0,0.0,0.0
843c329ffffffff,10.0,0.0,0.0
843c333ffffffff,21.0,0.0,0.0
843c335ffffffff,16.0,0.0,0.0
843c337ffffffff,1.0,0.0,0.0
843c33bffffffff,72.0,0.0,0.0
843c33dffffffff,8.0,0.0,0.0
843c341ffffffff,8.0,0.0,0.0
843c345ffffffff,5.0,0.0,0.0
843c367ffffffff,18.0,0.0,0.0
843c369ffffffff,25.0,0.0,0.0
843c36bffffffff,13.0,0.0,0.0
843c41dffffffff,1.0,0.0,0.0
843c421ffffffff,7.0,0.0,0.0
843c423ffffffff,2.0,0.0,0.0
843c431ffffffff,2.0,0.0,0.0
843c437ffffffff,1.0,0.0,0.0
843c5c9ffffffff,11.0,0.0,0.0
843c683ffffffff,28.0,0.0,0.0
843c6a3ffffffff,25.0,0.0,0.0
843c6abffffffff,1.0,0.0,0.0
843c6bbffffffff,2.0,0.0,0.0
843c6e3ffffffff,2.0,0.0,0.0
843c8cbffffffff,4.0,0.0,0.0
843c909ffffffff,17.0,0.0,0.0
843c943ffffffff,4.0,0.0,0.0
843c947ffffffff,68.0,0.0,0.0
843ca01ffffffff,3.0,0.0,0.0
843ca25ffffffff,6.0,0.0,0.0
843ca31ffffffff,10.0,0.0,0.0
843ca33ffffffff,9.0,0.0,0.0
843ca35ffffffff,1.0,0.0,0.0
843ca3bffffffff,9.0,0.0,0.0
843ca41ffffffff,1.0,0.0,0.0
843ca45ffffffff,6.0,0.0,0.0
843ca47ffffffff,9.0,0.0,0.0
843ca59ffffffff,3.0,0.0,0.0
843ca5dffffffff,1.0,0.0,0.0
843ca69ffffffff,1.0,0.0,0.0
843ca97ffffffff,1.0,0.0,0.0
843cab1ffffffff,2.0,0.0,0.0
843cacbffffffff,3.0,0.0,0.0
843cae5ffffffff,11.0,0.0,0.0
843cb07ffffffff,2.0,0.0,0.0
843cb09ffffffff,4.0,0.0,0.0
843cb0bffffffff,4.0,0.0,0.0
843cb0dffffffff,3.0,0.0,0.0
843cb11ffffffff,20.0,0.0,0.0
843cb13ffffffff,2.0,0.0,0.0
843cb15ffffffff,26.0,0.0,0.0
843cb19ffffffff,2.0,0.0,0.0
843cb1bffffffff,2.0,0.0,0.0
843cb1dffffffff,98.0,0.0,0.0
843cb29ffffffff,2.0,0.0,0.0
843cb39ffffffff,8.0,0.0,0.0
843cb3bffffffff,7.0,0.0,0.0
843cb41ffffffff,5.0,0.0,0.0
843cb45ffffffff,5.0,0.0,0.0
843cb47ffffffff,1.0,0.0,0.0
843cb4bffffffff,18.0,0.0,0.0
843cb4dffffffff,55.0,0.0,0.0
843cb51ffffffff,29.0,0.0,0.0
843cb59ffffffff,12.0,0.0,0.0
843cb5dffffffff,528.0,0.0,0.0
843cb61ffffffff,13.0,0.0,0.0
843cb65ffffffff,11.0,0.0,0.0
843cb69ffffffff,13.0,0.0,0.0
843cb6bffffffff,20.0,0.0,0.0
843cb6dffffffff,18.0,0.0,0.0
843cd8bffffffff,50.0,0.0,0.0
843cd91ffffffff,2.0,0.0,0.0
843cdd5ffffffff,2.0,0.0,0.0
843cdd7ffffffff,4.0,0.0,0.0
843ce41ffffffff,4.0,0.0,0.0
843ce45ffffffff,10.0,0.0,0.0
843ce49ffffffff,2.0,0.0,0.0
843ce4bffffffff,2.0,0.0,0.0
843ce4dffffffff,67.0,0.0,0.0
843ce51ffffffff,1.0,0.0,0.0
843ce53ffffffff,5.0,0.0,0.0
843ce57ffffffff,6.0,0.0,0.0
843ce59ffffffff,5.0,0.0,0.0
843ce5bffffffff,3.0,0.0,0.0
843ce5dffffffff,12.0,0.0,0.0
843d005ffffffff,41.0,0.0,0.0
843d00dffffffff,3.0,0.0,0.0
843d041ffffffff,2.0,0.0,0.0
843d043ffffffff,3.0,0.0,0.0
843d045ffffffff,8.0,0.0,0.0
843d047ffffffff,2.0,0.0,0.0
843d049ffffffff,25.0,0.0,0.0
843d04dffffffff,9.0,0.0,0.0
843d101ffffffff,34.0,0.0,0.0
843d103ffffffff,160.0,0.0,0.0
843d105ffffffff,6.0,0.0,0.0
843d107ffffffff,2852.0,0.0,0.0
843d109ffffffff,99.0,0.0,0.0
843d10dffffffff,62.0,0.0,0.0
843d111ffffffff,33.0,0.0,0.0
843d115ffffffff,68.0,0.0,0.0
843d119ffffffff,6.0,0.0,0.0
843d11dffffffff,37.0,0.0,0.0
843d129ffffffff,2.0,0.0,0.0
843d131ffffffff,32.0,0.0,0.0
843d133ffffffff,2.0,0.0,0.0
843d135ffffffff,251.0,0.0,0.0
843d137ffffffff,189.0,0.0,0.0
843d139ffffffff,1773.0,0.0,0.0
843d13bffffffff,2.0,0.0,0.0
843d13dffffffff,404.0,0.0,0.0
843d141ffffffff,7.0,0.0,0.0
843d143ffffffff,3.0,0.0,0.0
843d145ffffffff,1.0,0.0,0.0
843d147ffffffff,177.0,0.0,0.0
843d149ffffffff,42.0,0.0,0.0
843d14bffffffff,1.0,0.0,0.0
843d151ffffffff,3.0,0.0,0.0
843d155ffffffff,2.0,0.0,0.0
843d157ffffffff,37.0,0.0,0.0
843d159ffffffff,2.0,0.0,0.0
843d15bffffffff,2.0,0.0,0.0
843d15dffffffff,5.0,0.0,0.0
843d165ffffffff,3.0,0.0,0.0
843d167ffffffff,21.0,0.0,0.0
843d16bffffffff,30.0,0.0,0.0
843d1a9ffffffff,65.0,0.0,0.0
843d1adffffffff,12.0,0.0,0.0
843d1e5ffffffff,19.0,0.0,0.0
843d1e7ffffffff,325.0,0.0,0.0
843d1e9ffffffff,7.0,0.0,0.0
843d1ebffffffff,5.0,0.0,0.0
843d1edffffffff,441.0,0.0,0.0
843d221ffffffff,1.0,0.0,0.0
843d225ffffffff,2.0,0.0,0.0
843d227ffffffff,2.0,0.0,0.0
843d22dffffffff,8.0,0.0,0.0
843d265ffffffff,1.0,0.0,0.0
843d301ffffffff,15.0,0.0,0.0
843d305ffffffff,22.0,0.0,0.0
843d307ffffffff,18.0,0.0,0.0
843d30bffffffff,2.0,0.0,0.0
843d30dffffffff,14.0,0.0,0.0
843d31dffffffff,28.0,0.0,0.0
843d321ffffffff,4.0,0.0,0.0
843d323ffffffff,141.0,0.0,0.0
843d325ffffffff,6.0,0.0,0.0
843d327ffffffff,4.0,0.0,0.0
843d333ffffffff,2.0,0.0,0.0
843d335ffffffff,48.0,0.0,0.0
843d337ffffffff,8.0,0.0,0.0
843d339ffffffff,1.0,0.0,0.0
843d33bffffffff,1.0,0.0,0.0
843d33dffffffff,48.0,0.0,0.0
843d341ffffffff,5.0,0.0,0.0
843d343ffffffff,3.0,0.0,0.0
843d345ffffffff,8.0,0.0,0.0
843d349ffffffff,2.0,0.0,0.0
843d34bffffffff,17.0,0.0,0.0
843d34dffffffff,1.0,0.0,0.0
843d353ffffffff,5.0,0.0,0.0
843d355ffffffff,7.0,0.0,0.0
843d359ffffffff,15.0,0.0,0.0
843d35bffffffff,8.0,0.0,0.0
843d35dffffffff,20.0,0.0,0.0
843d361ffffffff,1.0,0.0,0.0
843d363ffffffff,158.0,0.0,0.0
843d36bffffffff,7.0,0.0,0.0
843d805ffffffff,2.0,0.0,0.0
843d80bffffffff,1.0,0.0,0.0
843d80dffffffff,8.0,0.0,0.0
843d817ffffffff,17.0,0.0,0.0
843d839ffffffff,22.0,0.0,0.0
843d83bffffffff,5.0,0.0,0.0
843d845ffffffff,152.0,0.0,0.0
843d847ffffffff,2.0,0.0,0.0
843d84dffffffff,1.0,0.0,0.0
843d851ffffffff,4.0,0.0,0.0
843d853ffffffff,100.0,0.0,0.0
843d855ffffffff,2.0,0.0,0.0
843d859ffffffff,28.0,0.0,0.0
843d85bffffffff,38.0,0.0,0.0
843d85dffffffff,2.0,0.0,0.0
843d865ffffffff,6.0,0.0,0.0
843d86bffffffff,46.0,0.0,0.0
843d899ffffffff,8.0,0.0,0.0
843d8b1ffffffff,16.0,0.0,0.0
843d8b7ffffffff,3.0,0.0,0.0
843d8b9ffffffff,7.0,0.0,0.0
843d8bdffffffff,5.0,0.0,0.0
843d8c1ffffffff,5.0,0.0,0.0
843d8c3ffffffff,16.0,0.0,0.0
843d8d5ffffffff,48.0,0.0,0.0
843d8dbffffffff,2.0,0.0,0.0
843d8ddffffffff,71.0,0.0,0.0
843d8e5ffffffff,3.0,0.0,0.0
843d907ffffffff,19.0,0.0,0.0
843d90dffffffff,7.0,0.0,0.0
843d915ffffffff,81.0,0.0,0.0
843d917ffffffff,1.0,0.0,0.0
843d929ffffffff,28.0,0.0,0.0
843d92bffffffff,4.0,0.0,0.0
843d933ffffffff,7.0,0.0,0.0
843d93bffffffff,8.0,0.0,0.0
843d93dffffffff,4.0,0.0,0.0
843d949ffffffff,2.0,0.0,0.0
843d95bffffffff,2.0,0.0,0.0
843d963ffffffff,19.0,0.0,0.0
843d967ffffffff,34.0,0.0,0.0
843d983ffffffff,13.0,0.0,0.0
843d985ffffffff,2.0,0.0,0.0
843d987ffffffff,34.0,0.0,0.0
843d98dffffffff,16.0,0.0,0.0
843d993ffffffff,67.0,0.0,0.0
843d997ffffffff,16.0,0.0,0.0
843d9a3ffffffff,4.0,0.0,0.0
843d9a5ffffffff,3.0,0.0,0.0
843d9a7ffffffff,30.0,0.0,0.0
843d9adffffffff,40.0,0.0,0.0
843d9b1ffffffff,1.0,0.0,0.0
843d9b7ffffffff,719.0,0.0,0.0
843d9b9ffffffff,44.0,0.0,0.0
843d9bbffffffff,2.0,0.0,0.0
843d9d1ffffffff,31.0,0.0,0.0
843d9d3ffffffff,30.0,0.0,0.0
843d9dbffffffff,125.0,0.0,0.0
843d9e5ffffffff,876.0,0.0,0.0
843d9e7ffffffff,155.0,0.0,0.0
843d9edffffffff,5.0,0.0,0.0
843da03ffffffff,19.0,0.0,0.0
843da0bffffffff,6.0,0.0,0.0
843da11ffffffff,1551.0,0.0,0.0
843da13ffffffff,108.0,0.0,0.0
843da15ffffffff,8.0,0.0,0.0
843da17ffffffff,4.0,0.0,0.0
843da19ffffffff,52.0,0.0,0.0
843da1bffffffff,68.0,0.0,0.0
843da1dffffffff,423.0,0.0,0.0
843da21ffffffff,89.0,0.0,0.0
843da25ffffffff,3.0,0.0,0.0
843da2dffffffff,7.0,0.0,0.0
843da33ffffffff,6.0,0.0,0.0
843da37ffffffff,694.0,0.0,0.0
843da39ffffffff,2.0,0.0,0.0
843da3bffffffff,3.0,0.0,0.0
843da3dffffffff,1.0,0.0,0.0
843da53ffffffff,4.0,0.0,0.0
843da57ffffffff,41.0,0.0,0.0
843da63ffffffff,5.0,0.0,0.0
843da69ffffffff,33.0,0.0,0.0
843da6bffffffff,1.0,0.0,0.0
843da81ffffffff,1.0,0.0,0.0
843da91ffffffff,13.0,0.0,0.0
843da93ffffffff,6.0,0.0,0.0
843da95ffffffff,7.0,0.0,0.0
843da97ffffffff,37.0,0.0,0.0
843da99ffffffff,10.0,0.0,0.0
843da9dffffffff,9.0,0.0,0.0
843daa1ffffffff,4.0,0.0,0.0
843daa5ffffffff,2.0,0.0,0.0
843dab5ffffffff,8.0,0.0,0.0
843dac3ffffffff,1.0,0.0,0.0
843dac5ffffffff,2.0,0.0,0.0
843dac9ffffffff,153.0,0.0,0.0
843dacbffffffff,1.0,0.0,0.0
843dacdffffffff,1.0,0.0,0.0
843dad1ffffffff,1009.0,0.0,0.0
843dad3ffffffff,8.0,0.0,0.0
843dad5ffffffff,38.0,0.0,0.0
843dad7ffffffff,9.0,0.0,0.0
843dad9ffffffff,219.0,0.0,0.0
843dadbffffffff,24.0,0.0,0.0
843daddffffffff,410.0,0.0,0.0
843dae1ffffffff,6.0,0.0,0.0
843dae7ffffffff,5.0,0.0,0.0
843db03ffffffff,14.0,0.0,0.0
843db07ffffffff,20.0,0.0,0.0
843db09ffffffff,41.0,0.0,0.0
843db0bffffffff,3.0,0.0,0.0
843db13ffffffff,90.0,0.0,0.0
843db23ffffffff,2.0,0.0,0.0
843db25ffffffff,6.0,0.0,0.0
843db27ffffffff,3.0,0.0,0.0
843db2bffffffff,2.0,0.0,0.0
843db2dffffffff,8.0,0.0,0.0
843db31ffffffff,15.0,0.0,0.0
843db35ffffffff,12.0,0.0,0.0
843db37ffffffff,32.0,0.0,0.0
843db39ffffffff,28.0,0.0,0.0
843db51ffffffff,12.0,0.0,0.0
843db53ffffffff,7.0,0.0,0.0
843db5bffffffff,1.0,0.0,0.0
843db61ffffffff,9.0,0.0,0.0
843db65ffffffff,1.0,0.0,0.0
843db67ffffffff,67.0,0.0,0.0
843db6dffffffff,3.0,0.0,0.0
8440413ffffffff,4.0,0.0,1.0
8440439ffffffff,9.0,0.0,0.0
8440447ffffffff,6.0,0.0,0.0
84404c1ffffffff,9.0,0.0,0.0
84404c3ffffffff,5.0,0.0,0.0
84404c5ffffffff,22.0,0.0,0.0
84404c9ffffffff,2.0,0.0,0.0
84404cbffffffff,10.0,0.0,0.0
84404cdffffffff,2.0,0.0,0.0
84404ddffffffff,62.0,0.0,0.0
84404e1ffffffff,4.0,0.0,0.0
84404edffffffff,1.0,0.0,0.0
8440585ffffffff,1.0,0.0,0.0
8440587ffffffff,2.0,0.0,0.0
844058dffffffff,3.0,0.0,0.0
84405b9ffffffff,3.0,0.0,0.0
84405c1ffffffff,4.0,0.0,0.0
84405c9ffffffff,5.0,0.0,0.0
84406b7ffffffff,2.0,0.0,0.0
8440805ffffffff,1.0,0.0,0.0
8440899ffffffff,2.0,0.0,0.0
8440a13ffffffff,2.0,0.0,0.0
8440a8dffffffff,5.0,0.0,0.0
8440ac5ffffffff,2.0,0.0,0.0
8440c05ffffffff,8.0,0.0,0.0
8440c15ffffffff,6.0,0.0,0.0
8440c19ffffffff,34.0,0.0,0.0
8440c1dffffffff,5.0,0.0,0.0
8440c21ffffffff,6.0,0.0,0.0
8440c27ffffffff,47.0,0.0,1.0
8440c29ffffffff,20.0,0.0,0.0
8440c2bffffffff,12.0,0.0,0.0
8440c2dffffffff,4.0,0.0,0.0
8440c43ffffffff,1.0,0.0,0.0
8440c57ffffffff,2.0,0.0,0.0
8440c59ffffffff,10.0,0.0,0.0
8440c5bffffffff,2.0,0.0,0.0
8440c63ffffffff,10.0,0.0,0.0
8440c6dffffffff,6.0,0.0,0.0
8440ce3ffffffff,1.0,0.0,0.0
8440cebffffffff,2.0,0.0,0.0
8440d33ffffffff,1.0,0.0,0.0
8440dc1ffffffff,4.0,0.0,1.0
8440dc7ffffffff,1.0,0.0,0.0
8440dcdffffffff,8.0,0.0,1.0
8440de1ffffffff,3.0,0.0,0.0
8440dedffffffff,12.0,0.0,0.0
8440e11ffffffff,2.0,0.0,0.0
8440e13ffffffff,6.0,0.0,0.0
8440e37ffffffff,2.0,0.0,0.0
8440e3dffffffff,8.0,0.0,0.0
8440e5bffffffff,3.0,0.0,0.0
8440e81ffffffff,2.0,0.0,0.0
8440ec7ffffffff,2.0,0.0,0.0
8440ee5ffffffff,51.0,0.0,0.0
8440eebffffffff,2.0,0.0,0.0
8440eedffffffff,2.0,0.0,0.0
84411c9ffffffff,19.0,0.0,5.0
84411cbffffffff,10.0,0.0,0.0
8441497ffffffff,2.0,0.0,0.0
84414c3ffffffff,9.0,0.0,0.0
84415c3ffffffff,2.0,0.0,0.0
8441655ffffffff,2.0,0.0,0.0
8442491ffffffff,3.0,0.0,0.0
8442493ffffffff,93.0,0.0,0.0
8442499ffffffff,123.0,0.0,0.0
844249bffffffff,7.0,0.0,0.0
84424b5ffffffff,3.0,0.0,0.0
84424d7ffffffff,1.0,0.0,0.0
8442515ffffffff,2.0,0.0,0.0
8442531ffffffff,10.0,0.0,0.0
8442533ffffffff,4.0,0.0,0.0
844258bffffffff,21.0,0.0,0.0
844259dffffffff,10.0,0.0,0.0
84425a7ffffffff,9.0,0.0,0.0
8442683ffffffff,4.0,0.0,0.0
8442695ffffffff,14.0,0.0,0.0
8442697ffffffff,6.0,0.0,0.0
8442699ffffffff,16.0,0.0,0.0
844269bffffffff,32.0,0.0,0.0
84426d1ffffffff,2.0,0.0,0.0
8442c05ffffffff,2.0,0.0,0.0
8442c07ffffffff,5.0,0.0,0.0
8442c13ffffffff,22.0,0.0,0.0
8442c19ffffffff,5.0,0.0,0.0
8442c25ffffffff,2.0,0.0,0.0
8442c27ffffffff,63.0,0.0,0.0
8442c39ffffffff,2.0,0.0,0.0
8442c3bffffffff,1.0,0.0,0.0
8442c41ffffffff,15.0,0.0,0.0
8442c43ffffffff,2.0,0.0,0.0
8442c49ffffffff,3.0,0.0,0.0
8442c4bffffffff,2.0,0.0,0.0
8442c83ffffffff,3.0,0.0,0.0
8442c8bffffffff,2.0,0.0,0.0
8442c93ffffffff,1.0,0.0,0.0
8442ca3ffffffff,4.0,0.0,0.0
8442ca9ffffffff,2.0,0.0,0.0
8442cabffffffff,4.0,0.0,0.0
8442cb9ffffffff,7.0,0.0,0.0
8442cc5ffffffff,33.0,0.0,0.0
8442cc7ffffffff,50.0,0.0,0.0
8442ccbffffffff,7.0,0.0,0.0
8442cd1ffffffff,17.0,0.0,0.0
8442cdbffffffff,26.0,0.0,0.0
8442ce1ffffffff,4.0,0.0,0.0
8442ce3ffffffff,7.0,0.0,0.0
8442ce7ffffffff,5.0,0.0,0.0
8442ce9ffffffff,10.0,0.0,0.0
8442cebffffffff,180.0,0.0,0.0
8442d93ffffffff,29.0,0.0,0.0
8442d97ffffffff,26.0,0.0,0.0
8442d99ffffffff,8.0,0.0,0.0
8442d9bffffffff,2.0,0.0,0.0
8442d9dffffffff,2.0,0.0,0.0
8442db5ffffffff,3.0,0.0,0.0
8442db7ffffffff,37.0,0.0,0.0
8442dbbffffffff,8.0,0.0,0.0
8442dcdffffffff,38.0,0.0,0.0
8442dd1ffffffff,8.0,0.0,0.0
8442dd9ffffffff,8.0,0.0,0.0
8442e45ffffffff,2.0,0.0,0.0
8442e47ffffffff,3.0,0.0,0.0
8442e97ffffffff,13.0,0.0,0.0
8442eb1ffffffff,3.0,0.0,0.0
8442eb3ffffffff,146.0,0.0,0.0
8442eb5ffffffff,1.0,0.0,0.0
8442eb7ffffffff,1.0,0.0,0.0
