cell_id,Oceanites oceanicus,Oceanites oceanicus oceanicus/exasperatus,Oceanites oceanicus chilensis
841870dffffffff,2.0,0.0,0.0
841ab0bffffffff,1.0,0.0,0.0
841ae2dffffffff,2.0,0.0,0.0
841b821ffffffff,1.0,0.0,0.0
841b823ffffffff,5.0,0.0,0.0
841b827ffffffff,1.0,0.0,0.0
841b915ffffffff,2.0,0.0,0.0
841b919ffffffff,2.0,0.0,0.0
841b921ffffffff,2.0,0.0,0.0
841b92bffffffff,5.0,0.0,0.0
8428319ffffffff,155.0,0.0,0.0
842831dffffffff,2.0,0.0,0.0
8428343ffffffff,10.0,0.0,0.0
8428357ffffffff,3.0,0.0,0.0
842835dffffffff,19.0,0.0,0.0
842a001ffffffff,33.0,0.0,0.0
842a003ffffffff,2.0,0.0,0.0
842a005ffffffff,70.0,0.0,0.0
842a007ffffffff,37.0,0.0,0.0
842a009ffffffff,105.0,0.0,0.0
842a00bffffffff,353.0,0.0,0.0
842a01dffffffff,6.0,0.0,0.0
842a021ffffffff,113.0,0.0,0.0
842a023ffffffff,169.0,0.0,0.0
842a025ffffffff,24.0,0.0,0.0
842a027ffffffff,21.0,0.0,0.0
842a029ffffffff,15.0,0.0,0.0
842a02bffffffff,49.0,0.0,0.0
842a02dffffffff,8.0,0.0,0.0
842a037ffffffff,1.0,0.0,0.0
842a03bffffffff,1.0,0.0,0.0
842a03dffffffff,11.0,0.0,0.0
842a041ffffffff,297.0,0.0,0.0
842a043ffffffff,275.0,0.0,0.0
842a045ffffffff,125.0,0.0,0.0
842a047ffffffff,75.0,0.0,0.0
842a04bffffffff,9.0,0.0,0.0
842a04dffffffff,80.0,0.0,0.0
842a051ffffffff,546.0,0.0,0.0
842a055ffffffff,495.0,0.0,0.0
842a057ffffffff,13.0,0.0,0.0
842a059ffffffff,175.0,0.0,0.0
842a05dffffffff,94.0,0.0,0.0
842a061ffffffff,8.0,0.0,0.0
842a063ffffffff,41.0,0.0,0.0
842a065ffffffff,262.0,0.0,0.0
842a067ffffffff,6.0,0.0,0.0
842a069ffffffff,19.0,0.0,0.0
842a06bffffffff,6.0,0.0,0.0
842a06dffffffff,6.0,0.0,0.0
842a103ffffffff,67.0,0.0,0.0
842a107ffffffff,28.0,0.0,0.0
842a10bffffffff,158.0,0.0,0.0
842a111ffffffff,158.0,0.0,0.0
842a113ffffffff,26.0,0.0,0.0
842a115ffffffff,51.0,0.0,0.0
842a117ffffffff,110.0,0.0,0.0
842a11bffffffff,132.0,0.0,0.0
842a11dffffffff,14.0,0.0,0.0
842a133ffffffff,3.0,0.0,0.0
842a139ffffffff,64.0,0.0,0.0
842a13bffffffff,74.0,0.0,0.0
842a151ffffffff,61.0,0.0,0.0
842a153ffffffff,16.0,0.0,0.0
842a157ffffffff,61.0,0.0,0.0
842a159ffffffff,49.0,0.0,0.0
842a15bffffffff,36.0,0.0,0.0
842a15dffffffff,48.0,0.0,0.0
842a181ffffffff,11.0,0.0,0.0
842a185ffffffff,295.0,0.0,0.0
842a187ffffffff,107.0,0.0,0.0
842a18dffffffff,7.0,0.0,0.0
842a1a1ffffffff,87.0,0.0,0.0
842a1a3ffffffff,13.0,0.0,0.0
842a1a5ffffffff,127.0,0.0,0.0
842a1a7ffffffff,13.0,0.0,0.0
842a1a9ffffffff,117.0,0.0,0.0
842a1abffffffff,135.0,0.0,0.0
842a1adffffffff,62.0,0.0,0.0
842a1b5ffffffff,25.0,0.0,0.0
842a1bdffffffff,30.0,0.0,0.0
842a1c1ffffffff,46.0,0.0,0.0
842a1c5ffffffff,32.0,0.0,0.0
842a1c7ffffffff,9.0,0.0,0.0
842a1c9ffffffff,302.0,0.0,0.0
842a1cbffffffff,98.0,0.0,0.0
842a1cdffffffff,321.0,0.0,0.0
842a1e3ffffffff,4.0,0.0,0.0
842a1e7ffffffff,60.0,0.0,0.0
842a1e9ffffffff,26.0,0.0,0.0
842a1edffffffff,20.0,0.0,0.0
842a213ffffffff,2.0,0.0,0.0
842a215ffffffff,2.0,0.0,0.0
842a217ffffffff,2.0,0.0,0.0
842a219ffffffff,2.0,0.0,0.0
842a21dffffffff,4.0,0.0,0.0
842a227ffffffff,2.0,0.0,0.0
842a231ffffffff,2.0,0.0,0.0
842a233ffffffff,4.0,0.0,0.0
842a243ffffffff,20.0,0.0,0.0
842a249ffffffff,22.0,0.0,0.0
842a251ffffffff,32.0,0.0,0.0
842a255ffffffff,27.0,0.0,0.0
842a257ffffffff,5.0,0.0,0.0
842a259ffffffff,64.0,0.0,0.0
842a25dffffffff,63.0,0.0,0.0
842a261ffffffff,2.0,0.0,0.0
842a2c5ffffffff,1.0,0.0,0.0
842a2c7ffffffff,1.0,0.0,0.0
842a2e5ffffffff,4.0,0.0,0.0
842a2edffffffff,2.0,0.0,0.0
842a301ffffffff,247.0,0.0,0.0
842a303ffffffff,87.0,0.0,0.0
842a309ffffffff,623.0,0.0,0.0
842a30bffffffff,148.0,0.0,0.0
842a30dffffffff,134.0,0.0,0.0
