cell_id,Hirundo rustica,Hirundo rustica rustica,Hirundo rustica savignii,Hirundo rustica transitiva,Hirundo rustica tytleri,Hirundo rustica gutturalis/mandschurica,Hirundo rustica erythrogaster
830126fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830130fffffffff,22.0,2.0,0.0,0.0,0.0,0.0,0.0
830131fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
830134fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830135fffffffff,37.0,6.0,0.0,0.0,0.0,0.0,0.0
8301b3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830241fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83024cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8302cafffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8304ccfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8304cdfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830741fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
830743fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830744fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830745fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83074efffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
830755fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83075cfffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
83075dfffffffff,31.0,6.0,0.0,0.0,0.0,0.0,0.0
83075efffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
830762fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830763fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830770fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
830773fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
830802fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
830803fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830806fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
830810fffffffff,9.0,1.0,0.0,0.0,0.0,0.0,0.0
830811fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830812fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830813fffffffff,15.0,2.0,0.0,0.0,0.0,0.0,0.0
830814fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
830815fffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
830816fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
830818fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
830819fffffffff,15.0,7.0,0.0,0.0,0.0,0.0,0.0
83081bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83081dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83081efffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
830828fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830829fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83082afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83082bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830830fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830832fffffffff,23.0,1.0,0.0,0.0,0.0,0.0,0.0
830833fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
830836fffffffff,96.0,2.0,0.0,0.0,0.0,0.0,0.0
830880fffffffff,75.0,17.0,0.0,0.0,0.0,0.0,0.0
830882fffffffff,25.0,8.0,0.0,0.0,0.0,0.0,0.0
830883fffffffff,30.0,1.0,0.0,0.0,0.0,0.0,0.0
830884fffffffff,42.0,4.0,0.0,0.0,0.0,0.0,0.0
830885fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
830886fffffffff,421.0,155.0,0.0,0.0,0.0,0.0,0.0
830888fffffffff,101.0,42.0,0.0,0.0,0.0,0.0,0.0
830889fffffffff,9.0,1.0,0.0,0.0,0.0,0.0,0.0
83088afffffffff,29.0,13.0,0.0,0.0,0.0,0.0,0.0
83088bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83088efffffffff,54.0,40.0,0.0,0.0,0.0,0.0,0.0
830890fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
830893fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
830895fffffffff,127.0,71.0,0.0,0.0,0.0,0.0,0.0
830896fffffffff,57.0,30.0,0.0,0.0,0.0,0.0,0.0
830898fffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0
830899fffffffff,388.0,103.0,0.0,0.0,0.0,0.0,0.0
83089afffffffff,390.0,20.0,0.0,0.0,0.0,0.0,0.0
83089bfffffffff,131.0,5.0,0.0,0.0,0.0,0.0,0.0
83089cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83089dfffffffff,221.0,3.0,0.0,0.0,0.0,0.0,0.0
83089efffffffff,141.0,2.0,0.0,0.0,0.0,0.0,0.0
8308a0fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a1fffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
