cell_id,Cercomacroides tyrannina,Cercomacroides tyrannina tyrannina/crepera,Cercomacroides tyrannina saturatior/vicina
824527fffffffff,5.0,0.0,0.0
82452ffffffffff,13.0,0.0,0.0
825f07fffffffff,3.0,0.0,3.0
82660ffffffffff,1.0,0.0,0.0
826617fffffffff,3.0,3.0,0.0
8266a7fffffffff,34.0,6.0,0.0
8266b7fffffffff,13.0,1.0,0.0
826d27fffffffff,2.0,0.0,0.0
826d2ffffffffff,4.0,0.0,0.0
826d37fffffffff,7.0,4.0,0.0
826d6ffffffffff,9.0,2.0,0.0
828af7fffffffff,2.0,2.0,0.0
