cell_id,Cardinalis cardinalis,Cardinalis cardinalis [cardinalis Group],Cardinalis cardinalis carneus
8444ca3ffffffff,2.0,0.0,0.0
8444cabffffffff,2.0,2.0,0.0
8444cb3ffffffff,1.0,0.0,0.0
8444cbdffffffff,1.0,0.0,0.0
8444ccdffffffff,1.0,0.0,0.0
8444cd1ffffffff,2.0,0.0,0.0
8444cd5ffffffff,1.0,0.0,0.0
8444cd9ffffffff,1.0,0.0,0.0
8444d01ffffffff,4.0,0.0,0.0
8444d07ffffffff,2.0,0.0,0.0
8444d0bffffffff,1.0,0.0,0.0
8444d55ffffffff,2.0,2.0,0.0
8444d5dffffffff,2.0,0.0,0.0
8444d87ffffffff,1.0,0.0,0.0
8444dd5ffffffff,6.0,2.0,0.0
8444de1ffffffff,1.0,0.0,0.0
8444e03ffffffff,2.0,0.0,0.0
8444e33ffffffff,2.0,0.0,0.0
8444e47ffffffff,2.0,0.0,0.0
8444e91ffffffff,2.0,0.0,0.0
8444ee5ffffffff,8.0,0.0,0.0
8444f01ffffffff,23.0,23.0,0.0
8444f05ffffffff,115.0,114.0,0.0
8444f07ffffffff,112.0,112.0,0.0
8444f09ffffffff,2.0,2.0,0.0
8444f0bffffffff,2.0,2.0,0.0
8444f41ffffffff,1.0,1.0,0.0
8444f43ffffffff,13.0,0.0,0.0
8444f4dffffffff,7.0,5.0,0.0
8444f51ffffffff,2.0,2.0,0.0
8444f63ffffffff,2.0,0.0,0.0
8444f6dffffffff,1.0,1.0,0.0
8445087ffffffff,26.0,26.0,0.0
8445091ffffffff,19.0,19.0,0.0
8445095ffffffff,3.0,3.0,0.0
8445097ffffffff,10.0,10.0,0.0
844509bffffffff,139.0,139.0,0.0
84450a3ffffffff,14.0,14.0,0.0
84450abffffffff,5.0,5.0,0.0
84450b1ffffffff,73.0,73.0,0.0
84450b5ffffffff,3.0,3.0,0.0
84450d5ffffffff,8.0,8.0,0.0
844510dffffffff,1.0,0.0,0.0
84452a5ffffffff,6.0,0.0,0.0
84452e1ffffffff,4.0,0.0,0.0
84452e3ffffffff,16.0,0.0,0.0
8445721ffffffff,69.0,69.0,0.0
8445723ffffffff,4.0,4.0,0.0
8445727ffffffff,139.0,139.0,0.0
84464e1ffffffff,1.0,1.0,0.0
84464e3ffffffff,2.0,2.0,0.0
8448059ffffffff,2.0,0.0,0.0
844805bffffffff,4.0,0.0,0.0
8448233ffffffff,4.0,0.0,0.0
84482e5ffffffff,1.0,0.0,0.0
844854bffffffff,2.0,0.0,0.0
8448551ffffffff,1.0,0.0,0.0
84485a1ffffffff,2.0,0.0,0.0
84485bdffffffff,5.0,0.0,0.0
844880dffffffff,7.0,0.0,0.0
8448825ffffffff,1.0,0.0,0.0
8448835ffffffff,2.0,0.0,0.0
8448863ffffffff,5.0,0.0,0.0
84488b3ffffffff,2.0,0.0,0.0
84488bbffffffff,1.0,0.0,0.0
8448903ffffffff,7.0,0.0,0.0
844890bffffffff,6.0,2.0,0.0
8448923ffffffff,2.0,0.0,0.0
8448951ffffffff,2.0,0.0,0.0
8448955ffffffff,1.0,0.0,0.0
8448957ffffffff,1.0,0.0,0.0
8448959ffffffff,2.0,0.0,0.0
8448985ffffffff,1.0,0.0,0.0
844899bffffffff,4.0,0.0,0.0
84489b9ffffffff,2.0,0.0,0.0
84489d9ffffffff,2.0,0.0,0.0
84489e1ffffffff,2.0,0.0,0.0
84489e3ffffffff,2.0,2.0,0.0
84489e9ffffffff,1.0,0.0,0.0
8448a27ffffffff,7.0,7.0,0.0
8448ab3ffffffff,5.0,0.0,0.0
8448ab7ffffffff,2.0,2.0,0.0
8448b13ffffffff,4.0,0.0,0.0
8448b15ffffffff,8.0,5.0,0.0
8448b1bffffffff,8.0,8.0,0.0
8448b1dffffffff,15.0,15.0,0.0
8448b39ffffffff,6.0,0.0,0.0
8448b3bffffffff,2.0,0.0,0.0
8448c05ffffffff,6.0,0.0,0.0
8448c09ffffffff,3.0,0.0,0.0
8448c0bffffffff,8.0,0.0,0.0
8448c19ffffffff,12.0,0.0,0.0
8448c35ffffffff,2.0,0.0,0.0
8448c59ffffffff,12.0,4.0,0.0
8448c61ffffffff,20.0,0.0,0.0
8448c6dffffffff,17.0,0.0,0.0
8448cd3ffffffff,108.0,0.0,0.0
8448cd9ffffffff,2.0,0.0,0.0
8448cdbffffffff,3.0,0.0,0.0
8448d33ffffffff,22.0,0.0,0.0
8448d37ffffffff,6.0,0.0,0.0
8448d43ffffffff,2.0,0.0,0.0
8448d4bffffffff,1.0,0.0,0.0
8448d89ffffffff,16.0,0.0,0.0
8448de5ffffffff,12.0,0.0,0.0
8448de7ffffffff,2.0,0.0,0.0
8448e57ffffffff,3.0,0.0,0.0
8448e81ffffffff,8.0,3.0,0.0
8448e85ffffffff,483.0,139.0,0.0
8448e87ffffffff,8.0,8.0,0.0
8448e8dffffffff,64.0,51.0,0.0
8448e99ffffffff,3.0,3.0,0.0
8448ea1ffffffff,4.0,0.0,0.0
8448ea5ffffffff,3.0,0.0,0.0
8448eb1ffffffff,8.0,0.0,0.0
8448eb3ffffffff,2.0,0.0,0.0
8448eb5ffffffff,2.0,0.0,0.0
8448eb7ffffffff,5.0,0.0,0.0
8448ebdffffffff,4.0,0.0,0.0
8448ec5ffffffff,1.0,0.0,0.0
8448ec7ffffffff,6.0,3.0,0.0
8448ed3ffffffff,15.0,15.0,0.0
8448ee3ffffffff,15.0,2.0,0.0
8448eebffffffff,7.0,3.0,0.0
8448f25ffffffff,2.0,0.0,0.0
8448f2bffffffff,16.0,0.0,0.0
844990dffffffff,3.0,3.0,0.0
8449943ffffffff,2.0,0.0,0.0
844994bffffffff,4.0,0.0,0.0
8449951ffffffff,12.0,7.0,0.0
8449959ffffffff,26.0,4.0,0.0
844995bffffffff,41.0,1.0,0.0
8449961ffffffff,2.0,0.0,0.0
8449963ffffffff,7.0,0.0,0.0
8449965ffffffff,1.0,0.0,0.0
8449967ffffffff,6.0,0.0,0.0
844996dffffffff,6.0,0.0,0.0
8449a21ffffffff,2.0,0.0,2.0
8449a2bffffffff,1.0,0.0,1.0
8449b33ffffffff,3.0,0.0,0.0
8449b37ffffffff,2.0,0.0,0.0
845d103ffffffff,9.0,0.0,0.0
845d115ffffffff,2.0,0.0,0.0
845d16bffffffff,1.0,0.0,0.0
846d045ffffffff,1.0,0.0,0.0
846d159ffffffff,2.0,0.0,2.0
846d15dffffffff,2.0,0.0,2.0
846d30dffffffff,2.0,2.0,0.0
846d311ffffffff,7.0,0.0,0.0
846d313ffffffff,8.0,0.0,0.0
846d319ffffffff,2.0,0.0,0.0
846d32bffffffff,4.0,0.0,0.0
846d341ffffffff,2.0,2.0,0.0
