cell_id,Quiscalus major,Quiscalus major major,Quiscalus major torreyi/alabamensis,Quiscalus major westoni
842a101ffffffff,63.0,0.0,0.0,0.0
842a103ffffffff,4086.0,0.0,0.0,0.0
842a107ffffffff,2412.0,0.0,0.0,0.0
842a109ffffffff,2.0,0.0,0.0,0.0
842a10bffffffff,1293.0,0.0,0.0,0.0
842a131ffffffff,9.0,0.0,0.0,0.0
842a133ffffffff,6319.0,0.0,0.0,0.0
842a139ffffffff,815.0,0.0,0.0,0.0
842a13bffffffff,1851.0,0.0,0.0,0.0
842a151ffffffff,409.0,0.0,0.0,0.0
842a155ffffffff,11.0,0.0,0.0,0.0
842a157ffffffff,924.0,0.0,0.0,0.0
842a159ffffffff,5.0,0.0,0.0,0.0
842a15dffffffff,6.0,0.0,0.0,0.0
842a1a5ffffffff,2727.0,0.0,155.0,0.0
842aa83ffffffff,4.0,0.0,0.0,0.0
842aa91ffffffff,1062.0,0.0,54.0,0.0
842aa93ffffffff,464.0,0.0,0.0,0.0
842aa95ffffffff,102.0,0.0,0.0,0.0
842aa97ffffffff,227.0,0.0,0.0,0.0
842aa99ffffffff,24.0,0.0,8.0,0.0
842aa9bffffffff,5803.0,0.0,57.0,0.0
842aa9dffffffff,250.0,0.0,0.0,0.0
842aabbffffffff,2.0,0.0,0.0,0.0
842aad1ffffffff,5211.0,0.0,194.0,0.0
842aad3ffffffff,2435.0,0.0,1.0,0.0
842aad5ffffffff,375.0,0.0,0.0,0.0
842aad7ffffffff,18.0,0.0,0.0,0.0
842aad9ffffffff,3195.0,0.0,90.0,0.0
842aadbffffffff,5951.0,0.0,395.0,0.0
842aaddffffffff,387.0,0.0,0.0,0.0
842ac6dffffffff,1264.0,0.0,0.0,0.0
842ad01ffffffff,4.0,0.0,0.0,0.0
842ad03ffffffff,1072.0,0.0,0.0,0.0
842ad07ffffffff,4.0,0.0,0.0,0.0
842ad0bffffffff,606.0,0.0,0.0,0.0
842ad15ffffffff,1397.0,0.0,0.0,0.0
842ad2bffffffff,2.0,0.0,0.0,0.0
842ad31ffffffff,450.0,0.0,0.0,0.0
842ad35ffffffff,242.0,0.0,0.0,0.0
842ad37ffffffff,1774.0,0.0,0.0,0.0
842ad39ffffffff,1356.0,0.0,0.0,0.0
842ad3dffffffff,3.0,0.0,0.0,0.0
842ad49ffffffff,4.0,0.0,0.0,0.0
842ad4bffffffff,11.0,0.0,0.0,0.0
842ad51ffffffff,821.0,0.0,0.0,0.0
842ad55ffffffff,300.0,0.0,0.0,0.0
842ad57ffffffff,298.0,0.0,0.0,0.0
842ad59ffffffff,686.0,0.0,0.0,0.0
842ad5bffffffff,131.0,0.0,0.0,0.0
842ad5dffffffff,48.0,0.0,0.0,0.0
842af01ffffffff,316.0,0.0,0.0,0.0
842af03ffffffff,2265.0,0.0,0.0,0.0
842af05ffffffff,408.0,0.0,0.0,0.0
842af07ffffffff,402.0,0.0,0.0,0.0
842af0dffffffff,2051.0,0.0,0.0,0.0
842af15ffffffff,6423.0,0.0,0.0,0.0
842af17ffffffff,671.0,0.0,0.0,0.0
842af23ffffffff,3.0,0.0,0.0,0.0
842af29ffffffff,18.0,0.0,0.0,0.0
842af2bffffffff,11.0,0.0,0.0,0.0
842af31ffffffff,430.0,0.0,0.0,0.0
842af33ffffffff,208.0,0.0,0.0,0.0
842af35ffffffff,13.0,0.0,0.0,0.0
842af37ffffffff,64.0,0.0,0.0,0.0
842af39ffffffff,427.0,0.0,0.0,0.0
842af3bffffffff,27.0,0.0,0.0,0.0
842af3dffffffff,22.0,0.0,0.0,0.0
842af45ffffffff,30.0,0.0,0.0,0.0
842af61ffffffff,764.0,0.0,0.0,0.0
842af63ffffffff,1329.0,0.0,0.0,0.0
842af65ffffffff,2.0,0.0,0.0,0.0
842af67ffffffff,5.0,0.0,0.0,0.0
842af69ffffffff,211.0,0.0,0.0,0.0
842af6bffffffff,478.0,0.0,0.0,0.0
842af6dffffffff,9.0,0.0,0.0,0.0
8444121ffffffff,41.0,0.0,0.0,0.0
8444123ffffffff,659.0,0.0,0.0,24.0
8444125ffffffff,1408.0,0.0,0.0,77.0
8444127ffffffff,181.0,0.0,0.0,7.0
844412bffffffff,3.0,0.0,0.0,0.0
844412dffffffff,653.0,0.0,0.0,22.0
8444131ffffffff,6331.0,0.0,0.0,236.0
8444133ffffffff,3052.0,0.0,0.0,131.0
8444135ffffffff,1449.0,0.0,0.0,32.0
8444137ffffffff,3771.0,0.0,0.0,70.0
844413bffffffff,138.0,0.0,0.0,2.0
844413dffffffff,3290.0,0.0,0.0,67.0
8444161ffffffff,4.0,0.0,0.0,0.0
8444165ffffffff,172.0,0.0,0.0,0.0
8444167ffffffff,2.0,0.0,0.0,0.0
844416bffffffff,36.0,0.0,0.0,0.0
8444185ffffffff,3.0,0.0,0.0,0.0
84441a1ffffffff,1271.0,0.0,0.0,185.0
84441a3ffffffff,1905.0,0.0,0.0,282.0
