cell_id,Quiscalus major,Quiscalus major major,Quiscalus major torreyi/alabamensis,Quiscalus major westoni
84441a5ffffffff,1350.0,0.0,0.0,108.0
84441a7ffffffff,677.0,0.0,0.0,73.0
84441a9ffffffff,5333.0,0.0,0.0,246.0
84441abffffffff,2445.0,0.0,0.0,358.0
84441adffffffff,1498.0,0.0,0.0,68.0
84441b1ffffffff,7.0,0.0,0.0,0.0
84441b3ffffffff,54.0,0.0,0.0,2.0
84441b5ffffffff,807.0,0.0,0.0,40.0
84441b7ffffffff,1217.0,0.0,0.0,2.0
84441e1ffffffff,195.0,0.0,0.0,7.0
84441e3ffffffff,1538.0,0.0,0.0,35.0
84441e5ffffffff,5208.0,0.0,0.0,223.0
84441e7ffffffff,8947.0,0.0,0.0,568.0
84441edffffffff,516.0,0.0,0.0,20.0
8444409ffffffff,2.0,0.0,0.0,0.0
8444441ffffffff,100.0,0.0,0.0,0.0
8444443ffffffff,97.0,0.0,0.0,0.0
8444445ffffffff,186.0,0.0,0.0,0.0
8444447ffffffff,6.0,0.0,0.0,0.0
844444bffffffff,290.0,0.0,0.0,0.0
844444dffffffff,8.0,0.0,0.0,0.0
8444451ffffffff,40.0,0.0,0.0,0.0
8444459ffffffff,2523.0,0.0,0.0,0.0
844445bffffffff,37.0,0.0,0.0,0.0
844445dffffffff,322.0,0.0,0.0,0.0
8444461ffffffff,569.0,0.0,0.0,0.0
8444465ffffffff,2528.0,0.0,0.0,0.0
8444467ffffffff,670.0,0.0,0.0,0.0
8444469ffffffff,512.0,0.0,0.0,0.0
844446bffffffff,39.0,0.0,0.0,0.0
844446dffffffff,138.0,0.0,0.0,0.0
8444501ffffffff,1317.0,0.0,1.0,0.0
8444505ffffffff,19.0,0.0,0.0,0.0
8444507ffffffff,4.0,0.0,0.0,0.0
8444509ffffffff,1482.0,0.0,0.0,0.0
844450dffffffff,882.0,0.0,1.0,0.0
844454bffffffff,1.0,0.0,0.0,0.0
8444551ffffffff,274.0,0.0,0.0,0.0
8444555ffffffff,2271.0,0.0,0.0,0.0
8444559ffffffff,43.0,0.0,0.0,0.0
844455bffffffff,883.0,0.0,0.0,0.0
844455dffffffff,5.0,0.0,0.0,0.0
8444563ffffffff,495.0,0.0,0.0,0.0
8444633ffffffff,2600.0,0.0,0.0,0.0
8444637ffffffff,323.0,0.0,0.0,0.0
84446c1ffffffff,12.0,2.0,0.0,0.0
84446c5ffffffff,7832.0,284.0,0.0,0.0
84446c7ffffffff,92.0,2.0,0.0,0.0
84446c9ffffffff,809.0,0.0,0.0,0.0
84446cbffffffff,74.0,0.0,0.0,0.0
84446cdffffffff,1799.0,0.0,0.0,0.0
84446e1ffffffff,181.0,0.0,0.0,0.0
84446e5ffffffff,1258.0,0.0,0.0,0.0
84446e9ffffffff,2800.0,0.0,0.0,0.0
84446ebffffffff,473.0,4.0,0.0,0.0
84446edffffffff,2829.0,0.0,0.0,0.0
8444711ffffffff,2.0,0.0,0.0,0.0
8444713ffffffff,87.0,0.0,0.0,0.0
8444715ffffffff,193.0,0.0,0.0,0.0
8444717ffffffff,486.0,0.0,0.0,0.0
8444731ffffffff,1211.0,0.0,0.0,0.0
8444733ffffffff,382.0,0.0,0.0,0.0
8444735ffffffff,167.0,0.0,0.0,0.0
8444737ffffffff,3.0,0.0,0.0,0.0
844473bffffffff,2452.0,0.0,0.0,0.0
844473dffffffff,64.0,0.0,0.0,0.0
8444a11ffffffff,4166.0,0.0,0.0,251.0
8444a13ffffffff,3715.0,0.0,0.0,113.0
8444a17ffffffff,10.0,0.0,0.0,4.0
8444a19ffffffff,7364.0,0.0,0.0,548.0
8444a1bffffffff,1381.0,0.0,0.0,65.0
8444a51ffffffff,71.0,0.0,0.0,0.0
8444a53ffffffff,2810.0,0.0,0.0,147.0
8444a57ffffffff,35.0,0.0,0.0,0.0
8444a5bffffffff,157.0,0.0,0.0,0.0
8444a81ffffffff,2950.0,0.0,0.0,54.0
8444a83ffffffff,3950.0,0.0,0.0,81.0
8444a85ffffffff,10.0,0.0,0.0,0.0
8444a87ffffffff,239.0,0.0,0.0,8.0
8444a89ffffffff,696.0,0.0,0.0,49.0
8444a8bffffffff,644.0,0.0,0.0,46.0
8444a8dffffffff,2193.0,0.0,0.0,22.0
8444a91ffffffff,2465.0,0.0,0.0,61.0
8444a93ffffffff,6362.0,0.0,0.0,400.0
8444a95ffffffff,3886.0,0.0,0.0,283.0
8444a97ffffffff,1666.0,0.0,0.0,31.0
8444a99ffffffff,1854.0,0.0,0.0,29.0
8444a9bffffffff,2028.0,0.0,0.0,108.0
8444a9dffffffff,2603.0,0.0,0.0,104.0
8444ab1ffffffff,2.0,0.0,0.0,2.0
8444ab9ffffffff,1802.0,0.0,0.0,96.0
8444abbffffffff,8077.0,0.0,0.0,431.0
8444ac1ffffffff,1593.0,0.0,0.0,145.0
8444ac3ffffffff,485.0,0.0,0.0,27.0
8444ac5ffffffff,3740.0,0.0,0.0,298.0
8444ac7ffffffff,1007.0,0.0,0.0,41.0
8444ac9ffffffff,1415.0,0.0,0.0,33.0
8444acbffffffff,240.0,0.0,0.0,22.0
8444acdffffffff,1736.0,0.0,0.0,109.0
8444ad1ffffffff,347.0,0.0,0.0,31.0
8444ad3ffffffff,2045.0,0.0,0.0,88.0
8444ad5ffffffff,448.0,0.0,0.0,48.0
8444ad7ffffffff,832.0,0.0,0.0,29.0
8444ad9ffffffff,1143.0,0.0,0.0,52.0
8444adbffffffff,228.0,0.0,0.0,22.0
8444addffffffff,298.0,0.0,0.0,24.0
8444ae3ffffffff,68.0,0.0,0.0,0.0
8444ae9ffffffff,10528.0,0.0,0.0,618.0
8444aebffffffff,1519.0,0.0,0.0,63.0
8444b57ffffffff,324.0,0.0,0.0,0.0
8444c43ffffffff,2.0,0.0,0.0,0.0
8444c4bffffffff,1.0,0.0,0.0,0.0
8444c4dffffffff,7.0,0.0,0.0,0.0
8444c65ffffffff,3.0,0.0,0.0,0.0
8444d01ffffffff,2993.0,0.0,0.0,0.0
8444d03ffffffff,814.0,0.0,0.0,0.0
8444d07ffffffff,5084.0,0.0,0.0,0.0
8444d09ffffffff,246.0,0.0,0.0,0.0
8444d0bffffffff,2368.0,0.0,0.0,0.0
8444d15ffffffff,7.0,0.0,0.0,0.0
8444d17ffffffff,11.0,0.0,0.0,0.0
8444d1dffffffff,7.0,0.0,0.0,0.0
8444d23ffffffff,911.0,0.0,0.0,0.0
8444d2bffffffff,938.0,0.0,0.0,0.0
8444d31ffffffff,3.0,0.0,0.0,0.0
8444d35ffffffff,241.0,0.0,0.0,0.0
8444d39ffffffff,23.0,0.0,0.0,0.0
8444d3bffffffff,101.0,0.0,0.0,0.0
8444d3dffffffff,148.0,0.0,0.0,0.0
8444d43ffffffff,12.0,0.0,0.0,0.0
8444d51ffffffff,1078.0,0.0,0.0,0.0
8444d53ffffffff,8.0,0.0,0.0,0.0
8444d55ffffffff,1468.0,0.0,0.0,0.0
8444d57ffffffff,159.0,0.0,0.0,0.0
8444d59ffffffff,206.0,0.0,0.0,0.0
8444d5dffffffff,8750.0,0.0,0.0,0.0
8444e01ffffffff,58.0,0.0,0.0,2.0
8444e03ffffffff,28.0,0.0,0.0,0.0
8444e05ffffffff,635.0,0.0,0.0,45.0
8444e07ffffffff,14.0,0.0,0.0,0.0
8444e09ffffffff,1.0,0.0,0.0,0.0
8444e0dffffffff,1.0,0.0,0.0,0.0
8444e21ffffffff,22.0,0.0,0.0,0.0
8444e25ffffffff,51.0,0.0,0.0,0.0
8444e27ffffffff,6.0,0.0,0.0,0.0
8444e29ffffffff,129.0,0.0,0.0,5.0
8444e2bffffffff,40.0,0.0,0.0,2.0
8444e2dffffffff,34.0,0.0,0.0,0.0
8444e33ffffffff,1.0,0.0,0.0,0.0
8444e35ffffffff,3.0,0.0,0.0,0.0
8444e37ffffffff,10.0,0.0,0.0,0.0
8444e3dffffffff,9.0,0.0,0.0,0.0
8444e41ffffffff,8.0,0.0,0.0,2.0
8444e43ffffffff,96.0,0.0,0.0,8.0
8444e47ffffffff,629.0,0.0,0.0,10.0
8444e63ffffffff,5918.0,0.0,0.0,358.0
8444e65ffffffff,32.0,0.0,0.0,9.0
8444e67ffffffff,98.0,0.0,0.0,12.0
8444e6bffffffff,85.0,0.0,0.0,5.0
8444eedffffffff,2.0,0.0,0.0,0.0
8444f01ffffffff,219.0,0.0,23.0,2.0
8444f03ffffffff,2.0,0.0,0.0,0.0
8444f05ffffffff,4713.0,0.0,375.0,22.0
8444f07ffffffff,1466.0,0.0,111.0,15.0
8444f09ffffffff,70.0,0.0,0.0,9.0
8444f0bffffffff,38.0,0.0,0.0,3.0
8444f0dffffffff,309.0,0.0,4.0,14.0
8444f31ffffffff,3915.0,0.0,0.0,0.0
8444f35ffffffff,3003.0,0.0,0.0,0.0
8444f37ffffffff,2169.0,0.0,0.0,0.0
8444f39ffffffff,30.0,0.0,0.0,0.0
8444f3dffffffff,3327.0,0.0,0.0,0.0
8444f41ffffffff,777.0,0.0,0.0,36.0
8444f43ffffffff,9146.0,0.0,0.0,444.0
8444f45ffffffff,164.0,0.0,0.0,8.0
8444f47ffffffff,238.0,0.0,0.0,5.0
8444f49ffffffff,391.0,0.0,0.0,4.0
8444f4bffffffff,22.0,0.0,0.0,0.0
8444f4dffffffff,1883.0,0.0,0.0,78.0
8444f51ffffffff,19.0,0.0,0.0,7.0
8444f53ffffffff,86.0,0.0,0.0,9.0
8444f55ffffffff,224.0,0.0,0.0,5.0
8444f57ffffffff,210.0,0.0,0.0,12.0
8444f59ffffffff,70.0,0.0,0.0,1.0
8444f5dffffffff,102.0,0.0,0.0,3.0
8444f61ffffffff,295.0,0.0,0.0,15.0
8444f63ffffffff,3072.0,0.0,19.0,64.0
8444f69ffffffff,365.0,0.0,0.0,15.0
8444f6bffffffff,671.0,0.0,0.0,5.0
8444f6dffffffff,1578.0,0.0,0.0,43.0
8448901ffffffff,10.0,0.0,0.0,0.0
8448903ffffffff,800.0,0.0,0.0,0.0
8448907ffffffff,1621.0,2.0,0.0,0.0
844890bffffffff,11.0,0.0,0.0,0.0
8448915ffffffff,12.0,0.0,0.0,0.0
844891dffffffff,8.0,0.0,0.0,0.0
8448923ffffffff,1245.0,0.0,0.0,0.0
8448927ffffffff,192.0,0.0,0.0,0.0
844892bffffffff,254.0,0.0,0.0,0.0
8448931ffffffff,3.0,0.0,0.0,0.0
8448935ffffffff,768.0,0.0,0.0,0.0
8448937ffffffff,5.0,0.0,0.0,0.0
8448939ffffffff,63.0,0.0,0.0,0.0
844893dffffffff,314.0,0.0,0.0,0.0
8448957ffffffff,17.0,0.0,0.0,0.0
