cell_id,Heliangelus viola,Heliangelus viola viola,Heliangelus viola splendidus/pyropus
838f0dfffffffff,17.0,0.0,2.0
838f29fffffffff,34.0,0.0,0.0
838f2bfffffffff,28.0,0.0,4.0
838f42fffffffff,133.0,0.0,0.0
838f46fffffffff,15.0,0.0,0.0
838f50fffffffff,17.0,0.0,0.0
838f51fffffffff,18.0,0.0,0.0
838f54fffffffff,36.0,0.0,0.0
838f55fffffffff,385.0,0.0,0.0
838f72fffffffff,364.0,0.0,50.0
838f73fffffffff,4.0,0.0,0.0
838f76fffffffff,386.0,0.0,12.0
