cell_id,Cnemathraupis eximia,Cnemathraupis eximia eximia/zimmeri,Cnemathraupis eximia chloronota/cyanocalyptra
82660ffffffffff,22.0,0.0,0.0
82661ffffffffff,33.0,0.0,0.0
8266c7fffffffff,26.0,0.0,0.0
8266d7fffffffff,1297.0,0.0,0.0
8266dffffffffff,57.0,0.0,0.0
8266e7fffffffff,663.0,0.0,0.0
828f2ffffffffff,6.0,0.0,0.0
828f57fffffffff,18.0,0.0,0.0
828f77fffffffff,82.0,0.0,0.0
