cell_id,Pterodroma feae,Pterodroma feae feae,Pterodroma feae deserta
823427fffffffff,1.0,0.0,0.0
823467fffffffff,204.0,0.0,124.0
8235affffffffff,1.0,0.0,0.0
825497fffffffff,29.0,11.0,0.0
8254b7fffffffff,1.0,0.0,0.0
82574ffffffffff,62.0,46.0,0.0
82576ffffffffff,1.0,0.0,0.0
