cell_id,Anser albifrons,Anser albifrons flavirostris,Anser albifrons albifrons,Anser albifrons gambelli/sponsa,Anser albifrons elgasi
82118ffffffffff,54.0,0.0,5.0,0.0,0.0
82119ffffffffff,1.0,0.0,0.0,0.0,0.0
8211affffffffff,212.0,0.0,44.0,0.0,0.0
82121ffffffffff,38.0,0.0,0.0,0.0,0.0
821227fffffffff,4.0,0.0,0.0,0.0,0.0
82122ffffffffff,2.0,0.0,0.0,0.0,0.0
821237fffffffff,1.0,0.0,0.0,0.0,0.0
821247fffffffff,2.0,0.0,0.0,0.0,0.0
82124ffffffffff,35.0,0.0,0.0,0.0,0.0
821257fffffffff,188.0,0.0,0.0,21.0,0.0
82125ffffffffff,609.0,0.0,0.0,0.0,0.0
821277fffffffff,41.0,0.0,0.0,0.0,0.0
821287fffffffff,41.0,0.0,0.0,2.0,0.0
82128ffffffffff,14.0,0.0,0.0,0.0,0.0
821297fffffffff,77.0,0.0,0.0,0.0,0.0
82129ffffffffff,34.0,0.0,0.0,0.0,0.0
8212a7fffffffff,4.0,0.0,0.0,0.0,0.0
8212affffffffff,32.0,0.0,0.0,0.0,0.0
8212b7fffffffff,162.0,0.0,0.0,0.0,0.0
8212c7fffffffff,5.0,0.0,0.0,0.0,0.0
8212cffffffffff,174.0,0.0,0.0,1.0,0.0
8212d7fffffffff,119.0,0.0,0.0,0.0,0.0
8212dffffffffff,230.0,0.0,0.0,2.0,0.0
8212e7fffffffff,131.0,0.0,0.0,0.0,0.0
8212effffffffff,1970.0,0.0,0.0,15.0,0.0
8212f7fffffffff,86.0,0.0,0.0,0.0,0.0
821327fffffffff,2.0,0.0,0.0,0.0,0.0
82132ffffffffff,13.0,0.0,0.0,0.0,0.0
821357fffffffff,16.0,0.0,0.0,0.0,0.0
821387fffffffff,823.0,0.0,0.0,0.0,0.0
82138ffffffffff,44.0,0.0,0.0,0.0,0.0
821397fffffffff,34.0,0.0,0.0,0.0,0.0
82139ffffffffff,144.0,0.0,0.0,0.0,0.0
8213a7fffffffff,24.0,0.0,0.0,0.0,0.0
8213affffffffff,4.0,0.0,0.0,0.0,0.0
8213b7fffffffff,18.0,0.0,0.0,0.0,0.0
8214affffffffff,66.0,0.0,0.0,0.0,0.0
821597fffffffff,1.0,0.0,0.0,0.0,0.0
82176ffffffffff,46.0,0.0,11.0,0.0,0.0
821807fffffffff,1.0,1.0,0.0,0.0,0.0
821827fffffffff,13.0,13.0,0.0,0.0,0.0
82182ffffffffff,80.0,57.0,0.0,0.0,0.0
821847fffffffff,1.0,0.0,0.0,0.0,0.0
821867fffffffff,5.0,0.0,1.0,0.0,0.0
82186ffffffffff,2.0,0.0,0.0,0.0,0.0
82190ffffffffff,179.0,140.0,0.0,0.0,0.0
821927fffffffff,1.0,1.0,0.0,0.0,0.0
82192ffffffffff,17.0,13.0,0.0,0.0,0.0
821947fffffffff,330.0,0.0,177.0,0.0,0.0
82194ffffffffff,694.0,0.0,170.0,0.0,0.0
821957fffffffff,114.0,68.0,9.0,0.0,0.0
82195ffffffffff,115.0,2.0,18.0,0.0,0.0
82196ffffffffff,1583.0,0.0,247.0,0.0,0.0
821977fffffffff,107.0,31.0,61.0,0.0,0.0
821d27fffffffff,18.0,0.0,0.0,0.0,0.0
821e07fffffffff,1113.0,0.0,51.0,0.0,0.0
821e0ffffffffff,868.0,0.0,16.0,0.0,0.0
821e17fffffffff,141.0,0.0,6.0,0.0,0.0
821e1ffffffffff,418.0,0.0,37.0,0.0,0.0
821e27fffffffff,322.0,0.0,5.0,0.0,0.0
821e2ffffffffff,59.0,0.0,3.0,0.0,0.0
821e37fffffffff,404.0,0.0,8.0,0.0,0.0
821e47fffffffff,10.0,0.0,0.0,0.0,0.0
821e57fffffffff,18.0,0.0,1.0,0.0,0.0
821e5ffffffffff,92.0,0.0,19.0,0.0,0.0
821e67fffffffff,6.0,0.0,0.0,0.0,0.0
821e6ffffffffff,28.0,0.0,0.0,0.0,0.0
821e77fffffffff,12.0,0.0,0.0,0.0,0.0
821ea7fffffffff,79.0,0.0,0.0,0.0,0.0
821eaffffffffff,3.0,0.0,0.0,0.0,0.0
821eb7fffffffff,2.0,0.0,0.0,0.0,0.0
821ec7fffffffff,166.0,0.0,21.0,0.0,0.0
821ecffffffffff,138.0,0.0,8.0,0.0,0.0
821ed7fffffffff,7.0,0.0,0.0,0.0,0.0
821ee7fffffffff,106.0,0.0,0.0,0.0,0.0
821eeffffffffff,270.0,0.0,12.0,0.0,0.0
821ef7fffffffff,8.0,0.0,2.0,0.0,0.0
821f07fffffffff,342.0,0.0,57.0,0.0,0.0
821f0ffffffffff,148.0,0.0,0.0,0.0,0.0
821f17fffffffff,460.0,0.0,25.0,0.0,0.0
821f1ffffffffff,473.0,0.0,37.0,0.0,0.0
821f27fffffffff,62.0,0.0,8.0,0.0,0.0
821f2ffffffffff,367.0,0.0,65.0,0.0,0.0
821f37fffffffff,212.0,0.0,38.0,0.0,0.0
821f47fffffffff,35.0,0.0,0.0,0.0,0.0
821f4ffffffffff,66.0,0.0,0.0,0.0,0.0
821f57fffffffff,182.0,0.0,5.0,0.0,0.0
821f5ffffffffff,25.0,0.0,0.0,0.0,0.0
821f67fffffffff,57.0,0.0,0.0,0.0,0.0
821f6ffffffffff,4.0,0.0,0.0,0.0,0.0
821f77fffffffff,406.0,0.0,8.0,0.0,0.0
821f87fffffffff,46.0,0.0,4.0,0.0,0.0
821f8ffffffffff,92.0,0.0,29.0,0.0,0.0
821fa7fffffffff,387.0,0.0,36.0,0.0,0.0
821faffffffffff,393.0,0.0,12.0,0.0,0.0
821fb7fffffffff,45.0,0.0,0.0,0.0,0.0
822017fffffffff,2.0,0.0,0.0,0.0,0.0
82208ffffffffff,1.0,0.0,0.0,0.0,0.0
822157fffffffff,10.0,0.0,2.0,0.0,0.0
8222dffffffffff,234.0,0.0,0.0,35.0,0.0
8222effffffffff,38.0,0.0,0.0,0.0,0.0
82242ffffffffff,1.0,0.0,0.0,0.0,0.0
822437fffffffff,4.0,0.0,0.0,0.0,0.0
822467fffffffff,16.0,0.0,0.0,0.0,0.0
822607fffffffff,616.0,0.0,0.0,23.0,0.0
82260ffffffffff,1413.0,0.0,0.0,61.0,0.0
822617fffffffff,18.0,0.0,0.0,0.0,0.0
82261ffffffffff,446.0,0.0,0.0,16.0,0.0
822627fffffffff,800.0,0.0,0.0,9.0,0.0
82262ffffffffff,1148.0,0.0,0.0,23.0,0.0
822637fffffffff,239.0,0.0,0.0,2.0,0.0
822647fffffffff,4192.0,0.0,0.0,102.0,0.0
82264ffffffffff,2098.0,0.0,0.0,0.0,0.0
822657fffffffff,2442.0,0.0,0.0,25.0,0.0
82265ffffffffff,2352.0,0.0,0.0,16.0,0.0
822667fffffffff,2678.0,0.0,0.0,53.0,0.0
82266ffffffffff,1875.0,0.0,0.0,3.0,0.0
822677fffffffff,1261.0,0.0,0.0,33.0,0.0
822687fffffffff,258.0,0.0,0.0,1.0,0.0
82268ffffffffff,529.0,0.0,0.0,5.0,0.0
822697fffffffff,13.0,0.0,0.0,0.0,0.0
82269ffffffffff,77.0,0.0,0.0,0.0,0.0
8226affffffffff,1148.0,0.0,0.0,23.0,0.0
8226c7fffffffff,369.0,0.0,0.0,5.0,0.0
8226cffffffffff,982.0,0.0,0.0,0.0,0.0
8226d7fffffffff,210.0,0.0,0.0,4.0,0.0
8226dffffffffff,471.0,0.0,0.0,15.0,0.0
8226e7fffffffff,2593.0,0.0,0.0,77.0,0.0
8226effffffffff,185.0,0.0,0.0,0.0,0.0
8226f7fffffffff,220.0,0.0,0.0,0.0,0.0
822707fffffffff,158.0,0.0,0.0,0.0,0.0
82270ffffffffff,2.0,0.0,0.0,0.0,0.0
822717fffffffff,212.0,0.0,0.0,0.0,0.0
82271ffffffffff,399.0,0.0,0.0,3.0,0.0
822747fffffffff,84.0,0.0,0.0,0.0,0.0
82274ffffffffff,68.0,0.0,0.0,0.0,0.0
822757fffffffff,76.0,0.0,0.0,2.0,0.0
82275ffffffffff,2079.0,0.0,0.0,16.0,0.0
822787fffffffff,7.0,0.0,0.0,0.0,0.0
82278ffffffffff,33.0,0.0,0.0,0.0,0.0
822797fffffffff,18.0,0.0,0.0,0.0,0.0
82279ffffffffff,12.0,0.0,0.0,0.0,0.0
8227a7fffffffff,430.0,0.0,0.0,2.0,0.0
8227affffffffff,174.0,0.0,0.0,4.0,0.0
8227b7fffffffff,43.0,0.0,0.0,0.0,0.0
822807fffffffff,705.0,0.0,0.0,63.0,0.0
822817fffffffff,4145.0,0.0,0.0,30.0,0.0
82281ffffffffff,1854.0,0.0,0.0,77.0,0.0
822837fffffffff,23209.0,0.0,0.0,638.0,211.0
822887fffffffff,1796.0,0.0,0.0,0.0,0.0
82288ffffffffff,992.0,0.0,0.0,61.0,0.0
822897fffffffff,19.0,0.0,0.0,0.0,0.0
82289ffffffffff,34.0,0.0,0.0,0.0,0.0
8228a7fffffffff,2.0,0.0,0.0,0.0,0.0
8228affffffffff,1435.0,0.0,0.0,12.0,14.0
8228b7fffffffff,56.0,0.0,0.0,0.0,0.0
8228c7fffffffff,2328.0,0.0,0.0,196.0,0.0
8228cffffffffff,8.0,0.0,0.0,0.0,0.0
8228d7fffffffff,4970.0,0.0,0.0,227.0,0.0
8228dffffffffff,1555.0,0.0,0.0,0.0,0.0
8228e7fffffffff,58.0,0.0,0.0,1.0,0.0
8228f7fffffffff,5441.0,0.0,0.0,93.0,0.0
822917fffffffff,406.0,0.0,0.0,0.0,0.0
82291ffffffffff,293.0,0.0,0.0,96.0,0.0
822987fffffffff,470.0,0.0,0.0,17.0,0.0
82298ffffffffff,430.0,0.0,0.0,10.0,0.0
822997fffffffff,29.0,0.0,0.0,0.0,0.0
82299ffffffffff,1.0,0.0,0.0,0.0,0.0
8229a7fffffffff,3382.0,0.0,0.0,18.0,0.0
8229affffffffff,2870.0,0.0,0.0,19.0,0.0
8229b7fffffffff,156.0,0.0,0.0,15.0,0.0
822a17fffffffff,15.0,0.0,0.0,0.0,0.0
822a87fffffffff,14.0,0.0,0.0,0.0,0.0
822a97fffffffff,453.0,0.0,0.0,0.0,0.0
822a9ffffffffff,20.0,0.0,0.0,0.0,0.0
822aaffffffffff,2.0,0.0,0.0,0.0,0.0
822ab7fffffffff,75.0,0.0,0.0,0.0,0.0
822b8ffffffffff,32.0,0.0,0.0,0.0,0.0
822b9ffffffffff,11.0,0.0,0.0,0.0,0.0
822baffffffffff,23.0,0.0,0.0,0.0,0.0
822c07fffffffff,1.0,0.0,0.0,0.0,0.0
822c0ffffffffff,81.0,0.0,26.0,0.0,0.0
822c17fffffffff,1.0,0.0,0.0,0.0,0.0
822c1ffffffffff,3.0,0.0,0.0,0.0,0.0
822c8ffffffffff,5.0,0.0,0.0,0.0,0.0
822cc7fffffffff,1.0,0.0,0.0,0.0,0.0
822cd7fffffffff,2.0,0.0,0.0,0.0,0.0
822ce7fffffffff,47.0,0.0,6.0,0.0,0.0
822cf7fffffffff,22.0,0.0,0.0,0.0,0.0
822d07fffffffff,28.0,0.0,0.0,0.0,0.0
822d17fffffffff,9.0,0.0,0.0,0.0,0.0
822d1ffffffffff,1.0,0.0,0.0,0.0,0.0
822d37fffffffff,11.0,0.0,0.0,0.0,0.0
822d5ffffffffff,5.0,0.0,0.0,0.0,0.0
822d67fffffffff,40.0,0.0,0.0,0.0,0.0
822d77fffffffff,6.0,0.0,0.0,0.0,0.0
822da7fffffffff,2.0,0.0,0.0,0.0,0.0
822e0ffffffffff,80.0,0.0,0.0,0.0,0.0
822e1ffffffffff,21.0,0.0,1.0,0.0,0.0
822e47fffffffff,3.0,0.0,0.0,0.0,0.0
822e67fffffffff,47.0,0.0,11.0,0.0,0.0
822e6ffffffffff,14.0,0.0,0.0,0.0,0.0
822e77fffffffff,26.0,0.0,1.0,0.0,0.0
822eaffffffffff,8.0,0.0,5.0,0.0,0.0
822ecffffffffff,8.0,0.0,8.0,0.0,0.0
822ed7fffffffff,2.0,0.0,0.0,0.0,0.0
822f5ffffffffff,1.0,0.0,1.0,0.0,0.0
823007fffffffff,2.0,0.0,0.0,0.0,0.0
823027fffffffff,1.0,0.0,0.0,0.0,0.0
823037fffffffff,2.0,0.0,2.0,0.0,0.0
823087fffffffff,16.0,0.0,0.0,0.0,0.0
823097fffffffff,2.0,0.0,0.0,0.0,0.0
82309ffffffffff,37.0,0.0,16.0,0.0,0.0
8230c7fffffffff,150.0,0.0,4.0,2.0,0.0
8230d7fffffffff,4.0,0.0,0.0,0.0,0.0
8230dffffffffff,2.0,0.0,0.0,0.0,0.0
8230e7fffffffff,722.0,0.0,15.0,0.0,0.0
8230effffffffff,4.0,0.0,0.0,0.0,0.0
8230f7fffffffff,2.0,0.0,0.0,0.0,0.0
82310ffffffffff,2.0,0.0,0.0,0.0,0.0
823167fffffffff,6.0,0.0,6.0,0.0,0.0
82316ffffffffff,12.0,0.0,4.0,0.0,0.0
823187fffffffff,40.0,0.0,5.0,0.0,0.0
82318ffffffffff,16.0,0.0,2.0,0.0,0.0
82319ffffffffff,2.0,0.0,0.0,0.0,0.0
8231affffffffff,43.0,0.0,2.0,0.0,0.0
823d37fffffffff,11.0,0.0,0.0,0.0,0.0
823f2ffffffffff,2.0,0.0,0.0,0.0,0.0
823f67fffffffff,3.0,0.0,0.0,0.0,0.0
823f6ffffffffff,4.0,0.0,0.0,0.0,0.0
824097fffffffff,16.0,0.0,2.0,0.0,0.0
8240a7fffffffff,16.0,0.0,0.0,0.0,0.0
82411ffffffffff,5.0,0.0,0.0,0.0,0.0
824137fffffffff,4.0,0.0,0.0,0.0,0.0
824187fffffffff,10.0,0.0,2.0,0.0,0.0
82418ffffffffff,5.0,0.0,2.0,0.0,0.0
824197fffffffff,32.0,0.0,26.0,0.0,0.0
82419ffffffffff,156.0,0.0,21.0,0.0,0.0
8241a7fffffffff,58.0,0.0,2.0,0.0,0.0
8241b7fffffffff,12.0,0.0,6.0,0.0,0.0
824367fffffffff,9.0,0.0,0.0,0.0,0.0
82438ffffffffff,4.0,0.0,0.0,0.0,0.0
8243affffffffff,9.0,0.0,4.0,0.0,0.0
824447fffffffff,4075.0,0.0,0.0,0.0,0.0
82444ffffffffff,473.0,0.0,0.0,2.0,0.0
824457fffffffff,153.0,0.0,0.0,0.0,0.0
82445ffffffffff,798.0,0.0,0.0,0.0,0.0
824467fffffffff,172.0,0.0,0.0,0.0,0.0
82446ffffffffff,2075.0,0.0,0.0,4.0,0.0
824477fffffffff,14.0,0.0,0.0,0.0,0.0
8244e7fffffffff,34.0,0.0,0.0,0.0,0.0
8244effffffffff,47.0,0.0,0.0,0.0,0.0
824817fffffffff,164.0,0.0,0.0,0.0,0.0
82481ffffffffff,14.0,0.0,0.0,0.0,0.0
824857fffffffff,11.0,0.0,0.0,0.0,0.0
82485ffffffffff,253.0,0.0,0.0,0.0,0.0
824887fffffffff,454.0,0.0,0.0,0.0,0.0
82488ffffffffff,31.0,0.0,0.0,0.0,0.0
824897fffffffff,2290.0,0.0,0.0,2.0,0.0
82489ffffffffff,400.0,0.0,0.0,1.0,0.0
8248a7fffffffff,38.0,0.0,0.0,0.0,0.0
8248b7fffffffff,2164.0,0.0,0.0,72.0,0.0
8248c7fffffffff,131.0,0.0,0.0,14.0,0.0
8248cffffffffff,79.0,0.0,0.0,0.0,0.0
8248d7fffffffff,24.0,0.0,0.0,0.0,0.0
8248dffffffffff,336.0,0.0,0.0,10.0,0.0
8248e7fffffffff,2.0,0.0,0.0,0.0,0.0
8248effffffffff,335.0,0.0,0.0,2.0,0.0
8248f7fffffffff,3.0,0.0,0.0,0.0,0.0
82498ffffffffff,4.0,0.0,0.0,0.0,0.0
82499ffffffffff,8.0,0.0,0.0,3.0,0.0
8249affffffffff,1.0,0.0,0.0,0.0,0.0
824b37fffffffff,6.0,0.0,2.0,0.0,0.0
824b67fffffffff,3.0,0.0,0.0,0.0,0.0
824b77fffffffff,19.0,0.0,10.0,0.0,0.0
824b87fffffffff,15.0,0.0,0.0,0.0,0.0
824ba7fffffffff,307.0,0.0,16.0,0.0,0.0
824bb7fffffffff,58.0,0.0,0.0,0.0,0.0
82524ffffffffff,28.0,0.0,8.0,0.0,0.0
826337fffffffff,40.0,0.0,14.0,0.0,0.0
