cell_id,Turdus vanikorensis,Turdus vanikorensis rennellianus,Turdus vanikorensis mareensis,Turdus vanikorensis [vanikorensis Group],Turdus vanikorensis placens,Turdus vanikorensis efatensis
829e07fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
829e17fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
829ec7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
