cell_id,Pipilo erythrophthalmus,Pipilo erythrophthalmus erythrophthalmus/canaster,Pipilo erythrophthalmus alleni/rileyi
84260e9ffffffff,26.0,0.0,0.0
84260ebffffffff,79.0,3.0,0.0
84260edffffffff,13.0,0.0,0.0
8426193ffffffff,5.0,0.0,0.0
8426197ffffffff,11.0,0.0,0.0
8426203ffffffff,9.0,0.0,0.0
8426207ffffffff,2.0,0.0,0.0
842620bffffffff,2.0,0.0,0.0
842620dffffffff,2.0,0.0,0.0
8426213ffffffff,6.0,0.0,0.0
8426215ffffffff,2.0,0.0,0.0
8426217ffffffff,4.0,0.0,0.0
8426219ffffffff,458.0,0.0,0.0
842621bffffffff,64.0,0.0,0.0
842621dffffffff,17.0,0.0,0.0
8426223ffffffff,4.0,0.0,0.0
842622bffffffff,2.0,0.0,0.0
8426231ffffffff,10.0,0.0,0.0
8426233ffffffff,4.0,0.0,0.0
8426235ffffffff,1.0,0.0,0.0
8426237ffffffff,14.0,0.0,0.0
842623bffffffff,44.0,0.0,0.0
8426241ffffffff,4.0,0.0,0.0
8426243ffffffff,8.0,0.0,0.0
8426245ffffffff,9.0,0.0,0.0
8426249ffffffff,37.0,0.0,0.0
842624bffffffff,26.0,0.0,0.0
842624dffffffff,4.0,0.0,0.0
8426251ffffffff,2.0,0.0,0.0
8426253ffffffff,2.0,0.0,0.0
8426255ffffffff,6.0,0.0,0.0
8426257ffffffff,7.0,0.0,0.0
8426259ffffffff,17.0,0.0,0.0
842625bffffffff,4.0,0.0,0.0
842625dffffffff,5.0,0.0,0.0
8426261ffffffff,2.0,0.0,0.0
8426269ffffffff,24.0,0.0,0.0
842626bffffffff,5.0,0.0,0.0
842626dffffffff,2.0,0.0,0.0
8426281ffffffff,8.0,0.0,0.0
8426285ffffffff,2.0,0.0,0.0
8426289ffffffff,18.0,0.0,0.0
842628bffffffff,4.0,0.0,0.0
8426291ffffffff,77.0,1.0,0.0
8426293ffffffff,83.0,0.0,0.0
8426299ffffffff,8.0,0.0,0.0
842629bffffffff,6.0,0.0,0.0
84262a9ffffffff,2.0,0.0,0.0
84262abffffffff,3.0,0.0,0.0
84262b1ffffffff,18.0,0.0,0.0
84262b3ffffffff,129.0,0.0,0.0
84262b5ffffffff,12.0,0.0,0.0
84262b7ffffffff,53.0,0.0,0.0
84262b9ffffffff,4.0,0.0,0.0
84262bbffffffff,5.0,0.0,0.0
84262c1ffffffff,76.0,0.0,0.0
84262c3ffffffff,4.0,0.0,0.0
84262c5ffffffff,16.0,0.0,0.0
84262c7ffffffff,2.0,0.0,0.0
84262c9ffffffff,1210.0,0.0,0.0
84262cbffffffff,25.0,0.0,0.0
84262cdffffffff,512.0,0.0,0.0
84262d1ffffffff,86.0,0.0,0.0
84262d3ffffffff,3.0,0.0,0.0
84262d5ffffffff,7.0,0.0,0.0
84262d9ffffffff,255.0,0.0,0.0
84262dbffffffff,338.0,0.0,0.0
84262ddffffffff,217.0,0.0,0.0
84262e1ffffffff,5.0,0.0,0.0
84262e3ffffffff,3.0,0.0,0.0
84262e7ffffffff,12.0,0.0,0.0
84262e9ffffffff,2.0,0.0,0.0
84262ebffffffff,71.0,0.0,0.0
84262edffffffff,33.0,0.0,0.0
842631dffffffff,2.0,0.0,0.0
8426337ffffffff,1.0,0.0,0.0
8426355ffffffff,3.0,0.0,0.0
8426401ffffffff,36.0,0.0,0.0
8426403ffffffff,52.0,0.0,0.0
8426405ffffffff,233.0,0.0,0.0
8426407ffffffff,39.0,0.0,0.0
8426409ffffffff,275.0,0.0,0.0
842640bffffffff,3.0,0.0,0.0
842640dffffffff,640.0,0.0,0.0
8426411ffffffff,226.0,0.0,0.0
8426413ffffffff,69.0,0.0,0.0
8426415ffffffff,1035.0,0.0,0.0
8426417ffffffff,583.0,0.0,0.0
8426419ffffffff,21.0,0.0,0.0
842641bffffffff,78.0,0.0,0.0
842641dffffffff,282.0,0.0,0.0
8426421ffffffff,114.0,0.0,0.0
8426423ffffffff,136.0,0.0,0.0
8426425ffffffff,368.0,0.0,0.0
8426427ffffffff,79.0,0.0,0.0
8426429ffffffff,517.0,0.0,0.0
842642bffffffff,142.0,0.0,0.0
842642dffffffff,79.0,0.0,0.0
8426431ffffffff,192.0,0.0,0.0
8426433ffffffff,421.0,0.0,0.0
8426435ffffffff,29.0,0.0,0.0
8426437ffffffff,301.0,0.0,0.0
8426439ffffffff,635.0,0.0,0.0
842643bffffffff,497.0,0.0,0.0
842643dffffffff,154.0,0.0,0.0
8426441ffffffff,17.0,0.0,0.0
8426443ffffffff,34.0,0.0,0.0
8426445ffffffff,8.0,0.0,0.0
8426447ffffffff,4.0,0.0,0.0
8426449ffffffff,4.0,0.0,0.0
842644bffffffff,35.0,0.0,0.0
842644dffffffff,37.0,0.0,0.0
8426451ffffffff,2.0,0.0,0.0
8426453ffffffff,2.0,0.0,0.0
8426455ffffffff,58.0,0.0,0.0
8426457ffffffff,24.0,0.0,0.0
8426459ffffffff,71.0,0.0,0.0
842645bffffffff,12.0,0.0,0.0
842645dffffffff,49.0,0.0,0.0
8426461ffffffff,766.0,0.0,0.0
8426463ffffffff,2762.0,0.0,0.0
8426465ffffffff,12.0,0.0,0.0
8426467ffffffff,119.0,0.0,0.0
8426469ffffffff,31.0,0.0,0.0
842646bffffffff,243.0,0.0,0.0
842646dffffffff,48.0,0.0,0.0
8426481ffffffff,262.0,0.0,0.0
8426483ffffffff,57.0,0.0,0.0
8426485ffffffff,10.0,0.0,0.0
8426487ffffffff,114.0,0.0,0.0
8426489ffffffff,1125.0,0.0,0.0
842648bffffffff,203.0,0.0,0.0
842648dffffffff,71.0,0.0,0.0
8426491ffffffff,58.0,0.0,0.0
8426493ffffffff,1967.0,0.0,0.0
8426495ffffffff,537.0,0.0,0.0
8426497ffffffff,421.0,0.0,0.0
8426499ffffffff,18.0,0.0,0.0
842649bffffffff,398.0,0.0,0.0
842649dffffffff,129.0,0.0,0.0
84264a1ffffffff,71.0,0.0,0.0
84264a3ffffffff,78.0,0.0,0.0
84264a5ffffffff,76.0,0.0,0.0
84264a7ffffffff,1120.0,0.0,0.0
84264a9ffffffff,71.0,0.0,0.0
84264abffffffff,52.0,0.0,0.0
84264adffffffff,65.0,0.0,0.0
84264b1ffffffff,35.0,0.0,0.0
84264b3ffffffff,35.0,0.0,0.0
84264b5ffffffff,4.0,0.0,0.0
84264b7ffffffff,40.0,0.0,0.0
84264b9ffffffff,289.0,0.0,0.0
84264bbffffffff,440.0,0.0,0.0
84264bdffffffff,80.0,0.0,0.0
84264c1ffffffff,155.0,0.0,0.0
84264c3ffffffff,733.0,0.0,0.0
84264c5ffffffff,626.0,0.0,0.0
84264c7ffffffff,1178.0,0.0,0.0
84264c9ffffffff,24.0,0.0,0.0
84264cbffffffff,543.0,0.0,0.0
84264cdffffffff,40.0,0.0,0.0
84264d1ffffffff,2033.0,0.0,0.0
84264d3ffffffff,210.0,0.0,0.0
84264d5ffffffff,173.0,0.0,0.0
84264d7ffffffff,78.0,0.0,0.0
84264d9ffffffff,985.0,0.0,0.0
84264dbffffffff,1216.0,0.0,0.0
84264ddffffffff,360.0,0.0,0.0
84264e1ffffffff,75.0,0.0,0.0
84264e3ffffffff,43.0,0.0,0.0
84264e5ffffffff,433.0,0.0,0.0
84264e7ffffffff,42.0,0.0,0.0
84264e9ffffffff,16.0,0.0,0.0
84264ebffffffff,54.0,0.0,0.0
84264edffffffff,64.0,0.0,0.0
8426501ffffffff,186.0,0.0,0.0
8426503ffffffff,17.0,0.0,0.0
8426505ffffffff,131.0,0.0,0.0
8426507ffffffff,3.0,0.0,0.0
8426509ffffffff,88.0,0.0,0.0
842650bffffffff,135.0,0.0,0.0
842650dffffffff,222.0,0.0,0.0
8426511ffffffff,61.0,0.0,0.0
8426513ffffffff,41.0,0.0,0.0
8426515ffffffff,32.0,0.0,0.0
8426517ffffffff,20.0,0.0,0.0
8426519ffffffff,97.0,0.0,0.0
842651bffffffff,292.0,0.0,0.0
842651dffffffff,37.0,0.0,0.0
8426521ffffffff,86.0,0.0,0.0
8426523ffffffff,38.0,0.0,0.0
8426525ffffffff,22.0,0.0,0.0
8426527ffffffff,21.0,0.0,0.0
8426529ffffffff,49.0,0.0,0.0
842652bffffffff,355.0,0.0,0.0
842652dffffffff,52.0,0.0,0.0
8426531ffffffff,309.0,0.0,0.0
8426533ffffffff,542.0,0.0,0.0
8426535ffffffff,93.0,0.0,0.0
8426537ffffffff,64.0,0.0,0.0
8426539ffffffff,19.0,0.0,0.0
842653bffffffff,524.0,0.0,0.0
842653dffffffff,366.0,0.0,0.0
8426541ffffffff,24.0,0.0,0.0
8426543ffffffff,154.0,0.0,0.0
8426545ffffffff,30.0,0.0,0.0
8426547ffffffff,216.0,0.0,0.0
8426549ffffffff,43.0,0.0,0.0
842654bffffffff,166.0,0.0,0.0
842654dffffffff,42.0,0.0,0.0
8426551ffffffff,600.0,0.0,0.0
8426553ffffffff,67.0,0.0,0.0
8426555ffffffff,584.0,0.0,0.0
8426557ffffffff,260.0,0.0,0.0
8426559ffffffff,184.0,0.0,0.0
842655bffffffff,242.0,0.0,0.0
842655dffffffff,838.0,0.0,0.0
8426561ffffffff,272.0,0.0,0.0
8426563ffffffff,254.0,0.0,0.0
8426565ffffffff,289.0,0.0,0.0
8426567ffffffff,361.0,0.0,0.0
8426569ffffffff,75.0,0.0,0.0
842656bffffffff,9.0,0.0,0.0
842656dffffffff,155.0,0.0,0.0
8426581ffffffff,3.0,0.0,0.0
8426583ffffffff,5.0,0.0,0.0
8426585ffffffff,14.0,0.0,0.0
8426587ffffffff,56.0,0.0,0.0
8426589ffffffff,10.0,0.0,0.0
842658bffffffff,18.0,0.0,0.0
842658dffffffff,14.0,0.0,0.0
8426591ffffffff,7.0,0.0,0.0
8426593ffffffff,196.0,0.0,0.0
8426595ffffffff,2.0,0.0,0.0
8426597ffffffff,13.0,0.0,0.0
8426599ffffffff,310.0,0.0,0.0
842659bffffffff,2997.0,0.0,0.0
842659dffffffff,24.0,0.0,0.0
84265a1ffffffff,17.0,0.0,0.0
84265a3ffffffff,262.0,0.0,0.0
84265a5ffffffff,36.0,0.0,0.0
84265a7ffffffff,215.0,0.0,0.0
84265a9ffffffff,5.0,0.0,0.0
84265abffffffff,2.0,0.0,0.0
84265adffffffff,17.0,0.0,0.0
84265b1ffffffff,109.0,0.0,0.0
84265b3ffffffff,7.0,0.0,0.0
84265b5ffffffff,721.0,0.0,0.0
84265b7ffffffff,70.0,0.0,0.0
84265b9ffffffff,395.0,0.0,0.0
84265bbffffffff,33.0,0.0,0.0
84265bdffffffff,67.0,0.0,0.0
84265c1ffffffff,194.0,0.0,0.0
84265c3ffffffff,8.0,0.0,0.0
84265c5ffffffff,46.0,0.0,0.0
84265c7ffffffff,30.0,0.0,0.0
84265c9ffffffff,43.0,0.0,0.0
84265cbffffffff,48.0,0.0,0.0
84265cdffffffff,155.0,0.0,0.0
84265d3ffffffff,28.0,0.0,0.0
84265d5ffffffff,25.0,0.0,0.0
84265d7ffffffff,117.0,0.0,0.0
84265d9ffffffff,265.0,0.0,0.0
84265dbffffffff,328.0,0.0,0.0
84265ddffffffff,49.0,0.0,0.0
84265e1ffffffff,21.0,0.0,0.0
84265e3ffffffff,26.0,0.0,0.0
84265e5ffffffff,74.0,0.0,0.0
84265e7ffffffff,24.0,0.0,0.0
84265e9ffffffff,22.0,0.0,0.0
84265ebffffffff,53.0,0.0,0.0
84265edffffffff,69.0,0.0,0.0
8426601ffffffff,26.0,0.0,0.0
8426603ffffffff,98.0,0.0,0.0
8426605ffffffff,17.0,0.0,0.0
8426607ffffffff,392.0,0.0,0.0
8426609ffffffff,396.0,0.0,0.0
842660bffffffff,218.0,0.0,0.0
8426611ffffffff,133.0,0.0,0.0
8426613ffffffff,609.0,0.0,0.0
8426615ffffffff,62.0,0.0,0.0
8426617ffffffff,191.0,0.0,0.0
8426619ffffffff,143.0,0.0,0.0
842661bffffffff,2371.0,0.0,0.0
842661dffffffff,22.0,0.0,0.0
8426621ffffffff,249.0,0.0,0.0
8426623ffffffff,225.0,0.0,0.0
8426625ffffffff,318.0,0.0,0.0
8426627ffffffff,17.0,0.0,0.0
8426629ffffffff,247.0,0.0,0.0
842662bffffffff,272.0,0.0,0.0
842662dffffffff,269.0,0.0,0.0
8426631ffffffff,75.0,0.0,0.0
8426633ffffffff,13.0,0.0,0.0
8426635ffffffff,47.0,0.0,0.0
8426637ffffffff,7.0,0.0,0.0
8426639ffffffff,70.0,0.0,0.0
842663bffffffff,35.0,0.0,0.0
842663dffffffff,183.0,0.0,0.0
8426641ffffffff,1672.0,0.0,0.0
8426643ffffffff,41.0,0.0,0.0
8426645ffffffff,1911.0,0.0,0.0
8426647ffffffff,369.0,0.0,0.0
8426649ffffffff,1367.0,0.0,0.0
842664bffffffff,448.0,0.0,0.0
842664dffffffff,3033.0,0.0,0.0
8426651ffffffff,59.0,0.0,0.0
8426653ffffffff,10.0,0.0,0.0
8426655ffffffff,29.0,0.0,0.0
8426657ffffffff,369.0,0.0,0.0
8426659ffffffff,38.0,0.0,0.0
842665bffffffff,96.0,0.0,0.0
842665dffffffff,26.0,0.0,0.0
8426661ffffffff,144.0,0.0,0.0
8426663ffffffff,11.0,0.0,0.0
8426665ffffffff,386.0,0.0,0.0
8426667ffffffff,43.0,0.0,0.0
8426669ffffffff,1297.0,0.0,0.0
842666bffffffff,622.0,0.0,0.0
842666dffffffff,125.0,0.0,0.0
8426681ffffffff,275.0,0.0,0.0
8426683ffffffff,96.0,0.0,0.0
8426685ffffffff,128.0,0.0,0.0
8426687ffffffff,17.0,0.0,0.0
8426689ffffffff,931.0,1.0,0.0
842668bffffffff,1506.0,4.0,0.0
842668dffffffff,372.0,0.0,0.0
8426691ffffffff,52.0,0.0,0.0
8426693ffffffff,65.0,0.0,0.0
8426695ffffffff,132.0,0.0,0.0
8426697ffffffff,11.0,0.0,0.0
8426699ffffffff,53.0,0.0,0.0
842669bffffffff,160.0,3.0,0.0
842669dffffffff,113.0,0.0,0.0
84266a1ffffffff,540.0,0.0,0.0
84266a3ffffffff,214.0,0.0,0.0
84266a5ffffffff,188.0,0.0,0.0
84266a7ffffffff,67.0,0.0,0.0
84266a9ffffffff,258.0,0.0,0.0
84266abffffffff,58.0,0.0,0.0
84266adffffffff,425.0,0.0,0.0
84266b1ffffffff,96.0,0.0,0.0
84266b3ffffffff,93.0,0.0,0.0
84266b5ffffffff,199.0,0.0,0.0
84266b7ffffffff,731.0,0.0,0.0
84266b9ffffffff,88.0,0.0,0.0
84266bbffffffff,352.0,0.0,0.0
84266bdffffffff,40.0,0.0,0.0
84266c1ffffffff,695.0,0.0,0.0
84266c3ffffffff,88.0,0.0,0.0
84266c5ffffffff,3370.0,0.0,0.0
84266c7ffffffff,40.0,0.0,0.0
84266c9ffffffff,8.0,0.0,0.0
84266cbffffffff,85.0,0.0,0.0
84266cdffffffff,368.0,0.0,0.0
84266d1ffffffff,336.0,0.0,0.0
84266d3ffffffff,535.0,0.0,0.0
84266d5ffffffff,2704.0,2.0,0.0
84266d7ffffffff,272.0,0.0,0.0
84266d9ffffffff,31.0,0.0,0.0
84266dbffffffff,838.0,0.0,0.0
84266ddffffffff,65.0,0.0,0.0
84266e1ffffffff,603.0,0.0,0.0
84266e3ffffffff,218.0,0.0,0.0
84266e5ffffffff,10.0,0.0,0.0
84266e7ffffffff,137.0,0.0,0.0
84266e9ffffffff,204.0,0.0,0.0
84266ebffffffff,812.0,0.0,0.0
84266edffffffff,130.0,0.0,0.0
8426701ffffffff,2.0,0.0,0.0
8426703ffffffff,10.0,0.0,0.0
8426705ffffffff,111.0,0.0,0.0
8426707ffffffff,167.0,0.0,0.0
8426709ffffffff,14.0,0.0,0.0
842670bffffffff,32.0,0.0,0.0
842670dffffffff,21.0,0.0,0.0
8426711ffffffff,68.0,0.0,0.0
8426713ffffffff,47.0,0.0,0.0
8426717ffffffff,113.0,0.0,0.0
8426719ffffffff,350.0,0.0,0.0
842671bffffffff,123.0,0.0,0.0
842671dffffffff,28.0,0.0,0.0
8426721ffffffff,41.0,0.0,0.0
8426723ffffffff,194.0,0.0,0.0
8426725ffffffff,7.0,0.0,0.0
8426727ffffffff,19.0,0.0,0.0
8426729ffffffff,3.0,0.0,0.0
842672bffffffff,7.0,0.0,0.0
842672dffffffff,16.0,0.0,0.0
8426731ffffffff,49.0,0.0,0.0
8426733ffffffff,261.0,0.0,0.0
8426735ffffffff,135.0,0.0,0.0
8426737ffffffff,30.0,0.0,0.0
8426739ffffffff,11.0,0.0,0.0
842673bffffffff,17.0,0.0,0.0
842673dffffffff,45.0,0.0,0.0
8426741ffffffff,12.0,0.0,0.0
8426743ffffffff,92.0,0.0,0.0
8426745ffffffff,241.0,3.0,0.0
8426747ffffffff,85.0,1.0,0.0
8426749ffffffff,18.0,0.0,0.0
842674bffffffff,10.0,0.0,0.0
842674dffffffff,1.0,1.0,0.0
8426751ffffffff,6.0,0.0,0.0
8426753ffffffff,50.0,0.0,0.0
8426755ffffffff,12.0,0.0,0.0
8426757ffffffff,2.0,0.0,0.0
8426759ffffffff,74.0,0.0,0.0
842675bffffffff,129.0,0.0,0.0
842675dffffffff,41.0,0.0,0.0
8426761ffffffff,12.0,0.0,0.0
8426763ffffffff,6.0,0.0,0.0
8426765ffffffff,60.0,0.0,0.0
8426767ffffffff,14.0,0.0,0.0
842676bffffffff,25.0,0.0,0.0
842676dffffffff,19.0,0.0,0.0
8426c53ffffffff,5.0,0.0,0.0
8426c83ffffffff,58.0,0.0,0.0
8426c85ffffffff,28.0,0.0,0.0
8426c87ffffffff,78.0,0.0,0.0
8426c89ffffffff,222.0,0.0,0.0
8426c8bffffffff,2.0,0.0,0.0
8426c8dffffffff,5.0,0.0,0.0
8426c91ffffffff,21.0,0.0,0.0
8426c93ffffffff,90.0,0.0,0.0
8426c95ffffffff,10.0,0.0,0.0
8426c97ffffffff,14.0,0.0,0.0
8426c99ffffffff,7.0,0.0,0.0
8426c9bffffffff,50.0,0.0,0.0
8426c9dffffffff,48.0,0.0,0.0
8426ca1ffffffff,8.0,0.0,0.0
8426ca3ffffffff,2.0,0.0,0.0
8426ca5ffffffff,4.0,0.0,0.0
8426ca9ffffffff,2.0,0.0,0.0
8426cabffffffff,37.0,0.0,0.0
8426cb1ffffffff,2.0,0.0,0.0
8426cb3ffffffff,2.0,0.0,0.0
8426cb5ffffffff,10.0,0.0,0.0
8426cb9ffffffff,126.0,0.0,0.0
8426cbdffffffff,131.0,0.0,0.0
8426cd1ffffffff,44.0,0.0,0.0
8426cd3ffffffff,15.0,0.0,0.0
8426cd5ffffffff,4.0,0.0,0.0
8426cd7ffffffff,15.0,0.0,0.0
8426cd9ffffffff,5.0,0.0,0.0
8426cdbffffffff,2.0,0.0,0.0
8426ce3ffffffff,3.0,0.0,0.0
8426ce5ffffffff,2.0,0.0,0.0
8426d9bffffffff,5.0,0.0,0.0
8426d9dffffffff,1.0,0.0,0.0
8426dcbffffffff,3.0,0.0,0.0
8426ddbffffffff,6.0,0.0,0.0
8426e09ffffffff,8.0,0.0,0.0
8426e0bffffffff,22.0,0.0,0.0
8426e0dffffffff,2.0,0.0,0.0
8426e11ffffffff,7.0,0.0,0.0
8426e17ffffffff,3.0,0.0,0.0
8426e19ffffffff,25.0,0.0,0.0
8426e1bffffffff,29.0,0.0,0.0
8426e21ffffffff,15.0,0.0,0.0
8426e23ffffffff,4.0,0.0,0.0
8426e27ffffffff,2.0,0.0,0.0
8426e2bffffffff,2.0,0.0,0.0
8426e39ffffffff,5.0,0.0,0.0
8426e3bffffffff,2.0,0.0,0.0
8426e41ffffffff,3.0,0.0,0.0
8426e43ffffffff,126.0,0.0,0.0
8426e47ffffffff,24.0,0.0,0.0
8426e49ffffffff,4.0,0.0,0.0
8426e4bffffffff,19.0,0.0,0.0
8426e4dffffffff,16.0,0.0,0.0
8426e51ffffffff,62.0,0.0,0.0
8426e53ffffffff,19.0,0.0,0.0
8426e55ffffffff,47.0,0.0,0.0
8426e57ffffffff,48.0,0.0,0.0
8426e59ffffffff,55.0,0.0,0.0
8426e5bffffffff,522.0,0.0,0.0
8426e5dffffffff,183.0,0.0,0.0
8426e67ffffffff,2.0,0.0,0.0
8426e69ffffffff,1.0,0.0,0.0
8426e6bffffffff,4.0,0.0,0.0
8426e83ffffffff,6.0,0.0,0.0
8426e85ffffffff,7.0,0.0,0.0
8426e87ffffffff,1.0,0.0,0.0
8426e89ffffffff,2.0,0.0,0.0
8426e8bffffffff,5.0,0.0,0.0
8426e91ffffffff,6.0,0.0,0.0
8426e95ffffffff,20.0,0.0,0.0
8426e97ffffffff,63.0,0.0,0.0
8426e99ffffffff,91.0,0.0,0.0
8426e9bffffffff,26.0,0.0,0.0
8426e9dffffffff,113.0,0.0,0.0
8426ea9ffffffff,5.0,0.0,0.0
8426eabffffffff,4.0,0.0,0.0
8426eadffffffff,2.0,0.0,0.0
8426eb3ffffffff,2.0,0.0,0.0
8426eb9ffffffff,19.0,0.0,0.0
8426ebbffffffff,1.0,0.0,0.0
8426ec1ffffffff,3.0,0.0,0.0
8426ec3ffffffff,3.0,0.0,0.0
8426ec5ffffffff,3.0,0.0,0.0
8426ec9ffffffff,303.0,0.0,0.0
8426ecbffffffff,135.0,0.0,0.0
8426ecdffffffff,12.0,0.0,0.0
8426ed1ffffffff,178.0,0.0,0.0
8426ed3ffffffff,25.0,0.0,0.0
8426ed5ffffffff,37.0,0.0,0.0
8426ed7ffffffff,208.0,0.0,0.0
8426ed9ffffffff,140.0,0.0,0.0
8426edbffffffff,22.0,0.0,0.0
8426eddffffffff,331.0,0.0,0.0
8426ee1ffffffff,2.0,0.0,0.0
8426ee3ffffffff,49.0,0.0,0.0
8426ee9ffffffff,6.0,0.0,0.0
8426eedffffffff,27.0,0.0,0.0
8427021ffffffff,13.0,0.0,0.0
8427023ffffffff,8.0,0.0,0.0
8427025ffffffff,3.0,0.0,0.0
842702bffffffff,2.0,0.0,0.0
842702dffffffff,1.0,0.0,0.0
8427035ffffffff,44.0,0.0,0.0
842703dffffffff,4.0,0.0,0.0
8427085ffffffff,2.0,0.0,0.0
8427087ffffffff,2.0,0.0,0.0
8427093ffffffff,3.0,0.0,0.0
8427097ffffffff,41.0,0.0,0.0
8427099ffffffff,2.0,0.0,0.0
842709bffffffff,4.0,0.0,0.0
84270a3ffffffff,6.0,0.0,0.0
84270a9ffffffff,2.0,0.0,0.0
84270b3ffffffff,2.0,0.0,0.0
84270b5ffffffff,5.0,0.0,0.0
84270bbffffffff,2.0,0.0,0.0
8427103ffffffff,8.0,0.0,0.0
842710bffffffff,36.0,0.0,0.0
8427111ffffffff,1.0,0.0,0.0
8427117ffffffff,16.0,0.0,0.0
8427119ffffffff,4.0,0.0,0.0
842711bffffffff,3.0,0.0,0.0
842711dffffffff,4.0,0.0,0.0
8427121ffffffff,1.0,0.0,0.0
8427123ffffffff,1.0,0.0,0.0
8427125ffffffff,3.0,0.0,0.0
842712bffffffff,77.0,0.0,0.0
8427131ffffffff,15.0,0.0,0.0
8427133ffffffff,8.0,0.0,0.0
8427137ffffffff,21.0,0.0,0.0
8427139ffffffff,1.0,0.0,0.0
842713bffffffff,8.0,0.0,0.0
842713dffffffff,1.0,0.0,0.0
8427153ffffffff,2.0,0.0,0.0
8427157ffffffff,2.0,0.0,0.0
8427183ffffffff,2.0,0.0,0.0
8427189ffffffff,1.0,0.0,0.0
842718dffffffff,5.0,0.0,0.0
8427191ffffffff,4.0,0.0,0.0
8427193ffffffff,1.0,0.0,0.0
8427199ffffffff,1.0,0.0,0.0
842719dffffffff,13.0,0.0,0.0
84271abffffffff,23.0,0.0,0.0
84271c3ffffffff,2.0,0.0,0.0
84271c5ffffffff,4.0,0.0,0.0
84271c7ffffffff,13.0,0.0,0.0
84271c9ffffffff,20.0,0.0,0.0
84271d3ffffffff,2.0,0.0,0.0
84271d5ffffffff,4.0,0.0,0.0
84271d9ffffffff,1.0,0.0,0.0
84271ddffffffff,22.0,0.0,0.0
84271ebffffffff,6.0,0.0,0.0
84271edffffffff,8.0,0.0,0.0
8427401ffffffff,83.0,0.0,0.0
8427403ffffffff,2.0,0.0,0.0
8427405ffffffff,8.0,0.0,0.0
8427407ffffffff,149.0,0.0,0.0
8427409ffffffff,63.0,0.0,0.0
842740dffffffff,2.0,0.0,0.0
8427411ffffffff,179.0,0.0,0.0
8427413ffffffff,22.0,0.0,0.0
8427417ffffffff,66.0,0.0,0.0
8427419ffffffff,47.0,0.0,0.0
842741bffffffff,38.0,0.0,0.0
842741dffffffff,292.0,0.0,0.0
8427421ffffffff,32.0,0.0,0.0
8427423ffffffff,70.0,0.0,0.0
8427425ffffffff,11.0,0.0,0.0
8427427ffffffff,6.0,0.0,0.0
8427429ffffffff,82.0,0.0,0.0
842742bffffffff,3.0,0.0,0.0
842742dffffffff,15.0,0.0,0.0
8427431ffffffff,124.0,0.0,0.0
8427435ffffffff,125.0,0.0,0.0
8427437ffffffff,195.0,0.0,0.0
8427439ffffffff,29.0,0.0,0.0
842743dffffffff,17.0,0.0,0.0
