cell_id,Parus cinereus,Parus cinereus [cinereus Group],Parus cinereus [minor Group],Parus cinereus commixtus,Parus cinereus amamiensis,Parus cinereus okinawae,Parus cinereus nigriloris
832e65fffffffff,6.0,0.0,6.0,0.0,0.0,0.0,0.0
832e66fffffffff,14.0,0.0,14.0,0.0,0.0,0.0,0.0
832e68fffffffff,484.0,0.0,484.0,0.0,0.0,0.0,0.0
832e69fffffffff,34.0,0.0,34.0,0.0,0.0,0.0,0.0
832e6bfffffffff,15.0,0.0,15.0,0.0,0.0,0.0,0.0
832e6cfffffffff,25.0,0.0,25.0,0.0,0.0,0.0,0.0
832e6dfffffffff,99.0,0.0,99.0,0.0,0.0,0.0,0.0
832e6efffffffff,9.0,0.0,9.0,0.0,0.0,0.0,0.0
832e70fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
832e71fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
832e72fffffffff,13.0,0.0,13.0,0.0,0.0,0.0,0.0
832e74fffffffff,131.0,0.0,131.0,0.0,0.0,0.0,0.0
832e75fffffffff,636.0,0.0,636.0,0.0,0.0,0.0,0.0
832e76fffffffff,18.0,0.0,18.0,0.0,0.0,0.0,0.0
832e88fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
832ea8fffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
832ea9fffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
832eacfffffffff,275.0,0.0,275.0,0.0,0.0,0.0,0.0
832eadfffffffff,245.0,0.0,245.0,0.0,0.0,0.0,0.0
832ec1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832ec2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832ec8fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832ec9fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
832ecbfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
832ecdfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832ed9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832edafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832eebfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832ef4fffffffff,6.0,0.0,6.0,0.0,0.0,0.0,0.0
832ef5fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
832ef6fffffffff,10.0,0.0,10.0,0.0,0.0,0.0,0.0
832f43fffffffff,17.0,0.0,17.0,0.0,0.0,0.0,0.0
832f58fffffffff,15.0,0.0,15.0,0.0,0.0,0.0,0.0
832f59fffffffff,6.0,0.0,6.0,0.0,0.0,0.0,0.0
832f5afffffffff,1091.0,0.0,1091.0,0.0,0.0,0.0,0.0
832f5bfffffffff,573.0,0.0,573.0,0.0,0.0,0.0,0.0
832f5dfffffffff,70.0,0.0,70.0,0.0,0.0,0.0,0.0
833000fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
833004fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833005fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833006fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
833010fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833011fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
833012fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833015fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833019fffffffff,104.0,0.0,2.0,0.0,0.0,0.0,0.0
833020fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833021fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833025fffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0
83302bfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
83302cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83302efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833030fffffffff,76.0,0.0,25.0,0.0,0.0,0.0,0.0
833032fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833034fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833036fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833080fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833081fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
833082fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833083fffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0
833084fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83308efffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
833090fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833091fffffffff,105.0,0.0,0.0,0.0,0.0,0.0,0.0
833092fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833096fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
833098fffffffff,438.0,0.0,0.0,0.0,0.0,0.0,0.0
833099fffffffff,269.0,0.0,0.0,0.0,0.0,0.0,0.0
83309afffffffff,547.0,0.0,4.0,0.0,0.0,0.0,0.0
83309bfffffffff,526.0,0.0,5.0,0.0,0.0,0.0,0.0
83309dfffffffff,141.0,0.0,0.0,0.0,0.0,0.0,0.0
83309efffffffff,45.0,0.0,1.0,0.0,0.0,0.0,0.0
8330a1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8330a2fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8330a3fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8330acfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8330b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8330b1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8330b5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8330c0fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8330c1fffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0
8330c2fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8330c3fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8330c4fffffffff,166.0,0.0,0.0,0.0,0.0,0.0,0.0
8330c5fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8330c6fffffffff,173.0,0.0,0.0,0.0,0.0,0.0,0.0
8330cbfffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8330ccfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8330cefffffffff,11.0,0.0,1.0,0.0,0.0,0.0,0.0
8330d0fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8330d1fffffffff,97.0,0.0,0.0,0.0,0.0,0.0,0.0
8330d3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8330d4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8330d5fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8330d9fffffffff,27.0,0.0,27.0,0.0,0.0,0.0,0.0
8330dbfffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
8330ddfffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
8330e0fffffffff,571.0,0.0,0.0,0.0,0.0,0.0,0.0
8330e1fffffffff,757.0,0.0,3.0,0.0,0.0,0.0,0.0
8330e2fffffffff,167.0,0.0,0.0,0.0,0.0,0.0,0.0
8330e3fffffffff,391.0,0.0,0.0,0.0,0.0,0.0,0.0
8330e4fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8330e5fffffffff,208.0,0.0,0.0,0.0,0.0,0.0,0.0
8330e8fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8330eafffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8330ecfffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
8330eefffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
8330f3fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
833108fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833113fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
833119fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83311bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833142fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833144fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833145fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833146fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833150fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833155fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833159fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83315bfffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
833163fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83316cfffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0
83316dfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83316efffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0
833170fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833176fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
833181fffffffff,83.0,0.0,4.0,0.0,0.0,0.0,0.0
833182fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833185fffffffff,979.0,0.0,97.0,0.0,0.0,0.0,0.0
833188fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83318cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83318dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
833190fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
833191fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833192fffffffff,28.0,0.0,1.0,0.0,0.0,0.0,0.0
833196fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833199fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83319dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8331a1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8331a3fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8331a8fffffffff,196.0,0.0,12.0,0.0,0.0,0.0,0.0
8331aafffffffff,1128.0,0.0,102.0,0.0,0.0,0.0,0.0
8331abfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8331aefffffffff,42.0,0.0,3.0,0.0,0.0,0.0,0.0
8331b4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833c02fffffffff,969.0,968.0,0.0,0.0,0.0,0.0,0.0
833c03fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
833c06fffffffff,20.0,20.0,0.0,0.0,0.0,0.0,0.0
833c09fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833c0afffffffff,22.0,22.0,0.0,0.0,0.0,0.0,0.0
833c0cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
833c0dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833c11fffffffff,14.0,14.0,0.0,0.0,0.0,0.0,0.0
833c13fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
833c14fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
833c15fffffffff,344.0,344.0,0.0,0.0,0.0,0.0,0.0
833c18fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
833c19fffffffff,126.0,126.0,0.0,0.0,0.0,0.0,0.0
833c1afffffffff,13.0,13.0,0.0,0.0,0.0,0.0,0.0
833c1bfffffffff,88.0,88.0,0.0,0.0,0.0,0.0,0.0
833c1cfffffffff,185.0,185.0,0.0,0.0,0.0,0.0,0.0
833c1dfffffffff,52.0,52.0,0.0,0.0,0.0,0.0,0.0
833c1efffffffff,55.0,55.0,0.0,0.0,0.0,0.0,0.0
833c30fffffffff,24.0,24.0,0.0,0.0,0.0,0.0,0.0
833c31fffffffff,21.0,21.0,0.0,0.0,0.0,0.0,0.0
833c32fffffffff,13.0,13.0,0.0,0.0,0.0,0.0,0.0
833c33fffffffff,228.0,228.0,0.0,0.0,0.0,0.0,0.0
833c34fffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
833c36fffffffff,150.0,150.0,0.0,0.0,0.0,0.0,0.0
833c42fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
833c43fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
833c51fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833c52fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
833c53fffffffff,14.0,14.0,0.0,0.0,0.0,0.0,0.0
833c54fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833c56fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833c58fffffffff,40.0,40.0,0.0,0.0,0.0,0.0,0.0
833c5afffffffff,253.0,253.0,0.0,0.0,0.0,0.0,0.0
833c5cfffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
833c5efffffffff,23.0,23.0,0.0,0.0,0.0,0.0,0.0
833c68fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
833c69fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833c6afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833c6efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833c70fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833c72fffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0
833c73fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833c82fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
833c83fffffffff,11.0,11.0,0.0,0.0,0.0,0.0,0.0
833c84fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
833c88fffffffff,74.0,74.0,0.0,0.0,0.0,0.0,0.0
833c89fffffffff,63.0,63.0,0.0,0.0,0.0,0.0,0.0
833c8cfffffffff,26.0,26.0,0.0,0.0,0.0,0.0,0.0
833c8dfffffffff,80.0,80.0,0.0,0.0,0.0,0.0,0.0
833c90fffffffff,115.0,115.0,0.0,0.0,0.0,0.0,0.0
833c92fffffffff,79.0,79.0,0.0,0.0,0.0,0.0,0.0
833c94fffffffff,177.0,177.0,0.0,0.0,0.0,0.0,0.0
833c95fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
833c96fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
833ca0fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
833ca2fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
833ca3fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
833ca4fffffffff,72.0,72.0,0.0,0.0,0.0,0.0,0.0
833ca5fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
833ca6fffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
833ca9fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
833caefffffffff,11.0,11.0,0.0,0.0,0.0,0.0,0.0
833cb0fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
833cb1fffffffff,26.0,26.0,0.0,0.0,0.0,0.0,0.0
833cb2fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
833cb3fffffffff,14.0,14.0,0.0,0.0,0.0,0.0,0.0
833cb4fffffffff,146.0,146.0,0.0,0.0,0.0,0.0,0.0
833cb5fffffffff,626.0,626.0,0.0,0.0,0.0,0.0,0.0
833cb6fffffffff,65.0,65.0,0.0,0.0,0.0,0.0,0.0
833cc0fffffffff,12.0,12.0,0.0,0.0,0.0,0.0,0.0
833cc2fffffffff,33.0,33.0,0.0,0.0,0.0,0.0,0.0
833cc4fffffffff,327.0,327.0,0.0,0.0,0.0,0.0,0.0
833cc5fffffffff,66.0,66.0,0.0,0.0,0.0,0.0,0.0
833cc6fffffffff,107.0,107.0,0.0,0.0,0.0,0.0,0.0
833ccbfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833cccfffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
833cd1fffffffff,24.0,24.0,0.0,0.0,0.0,0.0,0.0
833cd4fffffffff,18.0,18.0,0.0,0.0,0.0,0.0,0.0
833cd5fffffffff,24.0,24.0,0.0,0.0,0.0,0.0,0.0
833cd8fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
833cdbfffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
833cdcfffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
833cddfffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
833cdefffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
833ce0fffffffff,85.0,85.0,0.0,0.0,0.0,0.0,0.0
833ce1fffffffff,1946.0,1946.0,0.0,0.0,0.0,0.0,0.0
833ce2fffffffff,7.0,7.0,0.0,0.0,0.0,0.0,0.0
833ce3fffffffff,12.0,12.0,0.0,0.0,0.0,0.0,0.0
833ce4fffffffff,185.0,185.0,0.0,0.0,0.0,0.0,0.0
833ce5fffffffff,154.0,154.0,0.0,0.0,0.0,0.0,0.0
833ce8fffffffff,20.0,20.0,0.0,0.0,0.0,0.0,0.0
833cecfffffffff,868.0,868.0,0.0,0.0,0.0,0.0,0.0
833cedfffffffff,135.0,134.0,0.0,0.0,0.0,0.0,0.0
833cf0fffffffff,190.0,190.0,0.0,0.0,0.0,0.0,0.0
833cf1fffffffff,283.0,283.0,0.0,0.0,0.0,0.0,0.0
833cf2fffffffff,470.0,469.0,0.0,0.0,0.0,0.0,0.0
833cf3fffffffff,109.0,109.0,0.0,0.0,0.0,0.0,0.0
833cf4fffffffff,63.0,63.0,0.0,0.0,0.0,0.0,0.0
833cf5fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
833cf6fffffffff,24.0,24.0,0.0,0.0,0.0,0.0,0.0
833d00fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
833d04fffffffff,653.0,653.0,0.0,0.0,0.0,0.0,0.0
833d06fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
833d10fffffffff,5097.0,5095.0,0.0,0.0,0.0,0.0,0.0
833d11fffffffff,56.0,56.0,0.0,0.0,0.0,0.0,0.0
833d13fffffffff,2608.0,2607.0,0.0,0.0,0.0,0.0,0.0
833d14fffffffff,237.0,237.0,0.0,0.0,0.0,0.0,0.0
833d15fffffffff,225.0,225.0,0.0,0.0,0.0,0.0,0.0
833d16fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
833d1afffffffff,57.0,57.0,0.0,0.0,0.0,0.0,0.0
833d1efffffffff,364.0,364.0,0.0,0.0,0.0,0.0,0.0
833d22fffffffff,141.0,141.0,0.0,0.0,0.0,0.0,0.0
833d26fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
833d30fffffffff,308.0,308.0,0.0,0.0,0.0,0.0,0.0
833d31fffffffff,34.0,34.0,0.0,0.0,0.0,0.0,0.0
833d32fffffffff,60.0,60.0,0.0,0.0,0.0,0.0,0.0
833d33fffffffff,470.0,470.0,0.0,0.0,0.0,0.0,0.0
833d34fffffffff,694.0,694.0,0.0,0.0,0.0,0.0,0.0
833d35fffffffff,411.0,411.0,0.0,0.0,0.0,0.0,0.0
833d36fffffffff,161.0,161.0,0.0,0.0,0.0,0.0,0.0
833d80fffffffff,35.0,35.0,0.0,0.0,0.0,0.0,0.0
833d83fffffffff,15.0,15.0,0.0,0.0,0.0,0.0,0.0
833d84fffffffff,494.0,494.0,0.0,0.0,0.0,0.0,0.0
833d85fffffffff,14.0,14.0,0.0,0.0,0.0,0.0,0.0
833d86fffffffff,116.0,116.0,0.0,0.0,0.0,0.0,0.0
833d89fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
833d8cfffffffff,36.0,36.0,0.0,0.0,0.0,0.0,0.0
833d8dfffffffff,265.0,265.0,0.0,0.0,0.0,0.0,0.0
833d90fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
833d91fffffffff,62.0,62.0,0.0,0.0,0.0,0.0,0.0
833d92fffffffff,231.0,231.0,0.0,0.0,0.0,0.0,0.0
833d93fffffffff,193.0,193.0,0.0,0.0,0.0,0.0,0.0
833d95fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
833d96fffffffff,51.0,51.0,0.0,0.0,0.0,0.0,0.0
833d98fffffffff,129.0,129.0,0.0,0.0,0.0,0.0,0.0
833d99fffffffff,121.0,121.0,0.0,0.0,0.0,0.0,0.0
833d9afffffffff,160.0,160.0,0.0,0.0,0.0,0.0,0.0
833d9bfffffffff,744.0,744.0,0.0,0.0,0.0,0.0,0.0
833d9dfffffffff,508.0,508.0,0.0,0.0,0.0,0.0,0.0
833d9efffffffff,624.0,624.0,0.0,0.0,0.0,0.0,0.0
833da1fffffffff,809.0,809.0,0.0,0.0,0.0,0.0,0.0
833da2fffffffff,227.0,227.0,0.0,0.0,0.0,0.0,0.0
833da3fffffffff,59.0,59.0,0.0,0.0,0.0,0.0,0.0
833da5fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
833da6fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
833da9fffffffff,186.0,186.0,0.0,0.0,0.0,0.0,0.0
833dabfffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
833dacfffffffff,14.0,14.0,0.0,0.0,0.0,0.0,0.0
833dadfffffffff,3113.0,3113.0,0.0,0.0,0.0,0.0,0.0
833db0fffffffff,18.0,18.0,0.0,0.0,0.0,0.0,0.0
833db1fffffffff,63.0,63.0,0.0,0.0,0.0,0.0,0.0
833db2fffffffff,69.0,69.0,0.0,0.0,0.0,0.0,0.0
833db3fffffffff,285.0,285.0,0.0,0.0,0.0,0.0,0.0
833db5fffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
833db6fffffffff,132.0,132.0,0.0,0.0,0.0,0.0,0.0
834001fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
834003fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
834004fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
834005fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
834008fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
834009fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83400afffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83400cfffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
834012fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
834013fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
834018fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
834019fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83401afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83401dfffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
834020fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
834022fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
834026fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83402afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83402dfffffffff,212.0,0.0,0.0,0.0,0.0,0.0,0.0
83402efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
834030fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
834032fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
834034fffffffff,26.0,0.0,0.0,1.0,0.0,0.0,0.0
834036fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
834040fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
834041fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
834043fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
