cell_id,Vireo cassinii,Vireo cassinii cassinii,Vireo cassinii lucasanus
8426963ffffffff,4.0,0.0,0.0
8426969ffffffff,6.0,0.0,0.0
842696bffffffff,4.0,0.0,0.0
8426983ffffffff,5.0,0.0,0.0
8426987ffffffff,12.0,0.0,0.0
8426989ffffffff,10.0,0.0,0.0
8426991ffffffff,9.0,0.0,0.0
8426997ffffffff,2.0,0.0,0.0
842699bffffffff,2.0,0.0,0.0
84269a1ffffffff,1.0,0.0,0.0
84269a9ffffffff,2.0,0.0,0.0
84269c1ffffffff,3.0,0.0,0.0
84269c5ffffffff,8.0,0.0,0.0
84269cdffffffff,24.0,0.0,0.0
84269d5ffffffff,5.0,0.0,0.0
84269d7ffffffff,6.0,0.0,0.0
84269ddffffffff,1.0,0.0,0.0
84269edffffffff,2.0,0.0,0.0
8426a15ffffffff,2.0,0.0,0.0
8426a19ffffffff,3.0,0.0,0.0
8426a87ffffffff,10.0,0.0,0.0
8426a91ffffffff,2.0,0.0,0.0
8426a95ffffffff,6.0,0.0,0.0
8426a97ffffffff,2.0,0.0,0.0
8426a9dffffffff,3.0,0.0,0.0
8426aa5ffffffff,12.0,0.0,0.0
8426aa7ffffffff,2.0,0.0,0.0
8426aa9ffffffff,11.0,0.0,0.0
8426aabffffffff,2.0,0.0,0.0
8426aadffffffff,8.0,0.0,0.0
8426ab3ffffffff,8.0,0.0,0.0
8426ab5ffffffff,2.0,0.0,0.0
8426ab7ffffffff,12.0,0.0,0.0
8426abbffffffff,2.0,0.0,0.0
8426ac5ffffffff,10.0,0.0,0.0
8426ae1ffffffff,1.0,0.0,0.0
8426ae3ffffffff,5.0,0.0,0.0
8426ae7ffffffff,3.0,0.0,0.0
8426b23ffffffff,2.0,0.0,0.0
8426b3dffffffff,2.0,0.0,0.0
8426b61ffffffff,5.0,0.0,0.0
8426b63ffffffff,3.0,0.0,0.0
8426b69ffffffff,9.0,0.0,0.0
8426d39ffffffff,2.0,0.0,0.0
8426d41ffffffff,2.0,0.0,0.0
8426d43ffffffff,2.0,0.0,0.0
8426d45ffffffff,2.0,0.0,0.0
8426d47ffffffff,3.0,0.0,0.0
8426d49ffffffff,3.0,0.0,0.0
8426d4bffffffff,30.0,0.0,0.0
8426d59ffffffff,4.0,0.0,0.0
8426d5dffffffff,2.0,0.0,0.0
8426d6bffffffff,1.0,0.0,0.0
8426d8dffffffff,2.0,0.0,0.0
8426de7ffffffff,5.0,0.0,0.0
8426f25ffffffff,9.0,0.0,0.0
8426f27ffffffff,14.0,0.0,0.0
8426f29ffffffff,7.0,0.0,0.0
8426f2bffffffff,7.0,0.0,0.0
8426f2dffffffff,14.0,0.0,0.0
8427861ffffffff,2.0,0.0,0.0
8427905ffffffff,15.0,0.0,0.0
8427927ffffffff,12.0,0.0,0.0
842792bffffffff,7.0,0.0,0.0
8427937ffffffff,2.0,0.0,0.0
842793dffffffff,2.0,0.0,0.0
8427969ffffffff,2.0,0.0,0.0
8427995ffffffff,2.0,0.0,0.0
8427997ffffffff,1.0,0.0,0.0
8428021ffffffff,3.0,0.0,0.0
8428023ffffffff,27.0,0.0,0.0
842802bffffffff,12.0,0.0,0.0
8428063ffffffff,9.0,0.0,0.0
8428065ffffffff,2.0,0.0,0.0
842806bffffffff,2.0,0.0,0.0
842810bffffffff,2.0,0.0,0.0
8428111ffffffff,5.0,5.0,0.0
8428119ffffffff,3.0,0.0,0.0
8428131ffffffff,2.0,0.0,0.0
8428149ffffffff,9.0,2.0,0.0
8428151ffffffff,10.0,0.0,0.0
8428153ffffffff,5.0,0.0,0.0
8428155ffffffff,2.0,0.0,0.0
8428157ffffffff,20.0,0.0,0.0
8428159ffffffff,1.0,0.0,0.0
8428183ffffffff,1.0,0.0,0.0
84281a3ffffffff,2.0,0.0,0.0
84281b5ffffffff,2.0,0.0,0.0
84281c9ffffffff,5.0,0.0,0.0
84281e5ffffffff,24.0,0.0,0.0
84281e9ffffffff,5.0,0.0,0.0
84281edffffffff,24.0,0.0,0.0
8428301ffffffff,8.0,0.0,0.0
8428303ffffffff,36.0,2.0,0.0
8428305ffffffff,20.0,0.0,0.0
8428307ffffffff,19.0,0.0,0.0
8428309ffffffff,39.0,2.0,0.0
842830bffffffff,6.0,0.0,0.0
842830dffffffff,50.0,0.0,0.0
8428315ffffffff,2.0,0.0,0.0
8428317ffffffff,2.0,0.0,0.0
842831dffffffff,8.0,0.0,0.0
8428321ffffffff,5.0,0.0,0.0
8428323ffffffff,4.0,0.0,0.0
8428327ffffffff,9.0,2.0,0.0
8428329ffffffff,2.0,0.0,0.0
842832bffffffff,20.0,0.0,0.0
842833bffffffff,5.0,0.0,0.0
8428341ffffffff,32.0,0.0,0.0
8428343ffffffff,82.0,0.0,0.0
8428347ffffffff,8.0,0.0,0.0
842834dffffffff,7.0,0.0,0.0
8428357ffffffff,2.0,0.0,0.0
8428361ffffffff,12.0,0.0,0.0
8428363ffffffff,59.0,0.0,0.0
8428365ffffffff,4.0,0.0,0.0
8428367ffffffff,14.0,0.0,0.0
8428801ffffffff,3.0,0.0,0.0
8428803ffffffff,2.0,0.0,0.0
8428809ffffffff,5.0,0.0,0.0
8428841ffffffff,29.0,0.0,0.0
8428843ffffffff,17.0,0.0,0.0
8428845ffffffff,10.0,0.0,0.0
8428847ffffffff,125.0,0.0,0.0
8428887ffffffff,4.0,0.0,0.0
842888dffffffff,1.0,0.0,0.0
8428893ffffffff,2.0,0.0,0.0
842889bffffffff,1.0,0.0,0.0
84288c5ffffffff,25.0,3.0,0.0
84288c7ffffffff,1.0,0.0,0.0
8428967ffffffff,4.0,0.0,0.0
842896bffffffff,2.0,0.0,0.0
8428987ffffffff,2.0,2.0,0.0
842898dffffffff,16.0,0.0,0.0
84289b1ffffffff,2.0,0.0,0.0
84289b5ffffffff,4.0,0.0,0.0
84289c1ffffffff,1.0,0.0,0.0
84289e3ffffffff,2.0,0.0,0.0
8428a19ffffffff,3.0,0.0,0.0
8428a23ffffffff,2.0,0.0,0.0
8428a35ffffffff,2.0,0.0,0.0
8428a37ffffffff,4.0,0.0,0.0
8428a91ffffffff,1.0,0.0,0.0
8428a93ffffffff,8.0,0.0,0.0
8428aa5ffffffff,2.0,0.0,0.0
8428aa9ffffffff,5.0,0.0,0.0
8428abbffffffff,2.0,0.0,0.0
8428ad1ffffffff,2.0,0.0,0.0
8428adbffffffff,4.0,0.0,0.0
8428addffffffff,4.0,0.0,0.0
8428ae1ffffffff,12.0,0.0,0.0
8428b07ffffffff,6.0,0.0,0.0
8428b13ffffffff,4.0,0.0,0.0
8428b1dffffffff,3.0,0.0,0.0
8428b61ffffffff,2.0,2.0,0.0
8428b65ffffffff,5.0,0.0,0.0
8428b6dffffffff,3.0,3.0,0.0
8428d05ffffffff,2.0,0.0,0.0
8428d13ffffffff,2.0,0.0,0.0
8428d1bffffffff,22.0,3.0,0.0
8428d33ffffffff,2.0,0.0,0.0
8428d45ffffffff,2.0,0.0,0.0
8428d59ffffffff,2.0,0.0,0.0
8428d5dffffffff,12.0,0.0,0.0
8428d67ffffffff,2.0,0.0,0.0
8428d89ffffffff,15.0,0.0,0.0
8428d8bffffffff,2.0,0.0,0.0
8428d97ffffffff,8.0,0.0,0.0
8428dc5ffffffff,2.0,0.0,0.0
8428dc7ffffffff,7.0,0.0,0.0
8428dd5ffffffff,2.0,0.0,0.0
8428de9ffffffff,2.0,0.0,0.0
8428dedffffffff,1.0,0.0,0.0
8428f01ffffffff,15.0,0.0,0.0
8428f1dffffffff,1.0,0.0,0.0
8428f27ffffffff,8.0,2.0,0.0
8428f33ffffffff,2.0,0.0,0.0
8428f37ffffffff,7.0,0.0,0.0
8428f43ffffffff,1.0,0.0,0.0
8428f4bffffffff,2.0,0.0,0.0
8428f51ffffffff,1.0,0.0,0.0
8428f55ffffffff,4.0,0.0,0.0
8428f59ffffffff,2.0,0.0,0.0
8428f5dffffffff,2.0,0.0,0.0
8428f61ffffffff,3.0,0.0,0.0
8428f67ffffffff,2.0,0.0,0.0
8429127ffffffff,1.0,0.0,0.0
84291a5ffffffff,2.0,0.0,0.0
84291a7ffffffff,8.0,0.0,0.0
842981bffffffff,3.0,0.0,0.0
8429841ffffffff,5.0,0.0,0.0
842984dffffffff,3.0,0.0,0.0
8429851ffffffff,2.0,0.0,0.0
8429853ffffffff,2.0,0.0,0.0
8429855ffffffff,1.0,0.0,0.0
8429863ffffffff,5.0,0.0,0.0
8429869ffffffff,5.0,0.0,0.0
842986bffffffff,3.0,0.0,0.0
8429891ffffffff,4.0,0.0,0.0
8429895ffffffff,2.0,0.0,0.0
842989bffffffff,4.0,1.0,0.0
84298b7ffffffff,4.0,0.0,0.0
84298c1ffffffff,6.0,0.0,0.0
84298c9ffffffff,26.0,0.0,0.0
84298cbffffffff,133.0,2.0,0.0
84298cdffffffff,24.0,0.0,0.0
84298d1ffffffff,1.0,0.0,0.0
84298d7ffffffff,5.0,0.0,0.0
84298dbffffffff,2.0,0.0,0.0
84298ddffffffff,23.0,0.0,0.0
8429907ffffffff,3.0,0.0,0.0
842990bffffffff,1.0,0.0,0.0
8429951ffffffff,4.0,0.0,0.0
8429953ffffffff,2.0,0.0,0.0
8429995ffffffff,2.0,0.0,0.0
8429997ffffffff,1.0,0.0,0.0
84299bbffffffff,6.0,0.0,0.0
84299bdffffffff,4.0,0.0,0.0
8429a01ffffffff,36.0,0.0,0.0
8429a03ffffffff,4.0,0.0,0.0
8429a05ffffffff,14.0,0.0,0.0
8429a09ffffffff,34.0,0.0,0.0
8429a0bffffffff,36.0,0.0,0.0
8429a11ffffffff,56.0,0.0,0.0
8429a15ffffffff,7.0,1.0,0.0
8429a19ffffffff,1.0,0.0,0.0
8429a1bffffffff,1.0,0.0,0.0
8429a1dffffffff,52.0,0.0,0.0
8429a23ffffffff,4.0,0.0,0.0
8429a31ffffffff,2.0,0.0,0.0
8429a3bffffffff,4.0,0.0,0.0
8429a41ffffffff,44.0,3.0,0.0
8429a43ffffffff,10.0,0.0,0.0
8429a45ffffffff,6.0,0.0,0.0
8429a47ffffffff,19.0,0.0,0.0
8429a4dffffffff,20.0,0.0,0.0
8429a55ffffffff,7.0,0.0,0.0
8429a57ffffffff,79.0,0.0,0.0
8429a59ffffffff,3.0,0.0,0.0
8429a63ffffffff,2.0,0.0,0.0
8429a65ffffffff,2.0,0.0,0.0
8429a69ffffffff,32.0,0.0,0.0
8429a6bffffffff,10.0,2.0,0.0
8429a6dffffffff,16.0,0.0,0.0
8429a85ffffffff,2.0,0.0,0.0
8429a97ffffffff,2.0,0.0,0.0
8429aa7ffffffff,5.0,0.0,0.0
8429aadffffffff,2.0,0.0,0.0
8429ab7ffffffff,2.0,0.0,0.0
8429abdffffffff,2.0,0.0,0.0
8429ac3ffffffff,2.0,0.0,0.0
8429ac9ffffffff,5.0,0.0,0.0
8429acdffffffff,4.0,0.0,0.0
8429ad1ffffffff,3.0,0.0,0.0
8429addffffffff,3.0,0.0,0.0
8429ae3ffffffff,4.0,0.0,0.0
8429aedffffffff,2.0,0.0,0.0
8429b01ffffffff,1.0,0.0,0.0
8429b03ffffffff,2.0,0.0,0.0
8429b09ffffffff,7.0,0.0,0.0
8429b0bffffffff,10.0,0.0,0.0
8429b11ffffffff,2.0,0.0,0.0
8429b13ffffffff,2.0,0.0,0.0
8429b15ffffffff,2.0,0.0,0.0
8429b25ffffffff,7.0,0.0,0.0
8429b29ffffffff,1.0,0.0,0.0
8429b2dffffffff,14.0,0.0,0.0
8429b55ffffffff,1.0,0.0,0.0
8429b5dffffffff,6.0,0.0,0.0
8429b61ffffffff,13.0,1.0,0.0
8429b65ffffffff,16.0,0.0,0.0
8429b67ffffffff,3.0,0.0,0.0
8429b6bffffffff,65.0,2.0,0.0
842a349ffffffff,4.0,0.0,0.0
84446cbffffffff,2.0,0.0,0.0
84446d3ffffffff,14.0,0.0,0.0
84446edffffffff,4.0,0.0,0.0
84480adffffffff,3.0,0.0,0.0
8448233ffffffff,6.0,0.0,6.0
84482b1ffffffff,1.0,1.0,0.0
84482e5ffffffff,6.0,0.0,6.0
8448337ffffffff,3.0,0.0,0.0
8448427ffffffff,6.0,0.0,0.0
84485a7ffffffff,1.0,0.0,0.0
84485b1ffffffff,6.0,0.0,0.0
84485b5ffffffff,7.0,0.0,0.0
84485b7ffffffff,1.0,0.0,0.0
84485c3ffffffff,3.0,0.0,0.0
84485c9ffffffff,2.0,0.0,0.0
84485d5ffffffff,1.0,0.0,0.0
8448825ffffffff,2.0,0.0,0.0
8448835ffffffff,2.0,1.0,0.0
8448861ffffffff,3.0,0.0,0.0
8448867ffffffff,1.0,0.0,0.0
84488b3ffffffff,3.0,0.0,0.0
84488e1ffffffff,2.0,0.0,0.0
84488ebffffffff,1.0,0.0,0.0
84488edffffffff,3.0,0.0,0.0
8448955ffffffff,9.0,0.0,0.0
8448959ffffffff,1.0,0.0,0.0
84489abffffffff,1.0,0.0,0.0
84489c1ffffffff,7.0,0.0,0.0
84489d3ffffffff,8.0,0.0,0.0
8448ab3ffffffff,1.0,0.0,0.0
8448ab7ffffffff,12.0,0.0,0.0
8448b13ffffffff,7.0,0.0,0.0
8448b23ffffffff,3.0,0.0,0.0
8448b31ffffffff,5.0,1.0,0.0
8448b39ffffffff,1.0,0.0,0.0
8448b3dffffffff,1.0,0.0,0.0
8448c05ffffffff,9.0,0.0,0.0
8448c09ffffffff,2.0,0.0,0.0
8448c1dffffffff,2.0,0.0,0.0
8448c25ffffffff,1.0,0.0,0.0
8448c2dffffffff,3.0,0.0,0.0
8448c35ffffffff,2.0,0.0,0.0
8448c59ffffffff,6.0,0.0,0.0
8448c5bffffffff,8.0,0.0,0.0
8448c5dffffffff,3.0,0.0,0.0
8448c6dffffffff,1.0,0.0,0.0
8448c89ffffffff,4.0,0.0,0.0
8448cbdffffffff,2.0,0.0,0.0
8448cc5ffffffff,1.0,0.0,0.0
8448cd1ffffffff,13.0,0.0,0.0
8448cd9ffffffff,4.0,0.0,0.0
8448d03ffffffff,2.0,0.0,0.0
8448d0dffffffff,3.0,0.0,0.0
8448d27ffffffff,4.0,0.0,0.0
8448d29ffffffff,2.0,0.0,0.0
8448d33ffffffff,1.0,0.0,0.0
8448d43ffffffff,4.0,0.0,0.0
8448d4bffffffff,22.0,0.0,0.0
8448d5dffffffff,2.0,0.0,0.0
8448d63ffffffff,2.0,0.0,0.0
8448d83ffffffff,37.0,0.0,0.0
8448d87ffffffff,2.0,0.0,0.0
8448d89ffffffff,3.0,0.0,0.0
8448d8dffffffff,2.0,0.0,0.0
8448da7ffffffff,2.0,0.0,0.0
8448dbdffffffff,2.0,0.0,0.0
8448dc3ffffffff,1.0,0.0,0.0
8448e37ffffffff,7.0,0.0,0.0
8448e55ffffffff,2.0,0.0,0.0
8448e81ffffffff,13.0,0.0,0.0
8448e85ffffffff,98.0,0.0,0.0
8448e8dffffffff,84.0,0.0,0.0
8448e91ffffffff,2.0,0.0,0.0
8448e97ffffffff,6.0,0.0,0.0
8448e99ffffffff,2.0,1.0,0.0
8448e9bffffffff,6.0,0.0,0.0
8448ea5ffffffff,3.0,0.0,0.0
8448eabffffffff,13.0,0.0,0.0
8448eb1ffffffff,6.0,1.0,0.0
8448eb3ffffffff,22.0,0.0,0.0
8448eb5ffffffff,1.0,0.0,0.0
8448eb7ffffffff,2.0,0.0,0.0
8448ebbffffffff,14.0,1.0,0.0
8448ebdffffffff,2.0,0.0,0.0
8448ec7ffffffff,46.0,0.0,0.0
8448ed3ffffffff,2.0,0.0,0.0
8448ee1ffffffff,17.0,0.0,0.0
8448ee3ffffffff,10.0,0.0,0.0
8448ee7ffffffff,1.0,0.0,0.0
8448ee9ffffffff,41.0,1.0,0.0
8448eebffffffff,50.0,0.0,0.0
8448eedffffffff,2.0,0.0,0.0
8448f21ffffffff,11.0,0.0,0.0
8448f25ffffffff,7.0,0.0,0.0
8448f3dffffffff,6.0,0.0,0.0
8449823ffffffff,2.0,0.0,0.0
8449827ffffffff,4.0,0.0,0.0
844982bffffffff,5.0,0.0,0.0
8449959ffffffff,3.0,0.0,0.0
844995bffffffff,6.0,0.0,0.0
844995dffffffff,1.0,0.0,0.0
8449963ffffffff,13.0,0.0,0.0
8449a85ffffffff,1.0,1.0,0.0
8449b0bffffffff,2.0,0.0,0.0
846d06dffffffff,1.0,0.0,0.0
846d30dffffffff,6.0,0.0,0.0
846d32bffffffff,2.0,0.0,0.0
846d333ffffffff,8.0,0.0,0.0
846d337ffffffff,8.0,0.0,0.0
