cell_id,Vireo cassinii,Vireo cassinii cassinii,Vireo cassinii lucasanus
84128bdffffffff,2.0,0.0,0.0
8412a25ffffffff,5.0,0.0,0.0
8412ad7ffffffff,2.0,0.0,0.0
8412b51ffffffff,1.0,0.0,0.0
8412b53ffffffff,4.0,0.0,0.0
8412c09ffffffff,2.0,0.0,0.0
8412c1bffffffff,3.0,0.0,0.0
8412c33ffffffff,2.0,0.0,0.0
8412ca3ffffffff,3.0,0.0,0.0
8412cabffffffff,2.0,0.0,0.0
8412cb5ffffffff,4.0,0.0,0.0
8412ccdffffffff,2.0,0.0,0.0
8412ce7ffffffff,1.0,0.0,0.0
8412d11ffffffff,12.0,0.0,0.0
8412d17ffffffff,2.0,0.0,0.0
8412d39ffffffff,2.0,0.0,0.0
8412d63ffffffff,2.0,0.0,0.0
8412d67ffffffff,1.0,0.0,0.0
8412d95ffffffff,2.0,0.0,0.0
8412dd5ffffffff,2.0,0.0,0.0
8412ddbffffffff,5.0,0.0,0.0
8412de5ffffffff,2.0,0.0,0.0
8412ea5ffffffff,14.0,0.0,0.0
8412f11ffffffff,2.0,2.0,0.0
841391dffffffff,1.0,0.0,0.0
8413943ffffffff,1.0,0.0,0.0
84139e1ffffffff,4.0,0.0,0.0
84139edffffffff,5.0,0.0,0.0
8426127ffffffff,3.0,0.0,0.0
8426805ffffffff,1.0,0.0,0.0
8426819ffffffff,5.0,0.0,0.0
842681bffffffff,25.0,0.0,0.0
8426831ffffffff,2.0,0.0,0.0
8426833ffffffff,2.0,0.0,0.0
842683bffffffff,1.0,0.0,0.0
8426853ffffffff,15.0,0.0,0.0
8426857ffffffff,3.0,0.0,0.0
8426859ffffffff,26.0,0.0,0.0
8426885ffffffff,1.0,0.0,0.0
8426889ffffffff,26.0,0.0,0.0
842688bffffffff,2.0,0.0,0.0
842688dffffffff,3.0,0.0,0.0
842689dffffffff,4.0,0.0,0.0
84268b3ffffffff,1.0,0.0,0.0
84268bbffffffff,1.0,0.0,0.0
84268c7ffffffff,13.0,0.0,0.0
84268cdffffffff,40.0,0.0,0.0
84268d5ffffffff,25.0,0.0,0.0
84268d7ffffffff,4.0,0.0,0.0
84268d9ffffffff,8.0,0.0,0.0
84268dbffffffff,4.0,0.0,0.0
842692bffffffff,2.0,0.0,0.0
842695bffffffff,2.0,0.0,0.0
8426961ffffffff,38.0,1.0,0.0
