cell_id,Nystalus maculatus,Nystalus maculatus maculatus,Nystalus maculatus striatipectus
838000fffffffff,2.0,2.0,0.0
838023fffffffff,2.0,0.0,0.0
838b20fffffffff,4.0,0.0,1.0
83a81afffffffff,4.0,1.0,0.0
83a96afffffffff,2.0,0.0,0.0
83a96bfffffffff,8.0,0.0,0.0
83a96dfffffffff,13.0,0.0,0.0
83b240fffffffff,3.0,0.0,1.0
83b242fffffffff,6.0,0.0,0.0
83b243fffffffff,9.0,0.0,0.0
83b251fffffffff,2.0,0.0,2.0
83b25cfffffffff,1.0,0.0,0.0
83b25dfffffffff,19.0,0.0,0.0
83b261fffffffff,21.0,0.0,0.0
83b275fffffffff,2.0,0.0,2.0
83b2e9fffffffff,10.0,0.0,0.0
83b2ebfffffffff,2.0,0.0,0.0
83b32dfffffffff,2.0,0.0,2.0
83b351fffffffff,6.0,0.0,1.0
83b358fffffffff,1.0,0.0,1.0
83b35efffffffff,4.0,0.0,1.0
83b363fffffffff,4.0,0.0,4.0
83b366fffffffff,2.0,0.0,1.0
83b36dfffffffff,3.0,0.0,3.0
