cell_id,Quiscalus mexicanus,Quiscalus mexicanus [graysoni Group],Quiscalus mexicanus [mexicanus Group]
8426229ffffffff,2.0,0.0,0.0
842622dffffffff,2.0,0.0,0.0
8426237ffffffff,10.0,0.0,0.0
84262a1ffffffff,5.0,0.0,0.0
84262a7ffffffff,2.0,0.0,0.0
84262adffffffff,40.0,0.0,0.0
84262b7ffffffff,6.0,0.0,0.0
84262e5ffffffff,3.0,0.0,0.0
8426337ffffffff,6.0,0.0,0.0
842633dffffffff,2.0,0.0,0.0
8426501ffffffff,9.0,0.0,0.0
8426505ffffffff,21.0,0.0,0.0
842650dffffffff,10.0,0.0,0.0
8426521ffffffff,92.0,0.0,0.0
8426523ffffffff,7.0,0.0,0.0
8426525ffffffff,18.0,0.0,0.0
8426527ffffffff,21.0,0.0,0.0
8426529ffffffff,57.0,0.0,0.0
842652bffffffff,15.0,0.0,0.0
842652dffffffff,31.0,0.0,0.0
8426531ffffffff,24.0,0.0,0.0
8426533ffffffff,437.0,0.0,0.0
8426535ffffffff,14.0,0.0,0.0
8426537ffffffff,14.0,0.0,0.0
8426539ffffffff,32.0,0.0,0.0
842653bffffffff,8.0,0.0,0.0
842653dffffffff,3.0,0.0,0.0
8426543ffffffff,1.0,0.0,0.0
8426547ffffffff,4.0,0.0,0.0
8426561ffffffff,24.0,0.0,0.0
8426563ffffffff,193.0,0.0,0.0
8426565ffffffff,24.0,0.0,0.0
8426567ffffffff,75.0,0.0,0.0
842656dffffffff,19.0,0.0,0.0
84265b5ffffffff,12.0,0.0,0.0
84265e5ffffffff,6.0,0.0,0.0
84265edffffffff,4.0,0.0,0.0
8426769ffffffff,2.0,0.0,0.0
842676dffffffff,2.0,0.0,0.0
8426801ffffffff,4.0,0.0,0.0
8426803ffffffff,2.0,0.0,0.0
8426813ffffffff,3.0,0.0,0.0
8426817ffffffff,1.0,0.0,0.0
8426819ffffffff,8.0,0.0,0.0
842681bffffffff,802.0,0.0,0.0
8426823ffffffff,2.0,0.0,0.0
8426835ffffffff,2.0,0.0,0.0
8426843ffffffff,8.0,0.0,0.0
8426851ffffffff,8.0,0.0,0.0
8426853ffffffff,62.0,0.0,0.0
8426855ffffffff,2.0,0.0,0.0
8426859ffffffff,40.0,0.0,0.0
842685bffffffff,168.0,0.0,0.0
842685dffffffff,99.0,0.0,0.0
8426881ffffffff,415.0,0.0,0.0
8426885ffffffff,25.0,0.0,0.0
8426887ffffffff,97.0,0.0,0.0
8426889ffffffff,1362.0,0.0,0.0
842688bffffffff,57.0,0.0,0.0
842688dffffffff,236.0,0.0,0.0
8426891ffffffff,11.0,0.0,0.0
8426893ffffffff,32.0,0.0,0.0
8426895ffffffff,3.0,0.0,0.0
8426897ffffffff,1.0,0.0,0.0
8426899ffffffff,203.0,0.0,0.0
842689bffffffff,3.0,0.0,0.0
842689dffffffff,17.0,0.0,0.0
84268a1ffffffff,50.0,0.0,0.0
84268a3ffffffff,149.0,0.0,0.0
84268a5ffffffff,4.0,0.0,0.0
84268a7ffffffff,44.0,0.0,0.0
84268a9ffffffff,5.0,0.0,0.0
84268abffffffff,3.0,0.0,0.0
84268adffffffff,147.0,0.0,0.0
84268b3ffffffff,68.0,0.0,0.0
84268b5ffffffff,11.0,0.0,0.0
84268b7ffffffff,3.0,0.0,0.0
84268b9ffffffff,25.0,0.0,0.0
84268bbffffffff,6.0,0.0,0.0
84268bdffffffff,2.0,0.0,0.0
84268c1ffffffff,14.0,0.0,0.0
84268c3ffffffff,87.0,0.0,0.0
84268c7ffffffff,480.0,0.0,0.0
84268c9ffffffff,35.0,0.0,0.0
84268cbffffffff,15.0,0.0,0.0
84268cdffffffff,1144.0,0.0,0.0
84268d1ffffffff,5.0,0.0,0.0
84268d3ffffffff,120.0,0.0,0.0
84268d5ffffffff,83.0,0.0,0.0
84268d7ffffffff,351.0,0.0,0.0
84268d9ffffffff,31.0,0.0,0.0
84268dbffffffff,376.0,0.0,0.0
84268ddffffffff,24.0,0.0,0.0
84268e1ffffffff,10.0,0.0,0.0
84268e7ffffffff,120.0,0.0,0.0
84268e9ffffffff,2.0,0.0,0.0
84268ebffffffff,21.0,0.0,0.0
8426905ffffffff,300.0,0.0,0.0
8426907ffffffff,2.0,0.0,0.0
842690bffffffff,1.0,0.0,0.0
842690dffffffff,48.0,0.0,0.0
8426921ffffffff,6.0,0.0,0.0
8426923ffffffff,15.0,0.0,0.0
8426927ffffffff,30.0,0.0,0.0
8426929ffffffff,143.0,0.0,0.0
842692bffffffff,7.0,0.0,0.0
8426939ffffffff,13.0,0.0,0.0
8426941ffffffff,5.0,0.0,0.0
8426959ffffffff,4.0,0.0,0.0
842695dffffffff,2.0,0.0,0.0
8426961ffffffff,1027.0,0.0,0.0
8426963ffffffff,568.0,0.0,0.0
8426967ffffffff,4.0,0.0,0.0
8426969ffffffff,1253.0,0.0,0.0
842696bffffffff,27.0,0.0,0.0
8426987ffffffff,54.0,0.0,0.0
8426989ffffffff,1.0,0.0,0.0
8426991ffffffff,6.0,0.0,0.0
8426995ffffffff,24.0,0.0,0.0
8426997ffffffff,8.0,0.0,0.0
842699bffffffff,29.0,0.0,0.0
84269a1ffffffff,2.0,0.0,0.0
84269a9ffffffff,30.0,0.0,0.0
84269b1ffffffff,6.0,0.0,0.0
84269b9ffffffff,3.0,0.0,0.0
84269bbffffffff,21.0,0.0,0.0
84269bdffffffff,2.0,0.0,0.0
84269c1ffffffff,68.0,0.0,0.0
84269c3ffffffff,13.0,0.0,0.0
84269c5ffffffff,2.0,0.0,0.0
84269cbffffffff,11.0,0.0,0.0
84269cdffffffff,314.0,0.0,0.0
84269d5ffffffff,27.0,0.0,0.0
84269ddffffffff,2.0,0.0,0.0
84269e1ffffffff,9.0,0.0,0.0
84269e5ffffffff,2.0,0.0,0.0
84269e9ffffffff,2.0,0.0,0.0
84269ebffffffff,2.0,0.0,0.0
84269edffffffff,4.0,0.0,0.0
8426a11ffffffff,6.0,0.0,0.0
8426a13ffffffff,1.0,0.0,0.0
8426a15ffffffff,2.0,0.0,0.0
8426a17ffffffff,6.0,0.0,0.0
8426a19ffffffff,2.0,0.0,0.0
8426a1bffffffff,6.0,0.0,0.0
8426a21ffffffff,1.0,0.0,0.0
8426a27ffffffff,1.0,0.0,0.0
8426a29ffffffff,4.0,0.0,0.0
8426a2bffffffff,8.0,0.0,0.0
8426a81ffffffff,34.0,0.0,0.0
8426a83ffffffff,156.0,0.0,0.0
8426a85ffffffff,2.0,0.0,0.0
8426a87ffffffff,172.0,0.0,0.0
8426a89ffffffff,22.0,0.0,0.0
8426a8bffffffff,230.0,0.0,0.0
8426a8dffffffff,5.0,0.0,0.0
8426a91ffffffff,7.0,0.0,0.0
8426a93ffffffff,16.0,0.0,0.0
8426a95ffffffff,97.0,0.0,0.0
8426a97ffffffff,38.0,0.0,0.0
8426a99ffffffff,15.0,0.0,0.0
8426a9bffffffff,2.0,0.0,0.0
8426a9dffffffff,139.0,0.0,0.0
8426aa1ffffffff,1380.0,0.0,0.0
8426aa3ffffffff,37.0,0.0,0.0
8426aa5ffffffff,881.0,0.0,0.0
8426aa7ffffffff,467.0,0.0,0.0
8426aa9ffffffff,134.0,0.0,0.0
8426aabffffffff,109.0,0.0,0.0
8426aadffffffff,243.0,0.0,0.0
8426ab1ffffffff,19.0,0.0,0.0
8426ab3ffffffff,296.0,0.0,0.0
8426ab5ffffffff,58.0,0.0,0.0
8426ab7ffffffff,434.0,0.0,0.0
8426ab9ffffffff,34.0,0.0,0.0
8426abbffffffff,14.0,0.0,0.0
8426abdffffffff,26.0,0.0,0.0
8426ac1ffffffff,3.0,0.0,0.0
8426ac3ffffffff,3.0,0.0,0.0
8426ac5ffffffff,47.0,0.0,0.0
8426ac7ffffffff,5.0,0.0,0.0
8426ac9ffffffff,4.0,0.0,0.0
8426acbffffffff,8.0,0.0,0.0
8426acdffffffff,4.0,0.0,0.0
8426ad1ffffffff,36.0,0.0,0.0
8426ad3ffffffff,9.0,0.0,0.0
8426ad5ffffffff,32.0,0.0,1.0
8426ad7ffffffff,32.0,0.0,0.0
8426adbffffffff,23.0,0.0,0.0
8426ae3ffffffff,38.0,0.0,0.0
8426ae7ffffffff,51.0,0.0,0.0
8426ae9ffffffff,46.0,0.0,0.0
8426aebffffffff,17.0,0.0,0.0
8426b33ffffffff,2.0,0.0,0.0
8426b37ffffffff,2.0,0.0,0.0
8426c01ffffffff,4.0,0.0,0.0
8426c03ffffffff,30.0,0.0,0.0
8426c07ffffffff,19.0,0.0,0.0
8426c09ffffffff,4.0,0.0,0.0
8426c0bffffffff,15.0,0.0,0.0
8426c0dffffffff,9.0,0.0,0.0
8426c11ffffffff,599.0,0.0,0.0
8426c13ffffffff,21.0,0.0,0.0
8426c15ffffffff,5.0,0.0,0.0
8426c17ffffffff,13.0,0.0,0.0
8426c19ffffffff,1036.0,0.0,0.0
8426c1bffffffff,45.0,0.0,0.0
8426c1dffffffff,345.0,0.0,0.0
8426c21ffffffff,14.0,0.0,0.0
8426c23ffffffff,50.0,0.0,0.0
8426c25ffffffff,28.0,0.0,0.0
8426c27ffffffff,47.0,0.0,0.0
8426c29ffffffff,4.0,0.0,0.0
8426c2bffffffff,48.0,0.0,0.0
8426c2dffffffff,55.0,0.0,0.0
8426c31ffffffff,19.0,0.0,0.0
8426c33ffffffff,25.0,0.0,0.0
8426c35ffffffff,52.0,0.0,0.0
8426c37ffffffff,206.0,0.0,0.0
8426c3bffffffff,126.0,0.0,0.0
8426c3dffffffff,2.0,0.0,0.0
8426c41ffffffff,2.0,0.0,0.0
8426c43ffffffff,79.0,0.0,0.0
8426c45ffffffff,1.0,0.0,0.0
8426c49ffffffff,8.0,0.0,0.0
8426c4bffffffff,15.0,0.0,0.0
8426c4dffffffff,6.0,0.0,0.0
8426c51ffffffff,2.0,0.0,0.0
8426c53ffffffff,209.0,0.0,0.0
8426c55ffffffff,32.0,0.0,0.0
8426c57ffffffff,12.0,0.0,0.0
8426c59ffffffff,35.0,0.0,0.0
8426c5bffffffff,150.0,0.0,0.0
8426c5dffffffff,12.0,0.0,0.0
8426c61ffffffff,29.0,0.0,0.0
8426c63ffffffff,5.0,0.0,0.0
8426c65ffffffff,13.0,0.0,0.0
8426c67ffffffff,10.0,0.0,0.0
8426c69ffffffff,5.0,0.0,0.0
8426c6bffffffff,33.0,0.0,0.0
8426c6dffffffff,1.0,0.0,0.0
8426c81ffffffff,174.0,0.0,0.0
8426c83ffffffff,1051.0,0.0,8.0
8426c85ffffffff,344.0,0.0,2.0
8426c87ffffffff,3200.0,0.0,23.0
8426c89ffffffff,364.0,0.0,0.0
8426c8bffffffff,15.0,0.0,0.0
8426c8dffffffff,102.0,0.0,0.0
8426c91ffffffff,59.0,0.0,1.0
8426c93ffffffff,39.0,0.0,0.0
8426c95ffffffff,61.0,0.0,0.0
8426c97ffffffff,53.0,0.0,0.0
8426c99ffffffff,66.0,0.0,0.0
8426c9bffffffff,36.0,0.0,0.0
8426c9dffffffff,124.0,0.0,0.0
8426ca1ffffffff,58.0,0.0,0.0
8426ca3ffffffff,187.0,0.0,3.0
8426ca5ffffffff,65.0,0.0,0.0
8426ca7ffffffff,41.0,0.0,2.0
8426ca9ffffffff,36.0,0.0,0.0
8426cabffffffff,559.0,0.0,10.0
8426cadffffffff,37.0,0.0,0.0
8426cb1ffffffff,117.0,0.0,0.0
8426cb3ffffffff,20.0,0.0,0.0
8426cb5ffffffff,117.0,0.0,1.0
8426cb7ffffffff,87.0,0.0,0.0
8426cb9ffffffff,3115.0,0.0,16.0
8426cbbffffffff,172.0,0.0,0.0
8426cbdffffffff,2729.0,0.0,17.0
8426cc3ffffffff,29.0,0.0,0.0
8426cc5ffffffff,12.0,0.0,0.0
8426cc7ffffffff,7.0,0.0,0.0
8426cc9ffffffff,2.0,0.0,0.0
8426ccbffffffff,43.0,0.0,0.0
8426cd1ffffffff,29.0,0.0,1.0
8426cd3ffffffff,28.0,0.0,0.0
8426cd5ffffffff,28.0,0.0,0.0
8426cd7ffffffff,56.0,0.0,0.0
8426cd9ffffffff,5.0,0.0,0.0
8426cdbffffffff,29.0,0.0,0.0
8426cddffffffff,3.0,0.0,0.0
8426ce1ffffffff,4.0,0.0,0.0
8426ce3ffffffff,9.0,0.0,0.0
8426ce5ffffffff,176.0,0.0,1.0
8426ce7ffffffff,24.0,0.0,0.0
8426cebffffffff,38.0,0.0,0.0
8426cedffffffff,21.0,0.0,0.0
8426d01ffffffff,27.0,0.0,2.0
8426d03ffffffff,41.0,0.0,3.0
8426d05ffffffff,12.0,0.0,0.0
8426d07ffffffff,18.0,0.0,0.0
8426d09ffffffff,117.0,0.0,1.0
8426d0bffffffff,67.0,0.0,0.0
8426d0dffffffff,86.0,0.0,0.0
8426d11ffffffff,90.0,0.0,4.0
8426d15ffffffff,884.0,0.0,19.0
8426d17ffffffff,29.0,0.0,0.0
8426d19ffffffff,81.0,0.0,0.0
8426d1bffffffff,103.0,0.0,0.0
8426d1dffffffff,133.0,0.0,4.0
8426d21ffffffff,146.0,0.0,0.0
8426d23ffffffff,12.0,0.0,0.0
8426d25ffffffff,50.0,0.0,0.0
8426d29ffffffff,2.0,0.0,0.0
8426d2bffffffff,133.0,0.0,0.0
8426d2dffffffff,22.0,0.0,0.0
8426d31ffffffff,90.0,0.0,0.0
8426d33ffffffff,65.0,0.0,2.0
8426d35ffffffff,322.0,0.0,0.0
8426d37ffffffff,111.0,0.0,0.0
8426d39ffffffff,157.0,0.0,1.0
8426d3bffffffff,73.0,0.0,2.0
8426d3dffffffff,4.0,0.0,0.0
8426d41ffffffff,123.0,0.0,0.0
8426d43ffffffff,62.0,0.0,2.0
8426d45ffffffff,52.0,0.0,0.0
8426d47ffffffff,22.0,0.0,0.0
8426d49ffffffff,48.0,0.0,0.0
8426d4bffffffff,369.0,0.0,0.0
8426d4dffffffff,122.0,0.0,0.0
8426d51ffffffff,61.0,0.0,0.0
8426d53ffffffff,3.0,0.0,0.0
8426d55ffffffff,13.0,0.0,1.0
8426d57ffffffff,38.0,0.0,0.0
8426d59ffffffff,36.0,0.0,0.0
8426d5bffffffff,42.0,0.0,0.0
8426d5dffffffff,166.0,0.0,0.0
8426d61ffffffff,10.0,0.0,0.0
8426d63ffffffff,10.0,0.0,0.0
8426d65ffffffff,6.0,0.0,0.0
8426d67ffffffff,5.0,0.0,0.0
8426d6bffffffff,139.0,0.0,0.0
8426d6dffffffff,22.0,0.0,0.0
8426d81ffffffff,89.0,0.0,0.0
8426d83ffffffff,66.0,0.0,0.0
8426d85ffffffff,2.0,0.0,0.0
8426d87ffffffff,19.0,0.0,0.0
8426d89ffffffff,26.0,0.0,0.0
8426d8bffffffff,53.0,0.0,0.0
8426d8dffffffff,16.0,0.0,0.0
8426d91ffffffff,51.0,0.0,0.0
8426d93ffffffff,36.0,0.0,2.0
8426d95ffffffff,1272.0,0.0,15.0
8426d97ffffffff,23.0,0.0,0.0
8426d99ffffffff,68.0,0.0,0.0
8426d9bffffffff,41.0,0.0,0.0
8426d9dffffffff,56.0,0.0,0.0
8426da1ffffffff,19.0,0.0,0.0
8426da3ffffffff,64.0,0.0,0.0
8426da5ffffffff,153.0,0.0,2.0
8426da7ffffffff,46.0,0.0,0.0
8426da9ffffffff,205.0,0.0,2.0
8426dabffffffff,97.0,0.0,2.0
8426dadffffffff,147.0,0.0,1.0
8426db1ffffffff,43.0,0.0,0.0
8426db3ffffffff,88.0,0.0,3.0
8426db5ffffffff,14.0,0.0,1.0
8426db7ffffffff,79.0,0.0,0.0
8426db9ffffffff,147.0,0.0,2.0
8426dbbffffffff,82.0,0.0,0.0
8426dbdffffffff,122.0,0.0,0.0
8426dc1ffffffff,92.0,0.0,0.0
8426dc3ffffffff,29.0,0.0,0.0
8426dc5ffffffff,9.0,0.0,0.0
8426dc7ffffffff,21.0,0.0,0.0
8426dc9ffffffff,28.0,0.0,0.0
8426dcbffffffff,113.0,0.0,0.0
8426dcdffffffff,47.0,0.0,0.0
8426dd1ffffffff,44.0,0.0,0.0
8426dd3ffffffff,38.0,0.0,0.0
8426dd5ffffffff,28.0,0.0,1.0
8426dd7ffffffff,63.0,0.0,0.0
8426dd9ffffffff,116.0,0.0,0.0
8426ddbffffffff,332.0,0.0,0.0
8426dddffffffff,97.0,0.0,0.0
8426de1ffffffff,155.0,0.0,1.0
8426de3ffffffff,65.0,0.0,6.0
8426de5ffffffff,128.0,0.0,4.0
8426de7ffffffff,3458.0,0.0,251.0
8426de9ffffffff,42.0,0.0,0.0
8426debffffffff,41.0,0.0,0.0
8426dedffffffff,236.0,0.0,8.0
8426e01ffffffff,19.0,0.0,0.0
8426e03ffffffff,18.0,0.0,0.0
8426e05ffffffff,43.0,0.0,0.0
8426e07ffffffff,44.0,0.0,0.0
8426e09ffffffff,9.0,0.0,0.0
8426e0bffffffff,19.0,0.0,0.0
8426e0dffffffff,18.0,0.0,0.0
8426e11ffffffff,4.0,0.0,0.0
8426e13ffffffff,3.0,0.0,0.0
8426e15ffffffff,5.0,0.0,0.0
8426e17ffffffff,3.0,0.0,0.0
8426e19ffffffff,14.0,0.0,0.0
8426e1bffffffff,9.0,0.0,0.0
8426e1dffffffff,11.0,0.0,0.0
8426e21ffffffff,242.0,0.0,0.0
8426e23ffffffff,12.0,0.0,0.0
8426e25ffffffff,59.0,0.0,0.0
8426e27ffffffff,56.0,0.0,0.0
8426e29ffffffff,22.0,0.0,0.0
8426e2bffffffff,105.0,0.0,0.0
8426e2dffffffff,1037.0,0.0,0.0
8426e31ffffffff,19.0,0.0,0.0
8426e33ffffffff,22.0,0.0,0.0
8426e35ffffffff,7.0,0.0,0.0
8426e37ffffffff,14.0,0.0,0.0
8426e39ffffffff,47.0,0.0,0.0
8426e3bffffffff,2.0,0.0,0.0
8426e3dffffffff,233.0,0.0,0.0
8426e41ffffffff,2.0,0.0,0.0
8426e43ffffffff,39.0,0.0,0.0
8426e45ffffffff,9.0,0.0,0.0
8426e47ffffffff,8.0,0.0,0.0
8426e4bffffffff,4.0,0.0,0.0
8426e51ffffffff,43.0,0.0,0.0
8426e53ffffffff,20.0,0.0,0.0
8426e55ffffffff,9.0,0.0,0.0
8426e57ffffffff,17.0,0.0,0.0
8426e59ffffffff,43.0,0.0,0.0
8426e5bffffffff,846.0,0.0,0.0
8426e5dffffffff,37.0,0.0,0.0
8426e63ffffffff,28.0,0.0,0.0
8426e67ffffffff,67.0,0.0,0.0
8426e69ffffffff,15.0,0.0,0.0
8426e6bffffffff,6.0,0.0,0.0
8426e6dffffffff,15.0,0.0,0.0
8426e81ffffffff,2.0,0.0,0.0
8426e83ffffffff,3.0,0.0,0.0
8426e85ffffffff,26.0,0.0,0.0
8426e87ffffffff,10.0,0.0,0.0
8426e89ffffffff,4.0,0.0,0.0
8426e8bffffffff,2.0,0.0,0.0
8426e8dffffffff,24.0,0.0,0.0
8426e95ffffffff,8.0,0.0,0.0
8426e9dffffffff,1.0,0.0,0.0
8426ea1ffffffff,3.0,0.0,0.0
8426ea3ffffffff,2.0,0.0,0.0
8426ea5ffffffff,16.0,0.0,0.0
8426ea7ffffffff,7.0,0.0,0.0
8426ea9ffffffff,47.0,0.0,0.0
8426eabffffffff,7.0,0.0,0.0
8426eadffffffff,59.0,0.0,0.0
8426eb5ffffffff,8.0,0.0,0.0
8426eb9ffffffff,4.0,0.0,0.0
8426ebbffffffff,1.0,0.0,0.0
8426ebdffffffff,16.0,0.0,0.0
8426ec1ffffffff,26.0,0.0,0.0
8426ec3ffffffff,6.0,0.0,0.0
8426ec5ffffffff,3.0,0.0,0.0
8426ec7ffffffff,15.0,0.0,0.0
8426ec9ffffffff,48.0,0.0,0.0
8426ecbffffffff,20.0,0.0,0.0
8426ecdffffffff,13.0,0.0,0.0
8426ed3ffffffff,2.0,0.0,0.0
8426ed5ffffffff,30.0,0.0,0.0
8426ed7ffffffff,1.0,0.0,0.0
8426ed9ffffffff,8.0,0.0,0.0
8426eddffffffff,78.0,0.0,0.0
8426ee1ffffffff,4.0,0.0,0.0
8426ee3ffffffff,101.0,0.0,0.0
8426ee5ffffffff,14.0,0.0,0.0
8426ee7ffffffff,3.0,0.0,0.0
8426ee9ffffffff,6.0,0.0,0.0
8426eebffffffff,2.0,0.0,0.0
8426eedffffffff,32.0,0.0,0.0
8426f01ffffffff,86.0,0.0,0.0
8426f03ffffffff,46.0,0.0,0.0
8426f05ffffffff,90.0,0.0,0.0
8426f07ffffffff,170.0,0.0,0.0
8426f09ffffffff,21.0,0.0,0.0
8426f0bffffffff,20.0,0.0,0.0
8426f0dffffffff,37.0,0.0,0.0
8426f11ffffffff,126.0,0.0,0.0
8426f13ffffffff,28.0,0.0,0.0
8426f15ffffffff,168.0,0.0,0.0
8426f17ffffffff,63.0,0.0,0.0
8426f19ffffffff,26.0,0.0,0.0
8426f1bffffffff,66.0,0.0,0.0
8426f1dffffffff,28.0,0.0,0.0
8426f21ffffffff,186.0,0.0,0.0
8426f23ffffffff,73.0,0.0,0.0
8426f25ffffffff,1276.0,0.0,0.0
8426f27ffffffff,91.0,0.0,0.0
8426f29ffffffff,59.0,0.0,0.0
8426f2bffffffff,51.0,0.0,0.0
8426f2dffffffff,557.0,0.0,0.0
8426f31ffffffff,73.0,0.0,0.0
8426f33ffffffff,131.0,0.0,0.0
8426f35ffffffff,259.0,0.0,0.0
8426f37ffffffff,37.0,0.0,0.0
8426f39ffffffff,92.0,0.0,0.0
8426f3bffffffff,73.0,0.0,0.0
8426f3dffffffff,50.0,0.0,0.0
8426f41ffffffff,7.0,0.0,0.0
8426f43ffffffff,40.0,0.0,0.0
8426f45ffffffff,88.0,0.0,0.0
8426f47ffffffff,75.0,0.0,0.0
8426f49ffffffff,2.0,0.0,0.0
8426f4bffffffff,3.0,0.0,0.0
8426f4dffffffff,5.0,0.0,0.0
8426f51ffffffff,59.0,0.0,0.0
8426f53ffffffff,27.0,0.0,0.0
8426f55ffffffff,2.0,0.0,0.0
8426f57ffffffff,16.0,0.0,0.0
8426f59ffffffff,18.0,0.0,0.0
8426f5bffffffff,35.0,0.0,0.0
8426f5dffffffff,45.0,0.0,0.0
8426f61ffffffff,2.0,0.0,0.0
8426f63ffffffff,17.0,0.0,0.0
8426f67ffffffff,33.0,0.0,0.0
8426f69ffffffff,125.0,0.0,0.0
8426f6bffffffff,7.0,0.0,0.0
8426f6dffffffff,145.0,0.0,0.0
8428065ffffffff,2.0,0.0,0.0
842806dffffffff,18.0,0.0,0.0
8428101ffffffff,3.0,0.0,0.0
8428103ffffffff,2.0,0.0,0.0
842810bffffffff,5.0,0.0,0.0
8428111ffffffff,15.0,0.0,0.0
8428113ffffffff,18.0,0.0,0.0
8428115ffffffff,2.0,0.0,0.0
8428117ffffffff,11.0,0.0,0.0
842813bffffffff,25.0,0.0,0.0
8428141ffffffff,4.0,0.0,0.0
8428143ffffffff,8.0,0.0,0.0
8428147ffffffff,2.0,0.0,0.0
842814bffffffff,2.0,0.0,0.0
8428151ffffffff,49.0,0.0,0.0
8428153ffffffff,4.0,0.0,0.0
8428157ffffffff,86.0,0.0,0.0
8428159ffffffff,27.0,0.0,0.0
842815dffffffff,30.0,0.0,0.0
8428161ffffffff,3.0,0.0,0.0
842816bffffffff,38.0,0.0,0.0
84281e9ffffffff,3.0,0.0,0.0
84281ebffffffff,94.0,0.0,0.0
8428301ffffffff,659.0,0.0,0.0
8428303ffffffff,105.0,0.0,0.0
8428305ffffffff,482.0,0.0,0.0
8428307ffffffff,60.0,0.0,0.0
8428309ffffffff,1006.0,0.0,0.0
842830bffffffff,1584.0,17.0,0.0
842830dffffffff,519.0,0.0,0.0
8428317ffffffff,31.0,0.0,0.0
842831dffffffff,12.0,3.0,0.0
8428321ffffffff,231.0,0.0,0.0
8428323ffffffff,413.0,0.0,0.0
8428325ffffffff,2.0,0.0,0.0
8428327ffffffff,12.0,0.0,0.0
8428329ffffffff,714.0,0.0,0.0
842832bffffffff,2789.0,0.0,0.0
842832dffffffff,11.0,0.0,0.0
8428331ffffffff,187.0,0.0,0.0
8428333ffffffff,2.0,0.0,0.0
