cell_id,Troglodytes musculus,Troglodytes musculus [intermedius Group],Troglodytes musculus [audax Group],Troglodytes musculus carabayae,Troglodytes musculus [musculus Group]
844520dffffffff,620.0,0.0,0.0,0.0,0.0
8445211ffffffff,19.0,0.0,0.0,0.0,0.0
8445213ffffffff,353.0,0.0,0.0,0.0,0.0
8445215ffffffff,1669.0,0.0,0.0,0.0,0.0
8445217ffffffff,220.0,0.0,0.0,0.0,0.0
8445219ffffffff,10.0,0.0,0.0,0.0,0.0
844521bffffffff,19.0,0.0,0.0,0.0,0.0
844521dffffffff,59.0,0.0,0.0,0.0,0.0
8445221ffffffff,250.0,0.0,0.0,0.0,0.0
8445225ffffffff,839.0,0.0,0.0,0.0,0.0
8445229ffffffff,5.0,0.0,0.0,0.0,0.0
844522bffffffff,45.0,0.0,0.0,0.0,0.0
844522dffffffff,10.0,0.0,0.0,0.0,0.0
8445231ffffffff,12.0,0.0,0.0,0.0,0.0
8445233ffffffff,587.0,0.0,0.0,0.0,0.0
844523bffffffff,111.0,0.0,0.0,0.0,0.0
8445241ffffffff,73.0,0.0,0.0,0.0,0.0
8445243ffffffff,608.0,0.0,0.0,0.0,0.0
8445245ffffffff,210.0,0.0,0.0,0.0,0.0
8445247ffffffff,413.0,0.0,0.0,0.0,0.0
8445249ffffffff,15.0,0.0,0.0,0.0,0.0
844524bffffffff,347.0,0.0,0.0,0.0,0.0
8445251ffffffff,11.0,0.0,0.0,0.0,0.0
8445253ffffffff,19.0,0.0,0.0,0.0,0.0
8445255ffffffff,171.0,0.0,0.0,0.0,0.0
8445257ffffffff,68.0,0.0,0.0,0.0,0.0
844525bffffffff,74.0,0.0,0.0,0.0,0.0
844525dffffffff,38.0,0.0,0.0,0.0,0.0
8445261ffffffff,69.0,0.0,0.0,0.0,0.0
8445263ffffffff,870.0,0.0,0.0,0.0,0.0
8445265ffffffff,1.0,0.0,0.0,0.0,0.0
8445267ffffffff,27.0,0.0,0.0,0.0,0.0
8445269ffffffff,78.0,0.0,0.0,0.0,0.0
844526bffffffff,1119.0,0.0,0.0,0.0,0.0
844526dffffffff,99.0,0.0,0.0,0.0,0.0
8445285ffffffff,7.0,0.0,0.0,0.0,0.0
8445287ffffffff,7.0,0.0,0.0,0.0,0.0
8445289ffffffff,53.0,0.0,0.0,0.0,0.0
844528dffffffff,61.0,0.0,0.0,0.0,0.0
8445293ffffffff,1.0,0.0,0.0,0.0,0.0
8445297ffffffff,12.0,0.0,0.0,0.0,0.0
8445299ffffffff,2.0,0.0,0.0,0.0,0.0
84452a1ffffffff,7.0,0.0,0.0,0.0,0.0
84452a3ffffffff,4.0,0.0,0.0,0.0,0.0
84452a5ffffffff,149.0,0.0,0.0,0.0,0.0
84452a7ffffffff,6.0,0.0,0.0,0.0,0.0
84452a9ffffffff,30.0,0.0,0.0,0.0,0.0
84452adffffffff,2327.0,0.0,0.0,0.0,0.0
84452b9ffffffff,4.0,0.0,0.0,0.0,0.0
84452bdffffffff,14.0,0.0,0.0,0.0,0.0
84452c1ffffffff,88.0,0.0,0.0,0.0,0.0
84452c3ffffffff,63.0,0.0,0.0,0.0,0.0
84452c5ffffffff,275.0,0.0,0.0,0.0,0.0
84452c7ffffffff,608.0,0.0,0.0,0.0,0.0
84452c9ffffffff,44.0,0.0,0.0,0.0,0.0
84452cbffffffff,24.0,0.0,0.0,0.0,0.0
84452cdffffffff,12.0,0.0,0.0,0.0,0.0
84452d3ffffffff,2.0,0.0,0.0,0.0,0.0
84452d5ffffffff,5.0,0.0,0.0,0.0,0.0
84452d7ffffffff,2.0,0.0,0.0,0.0,0.0
84452d9ffffffff,3.0,0.0,0.0,0.0,0.0
84452dbffffffff,34.0,0.0,0.0,0.0,0.0
84452ddffffffff,14.0,0.0,0.0,0.0,0.0
84452e1ffffffff,2525.0,0.0,0.0,0.0,0.0
84452e3ffffffff,150.0,0.0,0.0,0.0,0.0
84452e5ffffffff,1060.0,0.0,0.0,0.0,0.0
84452e7ffffffff,106.0,0.0,0.0,0.0,0.0
84452e9ffffffff,15.0,0.0,0.0,0.0,0.0
84452ebffffffff,106.0,0.0,0.0,0.0,0.0
84452edffffffff,33.0,0.0,0.0,0.0,0.0
8445301ffffffff,1.0,0.0,0.0,0.0,0.0
8445303ffffffff,28.0,0.0,0.0,0.0,0.0
8445305ffffffff,2.0,0.0,0.0,0.0,0.0
8445307ffffffff,5.0,0.0,0.0,0.0,0.0
8445309ffffffff,28.0,0.0,0.0,0.0,0.0
844530dffffffff,14.0,0.0,0.0,0.0,0.0
8445319ffffffff,111.0,0.0,0.0,0.0,0.0
844531dffffffff,3.0,0.0,0.0,0.0,0.0
8445321ffffffff,23.0,0.0,0.0,0.0,0.0
844532bffffffff,125.0,0.0,0.0,0.0,0.0
8445343ffffffff,163.0,0.0,0.0,0.0,0.0
8445345ffffffff,3.0,0.0,0.0,0.0,0.0
8445347ffffffff,4.0,0.0,0.0,0.0,0.0
8445349ffffffff,21.0,0.0,0.0,0.0,0.0
844534bffffffff,3.0,0.0,0.0,0.0,0.0
844534dffffffff,7.0,0.0,0.0,0.0,0.0
8445351ffffffff,150.0,0.0,0.0,0.0,0.0
8445353ffffffff,63.0,0.0,0.0,0.0,0.0
8445355ffffffff,139.0,0.0,0.0,0.0,0.0
8445357ffffffff,30.0,0.0,0.0,0.0,0.0
8445359ffffffff,11.0,0.0,0.0,0.0,0.0
844535bffffffff,5.0,0.0,0.0,0.0,0.0
844535dffffffff,10.0,0.0,0.0,0.0,0.0
8445363ffffffff,14.0,0.0,0.0,0.0,0.0
8445365ffffffff,103.0,0.0,0.0,0.0,0.0
8445367ffffffff,60.0,0.0,0.0,0.0,0.0
844536bffffffff,3.0,0.0,0.0,0.0,0.0
8445649ffffffff,20.0,0.0,0.0,0.0,0.0
8445721ffffffff,78.0,0.0,0.0,0.0,0.0
8445723ffffffff,3.0,0.0,0.0,0.0,0.0
8445725ffffffff,119.0,0.0,0.0,0.0,0.0
8445727ffffffff,233.0,0.0,0.0,0.0,0.0
844572dffffffff,2.0,0.0,0.0,0.0,0.0
8445749ffffffff,2.0,0.0,0.0,0.0,0.0
8445761ffffffff,4.0,0.0,0.0,0.0,0.0
8445765ffffffff,5.0,0.0,0.0,0.0,0.0
8445767ffffffff,11.0,0.0,0.0,0.0,0.0
8449961ffffffff,7.0,0.0,0.0,0.0,0.0
8449963ffffffff,8.0,0.0,0.0,0.0,0.0
8449969ffffffff,105.0,0.0,0.0,0.0,0.0
844996dffffffff,6.0,0.0,0.0,0.0,0.0
845f025ffffffff,1.0,0.0,0.0,0.0,0.0
845f035ffffffff,2.0,0.0,0.0,0.0,0.0
845f03dffffffff,4.0,0.0,0.0,0.0,0.0
845f083ffffffff,172.0,0.0,0.0,0.0,0.0
845f085ffffffff,2.0,0.0,0.0,0.0,0.0
845f087ffffffff,3.0,0.0,0.0,0.0,0.0
845f08bffffffff,2.0,0.0,0.0,0.0,0.0
845f08dffffffff,5.0,0.0,0.0,0.0,0.0
845f091ffffffff,2.0,0.0,0.0,0.0,0.0
845f095ffffffff,626.0,0.0,0.0,0.0,0.0
845f097ffffffff,8.0,0.0,0.0,0.0,0.0
845f09dffffffff,19.0,0.0,0.0,0.0,0.0
845f0b9ffffffff,8.0,0.0,0.0,0.0,0.0
845f0d1ffffffff,1.0,0.0,0.0,0.0,0.0
845f0d7ffffffff,33.0,0.0,0.0,0.0,0.0
845f0dbffffffff,3.0,0.0,0.0,0.0,0.0
845f0e3ffffffff,13.0,0.0,0.0,0.0,0.0
845f0e7ffffffff,1.0,0.0,0.0,0.0,0.0
845f105ffffffff,1.0,0.0,0.0,0.0,0.0
845f129ffffffff,23.0,0.0,0.0,0.0,0.0
845f12bffffffff,86.0,0.0,0.0,0.0,0.0
845f131ffffffff,2.0,0.0,0.0,0.0,0.0
845f13bffffffff,3.0,0.0,0.0,0.0,0.0
845f13dffffffff,47.0,0.0,0.0,0.0,0.0
845f143ffffffff,8.0,0.0,0.0,0.0,0.0
845f161ffffffff,7.0,0.0,0.0,0.0,0.0
845f1c3ffffffff,146.0,0.0,0.0,0.0,0.0
845f1cbffffffff,48.0,0.0,0.0,0.0,0.0
845f1dbffffffff,1.0,0.0,0.0,0.0,0.0
845f1ddffffffff,2.0,0.0,0.0,0.0,0.0
845f1e9ffffffff,23.0,0.0,0.0,0.0,0.0
845f1edffffffff,6.0,0.0,0.0,0.0,0.0
845f223ffffffff,5.0,0.0,0.0,0.0,0.0
845f227ffffffff,12.0,0.0,0.0,0.0,0.0
845f291ffffffff,21.0,0.0,0.0,0.0,0.0
845f295ffffffff,61.0,0.0,0.0,0.0,0.0
845f297ffffffff,6.0,0.0,0.0,0.0,0.0
845f299ffffffff,74.0,0.0,0.0,0.0,0.0
845f29dffffffff,41.0,0.0,0.0,0.0,0.0
845f2b1ffffffff,2.0,0.0,0.0,0.0,0.0
845f2b3ffffffff,26.0,0.0,0.0,0.0,0.0
845f2b9ffffffff,3.0,0.0,0.0,0.0,0.0
845f2bbffffffff,157.0,0.0,0.0,0.0,0.0
845f2d1ffffffff,36.0,0.0,0.0,0.0,0.0
845f2d3ffffffff,6.0,0.0,0.0,0.0,0.0
845f2d5ffffffff,5.0,0.0,0.0,0.0,0.0
845f2d7ffffffff,14.0,0.0,0.0,0.0,0.0
845f2dbffffffff,6.0,0.0,0.0,0.0,0.0
845f403ffffffff,25.0,0.0,0.0,0.0,0.0
845f407ffffffff,46.0,0.0,0.0,0.0,0.0
845f40dffffffff,2.0,0.0,0.0,0.0,0.0
845f411ffffffff,1.0,0.0,0.0,0.0,0.0
845f415ffffffff,55.0,0.0,0.0,0.0,0.0
845f417ffffffff,1.0,0.0,0.0,0.0,0.0
845f423ffffffff,1.0,0.0,0.0,0.0,0.0
845f42bffffffff,77.0,0.0,0.0,0.0,0.0
845f435ffffffff,1.0,0.0,0.0,0.0,0.0
845f437ffffffff,13.0,0.0,0.0,0.0,0.0
845f439ffffffff,1.0,0.0,0.0,0.0,0.0
845f445ffffffff,4.0,0.0,0.0,0.0,0.0
845f459ffffffff,1.0,0.0,0.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0,0.0,0.0
845f46bffffffff,1.0,0.0,0.0,0.0,0.0
845f483ffffffff,8.0,0.0,0.0,0.0,0.0
845f485ffffffff,12.0,0.0,0.0,0.0,0.0
845f487ffffffff,68.0,0.0,0.0,0.0,0.0
845f491ffffffff,30.0,0.0,0.0,0.0,0.0
845f49bffffffff,3.0,0.0,0.0,0.0,0.0
845f49dffffffff,2.0,0.0,0.0,0.0,0.0
845f4a3ffffffff,10.0,0.0,0.0,0.0,0.0
845f4a7ffffffff,12.0,0.0,0.0,0.0,0.0
845f4a9ffffffff,9.0,0.0,0.0,0.0,0.0
845f4abffffffff,20.0,0.0,0.0,0.0,0.0
845f4b3ffffffff,12.0,0.0,0.0,0.0,0.0
845f4b5ffffffff,1.0,0.0,0.0,0.0,0.0
845f4b9ffffffff,11.0,0.0,0.0,0.0,0.0
845f4bdffffffff,52.0,0.0,0.0,0.0,0.0
845f4e1ffffffff,2.0,0.0,0.0,0.0,0.0
845f4e5ffffffff,8.0,0.0,0.0,0.0,0.0
845f4e7ffffffff,12.0,0.0,0.0,0.0,0.0
845f501ffffffff,5.0,0.0,0.0,0.0,0.0
845f50bffffffff,45.0,0.0,0.0,0.0,0.0
845f549ffffffff,14.0,0.0,0.0,0.0,0.0
845f569ffffffff,2.0,0.0,0.0,0.0,0.0
845f56bffffffff,3.0,0.0,0.0,0.0,0.0
845f581ffffffff,148.0,0.0,0.0,0.0,0.0
845f583ffffffff,2344.0,0.0,0.0,0.0,0.0
845f587ffffffff,35.0,0.0,0.0,0.0,0.0
845f58bffffffff,55.0,0.0,0.0,0.0,0.0
845f591ffffffff,3.0,0.0,0.0,0.0,0.0
845f595ffffffff,37.0,0.0,0.0,0.0,0.0
845f5b5ffffffff,696.0,0.0,0.0,0.0,0.0
845f5b9ffffffff,205.0,0.0,0.0,0.0,0.0
845f5bdffffffff,214.0,0.0,0.0,0.0,0.0
845f5d7ffffffff,6.0,0.0,0.0,0.0,0.0
845f5d9ffffffff,1.0,0.0,0.0,0.0,0.0
845f5dbffffffff,2.0,0.0,0.0,0.0,0.0
845f665ffffffff,2.0,0.0,0.0,0.0,0.0
845f683ffffffff,5.0,0.0,0.0,0.0,0.0
845f689ffffffff,1.0,0.0,0.0,0.0,0.0
845f68bffffffff,11.0,0.0,0.0,0.0,0.0
845f703ffffffff,2.0,0.0,0.0,0.0,0.0
845f711ffffffff,16.0,0.0,0.0,0.0,0.0
845f713ffffffff,30.0,0.0,0.0,0.0,0.0
845f719ffffffff,3.0,0.0,0.0,0.0,0.0
845f755ffffffff,6.0,0.0,0.0,0.0,0.0
845f757ffffffff,1.0,0.0,0.0,0.0,0.0
845f759ffffffff,52.0,0.0,0.0,0.0,0.0
845f75dffffffff,22.0,0.0,0.0,0.0,0.0
845f767ffffffff,4.0,0.0,0.0,0.0,0.0
8466005ffffffff,15.0,0.0,0.0,0.0,0.0
8466007ffffffff,7.0,0.0,0.0,0.0,0.0
8466009ffffffff,1.0,0.0,0.0,0.0,0.0
846600dffffffff,2.0,0.0,0.0,0.0,0.0
8466017ffffffff,2.0,0.0,0.0,0.0,0.0
846601bffffffff,25.0,0.0,0.0,0.0,0.0
8466021ffffffff,152.0,0.0,0.0,0.0,0.0
8466023ffffffff,24.0,0.0,0.0,0.0,0.0
8466025ffffffff,91.0,0.0,0.0,0.0,0.0
8466027ffffffff,30.0,0.0,0.0,0.0,0.0
8466029ffffffff,81.0,0.0,0.0,0.0,0.0
846602bffffffff,26.0,0.0,0.0,0.0,0.0
8466033ffffffff,4.0,0.0,0.0,0.0,0.0
8466035ffffffff,18.0,0.0,0.0,0.0,0.0
846603dffffffff,15.0,0.0,0.0,0.0,0.0
8466043ffffffff,4.0,0.0,0.0,0.0,0.0
8466045ffffffff,117.0,0.0,0.0,0.0,0.0
8466047ffffffff,17.0,0.0,0.0,0.0,0.0
846604dffffffff,3.0,0.0,0.0,0.0,0.0
8466055ffffffff,5.0,0.0,0.0,0.0,0.0
8466057ffffffff,4.0,0.0,0.0,0.0,0.0
8466059ffffffff,2.0,0.0,0.0,0.0,0.0
8466061ffffffff,10.0,0.0,0.0,0.0,0.0
8466063ffffffff,29.0,0.0,0.0,0.0,0.0
8466067ffffffff,172.0,0.0,0.0,0.0,0.0
8466069ffffffff,6.0,0.0,0.0,0.0,0.0
846606bffffffff,25.0,0.0,0.0,0.0,0.0
8466081ffffffff,184.0,0.0,0.0,0.0,0.0
8466083ffffffff,105.0,0.0,0.0,0.0,0.0
8466085ffffffff,24.0,0.0,0.0,0.0,0.0
8466087ffffffff,108.0,0.0,0.0,0.0,0.0
8466089ffffffff,469.0,0.0,0.0,0.0,0.0
846608bffffffff,50.0,0.0,0.0,0.0,0.0
846608dffffffff,1452.0,0.0,0.0,0.0,0.0
8466091ffffffff,11.0,0.0,0.0,0.0,0.0
8466093ffffffff,12.0,0.0,0.0,0.0,0.0
8466095ffffffff,64.0,0.0,0.0,0.0,0.0
8466097ffffffff,44.0,0.0,0.0,0.0,0.0
8466099ffffffff,15.0,0.0,0.0,0.0,0.0
846609bffffffff,23.0,0.0,0.0,0.0,0.0
846609dffffffff,144.0,0.0,0.0,0.0,0.0
84660a1ffffffff,4.0,0.0,0.0,0.0,0.0
84660a3ffffffff,18.0,0.0,0.0,0.0,0.0
84660a5ffffffff,49.0,0.0,0.0,0.0,0.0
84660a7ffffffff,60.0,0.0,0.0,0.0,0.0
84660a9ffffffff,2.0,0.0,0.0,0.0,0.0
84660abffffffff,5.0,0.0,0.0,0.0,0.0
84660adffffffff,18.0,0.0,0.0,0.0,0.0
84660b1ffffffff,118.0,0.0,0.0,0.0,0.0
84660b3ffffffff,126.0,0.0,0.0,0.0,0.0
84660b5ffffffff,348.0,0.0,0.0,0.0,0.0
84660b7ffffffff,160.0,0.0,0.0,0.0,0.0
84660b9ffffffff,364.0,0.0,0.0,0.0,0.0
84660bbffffffff,560.0,0.0,0.0,0.0,0.0
84660bdffffffff,335.0,0.0,0.0,0.0,0.0
84660c1ffffffff,62.0,0.0,0.0,0.0,0.0
84660c3ffffffff,177.0,0.0,0.0,0.0,0.0
84660c5ffffffff,29.0,0.0,0.0,0.0,0.0
84660c7ffffffff,56.0,0.0,0.0,0.0,0.0
84660c9ffffffff,2.0,0.0,0.0,0.0,0.0
84660cbffffffff,122.0,0.0,0.0,0.0,0.0
84660cdffffffff,13.0,0.0,0.0,0.0,0.0
84660d1ffffffff,84.0,0.0,0.0,0.0,0.0
84660d3ffffffff,28.0,0.0,0.0,0.0,0.0
84660d5ffffffff,36.0,0.0,0.0,0.0,0.0
84660d9ffffffff,17.0,0.0,0.0,0.0,0.0
84660dbffffffff,6.0,0.0,0.0,0.0,0.0
84660ddffffffff,113.0,0.0,0.0,0.0,0.0
84660e1ffffffff,29.0,0.0,0.0,0.0,0.0
84660e3ffffffff,13.0,0.0,0.0,0.0,0.0
84660e5ffffffff,4.0,0.0,0.0,0.0,0.0
84660e7ffffffff,1.0,0.0,0.0,0.0,0.0
84660ebffffffff,11.0,0.0,0.0,0.0,0.0
8466101ffffffff,2.0,0.0,0.0,0.0,0.0
8466103ffffffff,26.0,0.0,0.0,0.0,0.0
8466105ffffffff,79.0,0.0,0.0,0.0,0.0
8466107ffffffff,1312.0,0.0,0.0,0.0,0.0
846610bffffffff,23.0,0.0,0.0,0.0,0.0
846610dffffffff,4.0,0.0,0.0,0.0,0.0
8466111ffffffff,6.0,0.0,0.0,0.0,0.0
8466113ffffffff,154.0,0.0,0.0,0.0,0.0
8466117ffffffff,3.0,0.0,0.0,0.0,0.0
8466119ffffffff,309.0,0.0,0.0,0.0,0.0
846611bffffffff,5.0,0.0,0.0,0.0,0.0
846611dffffffff,12.0,0.0,0.0,0.0,0.0
8466121ffffffff,2.0,0.0,0.0,0.0,0.0
8466123ffffffff,3.0,0.0,0.0,0.0,0.0
8466125ffffffff,8.0,0.0,0.0,0.0,0.0
8466129ffffffff,68.0,0.0,0.0,0.0,0.0
846612dffffffff,29.0,0.0,0.0,0.0,0.0
8466131ffffffff,6.0,0.0,0.0,0.0,0.0
8466135ffffffff,32.0,0.0,0.0,0.0,0.0
8466139ffffffff,669.0,0.0,0.0,0.0,0.0
846613dffffffff,25.0,0.0,0.0,0.0,0.0
8466153ffffffff,32.0,0.0,0.0,0.0,0.0
846615bffffffff,36.0,0.0,0.0,0.0,0.0
8466163ffffffff,1085.0,0.0,0.0,0.0,0.0
8466165ffffffff,71.0,0.0,0.0,0.0,0.0
8466167ffffffff,260.0,0.0,0.0,0.0,0.0
8466181ffffffff,63.0,0.0,0.0,0.0,0.0
8466183ffffffff,847.0,0.0,0.0,0.0,0.0
8466185ffffffff,5.0,0.0,0.0,0.0,0.0
8466187ffffffff,10.0,0.0,0.0,0.0,0.0
8466189ffffffff,57.0,0.0,0.0,0.0,0.0
846618bffffffff,372.0,0.0,0.0,0.0,0.0
846618dffffffff,17.0,0.0,0.0,0.0,0.0
8466191ffffffff,369.0,0.0,0.0,0.0,0.0
8466193ffffffff,1219.0,0.0,0.0,0.0,0.0
8466195ffffffff,349.0,0.0,0.0,0.0,0.0
8466197ffffffff,568.0,0.0,0.0,0.0,0.0
8466199ffffffff,236.0,0.0,0.0,0.0,0.0
846619bffffffff,603.0,0.0,0.0,0.0,0.0
846619dffffffff,1629.0,0.0,0.0,0.0,0.0
84661a3ffffffff,3.0,0.0,0.0,0.0,0.0
84661a5ffffffff,161.0,0.0,0.0,0.0,0.0
84661a7ffffffff,2.0,0.0,0.0,0.0,0.0
84661adffffffff,60.0,0.0,0.0,0.0,0.0
84661b1ffffffff,1104.0,0.0,0.0,0.0,0.0
84661b3ffffffff,893.0,0.0,0.0,0.0,0.0
84661b5ffffffff,3.0,0.0,0.0,0.0,0.0
84661b7ffffffff,39.0,0.0,0.0,0.0,0.0
84661b9ffffffff,1783.0,0.0,0.0,0.0,0.0
84661bbffffffff,1538.0,0.0,0.0,0.0,0.0
84661bdffffffff,62.0,0.0,0.0,0.0,0.0
84661c1ffffffff,8.0,0.0,0.0,0.0,0.0
84661c3ffffffff,26.0,0.0,0.0,0.0,0.0
84661c5ffffffff,9.0,0.0,0.0,0.0,0.0
84661c9ffffffff,35.0,0.0,0.0,0.0,0.0
84661cbffffffff,29.0,0.0,0.0,0.0,0.0
84661cdffffffff,99.0,0.0,0.0,0.0,0.0
84661d1ffffffff,291.0,0.0,0.0,0.0,0.0
84661d3ffffffff,13.0,0.0,0.0,0.0,0.0
84661d5ffffffff,93.0,0.0,0.0,0.0,0.0
84661d7ffffffff,195.0,0.0,0.0,0.0,0.0
84661d9ffffffff,5.0,0.0,0.0,0.0,0.0
84661dbffffffff,3.0,0.0,0.0,0.0,0.0
84661ddffffffff,75.0,0.0,0.0,0.0,0.0
84661e9ffffffff,6.0,0.0,0.0,0.0,0.0
84661ebffffffff,222.0,0.0,0.0,0.0,0.0
8466201ffffffff,177.0,0.0,0.0,0.0,0.0
8466203ffffffff,51.0,0.0,0.0,0.0,0.0
8466205ffffffff,481.0,0.0,0.0,0.0,0.0
8466207ffffffff,27.0,0.0,0.0,0.0,0.0
846620bffffffff,770.0,0.0,0.0,0.0,0.0
8466211ffffffff,21.0,0.0,0.0,0.0,0.0
8466213ffffffff,25.0,0.0,0.0,0.0,0.0
8466217ffffffff,295.0,0.0,0.0,0.0,0.0
8466219ffffffff,90.0,0.0,0.0,0.0,0.0
846621bffffffff,10.0,0.0,0.0,0.0,0.0
846621dffffffff,4.0,0.0,0.0,0.0,0.0
8466221ffffffff,944.0,0.0,0.0,0.0,0.0
8466223ffffffff,2.0,0.0,0.0,0.0,0.0
8466225ffffffff,285.0,0.0,0.0,0.0,0.0
8466227ffffffff,117.0,0.0,0.0,0.0,0.0
846622bffffffff,1552.0,0.0,0.0,0.0,0.0
8466231ffffffff,7.0,0.0,0.0,0.0,0.0
8466235ffffffff,2.0,0.0,0.0,0.0,0.0
8466239ffffffff,1.0,0.0,0.0,0.0,0.0
846623bffffffff,30.0,0.0,0.0,0.0,0.0
846623dffffffff,29.0,0.0,0.0,0.0,0.0
8466257ffffffff,266.0,0.0,0.0,0.0,0.0
846625bffffffff,6.0,0.0,0.0,0.0,0.0
8466283ffffffff,2.0,0.0,0.0,0.0,0.0
846628bffffffff,5.0,0.0,0.0,0.0,0.0
8466291ffffffff,205.0,0.0,0.0,0.0,0.0
8466293ffffffff,46.0,0.0,0.0,0.0,0.0
8466295ffffffff,27.0,0.0,0.0,0.0,0.0
8466297ffffffff,3.0,0.0,0.0,0.0,0.0
8466299ffffffff,11.0,0.0,0.0,0.0,0.0
846629bffffffff,56.0,0.0,0.0,0.0,0.0
846629dffffffff,82.0,0.0,0.0,0.0,0.0
84662a7ffffffff,13.0,0.0,0.0,0.0,0.0
84662abffffffff,3.0,0.0,0.0,0.0,0.0
84662b1ffffffff,4.0,0.0,0.0,0.0,0.0
84662b5ffffffff,85.0,0.0,0.0,0.0,0.0
84662b7ffffffff,110.0,0.0,0.0,0.0,0.0
84662bbffffffff,4.0,0.0,0.0,0.0,0.0
84662bdffffffff,7.0,0.0,0.0,0.0,0.0
84662c5ffffffff,2.0,0.0,0.0,0.0,0.0
84662c9ffffffff,90.0,0.0,0.0,0.0,0.0
84662cdffffffff,33.0,0.0,0.0,0.0,0.0
84662d3ffffffff,163.0,0.0,0.0,0.0,0.0
84662d7ffffffff,2.0,0.0,0.0,0.0,0.0
84662d9ffffffff,3.0,0.0,0.0,0.0,0.0
84662dbffffffff,37.0,0.0,0.0,0.0,0.0
84662e1ffffffff,33.0,0.0,0.0,0.0,0.0
84662e5ffffffff,43.0,0.0,0.0,0.0,0.0
84662e9ffffffff,50.0,0.0,0.0,0.0,0.0
84662ebffffffff,3.0,0.0,0.0,0.0,0.0
84662edffffffff,1.0,0.0,0.0,0.0,0.0
8466311ffffffff,100.0,0.0,0.0,0.0,0.0
8466313ffffffff,452.0,0.0,0.0,0.0,0.0
8466317ffffffff,22.0,0.0,0.0,0.0,0.0
846631bffffffff,147.0,0.0,0.0,0.0,0.0
8466411ffffffff,20.0,0.0,0.0,0.0,0.0
8466415ffffffff,104.0,0.0,0.0,0.0,0.0
8466417ffffffff,41.0,0.0,0.0,0.0,0.0
8466419ffffffff,4.0,0.0,0.0,0.0,0.0
846641dffffffff,199.0,0.0,0.0,0.0,0.0
8466427ffffffff,3.0,0.0,0.0,0.0,0.0
846643bffffffff,1.0,0.0,0.0,0.0,0.0
8466441ffffffff,3.0,0.0,0.0,0.0,0.0
8466449ffffffff,2.0,0.0,0.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0,0.0,0.0
846645dffffffff,3.0,0.0,0.0,0.0,0.0
8466481ffffffff,2.0,0.0,0.0,0.0,0.0
8466485ffffffff,4.0,0.0,0.0,0.0,0.0
