cell_id,Phaethon lepturus,Phaethon lepturus lepturus,Phaethon lepturus fulvus,Phaethon lepturus europae,Phaethon lepturus catesbyi,Phaethon lepturus dorotheae,Phaethon lepturus ascensionis
834ce8fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
834ceafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834cebfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
834cedfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
834ceefffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0
834cf3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
834d49fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
834d4bfffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
834d9cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
834e64fffffffff,61.0,0.0,0.0,0.0,0.0,7.0,0.0
834e75fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
834f43fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
834f49fffffffff,68.0,0.0,0.0,0.0,0.0,30.0,0.0
834f4bfffffffff,19.0,0.0,0.0,0.0,0.0,1.0,0.0
835ca8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
835cabfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835d10fffffffff,835.0,0.0,0.0,0.0,0.0,463.0,0.0
835d11fffffffff,11.0,0.0,0.0,0.0,0.0,4.0,0.0
835d12fffffffff,388.0,0.0,0.0,0.0,0.0,292.0,0.0
835d13fffffffff,593.0,0.0,0.0,0.0,0.0,63.0,0.0
835d14fffffffff,192.0,0.0,0.0,0.0,0.0,23.0,0.0
835d16fffffffff,57.0,0.0,0.0,0.0,0.0,7.0,0.0
835d24fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835e1afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835e40fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
835e42fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
835e43fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0
835e46fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
835e4afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835e4bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
835e5cfffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
835e5dfffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
835e71fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83602dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836100fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
836151fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83615cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
836724fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83672cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83672efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
836730fffffffff,103.0,0.0,0.0,0.0,0.0,0.0,0.0
836736fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
837065fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
837319fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83731bfffffffff,1221.0,0.0,0.0,0.0,0.0,0.0,0.0
837356fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83738efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8373a8fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8373abfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
837731fffffffff,6.0,0.0,0.0,0.0,0.0,2.0,0.0
837772fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83778afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8377a8fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
837899fffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
837b2cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
837b2dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8380b4fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
8382c0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8382c4fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8382c6fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8382e3fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,1.0
838408fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8385a0fffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0
8385a2fffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0
8385a3fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8385abfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8385b0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838802fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838904fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
838912fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838915fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
838922fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
838930fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
838931fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838932fffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
838934fffffffff,53.0,0.0,0.0,0.0,0.0,7.0,0.0
838935fffffffff,14.0,0.0,0.0,0.0,0.0,1.0,0.0
838c23fffffffff,309.0,0.0,155.0,0.0,0.0,0.0,0.0
838c45fffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0
838cdefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838da6fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
838daafffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8392c6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839414fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
839415fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
839466fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83950afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83951efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839553fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83955afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83955efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
839568fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8395a4fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8395a5fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8399a4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,5.0
839a02fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
839a14fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
839a15fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
839a16fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
839b01fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839b0bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839b12fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839b19fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839b41fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839b6efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839b73fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
839c23fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839e05fffffffff,2.0,0.0,0.0,0.0,0.0,1.0,0.0
839e1cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839e1efffffffff,4.0,0.0,0.0,0.0,0.0,3.0,0.0
839e22fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839e26fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839e28fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
839e2efffffffff,2.0,0.0,0.0,0.0,0.0,1.0,0.0
839e8dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839eadfffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
839ec4fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
839ee3fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
839f51fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839f55fffffffff,5.0,0.0,0.0,0.0,0.0,1.0,0.0
839f62fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839f71fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a049fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83a0d9fffffffff,5.0,0.0,0.0,0.0,0.0,3.0,0.0
83a0dcfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83a116fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83a119fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83a240fffffffff,12.0,3.0,0.0,0.0,0.0,0.0,0.0
83a242fffffffff,81.0,10.0,0.0,0.0,0.0,0.0,0.0
83a250fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
83a254fffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0
83a255fffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0
83a304fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
83a30cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83a322fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a32bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83a331fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83a399fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83ab14fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83b0a2fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
83b4b3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b4c0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b4c5fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
83b4cefffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83b4d3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83be0cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83be0efffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83be1afffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
83be8cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83be8dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83beaafffffffff,29.0,0.0,0.0,0.0,0.0,3.0,0.0
83beabfffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
83beaefffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
