cell_id,Phaethon lepturus,Phaethon lepturus lepturus,Phaethon lepturus fulvus,Phaethon lepturus europae,Phaethon lepturus catesbyi,Phaethon lepturus dorotheae,Phaethon lepturus ascensionis
832a4cfffffffff,738.0,0.0,0.0,0.0,0.0,0.0,0.0
832a4efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832a52fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
834480fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834486fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
834498fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834510fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83454afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83455cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834584fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
8345a3fffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0
8345b0fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8345b2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
834641fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
834642fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834643fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
834646fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
834648fffffffff,76.0,0.0,0.0,0.0,0.0,5.0,0.0
834649fffffffff,115.0,0.0,0.0,0.0,0.0,23.0,0.0
83464afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83464bfffffffff,14.0,0.0,0.0,0.0,0.0,1.0,0.0
83464efffffffff,3966.0,0.0,0.0,0.0,0.0,1038.0,0.0
83465dfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
83466cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8347a3fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
834c81fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
834c82fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834c83fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
834c86fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834c8cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
834c95fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834c96fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
834c99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834ca9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834caafffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
834cabfffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
834cb3fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
834cc0fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
834cc4fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
834cc5fffffffff,364.0,0.0,0.0,0.0,0.0,0.0,0.0
834cc6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
834cd2fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
834cd5fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
