cell_id,Chlamydotis undulata,Chlamydotis undulata fuertaventurae,Chlamydotis undulata undulata
8434699ffffffff,10.0,8.0,0.0
84346bbffffffff,1.0,1.0,0.0
8438161ffffffff,1.0,0.0,0.0
8438169ffffffff,7.0,0.0,0.0
843832bffffffff,1.0,0.0,0.0
8439887ffffffff,2.0,0.0,2.0
84398d3ffffffff,2.0,0.0,0.0
