cell_id,Leiothlypis celata,Leiothlypis celata celata,Leiothlypis celata orestera,Leiothlypis celata lutescens,Leiothlypis celata sordida,Leiothlypis celata celata/orestera
840c015ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c021ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c033ffffffff,41.0,0.0,0.0,0.0,0.0,0.0
840c037ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c03bffffffff,28.0,0.0,0.0,0.0,0.0,0.0
840c04bffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840c051ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c063ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c0b1ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
840c0b3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c141ffffffff,467.0,0.0,0.0,0.0,0.0,0.0
840c143ffffffff,533.0,0.0,0.0,0.0,0.0,0.0
840c145ffffffff,113.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,1174.0,0.0,0.0,0.0,0.0,0.0
840c149ffffffff,127.0,0.0,0.0,0.0,0.0,0.0
840c14bffffffff,175.0,0.0,0.0,0.0,0.0,0.0
840c14dffffffff,31.0,0.0,0.0,0.0,0.0,0.0
840c15dffffffff,215.0,0.0,0.0,0.0,0.0,0.0
840c1b1ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
840c1b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,275.0,0.0,0.0,0.0,0.0,0.0
840c213ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
840c217ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840c231ffffffff,84.0,0.0,0.0,0.0,0.0,0.0
840c297ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c29bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c2a9ffffffff,61.0,0.0,0.0,0.0,0.0,0.0
840c2cdffffffff,32.0,0.0,0.0,0.0,0.0,0.0
840c2d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c335ffffffff,185.0,0.0,0.0,0.0,0.0,0.0
840c343ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c349ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c359ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,417.0,2.0,0.0,1.0,0.0,0.0
840c421ffffffff,18.0,0.0,0.0,4.0,0.0,0.0
840c425ffffffff,44.0,0.0,0.0,10.0,0.0,0.0
840c427ffffffff,42.0,0.0,0.0,1.0,0.0,0.0
840c429ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,1361.0,0.0,0.0,108.0,0.0,0.0
840c441ffffffff,80.0,0.0,0.0,11.0,0.0,0.0
840c443ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c44bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c451ffffffff,42.0,0.0,0.0,2.0,0.0,0.0
840c455ffffffff,77.0,0.0,0.0,4.0,0.0,0.0
840c461ffffffff,104.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,496.0,0.0,0.0,52.0,0.0,0.0
840c467ffffffff,86.0,0.0,0.0,6.0,0.0,0.0
840c469ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c46bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c46dffffffff,119.0,0.0,0.0,3.0,0.0,0.0
840c503ffffffff,199.0,0.0,0.0,9.0,0.0,0.0
840c507ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c50bffffffff,42.0,0.0,0.0,2.0,0.0,0.0
840c50dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c511ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
840c515ffffffff,37.0,0.0,0.0,2.0,0.0,0.0
840c51dffffffff,859.0,0.0,0.0,43.0,0.0,0.0
840c521ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c523ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c527ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c52dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c543ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,155.0,0.0,0.0,0.0,0.0,0.0
840c551ffffffff,61.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,144.0,0.0,0.0,0.0,0.0,0.0
840c55bffffffff,258.0,0.0,0.0,18.0,0.0,0.0
840c55dffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840c567ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c5a1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,124.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,55.0,0.0,0.0,0.0,0.0,0.0
840c609ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c60dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c617ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c621ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c623ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c625ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c629ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c635ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
