cell_id,Phoenicurus phoenicurus,Phoenicurus phoenicurus phoenicurus,Phoenicurus phoenicurus samamisicus
8401261ffffffff,4.0,0.0,0.0
8401265ffffffff,2.0,0.0,0.0
8401269ffffffff,2.0,0.0,0.0
840126dffffffff,4.0,0.0,0.0
840130bffffffff,2.0,0.0,0.0
840134bffffffff,3.0,0.0,0.0
8401351ffffffff,3.0,0.0,0.0
8401353ffffffff,1.0,0.0,0.0
8401359ffffffff,2.0,0.0,0.0
840135bffffffff,7.0,0.0,0.0
840802dffffffff,2.0,0.0,0.0
8408103ffffffff,2.0,0.0,0.0
8408105ffffffff,10.0,0.0,0.0
8408115ffffffff,4.0,0.0,0.0
8408119ffffffff,1.0,0.0,0.0
840811dffffffff,9.0,0.0,0.0
8408121ffffffff,2.0,0.0,0.0
8408129ffffffff,15.0,3.0,0.0
840812bffffffff,2.0,0.0,0.0
840812dffffffff,1.0,0.0,0.0
8408133ffffffff,5.0,0.0,0.0
8408135ffffffff,2.0,0.0,0.0
8408137ffffffff,2.0,0.0,0.0
8408169ffffffff,3.0,0.0,0.0
8408183ffffffff,2.0,0.0,0.0
8408193ffffffff,6.0,0.0,0.0
840819dffffffff,1.0,0.0,0.0
84081d5ffffffff,5.0,0.0,0.0
84081e1ffffffff,4.0,0.0,0.0
84081e5ffffffff,14.0,0.0,0.0
84081edffffffff,1.0,0.0,0.0
8408287ffffffff,2.0,0.0,0.0
8408295ffffffff,1.0,0.0,0.0
8408335ffffffff,1.0,0.0,0.0
8408337ffffffff,4.0,0.0,0.0
8408809ffffffff,5.0,0.0,0.0
840880bffffffff,5.0,0.0,0.0
840880dffffffff,8.0,0.0,0.0
8408823ffffffff,2.0,0.0,0.0
8408829ffffffff,7.0,0.0,0.0
840882dffffffff,6.0,0.0,0.0
8408837ffffffff,5.0,0.0,0.0
8408839ffffffff,1.0,1.0,0.0
840883dffffffff,2.0,0.0,0.0
8408845ffffffff,5.0,0.0,0.0
8408863ffffffff,1.0,0.0,0.0
8408867ffffffff,37.0,0.0,0.0
840886bffffffff,7.0,0.0,0.0
8408881ffffffff,3.0,0.0,0.0
8408889ffffffff,10.0,0.0,0.0
840888bffffffff,1.0,0.0,0.0
840888dffffffff,1.0,0.0,0.0
84088adffffffff,1.0,0.0,0.0
84088e1ffffffff,2.0,2.0,0.0
84088e3ffffffff,2.0,2.0,0.0
8408901ffffffff,22.0,0.0,0.0
840890dffffffff,7.0,0.0,0.0
8408937ffffffff,19.0,0.0,0.0
8408959ffffffff,11.0,0.0,0.0
840895bffffffff,6.0,0.0,0.0
8408961ffffffff,3.0,0.0,0.0
8408965ffffffff,10.0,0.0,0.0
8408985ffffffff,22.0,0.0,0.0
8408987ffffffff,2.0,0.0,0.0
840898bffffffff,3.0,0.0,0.0
8408991ffffffff,3.0,0.0,0.0
8408997ffffffff,9.0,0.0,0.0
840899bffffffff,2.0,0.0,0.0
84089a1ffffffff,8.0,0.0,0.0
84089a9ffffffff,23.0,0.0,0.0
84089adffffffff,6.0,0.0,0.0
84089b1ffffffff,7.0,0.0,0.0
84089b7ffffffff,8.0,0.0,0.0
84089bbffffffff,6.0,0.0,0.0
84089d3ffffffff,7.0,0.0,0.0
84089d5ffffffff,1.0,0.0,0.0
84089d9ffffffff,2.0,0.0,0.0
84089dbffffffff,4.0,0.0,0.0
84089e3ffffffff,8.0,0.0,0.0
84089e5ffffffff,3.0,0.0,0.0
84089e7ffffffff,1.0,0.0,0.0
84089ebffffffff,26.0,0.0,0.0
84089edffffffff,3.0,0.0,0.0
8408a05ffffffff,2.0,0.0,0.0
8408a07ffffffff,2.0,0.0,0.0
8408a15ffffffff,2.0,0.0,0.0
8408a19ffffffff,1.0,0.0,0.0
8408a25ffffffff,2.0,0.0,0.0
8408a27ffffffff,1.0,0.0,0.0
8408a31ffffffff,1.0,0.0,0.0
8408a3bffffffff,1.0,0.0,0.0
8408a47ffffffff,2.0,0.0,0.0
8408a53ffffffff,6.0,0.0,0.0
8408a81ffffffff,1.0,0.0,0.0
8408acbffffffff,2.0,0.0,0.0
8408b0dffffffff,1.0,0.0,0.0
8408b15ffffffff,2.0,0.0,0.0
8408b33ffffffff,2.0,0.0,0.0
8408b35ffffffff,1.0,0.0,0.0
8408b3dffffffff,1.0,0.0,0.0
8408b41ffffffff,2.0,0.0,0.0
8408b47ffffffff,4.0,0.0,0.0
8408b4dffffffff,2.0,0.0,0.0
8408b51ffffffff,3.0,0.0,0.0
8408c19ffffffff,5.0,2.0,0.0
8408c1bffffffff,4.0,2.0,0.0
8408c21ffffffff,6.0,2.0,0.0
8408c25ffffffff,2.0,2.0,0.0
8408c29ffffffff,6.0,0.0,0.0
8408c2bffffffff,2.0,0.0,0.0
8408c31ffffffff,4.0,0.0,0.0
8408c53ffffffff,1.0,0.0,0.0
8408c83ffffffff,1.0,0.0,0.0
8408c85ffffffff,4.0,0.0,0.0
8408c89ffffffff,12.0,2.0,0.0
8408c8bffffffff,18.0,2.0,0.0
8408c8dffffffff,11.0,1.0,0.0
8408c91ffffffff,5.0,0.0,0.0
8408c93ffffffff,5.0,0.0,0.0
8408c95ffffffff,16.0,0.0,0.0
8408c97ffffffff,2.0,0.0,0.0
8408c99ffffffff,2.0,0.0,0.0
8408c9bffffffff,6.0,0.0,0.0
8408cc9ffffffff,2.0,0.0,0.0
8408cd5ffffffff,8.0,0.0,0.0
8408cd7ffffffff,19.0,0.0,0.0
8408ce1ffffffff,4.0,0.0,0.0
8408ce5ffffffff,3.0,0.0,0.0
8408cedffffffff,3.0,0.0,0.0
8408d11ffffffff,2.0,0.0,0.0
8408d19ffffffff,30.0,2.0,0.0
8408d1bffffffff,1.0,0.0,0.0
8408d2dffffffff,2.0,0.0,0.0
8408d37ffffffff,4.0,0.0,0.0
8408d45ffffffff,1.0,0.0,0.0
8408d51ffffffff,2.0,0.0,0.0
8408d57ffffffff,10.0,0.0,0.0
8408d81ffffffff,34.0,0.0,0.0
8408d83ffffffff,5.0,0.0,0.0
8408d85ffffffff,23.0,7.0,0.0
8408d87ffffffff,2.0,0.0,0.0
8408d89ffffffff,2.0,0.0,0.0
8408d8bffffffff,95.0,4.0,0.0
8408d8dffffffff,3.0,0.0,0.0
