cell_id,Sphyrapicus ruber,Sphyrapicus ruber ruber,Sphyrapicus ruber daggetti
8412a23ffffffff,2.0,0.0,0.0
8412a25ffffffff,42.0,0.0,0.0
8412a29ffffffff,2.0,0.0,0.0
8412a35ffffffff,3.0,0.0,0.0
8412a37ffffffff,42.0,0.0,0.0
8412a67ffffffff,2.0,0.0,0.0
8412a69ffffffff,1.0,0.0,0.0
8412a87ffffffff,5.0,0.0,0.0
8412a97ffffffff,9.0,0.0,0.0
8412aa3ffffffff,8.0,0.0,0.0
8412aa5ffffffff,12.0,0.0,0.0
8412aa7ffffffff,17.0,0.0,0.0
8412aabffffffff,7.0,0.0,0.0
8412ab1ffffffff,1.0,0.0,0.0
8412ab3ffffffff,336.0,0.0,0.0
8412ab5ffffffff,21.0,0.0,0.0
8412ab7ffffffff,6.0,0.0,0.0
8412abbffffffff,13.0,0.0,0.0
8412ad5ffffffff,2.0,0.0,0.0
8412ad7ffffffff,6.0,0.0,0.0
8412b01ffffffff,195.0,0.0,0.0
8412b03ffffffff,215.0,0.0,0.0
8412b09ffffffff,2.0,0.0,0.0
8412b0bffffffff,21.0,0.0,0.0
8412b0dffffffff,2.0,0.0,0.0
8412b15ffffffff,4.0,0.0,0.0
8412b41ffffffff,3.0,0.0,0.0
8412b43ffffffff,22.0,0.0,0.0
8412b47ffffffff,2.0,0.0,0.0
8412b49ffffffff,12.0,0.0,0.0
8412b4bffffffff,65.0,0.0,0.0
8412b51ffffffff,5.0,0.0,0.0
8412b53ffffffff,17.0,0.0,0.0
8412b55ffffffff,10.0,0.0,0.0
8412b57ffffffff,8.0,0.0,0.0
8412b63ffffffff,14.0,0.0,0.0
8412b6bffffffff,1.0,0.0,0.0
8412d21ffffffff,3.0,0.0,0.0
8412d23ffffffff,5.0,0.0,0.0
8412d25ffffffff,12.0,0.0,0.0
8412d27ffffffff,86.0,0.0,0.0
8412d2dffffffff,6.0,0.0,0.0
8412d33ffffffff,2.0,0.0,0.0
8412d35ffffffff,2.0,0.0,0.0
8412d45ffffffff,1.0,0.0,0.0
8412d4bffffffff,2.0,0.0,0.0
8412d63ffffffff,2.0,0.0,0.0
8412d67ffffffff,2.0,0.0,0.0
8412de5ffffffff,11.0,0.0,0.0
8412f01ffffffff,1.0,0.0,0.0
8412f05ffffffff,2.0,0.0,0.0
8412f15ffffffff,2.0,0.0,0.0
8412f17ffffffff,2.0,0.0,0.0
8412f21ffffffff,5.0,0.0,0.0
8412f29ffffffff,5.0,0.0,0.0
8412f61ffffffff,16.0,0.0,0.0
8412f63ffffffff,2.0,0.0,0.0
8412f65ffffffff,39.0,0.0,0.0
8412f69ffffffff,7.0,0.0,0.0
8412f6bffffffff,4.0,0.0,0.0
8412f6dffffffff,135.0,0.0,0.0
841390bffffffff,6.0,0.0,0.0
8413911ffffffff,31.0,0.0,0.0
8413917ffffffff,49.0,0.0,0.0
8413919ffffffff,30.0,0.0,0.0
841391dffffffff,58.0,0.0,0.0
8413931ffffffff,4.0,0.0,0.0
8413933ffffffff,192.0,0.0,0.0
8413937ffffffff,1.0,0.0,0.0
8413939ffffffff,2.0,0.0,0.0
841393bffffffff,5.0,0.0,0.0
841398dffffffff,1.0,0.0,0.0
84139a3ffffffff,3.0,0.0,0.0
84139b7ffffffff,6.0,0.0,0.0
84139e1ffffffff,126.0,0.0,0.0
84139e5ffffffff,4.0,0.0,0.0
84139edffffffff,608.0,0.0,0.0
841d241ffffffff,4.0,0.0,0.0
841d243ffffffff,80.0,0.0,0.0
841d247ffffffff,2.0,0.0,0.0
841d249ffffffff,2.0,0.0,0.0
841d24bffffffff,2.0,0.0,0.0
841d24dffffffff,16.0,0.0,0.0
8428005ffffffff,4.0,0.0,0.0
8428007ffffffff,2.0,0.0,0.0
8428021ffffffff,514.0,0.0,0.0
8428023ffffffff,310.0,0.0,0.0
8428025ffffffff,49.0,0.0,0.0
8428027ffffffff,45.0,0.0,0.0
8428029ffffffff,20.0,0.0,0.0
842802bffffffff,143.0,0.0,0.0
842802dffffffff,24.0,0.0,0.0
8428035ffffffff,6.0,0.0,0.0
8428061ffffffff,18.0,0.0,0.0
8428063ffffffff,79.0,0.0,0.0
8428065ffffffff,61.0,0.0,0.0
8428067ffffffff,4.0,0.0,0.0
8428069ffffffff,92.0,0.0,0.0
842806bffffffff,28.0,0.0,0.0
842806dffffffff,188.0,0.0,0.0
8428101ffffffff,4.0,0.0,0.0
8428103ffffffff,56.0,0.0,0.0
8428105ffffffff,11.0,0.0,0.0
8428107ffffffff,9.0,0.0,0.0
8428109ffffffff,238.0,0.0,0.0
842810bffffffff,117.0,0.0,0.0
842810dffffffff,58.0,0.0,0.0
8428111ffffffff,618.0,0.0,0.0
8428113ffffffff,153.0,0.0,0.0
8428115ffffffff,45.0,0.0,0.0
8428117ffffffff,75.0,0.0,0.0
8428119ffffffff,17.0,0.0,0.0
842811bffffffff,20.0,0.0,0.0
842811dffffffff,54.0,0.0,0.0
8428123ffffffff,226.0,0.0,0.0
8428129ffffffff,80.0,0.0,0.0
842812bffffffff,104.0,0.0,0.0
8428131ffffffff,4.0,0.0,0.0
8428133ffffffff,24.0,0.0,0.0
8428135ffffffff,21.0,0.0,0.0
8428137ffffffff,11.0,0.0,0.0
8428139ffffffff,38.0,0.0,0.0
842813bffffffff,26.0,0.0,0.0
842813dffffffff,16.0,0.0,0.0
8428141ffffffff,417.0,0.0,0.0
8428143ffffffff,447.0,0.0,0.0
8428145ffffffff,107.0,0.0,0.0
8428147ffffffff,166.0,0.0,0.0
8428149ffffffff,348.0,0.0,31.0
842814bffffffff,228.0,0.0,0.0
842814dffffffff,1214.0,0.0,0.0
8428151ffffffff,79.0,0.0,0.0
8428153ffffffff,138.0,0.0,0.0
8428155ffffffff,185.0,0.0,0.0
8428157ffffffff,42.0,0.0,0.0
8428159ffffffff,20.0,0.0,0.0
842815dffffffff,44.0,0.0,0.0
8428169ffffffff,2.0,0.0,0.0
842816bffffffff,33.0,0.0,0.0
8428181ffffffff,9.0,0.0,0.0
8428183ffffffff,83.0,0.0,0.0
8428185ffffffff,5.0,0.0,0.0
8428187ffffffff,27.0,0.0,0.0
8428189ffffffff,24.0,0.0,0.0
842818bffffffff,37.0,0.0,0.0
842818dffffffff,158.0,0.0,0.0
8428195ffffffff,2.0,0.0,0.0
842819dffffffff,4.0,0.0,0.0
84281a1ffffffff,39.0,0.0,0.0
84281a3ffffffff,148.0,0.0,0.0
84281a5ffffffff,164.0,0.0,0.0
84281a7ffffffff,95.0,0.0,0.0
84281a9ffffffff,12.0,0.0,0.0
84281abffffffff,36.0,0.0,0.0
84281adffffffff,79.0,0.0,0.0
84281b1ffffffff,35.0,0.0,0.0
84281b3ffffffff,40.0,0.0,0.0
84281b5ffffffff,1042.0,0.0,0.0
84281b7ffffffff,77.0,0.0,0.0
84281b9ffffffff,5.0,0.0,0.0
84281bbffffffff,9.0,0.0,0.0
84281bdffffffff,11.0,0.0,0.0
84281c1ffffffff,11.0,0.0,0.0
84281c3ffffffff,75.0,0.0,0.0
84281c5ffffffff,6.0,0.0,0.0
84281c7ffffffff,120.0,0.0,0.0
84281c9ffffffff,52.0,0.0,0.0
84281cbffffffff,50.0,0.0,0.0
84281cdffffffff,7.0,0.0,0.0
84281d5ffffffff,26.0,0.0,0.0
84281ddffffffff,3.0,0.0,0.0
84281e1ffffffff,183.0,0.0,0.0
84281e3ffffffff,37.0,0.0,0.0
84281e5ffffffff,606.0,0.0,0.0
84281e7ffffffff,133.0,0.0,0.0
84281e9ffffffff,892.0,0.0,0.0
84281ebffffffff,337.0,0.0,0.0
84281edffffffff,288.0,0.0,0.0
8428301ffffffff,313.0,0.0,0.0
8428303ffffffff,459.0,0.0,0.0
8428305ffffffff,165.0,0.0,1.0
8428307ffffffff,970.0,0.0,0.0
8428309ffffffff,2627.0,0.0,16.0
842830bffffffff,965.0,0.0,88.0
842830dffffffff,558.0,0.0,0.0
8428311ffffffff,14.0,0.0,0.0
8428313ffffffff,20.0,0.0,0.0
8428315ffffffff,55.0,0.0,0.0
8428317ffffffff,57.0,0.0,0.0
842831dffffffff,170.0,0.0,4.0
8428321ffffffff,381.0,0.0,0.0
8428323ffffffff,497.0,0.0,0.0
8428325ffffffff,365.0,0.0,0.0
8428327ffffffff,1248.0,0.0,0.0
8428329ffffffff,244.0,0.0,5.0
842832bffffffff,1440.0,0.0,32.0
842832dffffffff,67.0,0.0,0.0
8428331ffffffff,43.0,0.0,0.0
8428333ffffffff,57.0,0.0,0.0
8428335ffffffff,147.0,0.0,0.0
8428337ffffffff,19.0,0.0,0.0
8428339ffffffff,185.0,0.0,0.0
842833bffffffff,83.0,0.0,0.0
842833dffffffff,32.0,0.0,0.0
8428341ffffffff,980.0,0.0,37.0
8428343ffffffff,499.0,0.0,0.0
8428345ffffffff,666.0,0.0,16.0
8428347ffffffff,1216.0,0.0,35.0
842834dffffffff,164.0,0.0,0.0
8428361ffffffff,38.0,0.0,0.0
8428363ffffffff,3.0,0.0,0.0
8428365ffffffff,134.0,0.0,0.0
8428367ffffffff,77.0,0.0,0.0
8428369ffffffff,26.0,0.0,0.0
842836bffffffff,163.0,0.0,0.0
842836dffffffff,77.0,0.0,0.0
8428893ffffffff,8.0,0.0,0.0
8428899ffffffff,3.0,0.0,0.0
842889bffffffff,14.0,0.0,0.0
84288d3ffffffff,6.0,0.0,0.0
84288dbffffffff,2.0,0.0,0.0
8428a83ffffffff,2.0,0.0,0.0
8428a91ffffffff,184.0,0.0,0.0
8428a93ffffffff,1075.0,0.0,0.0
8428a95ffffffff,11.0,0.0,0.0
8428a97ffffffff,18.0,0.0,0.0
8428a99ffffffff,57.0,0.0,0.0
8428a9bffffffff,64.0,0.0,0.0
8428ab9ffffffff,1.0,0.0,0.0
8428ac9ffffffff,42.0,0.0,0.0
8428acbffffffff,42.0,0.0,0.0
8428acdffffffff,5.0,0.0,0.0
8428ad1ffffffff,63.0,0.0,0.0
8428ad3ffffffff,14.0,0.0,0.0
8428ad5ffffffff,4.0,0.0,0.0
8428ad7ffffffff,2.0,0.0,0.0
8428ad9ffffffff,7.0,0.0,0.0
8428adbffffffff,51.0,0.0,0.0
8428addffffffff,202.0,0.0,0.0
8428c21ffffffff,16.0,0.0,0.0
8428c23ffffffff,16.0,0.0,0.0
8428c25ffffffff,361.0,0.0,0.0
8428c27ffffffff,83.0,0.0,0.0
8428c29ffffffff,2.0,0.0,0.0
8428c2bffffffff,6.0,0.0,0.0
8428c2dffffffff,15.0,0.0,0.0
8428c35ffffffff,10.0,0.0,0.0
8428c61ffffffff,28.0,0.0,0.0
8428c63ffffffff,2.0,0.0,0.0
8428c65ffffffff,88.0,0.0,0.0
8428c67ffffffff,5.0,0.0,0.0
8428c69ffffffff,7.0,0.0,0.0
8428c6dffffffff,25.0,0.0,0.0
8428ce5ffffffff,4.0,0.0,0.0
8428d01ffffffff,244.0,0.0,0.0
8428d03ffffffff,183.0,0.0,0.0
8428d05ffffffff,19.0,0.0,0.0
8428d07ffffffff,486.0,0.0,0.0
8428d09ffffffff,586.0,0.0,0.0
8428d0bffffffff,255.0,0.0,0.0
8428d0dffffffff,65.0,0.0,0.0
8428d11ffffffff,120.0,0.0,0.0
8428d13ffffffff,1129.0,0.0,0.0
8428d15ffffffff,520.0,0.0,0.0
8428d17ffffffff,168.0,0.0,0.0
8428d19ffffffff,1297.0,0.0,0.0
8428d1bffffffff,2443.0,0.0,0.0
8428d1dffffffff,162.0,0.0,0.0
8428d23ffffffff,85.0,0.0,0.0
8428d2bffffffff,6.0,0.0,0.0
8428d31ffffffff,55.0,0.0,0.0
8428d33ffffffff,43.0,0.0,0.0
8428d35ffffffff,59.0,0.0,0.0
8428d37ffffffff,73.0,0.0,0.0
8428d39ffffffff,80.0,0.0,0.0
8428d3bffffffff,188.0,0.0,0.0
8428d3dffffffff,46.0,0.0,0.0
8428d41ffffffff,240.0,0.0,0.0
8428d43ffffffff,413.0,0.0,0.0
8428d45ffffffff,77.0,0.0,0.0
8428d47ffffffff,59.0,0.0,0.0
8428d49ffffffff,130.0,0.0,0.0
8428d4bffffffff,198.0,0.0,0.0
8428d4dffffffff,26.0,0.0,0.0
8428d51ffffffff,856.0,0.0,0.0
8428d53ffffffff,18.0,0.0,0.0
8428d55ffffffff,3737.0,0.0,0.0
8428d57ffffffff,490.0,0.0,0.0
8428d59ffffffff,645.0,0.0,0.0
8428d5bffffffff,254.0,0.0,0.0
8428d5dffffffff,3048.0,0.0,0.0
8428d63ffffffff,7.0,0.0,0.0
8428d69ffffffff,2.0,0.0,0.0
8428d6bffffffff,77.0,0.0,0.0
8428d81ffffffff,126.0,0.0,0.0
8428d83ffffffff,37.0,0.0,0.0
8428d85ffffffff,24.0,0.0,0.0
8428d87ffffffff,3.0,0.0,0.0
8428d89ffffffff,511.0,0.0,0.0
8428d8bffffffff,503.0,0.0,0.0
8428d8dffffffff,325.0,0.0,0.0
8428d91ffffffff,5.0,0.0,0.0
8428d93ffffffff,24.0,0.0,0.0
8428d95ffffffff,62.0,0.0,0.0
8428d97ffffffff,33.0,0.0,0.0
8428d99ffffffff,1.0,0.0,0.0
8428d9bffffffff,2.0,0.0,0.0
8428d9dffffffff,339.0,0.0,0.0
8428da1ffffffff,19.0,0.0,0.0
8428da5ffffffff,57.0,0.0,0.0
8428da7ffffffff,2.0,0.0,0.0
8428da9ffffffff,9.0,0.0,0.0
8428dabffffffff,18.0,0.0,0.0
8428dadffffffff,127.0,0.0,0.0
8428db9ffffffff,7.0,0.0,0.0
8428dbdffffffff,5.0,0.0,0.0
8428dc1ffffffff,24.0,0.0,0.0
8428dc3ffffffff,97.0,0.0,0.0
8428dc5ffffffff,456.0,0.0,0.0
8428dc7ffffffff,1656.0,0.0,0.0
8428dc9ffffffff,164.0,0.0,0.0
8428dcbffffffff,11.0,0.0,0.0
8428dcdffffffff,177.0,0.0,0.0
8428dd1ffffffff,22.0,0.0,0.0
8428dd5ffffffff,296.0,0.0,0.0
8428dd7ffffffff,50.0,0.0,0.0
8428dddffffffff,10.0,0.0,0.0
8428de1ffffffff,1111.0,19.0,0.0
8428de3ffffffff,138.0,0.0,0.0
8428de7ffffffff,21.0,0.0,0.0
8428de9ffffffff,366.0,4.0,0.0
8428debffffffff,323.0,0.0,0.0
8428dedffffffff,476.0,0.0,0.0
8428f01ffffffff,6306.0,92.0,0.0
8428f03ffffffff,1049.0,29.0,0.0
8428f05ffffffff,556.0,0.0,0.0
8428f07ffffffff,660.0,0.0,0.0
8428f09ffffffff,568.0,0.0,0.0
8428f0bffffffff,296.0,4.0,0.0
8428f0dffffffff,146.0,0.0,0.0
8428f11ffffffff,23.0,0.0,0.0
8428f15ffffffff,170.0,0.0,0.0
8428f17ffffffff,70.0,0.0,0.0
8428f19ffffffff,42.0,0.0,0.0
8428f1dffffffff,175.0,2.0,0.0
8428f21ffffffff,347.0,0.0,0.0
8428f23ffffffff,54.0,0.0,0.0
8428f27ffffffff,153.0,0.0,0.0
8428f29ffffffff,197.0,0.0,0.0
8428f2bffffffff,28.0,0.0,0.0
8428f2dffffffff,13.0,0.0,0.0
8428f31ffffffff,70.0,0.0,0.0
8428f33ffffffff,467.0,0.0,0.0
8428f35ffffffff,118.0,0.0,0.0
8428f37ffffffff,2669.0,0.0,0.0
8428f39ffffffff,225.0,0.0,0.0
8428f3bffffffff,80.0,0.0,0.0
8428f3dffffffff,23.0,0.0,0.0
8428f41ffffffff,78.0,0.0,0.0
8428f43ffffffff,1257.0,0.0,0.0
8428f45ffffffff,64.0,0.0,0.0
8428f47ffffffff,165.0,0.0,0.0
8428f49ffffffff,322.0,0.0,0.0
8428f4bffffffff,1582.0,0.0,0.0
8428f4dffffffff,46.0,0.0,0.0
8428f51ffffffff,63.0,0.0,0.0
8428f55ffffffff,447.0,0.0,0.0
8428f57ffffffff,42.0,0.0,0.0
8428f59ffffffff,129.0,0.0,0.0
8428f5dffffffff,706.0,0.0,0.0
8428f61ffffffff,58.0,0.0,0.0
8428f63ffffffff,184.0,0.0,0.0
8428f67ffffffff,19.0,0.0,0.0
8428f69ffffffff,2.0,0.0,0.0
8428f6bffffffff,52.0,0.0,0.0
8428f6dffffffff,3.0,0.0,0.0
8429121ffffffff,18.0,0.0,0.0
8429125ffffffff,41.0,0.0,0.0
8429127ffffffff,696.0,0.0,0.0
8429135ffffffff,66.0,0.0,0.0
8429137ffffffff,42.0,0.0,0.0
84291a5ffffffff,5.0,0.0,0.0
84291a7ffffffff,310.0,0.0,0.0
842980dffffffff,10.0,0.0,0.0
8429819ffffffff,6.0,0.0,0.0
842981bffffffff,7.0,0.0,0.0
8429829ffffffff,2.0,0.0,0.0
842982bffffffff,3.0,0.0,0.0
8429841ffffffff,18.0,0.0,0.0
8429843ffffffff,6.0,0.0,0.0
8429845ffffffff,4.0,0.0,0.0
8429847ffffffff,5.0,0.0,0.0
8429849ffffffff,2.0,0.0,0.0
8429855ffffffff,20.0,0.0,0.0
8429857ffffffff,1.0,0.0,0.0
8429859ffffffff,1.0,0.0,0.0
842985bffffffff,4.0,0.0,0.0
8429863ffffffff,26.0,0.0,0.0
8429869ffffffff,4.0,0.0,0.0
842986bffffffff,47.0,0.0,0.0
8429889ffffffff,1.0,0.0,0.0
8429891ffffffff,389.0,0.0,0.0
8429893ffffffff,291.0,0.0,0.0
8429897ffffffff,2.0,0.0,0.0
8429899ffffffff,405.0,0.0,0.0
842989bffffffff,622.0,0.0,0.0
842989dffffffff,18.0,0.0,0.0
84298c1ffffffff,137.0,0.0,0.0
84298c3ffffffff,16.0,0.0,0.0
84298c9ffffffff,814.0,0.0,0.0
84298cbffffffff,838.0,0.0,0.0
84298cdffffffff,19.0,0.0,0.0
84298d1ffffffff,228.0,0.0,3.0
84298d3ffffffff,352.0,0.0,0.0
84298d5ffffffff,62.0,0.0,0.0
84298d7ffffffff,304.0,0.0,0.0
84298d9ffffffff,219.0,0.0,1.0
84298dbffffffff,241.0,0.0,0.0
84298ddffffffff,1078.0,0.0,2.0
84298e9ffffffff,2.0,0.0,0.0
8429a01ffffffff,73.0,0.0,0.0
8429a03ffffffff,857.0,0.0,0.0
8429a05ffffffff,448.0,0.0,0.0
8429a07ffffffff,556.0,0.0,0.0
8429a09ffffffff,173.0,0.0,0.0
8429a0bffffffff,432.0,0.0,0.0
8429a0dffffffff,292.0,0.0,0.0
8429a11ffffffff,546.0,0.0,0.0
8429a13ffffffff,134.0,0.0,0.0
8429a15ffffffff,619.0,0.0,0.0
8429a17ffffffff,12.0,0.0,0.0
8429a19ffffffff,422.0,0.0,0.0
8429a1bffffffff,264.0,0.0,0.0
8429a1dffffffff,827.0,0.0,0.0
8429a27ffffffff,4.0,0.0,0.0
8429a29ffffffff,5.0,0.0,0.0
8429a31ffffffff,1.0,0.0,0.0
8429a33ffffffff,6.0,0.0,0.0
8429a39ffffffff,5.0,0.0,0.0
8429a3bffffffff,59.0,0.0,0.0
8429a3dffffffff,2.0,0.0,0.0
8429a41ffffffff,181.0,0.0,0.0
8429a43ffffffff,5.0,0.0,0.0
8429a45ffffffff,172.0,0.0,0.0
8429a47ffffffff,273.0,0.0,0.0
8429a4dffffffff,111.0,0.0,0.0
8429a51ffffffff,16.0,0.0,0.0
8429a55ffffffff,43.0,0.0,0.0
8429a57ffffffff,387.0,0.0,0.0
8429a63ffffffff,25.0,0.0,0.0
8429a69ffffffff,20.0,0.0,0.0
8429a6bffffffff,27.0,0.0,0.0
8429a81ffffffff,4.0,0.0,0.0
8429a83ffffffff,4.0,0.0,0.0
8429a85ffffffff,34.0,0.0,0.0
8429a87ffffffff,11.0,0.0,0.0
8429a89ffffffff,2.0,0.0,0.0
8429a8bffffffff,11.0,0.0,0.0
8429a8dffffffff,9.0,0.0,0.0
8429a91ffffffff,61.0,0.0,0.0
8429a93ffffffff,52.0,0.0,0.0
8429a97ffffffff,2.0,0.0,0.0
8429a99ffffffff,43.0,0.0,0.0
8429a9bffffffff,280.0,0.0,0.0
8429a9dffffffff,15.0,0.0,0.0
8429aa1ffffffff,57.0,0.0,0.0
8429aa3ffffffff,92.0,0.0,0.0
8429aa5ffffffff,4.0,0.0,0.0
8429aa7ffffffff,773.0,0.0,0.0
8429aa9ffffffff,136.0,0.0,0.0
8429aabffffffff,199.0,0.0,0.0
8429aadffffffff,49.0,0.0,0.0
8429ab1ffffffff,62.0,0.0,0.0
8429ab3ffffffff,55.0,0.0,0.0
8429ab5ffffffff,77.0,0.0,0.0
8429ab7ffffffff,491.0,0.0,0.0
8429ab9ffffffff,191.0,0.0,0.0
8429abbffffffff,4.0,0.0,0.0
8429abdffffffff,150.0,0.0,0.0
8429ac1ffffffff,23.0,0.0,0.0
8429ac3ffffffff,40.0,0.0,0.0
8429ac5ffffffff,1.0,0.0,0.0
8429ac9ffffffff,893.0,0.0,0.0
8429acbffffffff,13.0,0.0,0.0
8429acdffffffff,219.0,0.0,0.0
8429ad1ffffffff,215.0,0.0,0.0
8429ad3ffffffff,10.0,0.0,0.0
8429ad5ffffffff,30.0,0.0,0.0
8429ad7ffffffff,10.0,0.0,0.0
8429ad9ffffffff,23.0,0.0,0.0
8429addffffffff,126.0,0.0,0.0
8429ae1ffffffff,376.0,0.0,0.0
8429ae3ffffffff,176.0,0.0,0.0
8429ae5ffffffff,31.0,0.0,0.0
8429ae7ffffffff,119.0,0.0,0.0
8429ae9ffffffff,45.0,0.0,0.0
8429aebffffffff,35.0,0.0,0.0
8429aedffffffff,12.0,0.0,0.0
8429b13ffffffff,8.0,0.0,0.0
8429b17ffffffff,3.0,0.0,0.0
8429b1bffffffff,1.0,0.0,0.0
84484a5ffffffff,2.0,0.0,0.0
8448591ffffffff,2.0,0.0,0.0
8448593ffffffff,32.0,0.0,0.0
844859dffffffff,2.0,0.0,0.0
84485ddffffffff,20.0,0.0,0.0
