cell_id,Sphyrapicus ruber,Sphyrapicus ruber ruber,Sphyrapicus ruber daggetti
8412805ffffffff,18.0,0.0,0.0
841280dffffffff,31.0,0.0,0.0
8412841ffffffff,1.0,0.0,0.0
8412847ffffffff,57.0,0.0,0.0
841284dffffffff,1.0,0.0,0.0
8412851ffffffff,32.0,0.0,0.0
8412853ffffffff,7.0,0.0,0.0
8412857ffffffff,16.0,0.0,0.0
841285bffffffff,1.0,0.0,0.0
841285dffffffff,13.0,0.0,0.0
8412861ffffffff,2.0,0.0,0.0
8412865ffffffff,13.0,0.0,0.0
841286bffffffff,17.0,0.0,0.0
841286dffffffff,5.0,0.0,0.0
84128b1ffffffff,2.0,0.0,0.0
84128bdffffffff,23.0,0.0,0.0
84128d1ffffffff,2.0,0.0,0.0
84128d3ffffffff,4.0,0.0,0.0
84128d9ffffffff,22.0,0.0,0.0
84128dbffffffff,36.0,0.0,0.0
84128ddffffffff,6.0,0.0,0.0
84128e5ffffffff,4.0,0.0,0.0
84128e7ffffffff,2.0,0.0,0.0
8412901ffffffff,8.0,0.0,0.0
8412907ffffffff,9.0,0.0,0.0
8412909ffffffff,44.0,0.0,0.0
8412939ffffffff,10.0,0.0,0.0
841293dffffffff,2.0,0.0,0.0
8412941ffffffff,11.0,0.0,0.0
8412943ffffffff,7.0,0.0,0.0
8412947ffffffff,49.0,0.0,0.0
8412949ffffffff,11.0,0.0,0.0
841294bffffffff,4.0,0.0,0.0
841294dffffffff,5.0,0.0,0.0
8412987ffffffff,2.0,0.0,0.0
8412991ffffffff,4.0,0.0,0.0
8412993ffffffff,16.0,0.0,0.0
8412997ffffffff,2.0,0.0,0.0
84129a3ffffffff,2.0,0.0,0.0
84129b3ffffffff,6.0,0.0,0.0
84129b5ffffffff,4.0,0.0,0.0
84129b7ffffffff,16.0,0.0,0.0
84129b9ffffffff,3.0,0.0,0.0
84129bbffffffff,29.0,0.0,0.0
84129bdffffffff,4.0,0.0,0.0
84129cdffffffff,1.0,0.0,0.0
84129d9ffffffff,3.0,0.0,0.0
8412a21ffffffff,7.0,0.0,0.0
