cell_id,Scotocerca inquieta,Scotocerca inquieta saharae/theresae,Scotocerca inquieta [inquieta Group]
8220affffffffff,2.0,0.0,2.0
822cf7fffffffff,2.0,0.0,0.0
822d87fffffffff,10.0,0.0,0.0
823847fffffffff,1.0,1.0,0.0
823877fffffffff,3.0,0.0,0.0
82398ffffffffff,11.0,11.0,0.0
823e67fffffffff,4.0,0.0,0.0
823e6ffffffffff,9.0,0.0,0.0
82438ffffffffff,2.0,0.0,2.0
8243affffffffff,13.0,0.0,0.0
