cell_id,Colaptes auratus,Colaptes auratus chrysocaulosus,Colaptes auratus gundlachi,Colaptes auratus auratus/luteus,Colaptes auratus [cafer Group],Colaptes auratus luteus x cafer
820c47fffffffff,37.0,0.0,0.0,14.0,0.0,0.0
820c57fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
820c5ffffffffff,5.0,0.0,0.0,1.0,0.0,0.0
820c67fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
820c77fffffffff,9.0,0.0,0.0,4.0,0.0,0.0
820ca7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820d47fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
820d4ffffffffff,4.0,0.0,0.0,2.0,0.0,2.0
820d5ffffffffff,4.0,0.0,0.0,2.0,0.0,0.0
820e4ffffffffff,8.0,0.0,0.0,5.0,0.0,0.0
820e87fffffffff,5.0,0.0,0.0,4.0,0.0,0.0
820e9ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0
820ec7fffffffff,30.0,0.0,0.0,2.0,0.0,0.0
820ecffffffffff,2.0,0.0,0.0,2.0,0.0,0.0
820eeffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821237fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,8.0,0.0,0.0,2.0,0.0,2.0
82128ffffffffff,49.0,0.0,0.0,0.0,0.0,46.0
8212affffffffff,3.0,0.0,0.0,0.0,0.0,1.0
8212b7fffffffff,13.0,0.0,0.0,0.0,8.0,0.0
8212c7fffffffff,11.0,0.0,0.0,0.0,3.0,4.0
8212cffffffffff,114.0,0.0,0.0,2.0,4.0,7.0
8212d7fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8212dffffffffff,34.0,0.0,0.0,15.0,9.0,10.0
8212f7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,34.0,0.0,0.0,3.0,0.0,5.0
821397fffffffff,4.0,0.0,0.0,0.0,2.0,0.0
82139ffffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8213b7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,23.0,0.0,0.0,13.0,0.0,0.0
821b9ffffffffff,4.0,0.0,0.0,2.0,0.0,0.0
821d27fffffffff,10.0,0.0,0.0,0.0,7.0,0.0
8222dffffffffff,9.0,0.0,0.0,6.0,0.0,0.0
822607fffffffff,13.0,0.0,0.0,3.0,4.0,1.0
82260ffffffffff,46.0,0.0,0.0,3.0,11.0,15.0
822617fffffffff,19.0,0.0,0.0,10.0,7.0,0.0
82261ffffffffff,39.0,0.0,0.0,7.0,30.0,0.0
822627fffffffff,19.0,0.0,0.0,0.0,3.0,4.0
82262ffffffffff,20.0,0.0,0.0,6.0,0.0,4.0
822637fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
822647fffffffff,81.0,0.0,0.0,14.0,0.0,0.0
82264ffffffffff,102.0,0.0,0.0,11.0,0.0,0.0
822657fffffffff,66.0,0.0,0.0,10.0,20.0,15.0
82265ffffffffff,15.0,0.0,0.0,3.0,2.0,0.0
822667fffffffff,70.0,0.0,0.0,44.0,0.0,0.0
82266ffffffffff,18.0,0.0,0.0,2.0,0.0,0.0
822677fffffffff,17.0,0.0,0.0,6.0,0.0,0.0
822687fffffffff,319.0,0.0,0.0,10.0,184.0,5.0
82268ffffffffff,347.0,0.0,0.0,25.0,67.0,17.0
822697fffffffff,419.0,0.0,0.0,81.0,188.0,56.0
82269ffffffffff,95.0,0.0,0.0,10.0,26.0,16.0
8226a7fffffffff,32.0,0.0,0.0,8.0,12.0,9.0
8226affffffffff,196.0,0.0,0.0,40.0,47.0,30.0
8226b7fffffffff,8.0,0.0,0.0,1.0,2.0,2.0
8226c7fffffffff,31.0,0.0,0.0,2.0,12.0,5.0
8226cffffffffff,145.0,0.0,0.0,35.0,81.0,19.0
8226d7fffffffff,74.0,0.0,0.0,31.0,18.0,15.0
8226dffffffffff,44.0,0.0,0.0,10.0,17.0,5.0
8226e7fffffffff,211.0,0.0,0.0,45.0,63.0,59.0
8226effffffffff,29.0,0.0,0.0,7.0,19.0,2.0
8226f7fffffffff,81.0,0.0,0.0,22.0,21.0,3.0
822707fffffffff,15.0,0.0,0.0,8.0,2.0,0.0
82270ffffffffff,17.0,0.0,0.0,9.0,1.0,0.0
822717fffffffff,5.0,0.0,0.0,5.0,0.0,0.0
82271ffffffffff,25.0,0.0,0.0,6.0,7.0,0.0
822747fffffffff,133.0,0.0,0.0,14.0,2.0,0.0
82274ffffffffff,1418.0,0.0,0.0,151.0,0.0,0.0
822757fffffffff,69.0,0.0,0.0,40.0,0.0,0.0
82275ffffffffff,105.0,0.0,0.0,8.0,4.0,0.0
822767fffffffff,28.0,0.0,0.0,10.0,0.0,0.0
82276ffffffffff,137.0,0.0,0.0,23.0,0.0,0.0
822777fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,20.0,0.0,0.0,0.0,0.0,18.0
822797fffffffff,12.0,0.0,0.0,5.0,1.0,6.0
82279ffffffffff,11.0,0.0,0.0,8.0,2.0,0.0
8227a7fffffffff,10.0,0.0,0.0,6.0,0.0,0.0
8227affffffffff,39.0,0.0,0.0,5.0,2.0,19.0
8227b7fffffffff,10.0,0.0,0.0,1.0,7.0,0.0
822807fffffffff,214.0,0.0,0.0,42.0,8.0,162.0
822817fffffffff,67.0,0.0,0.0,13.0,29.0,9.0
82281ffffffffff,122.0,0.0,0.0,7.0,50.0,39.0
822837fffffffff,5149.0,0.0,0.0,294.0,1224.0,147.0
822887fffffffff,141.0,0.0,0.0,31.0,24.0,69.0
82288ffffffffff,41.0,0.0,0.0,16.0,0.0,18.0
822897fffffffff,53.0,0.0,0.0,3.0,29.0,0.0
82289ffffffffff,16.0,0.0,0.0,0.0,1.0,0.0
8228a7fffffffff,12.0,0.0,0.0,0.0,3.0,3.0
8228affffffffff,33.0,0.0,0.0,6.0,6.0,16.0
8228b7fffffffff,73.0,0.0,0.0,9.0,40.0,10.0
8228c7fffffffff,58.0,0.0,0.0,32.0,9.0,0.0
8228d7fffffffff,140.0,0.0,0.0,107.0,2.0,29.0
8228dffffffffff,14.0,0.0,0.0,8.0,3.0,1.0
8228f7fffffffff,164.0,0.0,0.0,38.0,12.0,97.0
822917fffffffff,13.0,0.0,0.0,12.0,0.0,1.0
82291ffffffffff,3.0,0.0,0.0,2.0,0.0,1.0
822987fffffffff,68.0,0.0,0.0,38.0,0.0,15.0
82298ffffffffff,62.0,0.0,0.0,20.0,4.0,35.0
822997fffffffff,28.0,0.0,0.0,7.0,13.0,2.0
82299ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8229a7fffffffff,457.0,0.0,0.0,121.0,142.0,73.0
8229affffffffff,110.0,0.0,0.0,33.0,61.0,3.0
8229b7fffffffff,58.0,0.0,0.0,16.0,19.0,11.0
822a07fffffffff,35.0,0.0,0.0,21.0,0.0,0.0
822a17fffffffff,12824.0,0.0,0.0,2258.0,0.0,0.0
822a1ffffffffff,13.0,0.0,0.0,3.0,0.0,0.0
822a37fffffffff,583.0,0.0,0.0,278.0,0.0,0.0
822a4ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,10.0,0.0,0.0,3.0,0.0,0.0
822a8ffffffffff,7.0,0.0,0.0,4.0,0.0,0.0
822a97fffffffff,20.0,0.0,0.0,10.0,0.0,0.0
822a9ffffffffff,25.0,0.0,0.0,22.0,0.0,0.0
822aa7fffffffff,112.0,0.0,0.0,84.0,0.0,0.0
822aaffffffffff,1710.0,0.0,0.0,468.0,1.0,0.0
822ab7fffffffff,770.0,0.0,0.0,150.0,0.0,1.0
822ad7fffffffff,6.0,0.0,0.0,5.0,0.0,0.0
822af7fffffffff,15.0,0.0,0.0,2.0,0.0,0.0
822b07fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,64.0,0.0,0.0,54.0,0.0,0.0
822b17fffffffff,41.0,0.0,0.0,1.0,0.0,0.0
822b1ffffffffff,75.0,0.0,0.0,37.0,0.0,0.0
822b27fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,162.0,0.0,0.0,37.0,0.0,0.0
822b8ffffffffff,415.0,0.0,0.0,98.0,0.0,0.0
822b97fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,252.0,0.0,0.0,82.0,0.0,0.0
822ba7fffffffff,28.0,0.0,0.0,4.0,0.0,0.0
822baffffffffff,531.0,0.0,0.0,274.0,0.0,0.0
822bb7fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
8235affffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,29.0,0.0,0.0,10.0,0.0,0.0
82441ffffffffff,61.0,0.0,0.0,9.0,0.0,0.0
824447fffffffff,138.0,0.0,0.0,42.0,0.0,0.0
82444ffffffffff,19.0,0.0,0.0,11.0,0.0,0.0
824457fffffffff,42.0,0.0,0.0,29.0,0.0,0.0
824467fffffffff,18.0,0.0,0.0,1.0,0.0,0.0
82446ffffffffff,78.0,0.0,0.0,22.0,21.0,0.0
824477fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,4.0,0.0,0.0,1.0,0.0,0.0
8244affffffffff,74.0,0.0,0.0,8.0,0.0,0.0
8244c7fffffffff,9.0,0.0,0.0,8.0,0.0,0.0
8244cffffffffff,35.0,0.0,0.0,25.0,0.0,0.0
8244d7fffffffff,17.0,0.0,0.0,1.0,0.0,0.0
8244dffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8244e7fffffffff,31.0,0.0,0.0,25.0,0.0,0.0
8244effffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,18.0,0.0,0.0,9.0,0.0,0.0
82458ffffffffff,7.0,7.0,0.0,0.0,0.0,0.0
8245a7fffffffff,11.0,0.0,2.0,0.0,0.0,0.0
824817fffffffff,17.0,0.0,0.0,0.0,16.0,0.0
82481ffffffffff,3.0,0.0,0.0,0.0,3.0,0.0
824837fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
824847fffffffff,20.0,0.0,0.0,0.0,11.0,0.0
82484ffffffffff,1.0,0.0,0.0,0.0,1.0,0.0
824857fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
82485ffffffffff,106.0,0.0,0.0,14.0,40.0,7.0
824887fffffffff,33.0,0.0,0.0,3.0,17.0,0.0
82488ffffffffff,37.0,0.0,0.0,25.0,10.0,2.0
824897fffffffff,29.0,0.0,0.0,12.0,2.0,3.0
82489ffffffffff,128.0,0.0,0.0,48.0,53.0,7.0
8248a7fffffffff,5.0,0.0,0.0,0.0,5.0,0.0
8248affffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8248b7fffffffff,162.0,0.0,0.0,47.0,4.0,0.0
8248c7fffffffff,60.0,0.0,0.0,7.0,25.0,20.0
