cell_id,Lanius schach,Lanius schach erythronotus/caniceps,Lanius schach schach,Lanius schach tricolor/longicaudatus,Lanius schach bentet,Lanius schach [nasutus Group],Lanius schach schach x tricolor
83194dfffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
83201afffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
832080fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
83208efffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8320e3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832c51fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832c93fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833030fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833083fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83308efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833098fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833099fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
83309bfffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0
83309dfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
833185fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
833188fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83319dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833c02fffffffff,9.0,6.0,0.0,0.0,0.0,0.0,0.0
833c06fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
833c0afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833c0bfffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
833c19fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
833c1bfffffffff,28.0,0.0,0.0,17.0,0.0,0.0,0.0
833c1cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833c33fffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
833c5cfffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
833c68fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833c8dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833c8efffffffff,14.0,0.0,0.0,5.0,0.0,0.0,0.0
833c92fffffffff,8.0,0.0,0.0,8.0,0.0,0.0,0.0
833ca2fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
833ca8fffffffff,9.0,0.0,0.0,1.0,0.0,0.0,0.0
833ca9fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833cabfffffffff,14.0,0.0,0.0,2.0,0.0,0.0,0.0
833cb1fffffffff,22.0,1.0,0.0,19.0,0.0,0.0,0.0
833cc4fffffffff,8.0,0.0,0.0,8.0,0.0,0.0,0.0
833ce2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833ce3fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
833ce4fffffffff,13.0,2.0,0.0,9.0,0.0,0.0,0.0
833ce8fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
833ceafffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
833cf1fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
833cf2fffffffff,74.0,2.0,0.0,6.0,0.0,0.0,0.0
833cf4fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
833cf6fffffffff,6.0,0.0,0.0,3.0,0.0,0.0,0.0
833d00fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833d02fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833d04fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833d31fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833d33fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833d34fffffffff,16.0,9.0,0.0,0.0,0.0,0.0,0.0
833d35fffffffff,24.0,20.0,0.0,0.0,0.0,0.0,0.0
833d8bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833d8cfffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
833da1fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
833da3fffffffff,9.0,7.0,0.0,0.0,0.0,0.0,0.0
833da6fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
833da9fffffffff,3.0,2.0,0.0,1.0,0.0,0.0,0.0
833dadfffffffff,9.0,4.0,0.0,5.0,0.0,0.0,0.0
833db5fffffffff,19.0,19.0,0.0,0.0,0.0,0.0,0.0
83404cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834165fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834183fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
83418afffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8341a4fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8341a5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8341b5fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8342c0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8342c1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8342c2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8342c4fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8342c8fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8342cafffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8342cefffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8342d9fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8342dbfffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8342ddfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8342ebfffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
834360fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
834361fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8343acfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
834b26fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
834b35fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
834b84fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
834b91fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
834b9cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
834ba0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
834ba1fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
834ba2fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
834ba3fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
834ba5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834bb1fffffffff,14.0,1.0,0.0,0.0,0.0,0.0,0.0
834bb5fffffffff,49.0,0.0,2.0,0.0,0.0,0.0,0.0
836006fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836011fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
836014fffffffff,1213.0,1.0,0.0,0.0,0.0,0.0,0.0
836015fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
836016fffffffff,1063.0,2.0,0.0,0.0,0.0,0.0,0.0
836022fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
836030fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
836031fffffffff,206.0,4.0,0.0,0.0,0.0,0.0,0.0
836033fffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
836035fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
836084fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
836088fffffffff,12.0,9.0,0.0,0.0,0.0,0.0,0.0
83608afffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
83608efffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
836095fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8360a2fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0
8360a3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8360a5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8360a6fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8360a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8360a9fffffffff,73.0,6.0,0.0,0.0,0.0,0.0,0.0
8360b0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8360b1fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
8360b2fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8360b5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8360b6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
836189fffffffff,205.0,0.0,0.0,0.0,0.0,0.0,0.0
83618bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83618cfffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
836482fffffffff,9.0,0.0,9.0,0.0,0.0,0.0,0.0
836484fffffffff,6.0,0.0,0.0,4.0,0.0,0.0,0.0
836490fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,1.0
836491fffffffff,5.0,0.0,0.0,4.0,0.0,0.0,0.0
8364b1fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8364b4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
836501fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
836503fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
836505fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
836518fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
83651cfffffffff,8.0,0.0,0.0,0.0,2.0,0.0,0.0
83651dfffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
83651efffffffff,6.0,0.0,0.0,0.0,6.0,0.0,0.0
836520fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
836523fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
836526fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
836589fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83658afffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
83658bfffffffff,10.0,0.0,0.0,3.0,0.0,0.0,0.0
836599fffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0
83659bfffffffff,16.0,0.0,0.0,3.0,0.0,0.0,0.0
8365b2fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8365b6fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
836802fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836811fffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
836818fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83681cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83685cfffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
836936fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
836941fffffffff,7.0,0.0,0.0,0.0,0.0,2.0,0.0
836968fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8372dafffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
839c8bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839cd2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
