cell_id,Catharus guttatus,Catharus guttatus [guttatus Group],Catharus guttatus [auduboni Group],Catharus guttatus faxoni/crymophilus
820747fffffffff,4.0,0.0,0.0,0.0
820c17fffffffff,3.0,0.0,0.0,0.0
820c47fffffffff,57.0,10.0,0.0,0.0
820c57fffffffff,8.0,0.0,0.0,0.0
820c5ffffffffff,5.0,0.0,0.0,0.0
820c67fffffffff,15.0,0.0,0.0,0.0
820c77fffffffff,26.0,4.0,0.0,0.0
820ca7fffffffff,9.0,0.0,0.0,0.0
820cc7fffffffff,3.0,0.0,0.0,0.0
820ce7fffffffff,4.0,0.0,0.0,0.0
820ceffffffffff,5.0,0.0,0.0,0.0
820d07fffffffff,9.0,0.0,0.0,0.0
820d5ffffffffff,5.0,0.0,0.0,0.0
820e0ffffffffff,1.0,0.0,0.0,0.0
820e4ffffffffff,10.0,0.0,0.0,0.0
820e57fffffffff,8.0,0.0,0.0,0.0
820e6ffffffffff,6.0,0.0,0.0,0.0
820e97fffffffff,2.0,0.0,0.0,0.0
820ec7fffffffff,35.0,0.0,0.0,0.0
820ecffffffffff,7.0,0.0,0.0,0.0
820eeffffffffff,36.0,0.0,0.0,0.0
820fa7fffffffff,1.0,0.0,0.0,0.0
821237fffffffff,3.0,0.0,0.0,0.0
821247fffffffff,2.0,0.0,0.0,0.0
82125ffffffffff,3.0,0.0,0.0,0.0
82128ffffffffff,29.0,0.0,0.0,0.0
8212b7fffffffff,22.0,0.0,0.0,0.0
8212c7fffffffff,8.0,0.0,0.0,0.0
8212cffffffffff,40.0,0.0,1.0,0.0
8212d7fffffffff,23.0,0.0,0.0,0.0
8212dffffffffff,44.0,0.0,0.0,0.0
8212effffffffff,2.0,0.0,0.0,0.0
8212f7fffffffff,1.0,0.0,0.0,0.0
821387fffffffff,24.0,0.0,0.0,0.0
82138ffffffffff,13.0,0.0,0.0,0.0
821397fffffffff,3.0,0.0,0.0,0.0
82139ffffffffff,13.0,0.0,0.0,0.0
8213affffffffff,1.0,0.0,0.0,0.0
821aa7fffffffff,48.0,0.0,0.0,0.0
821aaffffffffff,1.0,0.0,0.0,0.0
821ab7fffffffff,3.0,0.0,0.0,0.0
821b8ffffffffff,4.0,0.0,0.0,0.0
821b9ffffffffff,10.0,0.0,0.0,0.0
821bb7fffffffff,2.0,0.0,0.0,0.0
821d27fffffffff,2.0,0.0,0.0,0.0
8222dffffffffff,38.0,7.0,0.0,0.0
822607fffffffff,15.0,0.0,0.0,2.0
82260ffffffffff,28.0,0.0,0.0,3.0
822617fffffffff,1.0,0.0,0.0,0.0
82261ffffffffff,2.0,0.0,0.0,0.0
822627fffffffff,30.0,0.0,0.0,0.0
82262ffffffffff,91.0,0.0,0.0,0.0
822637fffffffff,8.0,0.0,0.0,0.0
822647fffffffff,51.0,0.0,0.0,0.0
82264ffffffffff,114.0,0.0,0.0,27.0
822657fffffffff,11.0,0.0,0.0,0.0
82265ffffffffff,23.0,0.0,0.0,4.0
822667fffffffff,142.0,0.0,0.0,11.0
82266ffffffffff,33.0,0.0,0.0,0.0
822677fffffffff,28.0,0.0,0.0,0.0
822687fffffffff,138.0,0.0,10.0,0.0
82268ffffffffff,268.0,19.0,18.0,4.0
822697fffffffff,186.0,0.0,26.0,0.0
82269ffffffffff,230.0,0.0,4.0,0.0
8226a7fffffffff,2.0,0.0,0.0,0.0
8226affffffffff,173.0,41.0,10.0,6.0
8226b7fffffffff,12.0,0.0,0.0,0.0
8226c7fffffffff,4.0,0.0,0.0,0.0
8226cffffffffff,10.0,0.0,0.0,0.0
8226d7fffffffff,54.0,2.0,4.0,0.0
8226dffffffffff,14.0,0.0,0.0,2.0
8226e7fffffffff,15.0,0.0,0.0,0.0
8226effffffffff,17.0,0.0,0.0,4.0
