cell_id,Aerospiza tachiro,Aerospiza tachiro macroscelides,Aerospiza tachiro toussenelii/canescens,Aerospiza tachiro lopezi,Aerospiza tachiro unduliventer/croizati,Aerospiza tachiro sparsimfasciata,Aerospiza tachiro pembaensis,Aerospiza tachiro tachiro
845280dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8452831ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84529b5ffffffff,17.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
84529b9ffffffff,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84541a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454a93ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454a9bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454e21ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8454e41ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454e51ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454e63ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454e8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454f11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454f1bffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8454f43ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454f47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454f4dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454f51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454f6bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8458969ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8458c8bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8458d23ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8458d33ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8458d35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8458dcdffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8458de5ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846a507ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846a697ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846a6d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846a9e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846ac03ffffffff,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
846ac0bffffffff,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
846ac15ffffffff,72.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
846ac31ffffffff,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
846ac35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846ac39ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846ac3dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846ac89ffffffff,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
846ac93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846acadffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846acc7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846acd1ffffffff,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
846acd5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846ace5ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846ad81ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846ad85ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846ad8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846adc1ffffffff,169.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
846adc5ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846adc7ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846adc9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846ade7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846ae85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846aea1ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846aea3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846aea5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846aea9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846aeabffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846aeb7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475085ffffffff,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8475087ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84750c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
